"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"10005238","RESIDENTIAL","Single Family Residence","405 W Greenwood Street","Dunn","28334",,"Not in a Subdivision","2","1","847","0-.25 Acres","1949","1/9/2024","1/31/2024","2","$35,000","$35,000"
"2523686","RESIDENTIAL","Single Family Residence","307 Burke Street","Dunn","28334",,"Not in a Subdivision","2","1","864","0-.25 Acres","1940","7/26/2023","2/5/2024","6","$45,000","$37,000"
"10011280","RESIDENTIAL","Ranch","501 Hillside Avenue","Henderson","27536",,"Abernathy Place","2","1","980","0-.25 Acres","1945","2/12/2024","3/1/2024","10","$40,000","$38,000"
"LP717642","RESIDENTIAL","Single Family Residence","583 Judson Church Road","Fayetteville","28312",,,"2","1","0",".51-.75 Acres","1959","12/29/2023","2/22/2024","10","$49,500","$40,000"
"2540663","RESIDENTIAL","Single Family Residence","406 S 16th Street","Scotland Neck","27874",,"To Be Added","3","1","975","0-.25 Acres","1969","11/3/2023","3/5/2024","4","$50,000","$40,000"
"LP718184","RESIDENTIAL","Single Family Residence","115 Baldwin Street","Red Springs","28377",,,"2","1","0",,"1960","1/12/2024","2/29/2024","32","$70,000","$40,000"
"10014476","RESIDENTIAL","Manufactured","136 Moses Lane","Warrenton","27589",,"Not in a Subdivision","3","2","877","1-2.9 Acres","1986","3/1/2024","3/26/2024","3","$40,000","$42,500"
"LP715757","RESIDENTIAL","Single Family Residence","313 S Racepath Street","Fayetteville","28301",,,"3","1","0",".26-.5 Acres","1933","11/13/2023","1/4/2024","31","$52,375","$43,500"
"LP714405","RESIDENTIAL","Manufactured","210 Shelly Lane","Cameron","28326",,,"3","2","0","1-2.9 Acres","2003","10/10/2023","3/12/2024","108","$45,000","$45,000"
"LP715425","RESIDENTIAL","Single Family Residence","506 W Jackson Street","Rowland","28383",,,"3","2","0",".26-.5 Acres","1940","11/3/2023","1/22/2024","22","$75,000","$45,000"
"LP716832","RESIDENTIAL","Single Family Residence","2009 Sapona Road","Fayetteville","28312",,"Cedar Creek","2","1","0",".51-.75 Acres","1947","12/7/2023","1/25/2024","31","$65,000","$45,000"
"LP717297","RESIDENTIAL","Single Family Residence","4600 Balducci Drive","Parkton","28371",,"Upchurch Sands","3","2","0",".26-.5 Acres","1996","12/18/2023","2/23/2024","45","$55,000","$47,000"
"10006064","RESIDENTIAL","Single Family Residence","917 Gold Street","Wilson","27893",,"Not in a Subdivision","2","1","828","0-.25 Acres","1945","1/12/2024","2/6/2024","4","$30,000","$47,000"
"2541188","RESIDENTIAL","Single Family Residence","2911 E NC 27 Highway","Coats","27521",,"Not in a Subdivision","2","1","828","1-2.9 Acres","1956","11/8/2023","1/2/2024","9","$67,500","$47,500"
"LP715662","RESIDENTIAL","Single Family Residence","2911 NC 27 Highway","Coats","27521",,,"2","1","0","1-2.9 Acres","1956","11/8/2023","1/2/2024","9","$67,500","$47,500"
"LP715015","RESIDENTIAL","Single Family Residence","307 Cude Street","Fayetteville","28306",,,"3","2","0",,"1940","10/20/2023","2/12/2024","78","$55,000","$48,000"
"2533080","RESIDENTIAL","Single Family Residence","430 Old Epsom Road","Henderson","27536",,"Not in a Subdivision","2","1","1,158","0-.25 Acres","1944","9/20/2023","3/28/2024","116","$50,000","$48,500"
"2541986","RESIDENTIAL","Single Family Residence","1100 Long Avenue","Rocky Mount","27801",,"Not in a Subdivision","3","2","1,670","0-.25 Acres","1949","11/14/2023","2/7/2024","1","$60,000","$50,000"
"2541876","RESIDENTIAL","Single Family Residence","308 Brownrigg Street","Goldsboro","27530",,"Not in a Subdivision","2","1","1,624",".26-.5 Acres","1955","11/13/2023","3/13/2024","31","$64,000","$50,000"
"10006503","RESIDENTIAL","Single Family Residence","399 Fire Department Road","Clayton","27527",,"Not in a Subdivision","3","1","1,170",".26-.5 Acres","1930","1/16/2024","2/19/2024","16","$69,000","$50,000"
"10011439","RESIDENTIAL","Manufactured","15603 Nc-48","Littleton","27850",,"Not in a Subdivision","3","2","1,456",".51-.75 Acres","1993","2/13/2024","3/28/2024","24","$75,000","$50,000"
"LP716856","RESIDENTIAL","Single Family Residence","300 8th Avenue","Red Springs","28377",,,"3","1","0",,"1966","12/19/2023","2/6/2024","35","$75,000","$50,000"
"LP707627","RESIDENTIAL","Single Family Residence","4777 Old Savannah Church Road","Fayetteville","28312",,,"3","2","0","1-2.9 Acres","1973","6/30/2023","1/22/2024","164","$75,000","$50,000"
"2542336","RESIDENTIAL","Single Family Residence","141 Parker Lane","Tarboro","27886",,"Not in a Subdivision","3","1","890",".26-.5 Acres","1966","11/16/2023","1/31/2024","32","$68,000","$50,000"
"10004822","RESIDENTIAL","Single Family Residence","223 S Plymouth Street","Fayetteville","28312",,"Not in a Subdivision","2","1","883","0-.25 Acres","1948","1/5/2024","2/23/2024","16","$57,500","$50,000"
"LP717945","RESIDENTIAL","Single Family Residence","223 S Plymouth Street","Fayetteville","28312",,,"2","1","0","0-.25 Acres","1948","1/5/2024","2/23/2024","16","$57,500","$50,000"
"10004090","RESIDENTIAL","Single Family Residence","835 Sunset Avenue","Rocky Mount","27804",,"Not in a Subdivision","4","2","1,955","0-.25 Acres","1935","1/3/2024","1/24/2024","3","$50,000","$52,000"
"LP717141","RESIDENTIAL","Single Family Residence","331 Dowd Street","Carthage","28327",,,"3","1","0",,"1935","12/13/2023","1/5/2024","6","$75,000","$53,000"
"2539819","RESIDENTIAL","Single Family Residence","1228 Battle Street","Greenville","27834",,,"2","1","941","0-.25 Acres","1945","10/31/2023","1/30/2024","52","$65,000","$54,000"
"LP715305","RESIDENTIAL","Single Family Residence","1614 Murchison Road","Fayetteville","28301",,,"3","1","0",,"1955","11/1/2023","3/14/2024","7","$39,000","$55,000"
"10009490","RESIDENTIAL","Single Family Residence","516 Mayview Street","Fayetteville","28306",,"Loch Lomond","3","1","1,331",".26-.5 Acres","1907","2/2/2024","3/22/2024","2","$59,000","$55,000"
"2496978","RESIDENTIAL","Single Family Residence","718 East Street","Smithfield","27577",,"Woodall Heights","2","1","744","0-.25 Acres","1950","2/27/2023","2/12/2024","3","$55,000","$55,000"
"LP716685","RESIDENTIAL","Single Family Residence","317 Mclean Street","Laurinburg","28352",,,"2","3","0","0-.25 Acres","1950","12/4/2023","2/21/2024","63","$100,000","$58,000"
"LP715959","RESIDENTIAL","Other","6405 Canadian Avenue","Hope Mills","28348",,"Twin Oaks","3","2","0",".26-.5 Acres","1994","11/17/2023","1/22/2024","46","$59,000","$59,000"
"LP717295","RESIDENTIAL","Other","7323 Acropolis Drive","Parkton","28371",,"Upchurch Sands","3","2","0",".26-.5 Acres","1997","12/18/2023","1/22/2024","15","$59,000","$59,000"
"128444","RESIDENTIAL","Other","0 Coy Street","Burlington","27215",,,,"0","0",".26-.5 Acres",,"8/30/2023","1/5/2024","107","$59,900","$59,900"
"2543354","RESIDENTIAL","Single Family Residence","1104 Stantonsburg Circle","Wilson","27893",,"Not in a Subdivision","2","1","800","0-.25 Acres","1925","11/23/2023","1/10/2024","18","$70,000","$60,000"
"LP718799","RESIDENTIAL","Single Family Residence","1605 Martin Luther King Drive","Elizabethtown","28337",,,"3","2","0",,"1953","1/23/2024","3/5/2024","20","$69,900","$60,000"
"2537310","RESIDENTIAL","Single Family Residence","107 5th Street","Oxford","27565",,"Not in a Subdivision","2","1","888",".26-.5 Acres","1920","10/14/2023","2/12/2024","92","$75,000","$60,000"
"2528286","RESIDENTIAL","Single Family Residence","916 E Holly Street","Rocky Mount","27801",,"Not in a Subdivision","2","1","712","0-.25 Acres","1900","8/22/2023","1/3/2024","105","$79,900","$60,000"
"LP716636","RESIDENTIAL","Manufactured","10621 Carlyle Court","Laurel Hill","28351",,,"3","2","0","1-2.9 Acres","1996","12/4/2023","1/22/2024","16","$90,000","$60,000"
"LP697215","RESIDENTIAL","Single Family Residence","1712 Hayes Road","Spring Lake","28390",,,"2","1","0",,"1950","1/18/2023","3/7/2024","106","$109,385","$61,000"
"2541891","RESIDENTIAL","Manufactured","2080 Preston Road","Maxton","28364",,"Not in a Subdivision","3","2","1,568","1-2.9 Acres","1993","11/13/2023","3/25/2024","28","$63,900","$61,500"
"10002610","RESIDENTIAL","Single Family Residence","109 W North Street","Roseboro","28382",,"Roseboro","3","1","1,250",,"1938","12/12/2023","3/19/2024","44","$69,000","$61,500"
"LP717188","RESIDENTIAL","Single Family Residence","129 Northwest Avenue","Fayetteville","28301",,,"3","1","0",,"1952","12/14/2023","2/20/2024","7","$82,000","$62,000"
"LP720033","RESIDENTIAL","Single Family Residence","98 & 96 Fayetteville Street","Parkton","28371",,,"3","1","0",,"1928","2/19/2024","3/15/2024","6","$79,000","$62,000"
"10013520","RESIDENTIAL","Manufactured","615 Worth Hinton Road","Zebulon","27597",,"Not in a Subdivision","3","1","732",".26-.5 Acres","1972","2/24/2024","3/6/2024","2","$59,900","$62,000"
"2542562","RESIDENTIAL","Single Family Residence","104 Short Street","Dunn","28334",,"Not in a Subdivision","2","1","711",".26-.5 Acres","1933","11/17/2023","3/11/2024","30","$65,000","$65,000"
"2542597","RESIDENTIAL","Single Family Residence","1007 S McKay Avenue","Dunn","28334",,"Not in a Subdivision","2","1","711",".26-.5 Acres","1933","11/17/2023","3/11/2024","30","$65,000","$65,000"
"2542582","RESIDENTIAL","Single Family Residence","100 Short Street","Dunn","28334",,"Not in a Subdivision","2","1","711",".26-.5 Acres","1933","11/17/2023","3/11/2024","30","$65,000","$65,000"
"LP709102","RESIDENTIAL","Single Family Residence","211 Alma Street","Vass","28394",,,"3","1","0",".76-.99 Acres","1950","8/1/2023","3/4/2024","184","$70,000","$65,000"
"10006857","RESIDENTIAL","Single Family Residence","207 Jordan Street","Warsaw","28398",,"Not in a Subdivision","3","1","1,023",".26-.5 Acres","1972","1/17/2024","2/1/2024","3","$59,900","$65,000"
"10003742","RESIDENTIAL","Single Family Residence","714 Harriett Street","Henderson","27536",,"Not in a Subdivision","2","1","2,080","0-.25 Acres","1950","12/29/2023","2/5/2024","12","$65,000","$65,000"
"LP718636","RESIDENTIAL","Single Family Residence","5397 Clinton Road","Stedman","28391",,,"3","2","0",,"1965","1/21/2024","3/11/2024","2","$68,000","$65,000"
"10005234","RESIDENTIAL","Single Family Residence","1012 S Layton Avenue","Dunn","28334",,"Not in a Subdivision","3","2","706","0-.25 Acres","1939","1/9/2024","2/1/2024","2","$67,000","$67,000"
"10005233","RESIDENTIAL","Single Family Residence","1004 S Layton Avenue","Dunn","28334",,"Not in a Subdivision","2","1","683",,"1939","1/9/2024","2/1/2024","2","$67,000","$67,000"
"10003903","RESIDENTIAL","Single Family Residence","210 King Street","Oxford","27565",,"Not in a Subdivision","3","2","1,245",".76-.99 Acres","1901","1/2/2024","3/6/2024","23","$84,500","$67,000"
"128952","RESIDENTIAL","Single Family Residence","70 Browns Chapel Road","Gibsonville","27249",,"Not in a Subdivision","2","1","780",".26-.5 Acres","1940","11/17/2023","1/16/2024","25","$70,000","$67,000"
"10013275","RESIDENTIAL","Single Family Residence","214 Dameron Street","Warrenton","27589",,"Not in a Subdivision","2","1","793","0-.25 Acres","1950","2/23/2024","3/22/2024","4","$70,000","$68,000"
"2537417","RESIDENTIAL","Single Family Residence","1021 Magette Street","Rich Square","27869",,"Not in a Subdivision","3","2","1,359",".26-.5 Acres","1977","10/13/2023","1/29/2024","48","$70,000","$68,000"
"LP718790","RESIDENTIAL","Single Family Residence","3948 Foster Drive","Fayetteville","28311",,"Drexel","3","2","0",,"1983","1/7/2024","1/26/2024","17","$68,500","$68,500"
"10008542","RESIDENTIAL","Single Family Residence","220 N Richardson Avenue","Nashville","27856",,"Not in a Subdivision","2","1","616","0-.25 Acres","1960","1/27/2024","2/16/2024","5","$65,000","$70,000"
"10002484","RESIDENTIAL","Single Family Residence","507 Swansons Road","Louisburg","27549",,"Not in a Subdivision","2","1","750",".26-.5 Acres","1940","12/16/2023","2/26/2024","46","$114,900","$70,000"
"10008017","RESIDENTIAL","Manufactured","121 Marshall Drive","Dudley","28333",,"Brogden","3","2","1,620",".26-.5 Acres","1988","1/25/2024","2/19/2024","14","$69,900","$70,000"
"LP718539","RESIDENTIAL","Single Family Residence","602 Berwick Drive","Fayetteville","28314",,"Montclair","3","2","0",".26-.5 Acres","1973","1/18/2024","2/20/2024","2","$62,000","$70,000"
"10015651","RESIDENTIAL","Manufactured","8625 Rich Road","Castalia","27816",,"Not in a Subdivision","2","2","924","1-2.9 Acres","2003","3/6/2024","3/27/2024","9","$74,500","$70,000"
"2535695","RESIDENTIAL","Single Family Residence","4205 Carroll Avenue","Rocky Mount","27804",,"Not in a Subdivision","3","2","1,436","0-.25 Acres","1958","10/5/2023","1/4/2024","6","$75,000","$71,000"
"10002860","RESIDENTIAL","Single Family Residence","933 Rand Street","Smithfield","27577",,"Not in a Subdivision","2","2","1,100","0-.25 Acres","1948","12/18/2023","1/31/2024","16","$90,900","$72,000"
"LP711813","RESIDENTIAL","Condo","978 Stewarts Creek Drive","Fayetteville","28314",,,"2","2","0",,"1991","9/15/2023","2/5/2024","56","$85,000","$72,500"
"10010419","RESIDENTIAL","Single Family Residence","901 Johnson Street","Reidsville","27320",,"Not in a Subdivision","1","1","787",,"1941","2/7/2024","3/6/2024","9","$73,000","$73,000"
"10006076","RESIDENTIAL","Single Family Residence","322 2nd Street Place","Hickory","28602",,"Not in a Subdivision","3","2","1,152",".26-.5 Acres","1925","1/11/2024","2/2/2024","8","$65,000","$73,000"
"LP716395","RESIDENTIAL","Single Family Residence","507 Winona Avenue","Lumberton","28358",,,"4","1","0",,"1930","11/28/2023","1/16/2024","8","$85,000","$73,000"
"126346","RESIDENTIAL","Single Family Residence","211 Oak Summit Road","Winston Salem","27105",,,"2","1","0","1-2.9 Acres","1955","12/12/2022","1/4/2024","164","$80,000","$73,500"
"LP717544","RESIDENTIAL","Single Family Residence","1327 Hibiscus Road","Fayetteville","28311",,,"3","2","0",".26-.5 Acres","1967","12/27/2023","2/26/2024","44","$79,900","$74,900"
"10012786","RESIDENTIAL","Single Family Residence","305 County Home Road","Smithfield","27577",,"Not in a Subdivision","2","1","1,008",".76-.99 Acres","1950","2/21/2024","3/15/2024","5","$60,000","$75,000"
"2535038","RESIDENTIAL","Single Family Residence","107 King Drive","Mount Olive","28365",,"Not in a Subdivision","3","1","1,064",".26-.5 Acres","1973","10/1/2023","1/12/2024","40","$106,000","$75,000"
"LP717982","RESIDENTIAL","Single Family Residence","504 Cypress Street","Roseboro","28382",,"Roseboro","3","2","0",,"1991","12/20/2023","3/27/2024","45","$75,000","$75,000"
"10001759","RESIDENTIAL","Single Family Residence","3015 Nc 210","Lillington","27546",,"Not in a Subdivision","2","1","973","1-2.9 Acres","1952","12/11/2023","1/5/2024","4","$140,000","$75,000"
"2539481","RESIDENTIAL","Single Family Residence","1417 Memory Lane","Rocky Mount","27804",,"Not in a Subdivision","4","1","1,620",".26-.5 Acres","1920","10/27/2023","1/2/2024","54","$85,000","$75,000"
"LP708142","RESIDENTIAL","Single Family Residence","3412 Sids Mill Road","Fayetteville","28312",,,"3","1","0",,"1935","7/12/2023","1/12/2024","147","$89,000","$75,000"
"LP716805","RESIDENTIAL","Single Family Residence","2520 Muriel Drive","Fayetteville","28306",,,"2","1","0",".26-.5 Acres","1961","12/6/2023","1/31/2024","4","$69,500","$75,000"
"LP719723","RESIDENTIAL","Single Family Residence","140 Johnson Street","Red Springs","28377",,,"2","2","0",,"1945","3/4/2024","3/19/2024","1","$79,900","$75,000"
"LP717520","RESIDENTIAL","Single Family Residence","211 Hawthorne Road","Fayetteville","28301",,,"3","2","0",,"1942","1/26/2024","3/8/2024","19","$89,000","$75,000"
"2539981","RESIDENTIAL","Single Family Residence","1741 Biltmore Street","Burlington","27215",,"Not in a Subdivision","1","1","476","0-.25 Acres","1948","11/1/2023","1/4/2024","7","$75,000","$75,000"
"2539978","RESIDENTIAL","Single Family Residence","1737 Biltmore Street","Burlington","27215",,"Not in a Subdivision","1","1","475","0-.25 Acres","1949","11/1/2023","1/4/2024","7","$75,000","$75,000"
"10002896","RESIDENTIAL","Single Family Residence","233 Belfast Road","Goldsboro","27530",,"Not in a Subdivision","2","1","931",".51-.75 Acres","1965","12/13/2023","2/16/2024","55","$85,000","$75,000"
"10012942","RESIDENTIAL","Single Family Residence","205 Dixon Street","Elm City","27822",,"Not in a Subdivision","3","1","1,438","0-.25 Acres","1935","2/22/2024","3/12/2024","4","$70,000","$75,500"
"LP720289","RESIDENTIAL","Single Family Residence","1613 Kendall Drive","Fayetteville","28301",,,"2","2","0",".26-.5 Acres","1946","3/1/2024","3/22/2024","3","$79,500","$79,500"
"LP719330","RESIDENTIAL","Manufactured","421 Cabrini Court","Fayetteville","28312",,"Bayfield","3","2","0",,"1997","2/4/2024","2/16/2024","2","$60,000","$79,600"
"LP719249","RESIDENTIAL","Condo","6376 Applecross Avenue","Fayetteville","28304",,"Southwood","2","2","0",,"1984","2/2/2024","3/6/2024","8","$85,000","$80,000"
"LP720315","RESIDENTIAL","Single Family Residence","2610 Rogers Street","Lumberton","28358",,,"2","1","0",,"1981","2/22/2024","3/22/2024","4","$89,999","$80,000"
"LP718973","RESIDENTIAL","Single Family Residence","515 Mercer Mill Road","Elizabethtown","28337",,,"3","2","0",,"1944","1/29/2024","3/11/2024","32","$99,500","$80,000"
"LP718718","RESIDENTIAL","Single Family Residence","2133 Fargo Drive","Fayetteville","28306",,,"3","2","0",,"1967","1/24/2024","3/8/2024","1","$120,000","$80,000"
"2541874","RESIDENTIAL","Single Family Residence","306 Brownrigg Street","Goldsboro","27530",,"Not in a Subdivision","3","2","1,520","0-.25 Acres","1920","11/13/2023","1/24/2024","9","$80,000","$80,000"
"2541598","RESIDENTIAL","Single Family Residence","510 First Street","Laurinburg","28352",,"Not in a Subdivision","2","1","819",".26-.5 Acres","1943","11/10/2023","2/7/2024","56","$80,000","$80,000"
"2538147","RESIDENTIAL","Single Family Residence","2657 Pleasant Hill Road","Rocky Mount","27801",,"Not in a Subdivision","3","1","1,138",,"1958","10/19/2023","3/15/2024","96","$89,000","$80,000"
"LP718373","RESIDENTIAL","Single Family Residence","210 Lynn Avenue","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1952","1/16/2024","1/30/2024","1","$80,000","$80,000"
"10006882","RESIDENTIAL","Single Family Residence","68 Keelboat Lane","Fuquay Varina","27526",,"Captains Landing","3","1","938",".26-.5 Acres","1940","1/18/2024","3/1/2024","6","$79,000","$81,000"
"LP714936","RESIDENTIAL","Manufactured","174 Lakerest Lane","Carthage","28327",,,"3","2","0",,"1997","10/23/2023","2/7/2024","24","$97,500","$81,000"
"10015930","RESIDENTIAL","Single Family Residence","305 Gillis Road","Roxboro","27574",,"Not in a Subdivision","3","1","1,085",".51-.75 Acres","1983","3/8/2024","3/19/2024","2","$100,000","$82,500"
"10004824","RESIDENTIAL","Manufactured","18301 Nc 27 W","Cameron","28326",,"Not in a Subdivision","3","2","1,456","1-2.9 Acres","2002","1/5/2024","2/1/2024","18","$95,000","$83,000"
"10004565","RESIDENTIAL","Single Family Residence","644 Josephine Drive","Lumberton","28358",,"Not in a Subdivision","3","2","1,264","1-2.9 Acres","1995","1/5/2024","3/1/2024","31","$95,000","$83,000"
"10002522","RESIDENTIAL","Single Family Residence","2313 Regan Avenue","Fayetteville","28301",,"Eccles","2","1","826",".26-.5 Acres","1957","12/12/2023","3/22/2024","67","$84,000","$84,000"
"2542575","RESIDENTIAL","Single Family Residence","102 Short Street","Dunn","28334",,"Not in a Subdivision","2","1","711",".26-.5 Acres","1933","11/17/2023","3/11/2024","30","$85,000","$85,000"
"LP718822","RESIDENTIAL","Single Family Residence","3161 Ashboro Street","Fayetteville","28306",,,"2","1","0",".51-.75 Acres","1935","1/25/2024","3/25/2024","7","$80,000","$85,000"
"10005285","RESIDENTIAL","Single Family Residence","1331 Sunset Avenue","Rocky Mount","27804",,"Not in a Subdivision","3","2","2,044",".26-.5 Acres","1950","1/9/2024","2/2/2024","8","$89,500","$85,000"
"10002586","RESIDENTIAL","Single Family Residence","1200 W Waddell Street","Selma","27576",,"Not in a Subdivision","2","1","992",".26-.5 Acres","1930","12/17/2023","3/5/2024","43","$100,000","$85,000"
"10006301","RESIDENTIAL","Manufactured","63 Pecan Drive","Spring Lake","28390",,"To Be Added","3","2","926",".26-.5 Acres","1985","1/15/2024","3/4/2024","15","$85,000","$85,000"
"10004322","RESIDENTIAL","Single Family Residence","1304 S 14th Street","Lillington","27546",,"Not in a Subdivision","2","1","840","0-.25 Acres","1938","1/3/2024","2/28/2024","33","$130,000","$85,000"
"LP717483","RESIDENTIAL","Single Family Residence","7033 Ryan Street","Fayetteville","28314",,"Loch Lomond","2","1","0",,"1964","1/2/2024","3/15/2024","46","$144,900","$85,000"
"10013863","RESIDENTIAL","Single Family Residence","1402 Buckhorn Road","Garner","27529",,"The Woodlands","3","2","1,195",".26-.5 Acres","1990","2/27/2024","3/11/2024","0","$85,000","$85,000"
"LP712777","RESIDENTIAL","Single Family Residence","83, 54, 70,40 Frederick Britt Road","Bladenboro","28320",,,"3","1","0",,"1915","9/26/2023","2/26/2024","95","$140,000","$85,000"
"LP717821","RESIDENTIAL","Single Family Residence","5113 Surf Scooter Drive","Fayetteville","28311",,,"1","1","0","0-.25 Acres","1985","1/4/2024","2/1/2024","4","$85,000","$85,000"
"LP719459","RESIDENTIAL","Single Family Residence","198 Pine Forest Drive","Maxton","28364",,"Wildwood","3","2","0",,"1980","1/9/2024","2/16/2024","32","$85,000","$85,000"
"10010703","RESIDENTIAL","Single Family Residence","706 Manson-Drewry Road","Manson","27553",,"Not in a Subdivision","2","1","770","3-5.9 Acres","1940","2/8/2024","2/21/2024","3","$79,000","$85,000"
"10012221","RESIDENTIAL","Single Family Residence","602 Piedmont Way","Burlington","27217",,"Not in a Subdivision","2","1","896","0-.25 Acres","1926","2/16/2024","3/26/2024","4","$110,000","$87,000"
"2543102","RESIDENTIAL","Single Family Residence","312 E Andrews Avenue","Henderson","27536",,"Not in a Subdivision","4","1","1,719",".26-.5 Acres","1883","11/21/2023","1/23/2024","19","$100,000","$88,000"
"10008763","RESIDENTIAL","Condo","3109 Darden Road","Greensboro","27407",,"Not in a Subdivision","2","2","885","0-.25 Acres","1985","1/30/2024","3/13/2024","4","$95,000","$88,000"
"10001469","RESIDENTIAL","Single Family Residence","1218 Dawkins Street","Durham","27707",,"Not in a Subdivision","3","2","1,176","0-.25 Acres","1910","12/7/2023","1/12/2024","14","$99,000","$88,500"
"2543596","RESIDENTIAL","Single Family Residence","207 E Kornegay Street","Mount Olive","28365",,,"2","1","792","0-.25 Acres","1900","11/26/2023","3/15/2024","9","$95,000","$90,000"
"LP720095","RESIDENTIAL","Single Family Residence","4722 Tippit Trail","Fayetteville","28306",,,"3","2","0",,"1994","2/20/2024","3/26/2024","14","$99,950","$90,000"
"10008338","RESIDENTIAL","Single Family Residence","205 Spring Street","Louisburg","27549",,"Not in a Subdivision","2","1","1,392","0-.25 Acres","1850","1/25/2024","2/13/2024","4","$89,900","$90,000"
"10005385","RESIDENTIAL","Manufactured","1921 John Hall Road","Fayetteville","28312",,"Seabrook Estates","3","2","1,132",".26-.5 Acres","1997","1/10/2024","3/28/2024","42","$109,900","$90,000"
"10007780","RESIDENTIAL","Manufactured","95 Martin Road","St. Pauls","28384",,"Not in a Subdivision","3","2","1,522",".76-.99 Acres","1994","1/24/2024","2/5/2024","1","$100,000","$90,000"
"10005094","RESIDENTIAL","Single Family Residence","5545 Woodsdale Road","Roxboro","27574",,"Not in a Subdivision","3","1","1,330",".51-.75 Acres","1965","1/8/2024","3/22/2024","39","$100,000","$90,000"
"LP716180","RESIDENTIAL","Condo","1804 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","11/28/2023","1/10/2024","5","$98,500","$90,000"
"LP717002","RESIDENTIAL","Manufactured","4222 Huckleberry Drive","Fayetteville","28312",,,"3","2","0","1-2.9 Acres","2002","12/15/2023","1/16/2024","1","$90,000","$90,000"
"2503071","RESIDENTIAL","Single Family Residence","115 Brookwood Avenue","Fayetteville","28301",,"Not in a Subdivision","3","2","1,670","0-.25 Acres","1950","4/3/2023","1/26/2024","268","$118,000","$90,000"
"LP717865","RESIDENTIAL","Manufactured","286 Jordan Drive","Lumberton","28358",,,"3","2","0",".26-.5 Acres","2001","1/4/2024","1/19/2024","0","$95,000","$91,000"
"LP719351","RESIDENTIAL","Single Family Residence","1148 Holly Swamp Church Road","Lumberton","28360",,,"3","2","0",".26-.5 Acres","2016","2/6/2024","3/28/2024","28","$89,900","$91,500"
"LP717318","RESIDENTIAL","Single Family Residence","1118 Progress Street","Fayetteville","28306",,,"3","2","0",,"1930","12/12/2023","2/14/2024","21","$105,000","$92,000"
"2540642","RESIDENTIAL","Single Family Residence","813 E Highland Avenue","Rocky Mount","27801",,"Not in a Subdivision","3","1","918",,"1995","11/3/2023","1/10/2024","17","$109,900","$92,000"
"10001284","RESIDENTIAL","Ranch","173 Bannermans Mill Road","Richlands","28574",,"To Be Added","3","5","1,130",".26-.5 Acres","1986","12/7/2023","1/18/2024","1","$92,500","$92,500"
