"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2336343","RESIDENTIAL","Single Family Residence","1411 Parham Street","Henderson","27536",,"Not in a Subdivision","2","1","974",".26-.5 Acres","1960","8/11/2020","1/29/2021","43","$36,500","$34,000"
"2361371","RESIDENTIAL","Manufactured","581 Ed Thomas Road","Cameron","28326",,"Not in a Subdivision","3","2","1,528","1-2.9 Acres","1988","1/13/2021","2/22/2021","15","$32,000","$35,000"
"LP648178","RESIDENTIAL","Manufactured","581 Ed Thomas Road","Cameron","28326",,,"3","2","0","1-2.9 Acres","1988","1/5/2021","2/8/2021","21","$32,000","$35,000"
"2362302","RESIDENTIAL","Single Family Residence","3999 Steel Bridge","Sanford","27330",,"Not in a Subdivision","2","1","867",".76-.99 Acres","1945","1/19/2021","2/10/2021","2","$80,000","$35,000"
"2360877","RESIDENTIAL","Single Family Residence","223 Kerr Drive","Roxboro","27573-4143",,"Cavel Village","2","1","926",".51-.75 Acres","1928","1/9/2021","2/11/2021","23","$36,900","$35,500"
"LP648831","RESIDENTIAL","Single Family Residence","407 N 14th Street","Erwin","28339",,"Erwin Mills","2","1","0",,"1903","1/19/2021","2/17/2021","1","$19,500","$36,000"
"2361995","RESIDENTIAL","Single Family Residence","11 W 6th Street","Weldon","27890",,"Not in a Subdivision","5","3","3,810",".26-.5 Acres","1901","1/15/2021","2/26/2021","15","$28,000","$36,038"
"2360876","RESIDENTIAL","Single Family Residence","1729 Turner Street","Roxboro","27573-4120",,"Cavel Village","3","1","1,310","0-.25 Acres","1927","1/9/2021","2/11/2021","21","$43,900","$37,000"
"LP649732","RESIDENTIAL","Single Family Residence","2160 California Drive","Lumberton","28358",,,"3","1","0","0-.25 Acres","1974","2/5/2021","3/31/2021","44","$37,000","$37,000"
"2360881","RESIDENTIAL","Single Family Residence","1704 Forrest Street","Roxboro","27573-4106",,"Cavel Village","2","1","1,170","0-.25 Acres","1928","1/9/2021","2/11/2021","17","$36,900","$37,100"
"116429","RESIDENTIAL","Single Family Residence","134 Dogwood Drive","Burlington","27215",,,"1","1","0",".26-.5 Acres","1931","2/8/2021","3/30/2021","6","$45,000","$37,600"
"2363124","RESIDENTIAL","Single Family Residence","906 King Street","Sanford","27330",,"To Be Added","2","1","801",".76-.99 Acres","1950","1/23/2021","2/10/2021","5","$30,000","$38,000"
"2357368","RESIDENTIAL","Manufactured","360 Hicksboro Road","Henderson","27537",,"Not in a Subdivision","2","1","760","1-2.9 Acres","1971","12/9/2020","1/6/2021","5","$35,000","$38,000"
"2360878","RESIDENTIAL","Single Family Residence","115 Kerr Drive","Roxboro","27573-4146",,"Cavel Village","3","1","1,480","0-.25 Acres","1927","1/9/2021","2/11/2021","24","$29,995","$38,000"
"2358041","RESIDENTIAL","Single Family Residence","106 Jackson Boulevard","Erwin","28339",,"Not in a Subdivision","3","1","1,133",".26-.5 Acres","1961","12/15/2020","1/21/2021","9","$40,000","$38,000"
"LP649020","RESIDENTIAL","Single Family Residence","906 King Street","Sanford","27330",,,"2","1","0",,"1950","1/23/2021","2/10/2021","5","$30,000","$38,000"
"LP647678","RESIDENTIAL","Condo","6788 Willowbrook Drive","Fayetteville","28314",,,"2","2","0","0-.25 Acres","1986","12/14/2020","1/25/2021","17","$43,000","$38,500"
"LP646949","RESIDENTIAL","Single Family Residence","140 Sweet Lane","Cameron","28326",,,"3","1","0",,"1960","12/2/2020","1/19/2021","35","$39,900","$39,000"
"LP648293","RESIDENTIAL","Single Family Residence","1634 Rudolph Street","Fayetteville","28301",,,"3","1","0",,"1958","1/7/2021","3/5/2021","16","$42,000","$39,100"
"2359862","RESIDENTIAL","Single Family Residence","118 Antioch Church Road","Dunn","28334",,"Not in a Subdivision","3","1","1,016","0-.25 Acres","1935","1/3/2021","1/26/2021","13","$49,592","$40,000"
"LP646968","RESIDENTIAL","Single Family Residence","1098 S Chicken Road","Rowland","28383",,,"2","1","0",,"1945","12/3/2020","2/9/2021","7","$48,500","$40,000"
"2369040","RESIDENTIAL","Manufactured","226 Everette Avenue","Roxboro","27574",,"Flat River Plantation","3","2","1,339","1-2.9 Acres","1988","2/25/2021","3/31/2021","11","$45,000","$40,000"
"2368862","RESIDENTIAL","Single Family Residence","505 E Canary Street","Dunn","28334",,"Not in a Subdivision","2","1","732","0-.25 Acres","1945","2/25/2021","3/22/2021","3","$45,000","$40,500"
"LP647114","RESIDENTIAL","Single Family Residence","505 Roxie Avenue","Fayetteville","28304",,"Bordeaux","2","1","0",,"1950","12/6/2020","1/8/2021","8","$55,000","$42,500"
"2346304","RESIDENTIAL","Single Family Residence","6197 Old Fairground Road","Benson","27504",,"Not in a Subdivision","2","1","901","0-.25 Acres","1964","10/2/2020","3/3/2021","90","$45,000","$42,883"
"2353652","RESIDENTIAL","Single Family Residence","104 Cane Drive","Rocky Mount","27801",,"Berkshire Village","3","1","1,317",".26-.5 Acres","1974","11/13/2020","2/4/2021","33","$50,000","$43,500"
"2356670","RESIDENTIAL","Single Family Residence","324 Chavasse Avenue","Henderson","27536",,"Not in a Subdivision","3","2","1,428",".26-.5 Acres","1960","12/7/2020","1/11/2021","1","$44,900","$45,000"
"LP648756","RESIDENTIAL","Single Family Residence","130 Creek Bend Drive","Vass","28394",,,"3","2","0",".51-.75 Acres","1995","1/17/2021","2/5/2021","13","$47,500","$45,000"
"2360682","RESIDENTIAL","Single Family Residence","115 Hillsboro Street","Roxboro","27573",,"Not in a Subdivision","1","1","870","0-.25 Acres","1950","1/8/2021","1/29/2021","4","$62,000","$45,000"
"2358243","RESIDENTIAL","Single Family Residence","258 Harristown Road","Macon","27551",,"Not in a Subdivision","3","1","1,162","1-2.9 Acres","1971","12/17/2020","2/2/2021","4","$59,000","$45,000"
"2301192","RESIDENTIAL","Single Family Residence","1304 Hargrove Street","Henderson","27536",,"Not in a Subdivision","3","2","1,854",".26-.5 Acres","1910","2/10/2020","2/5/2021","267","$62,500","$45,000"
"2337594","RESIDENTIAL","Single Family Residence","725 Harriett Street","Henderson","27536",,"Not in a Subdivision","3","1","1,281",".26-.5 Acres","1900","8/17/2020","3/12/2021","182","$45,000","$45,000"
"2337595","RESIDENTIAL","Single Family Residence","1102 N Church Street","Henderson","27536",,"Not in a Subdivision","2","1","1,140","0-.25 Acres","1910","8/17/2020","3/12/2021","182","$45,000","$45,000"
"2337598","RESIDENTIAL","Single Family Residence","911 Elm Street","Henderson","27536",,"Not in a Subdivision","2","1","1,130",".26-.5 Acres","1950","8/17/2020","3/12/2021","182","$45,000","$45,000"
"2337600","RESIDENTIAL","Single Family Residence","916 Gay Street","Henderson","27536",,"Not in a Subdivision","2","1","792","0-.25 Acres","1950","8/17/2020","3/12/2021","182","$45,000","$45,000"
"2337602","RESIDENTIAL","Single Family Residence","930 Elm Street","Henderson","27536",,"Not in a Subdivision","3","1","1,122",".26-.5 Acres","1950","8/17/2020","3/12/2021","182","$45,000","$45,000"
"2358001","RESIDENTIAL","Single Family Residence","212 W Sycamore Street","Zebulon","27597",,"Not in a Subdivision","3","1","1,041",".26-.5 Acres","1950","12/15/2020","1/5/2021","0","$45,000","$45,000"
"2357987","RESIDENTIAL","Single Family Residence","208 W Sycamore Street","Zebulon","27597",,"Not in a Subdivision","3","1","1,300",".26-.5 Acres","1945","12/15/2020","1/5/2021","0","$45,000","$45,000"
"LP647117","RESIDENTIAL","Single Family Residence","507 Roxie Avenue","Fayetteville","28304",,"Bordeaux","2","1","0",,"1950","12/6/2020","1/8/2021","8","$65,000","$45,000"
"2335251","RESIDENTIAL","Single Family Residence","1805 Hicks Circle","Roxboro","27573",,"Cavel Village","3","2","1,433","0-.25 Acres","1928","8/5/2020","1/19/2021","44","$48,000","$45,000"
"LP645932","RESIDENTIAL","Single Family Residence","3624 Oakland Avenue","Fayetteville","28306",,"Legion Hills","3","1","0",,"1961","11/9/2020","1/21/2021","59","$55,000","$45,000"
"2345648","RESIDENTIAL","Manufactured","843 Dogwood Drive","Sunset Beach","28468",,"Not in a Subdivision","3","2","840","0-.25 Acres","1982","9/30/2020","1/28/2021","16","$69,900","$45,170"
"2363011","RESIDENTIAL","Single Family Residence","3001 Sadie Hopkins Street","Raleigh","27603-2925",,"Not in a Subdivision","1","1","611",".26-.5 Acres","1962","1/22/2021","3/10/2021","16","$49,900","$46,000"
"2359861","RESIDENTIAL","Single Family Residence","504 N Wilson Avenue","Dunn","28334",,"Not in a Subdivision","2","1","1,352","0-.25 Acres","1915","1/3/2021","2/25/2021","15","$49,000","$46,000"
"LP642174","RESIDENTIAL","Single Family Residence","5114 Sequoia Road","Fayetteville","28304",,,"2","1","0",".26-.5 Acres","1949","9/11/2020","1/15/2021","96","$55,000","$46,000"
"2362622","RESIDENTIAL","Single Family Residence","1029 Pinkston Street","Henderson","27536",,"Not in a Subdivision","2","2","1,520","0-.25 Acres","1960","1/20/2021","2/25/2021","21","$44,850","$46,300"
"LP647928","RESIDENTIAL","Condo","3371 Galleria Drive","Fayetteville","28303",,,"2","2","0",,"1992","12/26/2020","2/5/2021","13","$44,000","$47,000"
"2365465","RESIDENTIAL","Manufactured","107 Brent Woods","Sanford","27732",,"Carolina Hills","3","2","1,147",".26-.5 Acres","1996","2/6/2021","2/23/2021","4","$45,000","$47,500"
"LP648129","RESIDENTIAL","Condo","6784-9 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","1/4/2021","1/26/2021","1","$46,500","$48,500"
"2354690","RESIDENTIAL","Single Family Residence","1716 Wall Street","Roxboro","27573",,"Cavel Village","2","1","926",".26-.5 Acres","1927","11/20/2020","2/16/2021","31","$55,000","$50,000"
"LP651850","RESIDENTIAL","Single Family Residence","1519 Powell Street","Fayetteville","28306",,,"3","2","0",,"1940","3/2/2021","3/31/2021","3","$50,000","$50,000"
"LP642471","RESIDENTIAL","Other","7052 Chickenfoot Road","St. Pauls","28384",,,"3","2","0",,"1995","9/17/2020","1/15/2021","81","$54,900","$50,000"
"2365589","RESIDENTIAL","Manufactured","248 Holly Hill Drive","Buffalo Junction","24529",,"Holiday Shores","3","2","1,782","1-2.9 Acres","2001","2/8/2021","3/30/2021","28","$85,000","$50,000"
"LP646099","RESIDENTIAL","Single Family Residence","348 Desmond Drive","Fayetteville","28314",,"Loch Lomond","3","2","0",,"1964","11/12/2020","2/1/2021","27","$60,500","$50,000"
"2269040","RESIDENTIAL","Manufactured","725 Ernest Turner Road","Warrenton","27589",,"Not in a Subdivision","3","2","1,252","3-5.9 Acres","1988","7/24/2019","2/1/2021","392","$65,000","$50,000"
"LP648022","RESIDENTIAL","Single Family Residence","1003 E 8th Street","Lumberton","28358",,,"3","1","0",,"1952","12/31/2020","1/29/2021","3","$65,000","$50,000"
"2346306","RESIDENTIAL","Single Family Residence","6209 Old Fairground Road","Benson","27504",,"Not in a Subdivision","3","1","1,075",".26-.5 Acres","1968","10/2/2020","3/31/2021","101","$65,000","$52,263"
"2360567","RESIDENTIAL","Single Family Residence","1940 N Garnett Street","Henderson","27536",,"Not in a Subdivision","3","1","1,772","1-2.9 Acres","1930","1/6/2021","3/22/2021","4","$49,900","$53,000"
"2366388","RESIDENTIAL","Single Family Residence","127 Lankford Street","Roxboro","27573",,"Not in a Subdivision","2","1","1,194","0-.25 Acres","1947","2/11/2021","3/8/2021","11","$49,900","$53,000"
"2365360","RESIDENTIAL","Single Family Residence","917 West Street","Smithfield","27577",,"Not in a Subdivision","3","1","975","0-.25 Acres","1950","2/5/2021","3/26/2021","1","$50,000","$54,000"
"LP649336","RESIDENTIAL","Single Family Residence","413 Langdon Street","Fayetteville","28301",,"Chestnut Hills","3","2","0",,"1959","1/29/2021","2/24/2021","9","$65,000","$54,000"
"2360475","RESIDENTIAL","Single Family Residence","550 Mt Pleasant Church Road","Manson","27553",,"Not in a Subdivision","3","1","1,008",".76-.99 Acres","1976","1/7/2021","2/5/2021","5","$59,000","$54,000"
"2365340","RESIDENTIAL","Condo","322 Junction Road","Durham","27703",,"Bentwood Park","2","1","950","0-.25 Acres","1987","2/5/2021","3/19/2021","8","$65,000","$55,000"
"2365352","RESIDENTIAL","Condo","322 Junction Road","Durham","27703",,"Bentwood Park","2","1","950","0-.25 Acres","1987","2/5/2021","3/19/2021","8","$65,000","$55,000"
"2365356","RESIDENTIAL","Townhouse","322 Junction Road","Durham","27703",,"Bentwood Park","2","2","1,116","0-.25 Acres","1987","2/5/2021","3/19/2021","8","$65,000","$55,000"
"110896","RESIDENTIAL","Single Family Residence","206 Archer Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1941","9/9/2020","2/9/2021","124","$69,900","$55,000"
"2345499","RESIDENTIAL","Single Family Residence","920 David Street","Henderson","27536",,"Not in a Subdivision","3","1","1,170","0-.25 Acres","1950","9/29/2020","1/29/2021","66","$55,000","$55,000"
"2368860","RESIDENTIAL","Single Family Residence","738 Baker Street","Oxford","27565",,"Not in a Subdivision","2","1","888","0-.25 Acres","1950","2/24/2021","3/18/2021","6","$60,000","$55,000"
"2363839","RESIDENTIAL","Condo","978 Stewarts Creek Drive","Fayetteville","28314",,"Stewart","3","2","1,200","0-.25 Acres","1991","1/26/2021","1/28/2021","0","$55,000","$55,000"
"2282562","RESIDENTIAL","Condo","2705 Crest Street","Durham","27705",,"Not in a Subdivision","1","1","425",".26-.5 Acres","1985","10/7/2019","3/2/2021","312","$60,000","$55,000"
"LP649924","RESIDENTIAL","Condo","6768 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","2/10/2021","3/16/2021","1","$55,900","$55,900"
"2301607","RESIDENTIAL","Single Family Residence","122 N Morgan Street","Roxboro","27573",,"Not in a Subdivision","1","2","576","0-.25 Acres","1928","2/10/2020","1/4/2021","256","$62,250","$57,000"
"2356592","RESIDENTIAL","Single Family Residence","1208 Paul Street","Rocky Mount","27803",,"Not in a Subdivision","3","2","1,348","0-.25 Acres","1962","12/4/2020","3/2/2021","31","$59,900","$57,500"
"LP651603","RESIDENTIAL","Condo","663 Bartons Landing Place","Fayetteville","28314",,,"2","2","0",,"1989","2/16/2021","3/31/2021","9","$60,000","$57,500"
"2357678","RESIDENTIAL","Single Family Residence","2074 Julia Avenue","Henderson","27536",,"Not in a Subdivision","3","1","1,187",".26-.5 Acres","1953","12/12/2020","2/23/2021","3","$58,000","$58,000"
"LP645184","RESIDENTIAL","Single Family Residence","423 Durant Drive","Fayetteville","28304",,,"4","2","0",,"1956","10/29/2020","1/5/2021","9","$61,500","$58,000"
"2359856","RESIDENTIAL","Single Family Residence","703 E Pearsall Street","Dunn","28334",,"Not in a Subdivision","4","2","1,972","0-.25 Acres","1919","1/3/2021","2/3/2021","6","$80,000","$59,000"
"2359860","RESIDENTIAL","Single Family Residence","406 S Washington Avenue","Dunn","28334",,"Not in a Subdivision","10","2","2,316","0-.25 Acres","1900","1/3/2021","2/3/2021","6","$50,000","$59,000"
"2362596","RESIDENTIAL","Single Family Residence","710 Water Street","Henderson","27536",,"Not in a Subdivision","2","1","1,008","0-.25 Acres","1984","1/20/2021","2/15/2021","3","$65,000","$60,000"
"2367841","RESIDENTIAL","Manufactured","3163 Twig Court","Wake Forest","27587",,"Willow Creek","4","2","1,334","1-2.9 Acres","1994","2/19/2021","3/24/2021","5","$59,900","$60,000"
"LP630656","RESIDENTIAL","Other","363 Ralph Hunt Boulevard","Orrum","28369",,,"3","2","0",,"1998","4/21/2020","1/13/2021","254","$45,000","$60,000"
"LP624458","RESIDENTIAL","Single Family Residence","3587 Inman Circle","Fayetteville","28306",,,"3","1","0",".51-.75 Acres","1969","1/7/2020","3/12/2021","395","$60,000","$60,000"
"114259","RESIDENTIAL","Single Family Residence","1329 N Mebane Street","Burlington","27217",,,"2","1","0",".26-.5 Acres","1940","2/10/2021","3/3/2021","3","$65,000","$60,000"
"LP636686","RESIDENTIAL","Manufactured","133 Dakota Drive","Raeford","28376",,,"3","2","0",,"1999","6/18/2020","2/4/2021","201","$62,900","$60,000"
"LP623113","RESIDENTIAL","Manufactured","191 TRUDEAU Avenue","Raeford","28376",,,"2","2","0",,"1977","12/9/2019","2/3/2021","368","$61,000","$60,000"
"2366022","RESIDENTIAL","Single Family Residence","1329 N Mebane Street","Burlington","27217",,"Not in a Subdivision","2","1","930",".26-.5 Acres","1940","2/10/2021","3/3/2021","3","$65,000","$60,000"
"LP647979","RESIDENTIAL","Single Family Residence","3518 Carlos Avenue","Fayetteville","28306",,"Pine Acres","3","1","0",,"1958","12/28/2020","1/19/2021","7","$55,000","$60,000"
"2358810","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","700","0-.25 Acres","1967","12/21/2020","1/29/2021","12","$62,000","$60,000"
"116375","RESIDENTIAL","Single Family Residence","813 High Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1951","2/5/2021","3/19/2021","16","$58,500","$60,000"
"2355788","RESIDENTIAL","Single Family Residence","402 N Third Street","Calypso","28325",,"Not in a Subdivision","3","2","1,952",".26-.5 Acres","1950","12/1/2020","1/15/2021","9","$80,000","$60,500"
"2372790","RESIDENTIAL","Single Family Residence","520 Barnes Street","Sanford","27330",,"Palmer","3","1","1,044",".26-.5 Acres","1948","3/18/2021","3/31/2021","1","$62,000","$62,000"
"LP648786","RESIDENTIAL","Condo","1908 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","1/18/2021","2/16/2021","7","$68,000","$62,000"
"2359850","RESIDENTIAL","Single Family Residence","1603 S Elm Avenue","Dunn","28334",,"Not in a Subdivision","2","1","620","0-.25 Acres","1940","1/3/2021","3/10/2021","20","$60,704","$62,500"
"2359852","RESIDENTIAL","Single Family Residence","1605 S Elm Avenue","Dunn","28334",,"Not in a Subdivision","2","1","1,074",".26-.5 Acres","1954","1/3/2021","3/10/2021","27","$81,020","$62,500"
"110846","RESIDENTIAL","Single Family Residence","1008 Garfield Road","Burlington","27215",,,"2","1","0","0-.25 Acres","1946","9/4/2020","2/3/2021","108","$70,000","$62,500"
"2355194","RESIDENTIAL","Single Family Residence","215 N Cobb Avenue","Burlington","27244",,"Not in a Subdivision","3","1","2,300",".26-.5 Acres","1952","11/24/2020","1/21/2021","0","$73,000","$63,000"
"113697","RESIDENTIAL","Single Family Residence","215 N Cobb Avenue","Burlington","27244",,,"3","1","0",".26-.5 Acres","1952","11/19/2020","1/21/2021","3","$73,000","$63,000"
"2336383","RESIDENTIAL","Single Family Residence","1354 Camelot Drive","Fayetteville","28304",,"Sherwood Park","3","2","1,128",".26-.5 Acres","1964","8/11/2020","2/10/2021","3","$60,000","$63,316"
"LP649141","RESIDENTIAL","Single Family Residence","1354 Camelot Drive","Fayetteville","28304",,,"3","2","0",,"1964","1/25/2021","2/10/2021","2","$60,000","$63,316"
"2352152","RESIDENTIAL","Single Family Residence","708 Raleigh Street","Oxford","27565",,"Not in a Subdivision","3","1","2,244",".51-.75 Acres","1901","11/4/2020","1/21/2021","36","$59,900","$63,700"
"LP649842","RESIDENTIAL","Single Family Residence","1416 Hibiscus Road","Fayetteville","28311",,,"3","2","0",,"1968","2/9/2021","3/19/2021","4","$62,000","$64,000"
"2367042","RESIDENTIAL","Single Family Residence","301 Williamson Street","Burlington","27215",,"Not in a Subdivision","2","1","1,150","0-.25 Acres","1980","2/14/2021","2/15/2021","0","$59,900","$64,000"
"114053","RESIDENTIAL","Single Family Residence","1350 County Home Road","Reidsville","27320",,,"2","2","0","3-5.9 Acres","1993","12/29/2020","3/24/2021","7","$64,900","$64,000"
"2332172","RESIDENTIAL","Single Family Residence","1257 N Main Street","Roxboro","27573",,"Not in a Subdivision","2","1","882",".51-.75 Acres","1901","7/21/2020","2/25/2021","137","$69,000","$64,000"
"2368446","RESIDENTIAL","Single Family Residence","210 Hicks Circle","Roxboro","27573",,"Cavel Village","3","1","1,118","0-.25 Acres","1930","2/23/2021","3/17/2021","2","$64,500","$64,500"
"2369254","RESIDENTIAL","Single Family Residence","1412 Beacon Street","Roxboro","27573",,"Not in a Subdivision","2","1","1,029",".26-.5 Acres","1906","2/27/2021","3/12/2021","1","$69,900","$64,900"
"113756","RESIDENTIAL","Single Family Residence","409 Albany Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1948","11/24/2020","2/11/2021","43","$69,900","$65,000"
"2358971","RESIDENTIAL","Single Family Residence","1801 Belmont Street","Burlington","27215",,"Not in a Subdivision","2","1","1,018","0-.25 Acres","1951","12/23/2020","2/5/2021","5","$65,000","$65,000"
"114297","RESIDENTIAL","Single Family Residence","45 Circle Drive","Reidsville","27320",,,"2","1","0","0-.25 Acres","1921","1/21/2021","2/19/2021","13","$69,900","$65,000"
"114028","RESIDENTIAL","Single Family Residence","1801 Belmont Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1951","12/23/2020","2/5/2021","5","$65,000","$65,000"
"2364453","RESIDENTIAL","Manufactured","1410 Langdon Road","Angier","27501",,"Not in a Subdivision","2","2","1,250",".76-.99 Acres","1986","2/1/2021","2/15/2021","5","$70,000","$65,000"
