"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2399369","RESIDENTIAL","Manufactured","129 Banjo Lane","Warrenton","27589",,"Blue Grass Mountain","2","2","1,064","3-5.9 Acres","2000","8/2/2021","8/20/2021","3","$30,000","$27,000"
"LP659397","RESIDENTIAL","Single Family Residence","5809 Holland Street","Fayetteville","28311",,,"3","1","0",,"1952","6/14/2021","8/4/2021","23","$30,000","$27,000"
"2359847","RESIDENTIAL","Single Family Residence","409 E Cole Street","Dunn","28334",,"Not in a Subdivision","1","1","616","0-.25 Acres","1930","1/3/2021","8/31/2021","153","$30,000","$28,000"
"116964","RESIDENTIAL","Single Family Residence","7516 Doggett Road","Browns Summit","27214",,,"2","1","0",".51-.75 Acres","1964","3/17/2021","8/20/2021","57","$30,000","$30,000"
"LP659342","RESIDENTIAL","Single Family Residence","513 E 6th Avenue","Raeford","28376",,"Robbins","2","1","0",,"1951","6/10/2021","9/2/2021","56","$40,000","$30,000"
"2395373","RESIDENTIAL","Single Family Residence","1379 Wheelers Church Road","Hurdle Mills","27541",,"Not in a Subdivision","1","1","1,431","1-2.9 Acres","1936","7/13/2021","9/8/2021","9","$35,000","$32,900"
"2388772","RESIDENTIAL","Single Family Residence","219 S Tillery Street","Rocky Mount","27804",,"Not in a Subdivision","3","1","1,449","0-.25 Acres","1910","6/9/2021","7/2/2021","8","$39,900","$33,000"
"2390951","RESIDENTIAL","Single Family Residence","678 Old White Oak Road","Nashville","27856",,"Not in a Subdivision","2","1","1,122",".26-.5 Acres","1910","6/18/2021","7/13/2021","6","$34,900","$34,900"
"2385624","RESIDENTIAL","Manufactured","104 Creek Drive","Louisburg","27549",,"Lake Royale","1","1","323",".26-.5 Acres","1998","5/24/2021","8/12/2021","54","$45,000","$35,000"
"LP665266","RESIDENTIAL","Single Family Residence","1162 Essex Place","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1965","8/23/2021","9/10/2021","4","$32,500","$35,000"
"2396393","RESIDENTIAL","Single Family Residence","15914 NC 481 Highway","Enfield","27823",,"Not in a Subdivision","3","1","1,103",".26-.5 Acres","1900","7/17/2021","9/8/2021","25","$55,000","$37,000"
"2401455","RESIDENTIAL","Manufactured","513 Strickland Drive","Princeville","27886",,"Southern Terrace","3","2","1,456",".26-.5 Acres","1999","8/12/2021","9/29/2021","8","$37,500","$37,500"
"2385818","RESIDENTIAL","Single Family Residence","608 S Park Avenue","Henderson","27536",,"Not in a Subdivision","2","1","977",".26-.5 Acres","1952","5/24/2021","7/27/2021","24","$44,900","$37,500"
"116699","RESIDENTIAL","Single Family Residence","1912 Belmont Street","Burlington","27215",,,"1","1","0","0-.25 Acres","1940","3/13/2021","7/19/2021","96","$44,900","$38,500"
"2401013","RESIDENTIAL","Manufactured","2057 Pineview Cemetary Road","Seven Springs","28578",,"Not in a Subdivision","3","2","1,200",".51-.75 Acres","2000","8/11/2021","8/25/2021","9","$60,000","$40,000"
"2389650","RESIDENTIAL","Single Family Residence","5775 Holland Street","Fayetteville","28311-2222","Shaw Heights","Not in a Subdivision","2","1","898",".26-.5 Acres","1948","6/14/2021","7/19/2021","3","$30,000","$40,000"
"2397160","RESIDENTIAL","Single Family Residence","402 Wondertown Drive","Erwin","28339",,"Not in a Subdivision","2","1","831","0-.25 Acres","1948","7/22/2021","8/25/2021","15","$75,000","$40,000"
"2370909","RESIDENTIAL","Manufactured","1118 Reed Road","Castalia","27816-9199",,"Not in a Subdivision","3","2","1,000","1-2.9 Acres","1996","3/8/2021","7/12/2021","39","$45,000","$40,000"
"LP657056","RESIDENTIAL","Single Family Residence","120 Buckingham Avenue","Fayetteville","28301",,,"2","1","0",,"1948","5/18/2021","7/8/2021","25","$54,900","$40,000"
"LP659322","RESIDENTIAL","Single Family Residence","5775 Holland Street","Fayetteville","28311",,,"2","1","0",,"1948","6/14/2021","7/19/2021","3","$30,000","$40,000"
"2397218","RESIDENTIAL","Single Family Residence","149 W Main Street","Coats","27521",,"Not in a Subdivision","0","0","700",".26-.5 Acres","1929","7/22/2021","8/16/2021","2","$50,000","$40,000"
"118426","RESIDENTIAL","Single Family Residence","717 E Elm Street","Graham","27253",,,"2","1","0","0-.25 Acres","1945","5/18/2021","9/22/2021","23","$29,705","$41,580"
"LP653524","RESIDENTIAL","Manufactured","723 FOX Road","Rockingham","28363",,,"3","2","0","1-2.9 Acres","1995","4/5/2021","8/9/2021","78","$41,600","$41,600"
"2360097","RESIDENTIAL","Single Family Residence","411 US 401 Highway","Norlina","27563",,"Not in a Subdivision","2","1","976",".26-.5 Acres","1945","1/5/2021","7/8/2021","59","$51,500","$43,750"
"2393054","RESIDENTIAL","Single Family Residence","706 S Front Street","Pink Hill","28572-8066",,"To Be Added","3","2","1,040","0-.25 Acres","1988","6/29/2021","8/4/2021","14","$58,888","$44,000"
"2403156","RESIDENTIAL","Single Family Residence","203 N Lumber Street","Nashville","27856",,"Sun Valley","3","2","1,242","0-.25 Acres","1972","8/20/2021","9/16/2021","6","$69,900","$45,000"
"LP663648","RESIDENTIAL","Single Family Residence","1901 Bain Drive","Fayetteville","28301",,,"4","2","0",,"1950","8/4/2021","8/27/2021","3","$65,000","$45,000"
"2375130","RESIDENTIAL","Single Family Residence","704 Dixon Street","Kinston","28501",,"Not in a Subdivision","2","1","872","0-.25 Acres","1953","3/31/2021","7/9/2021","63","$49,999","$45,000"
"LP641606","RESIDENTIAL","Single Family Residence","726 S Main Street","Laurinburg","28352",,,"3","1","0","0-.25 Acres","1956","9/1/2020","8/13/2021","308","$50,000","$45,000"
"2402076","RESIDENTIAL","Single Family Residence","407 Gulley Street","Goldsboro","27530",,"Not in a Subdivision","3","2","1,200","0-.25 Acres","1952","8/16/2021","8/31/2021","3","$49,900","$45,000"
"LP663625","RESIDENTIAL","Single Family Residence","1110 N Willow Street","Lumberton","28358",,,"6","1","0",,"1940","8/4/2021","9/11/2021","16","$55,000","$45,000"
"LP667431","RESIDENTIAL","Single Family Residence","6139 Camden Road","Fayetteville","28306",,,"3","1","0",".76-.99 Acres","1963","9/5/2021","9/30/2021","6","$54,000","$46,000"
"LP662784","RESIDENTIAL","Single Family Residence","507 Middle Street","Lumberton","28358",,,"2","1","0","0-.25 Acres","1950","7/21/2021","9/23/2021","14","$45,000","$46,175"
"118978","RESIDENTIAL","Single Family Residence","716 Burch Bridge Road","Burlington","27217",,,"3","0","0","1-2.9 Acres","1896","7/6/2021","9/16/2021","37","$55,000","$47,000"
"2394209","RESIDENTIAL","Single Family Residence","716 Burch Bridge Road","Burlington","27217",,"Not in a Subdivision","3","0","1,338","1-2.9 Acres","1896","7/7/2021","9/16/2021","7","$55,000","$47,000"
"2382393","RESIDENTIAL","Single Family Residence","432 N Clark Street","Henderson","27536",,"Not in a Subdivision","3","1","1,124",".26-.5 Acres","1941","5/7/2021","8/5/2021","40","$45,000","$47,000"
"2357611","RESIDENTIAL","Manufactured","4950 Travis Road","Whitakers","27891",,"Not in a Subdivision","3","2","1,647",".76-.99 Acres","1997","12/11/2020","7/7/2021","188","$49,900","$47,900"
"119380","RESIDENTIAL","Single Family Residence","402 S Flanner Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1948","8/4/2021","9/20/2021","6","$55,000","$48,000"
"LP651980","RESIDENTIAL","Single Family Residence","516 Crestview Street","Sanford","27330",,,"2","1","0",,"1926","3/4/2021","9/9/2021","159","$55,000","$48,000"
"2385442","RESIDENTIAL","Single Family Residence","303 Graves Street","Selma","27576",,"Not in a Subdivision","2","1","1,074","0-.25 Acres","1942","5/22/2021","8/25/2021","51","$50,000","$48,500"
"2400771","RESIDENTIAL","Single Family Residence","38 N Ida Street","Coats","27521",,"Not in a Subdivision","3","1","1,200","0-.25 Acres","1960","8/10/2021","9/21/2021","17","$78,500","$50,000"
"LP657430","RESIDENTIAL","Manufactured","2119 Heritage Lane","Fayetteville","28312",,,"3","2","0",".26-.5 Acres","1994","5/11/2021","8/13/2021","62","$45,000","$50,000"
"LP665087","RESIDENTIAL","Single Family Residence","506 Village St","Bladenboro",,,,"3","1","0",".26-.5 Acres","1979","8/16/2021","9/8/2021","2","$59,900","$50,000"
"2380086","RESIDENTIAL","Single Family Residence","108 Broad Street","Roxboro","27573",,"Not in a Subdivision","2","1","1,168",".26-.5 Acres","1964","4/26/2021","9/9/2021","49","$64,900","$50,000"
"LP654710","RESIDENTIAL","Manufactured","6205 Earp Court","Hope Mills","28348",,"Windy Pines","3","2","0",".26-.5 Acres","1996","4/24/2021","7/27/2021","37","$50,000","$50,000"
"LP659980","RESIDENTIAL","Single Family Residence","733 Anson Avenue","Laurinburg","28352",,,"2","1","0",,"1960","6/18/2021","9/9/2021","59","$55,000","$50,000"
"LP660067","RESIDENTIAL","Condo","6772 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","6/24/2021","8/4/2021","26","$56,500","$50,000"
"LP666966","RESIDENTIAL","Condo","942-9 Stewarts Creek Drive","Fayetteville","28314",,,"3","2","0",,"1991","8/27/2021","9/23/2021","3","$55,000","$50,000"
"2365846","RESIDENTIAL","Single Family Residence","907 E Harnett Street","Dunn","28334",,"Not in a Subdivision","2","1","700","0-.25 Acres","1950","2/9/2021","8/27/2021","181","$60,000","$50,000"
"2365852","RESIDENTIAL","Single Family Residence","911 E Harnett Street","Dunn","28334",,"Not in a Subdivision","2","1","672",".26-.5 Acres","1950","2/9/2021","8/27/2021","180","$60,000","$50,000"
"2365853","RESIDENTIAL","Single Family Residence","913 E Harnett Street","Dunn","28334",,"Not in a Subdivision","2","1","672",".26-.5 Acres","1950","2/9/2021","8/27/2021","180","$60,000","$50,000"
"2386166","RESIDENTIAL","Single Family Residence","1555 Timothy Road","Dunn","28334",,"Not in a Subdivision","2","1","731","1-2.9 Acres","1969","5/26/2021","8/2/2021","16","$50,000","$50,000"
"LP661692","RESIDENTIAL","Single Family Residence","121 Post Avenue","Fayetteville","28301",,,"3","1","0",,"1953","7/2/2021","8/30/2021","31","$53,000","$50,000"
"2383157","RESIDENTIAL","Manufactured","1004 Sampson Acres Drive","Clinton","28328",,"Sampson Acres","3","2","1,064",".76-.99 Acres","1992","5/11/2021","8/31/2021","91","$71,900","$52,000"
"2365936","RESIDENTIAL","Single Family Residence","909 E Harnett Street","Dunn","28334",,"Not in a Subdivision","2","1","672",".26-.5 Acres","1950","2/9/2021","7/13/2021","111","$60,000","$52,000"
"2398435","RESIDENTIAL","Single Family Residence","1566 Harper Street","Rocky Mount","27801",,"Hillsdale","3","1","858","0-.25 Acres","1992","7/28/2021","9/1/2021","3","$49,500","$52,000"
"LP662769","RESIDENTIAL","Manufactured","1422 Darby Drive","Raeford","28376",,,"3","2","0",".26-.5 Acres","1993","7/21/2021","7/30/2021","1","$52,500","$52,500"
"2391700","RESIDENTIAL","Single Family Residence","927 Eastern Avenue","Rocky Mount","27801",,"Edgemont Park","3","1","1,055","0-.25 Acres","1952","6/23/2021","8/11/2021","19","$43,500","$52,750"
"LP667791","RESIDENTIAL","Condo","6776 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","9/13/2021","9/30/2021","2","$55,000","$52,900"
"2396946","RESIDENTIAL","Manufactured","30 Sandy Lane","Henderson","27537",,"Not in a Subdivision","2","2","1,046","1-2.9 Acres","1998","7/21/2021","9/16/2021","40","$59,000","$53,000"
"2398700","RESIDENTIAL","Single Family Residence","810 Raiford Road","Erwin","28339",,"Hanna Hights","2","1","876",".26-.5 Acres","1948","7/29/2021","9/27/2021","41","$64,000","$55,000"
"LP659728","RESIDENTIAL","Single Family Residence","706 North Magnolia Avenue","Dunn","28334",,,"3","2","0",,"1950","6/17/2021","8/13/2021","4","$45,000","$55,000"
"118877","RESIDENTIAL","Single Family Residence","412 Green Street","Burlington","27217",,,"3","1","0","0-.25 Acres","1953","6/26/2021","9/29/2021","61","$62,000","$55,000"
"2397208","RESIDENTIAL","Single Family Residence","21 Jarvis Lane","Dunn","28334-6896",,"Not in a Subdivision","2","1","1,624",".26-.5 Acres","1952","7/22/2021","9/8/2021","21","$69,900","$55,000"
"LP662306","RESIDENTIAL","Single Family Residence","302 Brookwood Avenue","Fayetteville","28301",,"Brookwood","3","1","0",".26-.5 Acres","1955","7/15/2021","8/3/2021","5","$52,000","$55,000"
"LP662808","RESIDENTIAL","Single Family Residence","21 Jarvis Lane","Dunn","28334",,,"2","1","0",,"1952","7/22/2021","9/8/2021","21","$69,900","$55,000"
"LP656428","RESIDENTIAL","Single Family Residence","521 Ijams Street","Fayetteville","28301",,,"2","1","0",,"1950","5/8/2021","7/26/2021","55","$60,000","$55,000"
"2381291","RESIDENTIAL","Single Family Residence","509 Olivia Lane","Goldsboro","27530",,"Not in a Subdivision","3","2","1,544","0-.25 Acres","1964","5/1/2021","8/19/2021","24","$60,000","$55,000"
"2391812","RESIDENTIAL","Manufactured","262 Lone Wolf Lane","Henderson","27537",,"Foxfire","3","2","1,064","1-2.9 Acres","1997","6/24/2021","7/19/2021","4","$60,000","$55,000"
"119506","RESIDENTIAL","Single Family Residence","4571 Boston Road","Roxboro","27573",,,"3","2","0",".76-.99 Acres","1952","8/14/2021","9/10/2021","4","$55,000","$57,001"
"2401767","RESIDENTIAL","Single Family Residence","4571 Boston Road","Roxboro","27573",,"Not in a Subdivision","3","2","1,116",".76-.99 Acres","1952","8/14/2021","9/10/2021","4","$55,000","$57,001"
"LP658839","RESIDENTIAL","Single Family Residence","282 Windsor Drive","Fayetteville","28301",,,"3","1","0",,"1942","5/28/2021","7/13/2021","19","$57,500","$57,500"
"2394936","RESIDENTIAL","Single Family Residence","994 Maple Drive","Henderson","27536",,"Not in a Subdivision","2","1","936","0-.25 Acres","1954","7/10/2021","8/5/2021","9","$79,900","$57,500"
"2389103","RESIDENTIAL","Single Family Residence","1209 Massey Street","Smithfield","27577",,"Belmont","3","1","816","0-.25 Acres","1950","6/10/2021","7/15/2021","13","$49,900","$58,000"
"2387372","RESIDENTIAL","Single Family Residence","1017 South Street","Henderson","27536",,"Not in a Subdivision","3","2","1,536",".26-.5 Acres","1955","6/1/2021","7/30/2021","8","$59,900","$58,500"
"LP662221","RESIDENTIAL","Single Family Residence","7789 Troy Fisher Road","Fayetteville","28312",,"Beaver Dam","3","2","0",,"1968","7/13/2021","9/24/2021","45","$52,000","$59,000"
"LP660050","RESIDENTIAL","Manufactured","237 Waycross Road","Fayetteville","28312",,"Eastgate","3","2","0",".26-.5 Acres","1983","6/23/2021","8/25/2021","36","$59,000","$59,000"
"2383870","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","700","0-.25 Acres","1967","5/14/2021","8/30/2021","19","$59,900","$59,000"
"2399874","RESIDENTIAL","Single Family Residence","4696 NC 39 Highway","Henderson","27537",,"Not in a Subdivision","2","1","1,444",".51-.75 Acres","1975","8/4/2021","9/30/2021","19","$79,000","$60,000"
"2384179","RESIDENTIAL","Single Family Residence","816 N Main Street","Warrenton","27589",,"Not in a Subdivision","2","1","938",".26-.5 Acres","1951","5/15/2021","7/12/2021","16","$65,000","$60,000"
"2372430","RESIDENTIAL","Single Family Residence","43 Nordan Street","Angier","27501",,"Not in a Subdivision","3","2","932","0-.25 Acres","1929","3/16/2021","8/18/2021","48","$89,000","$60,000"
"2396959","RESIDENTIAL","Manufactured","203 Spring Hill Lane","Henderson","27537",,"Spring Hills Estates","3","2","1,048",".76-.99 Acres","1996","7/21/2021","8/31/2021","21","$59,000","$60,000"
"LP661300","RESIDENTIAL","Townhouse","591A Winding Creek Road","Fayetteville","28305",,"Winding Creek Farm","3","3","0",,"1972","6/26/2021","8/23/2021","3","$60,000","$60,000"
"2403575","RESIDENTIAL","Condo","3047 Huntleigh Drive","Raleigh","27604",,"Lakeside Condominiums","1","1","519","0-.25 Acres","1983","8/22/2021","9/8/2021","5","$55,000","$60,000"
"2403528","RESIDENTIAL","Single Family Residence","344 Bunnlevel Erwin Road","Bunnlevel","28323",,"Not in a Subdivision","2","1","1,276",".26-.5 Acres","1948","8/23/2021","9/17/2021","1","$65,000","$61,000"
"2403510","RESIDENTIAL","Single Family Residence","362 Bunnlevel Erwin Road","Bunnlevel","28323",,"Not in a Subdivision","2","1","768",".26-.5 Acres","1955","8/23/2021","9/17/2021","1","$65,000","$61,000"
"LP667021","RESIDENTIAL","Single Family Residence","2202 Erwin Road","Dunn","28334",,,"3","1","0",,"1950","8/28/2021","9/15/2021","10","$59,900","$61,500"
"119441","RESIDENTIAL","Single Family Residence","339 SW Lemly Street","Winston Salem","27127",,,"3","2","0",".26-.5 Acres","1962","8/11/2021","8/30/2021","1","$45,000","$62,000"
"2386228","RESIDENTIAL","Manufactured","268 Deer Chase Drive","Henderson","27537",,"Deer Chase","3","2","992","1-2.9 Acres","1995","5/26/2021","8/25/2021","61","$64,900","$62,000"
"119896","RESIDENTIAL","Single Family Residence","302 N Franklin Street","Reidsville","27320",,,"3","2","0","0-.25 Acres","1971","9/16/2021","9/29/2021","4","$45,000","$62,500"
"118855","RESIDENTIAL","Single Family Residence","202 Mulberry Street","Reidsville","27320",,,"2","1","0","0-.25 Acres","1960","6/25/2021","8/19/2021","1","$65,000","$62,500"
"118983","RESIDENTIAL","Single Family Residence","181 Oak Tree Street","Yanceyville","27379",,,"2","1","0","0-.25 Acres","1945","7/6/2021","7/28/2021","8","$85,000","$63,000"
"119524","RESIDENTIAL","Single Family Residence","721 Lakeside Avenue","Burlington","27217",,,"2","1","0",".26-.5 Acres","1948","8/17/2021","9/22/2021","8","$75,000","$64,800"
"2395119","RESIDENTIAL","Single Family Residence","1075 Jacksontown Road","Henderson","27537",,"Not in a Subdivision","2","1","1,200","1-2.9 Acres","1952","7/12/2021","8/23/2021","8","$59,000","$65,000"
"2387362","RESIDENTIAL","Manufactured","69 Wileys Drive","Louisburg","27549",,"Not in a Subdivision","2","2","980","1-2.9 Acres","1998","6/1/2021","7/6/2021","10","$59,900","$65,000"
"2369238","RESIDENTIAL","Single Family Residence","518 E Townsend Street","Dunn","28334",,"Not in a Subdivision","3","1","1,305","0-.25 Acres","1958","2/27/2021","8/10/2021","79","$71,900","$65,000"
"2378245","RESIDENTIAL","Single Family Residence","332 Wagstaff Road","Fuquay Varina","27526",,"Not in a Subdivision","2","2","993","1-2.9 Acres","1960","4/16/2021","9/15/2021","90","$99,900","$65,000"
"2394618","RESIDENTIAL","Manufactured","833 Dick Faines Road","Henderson","27537-8580",,"Southlands","4","2","1,633","3-5.9 Acres","1996","7/1/2021","8/12/2021","10","$65,000","$65,000"
"2389618","RESIDENTIAL","Single Family Residence","107 Austin Street","Sanford","27330",,"Monroe Acres","2","1","1,508","0-.25 Acres","1945","6/14/2021","7/22/2021","26","$85,000","$65,000"
"LP662786","RESIDENTIAL","Single Family Residence","150 Della Drive","Raeford","28376",,,"3","1","0",,"1971","7/29/2021","9/13/2021","5","$74,900","$65,000"
"2391285","RESIDENTIAL","Single Family Residence","6686 N NC 15 Highway","Oxford","27565",,"Not in a Subdivision","3","1","974","1-2.9 Acres","1966","6/21/2021","9/20/2021","7","$69,900","$66,000"
"2402748","RESIDENTIAL","Single Family Residence","741 W Sycamore Street","Chase City","23927",,"Not in a Subdivision","3","3","1,700",".26-.5 Acres","1954","8/19/2021","9/28/2021","12","$75,000","$66,000"
"2360776","RESIDENTIAL","Single Family Residence","411 E Cleveland Street","Dunn","28334",,"Not in a Subdivision","3","1","1,222","0-.25 Acres","1945","1/8/2021","8/10/2021","142","$72,500","$67,000"
"LP667015","RESIDENTIAL","Condo","1018 Wood Creek Drive","Fayetteville","28314",,,"2","2","0",,"1987","8/29/2021","9/15/2021","3","$60,000","$67,000"
"2391869","RESIDENTIAL","Single Family Residence","911 Fairground Road","Dunn","28334",,"Not in a Subdivision","3","1","1,241","1-2.9 Acres","1920","6/24/2021","7/16/2021","2","$80,000","$67,500"
"LP658629","RESIDENTIAL","Condo","3300 Sperry Branch Way","Fayetteville","28306",,,"2","2","0",,"2005","5/28/2021","8/3/2021","4","$67,000","$68,000"
"LP663285","RESIDENTIAL","Condo","1018 Wood Creek Drive","Fayetteville","28306",,,"3","2","0",,"1987","7/29/2021","8/27/2021","16","$68,000","$68,000"
"2395997","RESIDENTIAL","Manufactured","2922 Progressive Church Road","Princeton","27569-8795",,"Not in a Subdivision","3","2","2,016","1-2.9 Acres","1980","7/15/2021","8/6/2021","3","$68,670","$68,600"
"2384200","RESIDENTIAL","Single Family Residence","229 McIver Street","Sanford","27330",,"Charlotte","2","1","744","0-.25 Acres","1969","5/16/2021","9/9/2021","62","$75,000","$69,000"
"2390521","RESIDENTIAL","Single Family Residence","1841 N Chatham Avenue","Siler City","27344",,"Not in a Subdivision","3","1","804","1-2.9 Acres","1958","6/16/2021","7/27/2021","16","$69,900","$69,900"
"2398601","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","2","704","0-.25 Acres","1967","7/29/2021","8/13/2021","2","$69,900","$69,900"
"2392837","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","670","0-.25 Acres","1967","6/29/2021","7/9/2021","1","$69,900","$69,900"
"2392836","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","670","0-.25 Acres","1967","6/29/2021","8/17/2021","17","$69,900","$69,900"
"2380245","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","670","0-.25 Acres","1967","4/27/2021","8/16/2021","47","$69,900","$69,900"
"119566","RESIDENTIAL","Single Family Residence","7616 Hornaday Trail","Liberty","27298",,,"3","1","0","3-5.9 Acres","1965","8/19/2021","9/10/2021","2","$55,000","$70,000"
"2402911","RESIDENTIAL","Single Family Residence","7616 Hornaday Trail","Liberty","27298",,"Not in a Subdivision","3","1","934","3-5.9 Acres","1965","8/19/2021","9/10/2021","2","$55,000","$70,000"
"2400714","RESIDENTIAL","Single Family Residence","112 Wilcox Street","Warrenton","27589",,"Not in a Subdivision","5","2","2,204","0-.25 Acres","1923","8/9/2021","9/24/2021","33","$75,000","$70,000"
"2369118","RESIDENTIAL","Single Family Residence","501 N 14th Street","Erwin","28339",,"Not in a Subdivision","3","2","1,212",".26-.5 Acres","1963","2/26/2021","8/4/2021","129","$80,000","$70,000"
"119723","RESIDENTIAL","Single Family Residence","208 Willow Avenue","Burlington","27217",,,"2","1","0","0-.25 Acres","1952","9/10/2021","9/30/2021","11","$80,000","$70,000"
"2406026","RESIDENTIAL","Manufactured","815 East Street","Smithfield","27577",,"Not in a Subdivision","4","2","1,500",".26-.5 Acres","1975","9/4/2021","9/30/2021","13","$75,000","$70,000"
"LP662549","RESIDENTIAL","Single Family Residence","2983 Coleman Road","Eastover","28312",,"Eastover","3","1","0",".26-.5 Acres","1947","7/22/2021","8/11/2021","6","$64,000","$70,000"
"LP665149","RESIDENTIAL","Single Family Residence","226 Facility Drive","Fayetteville","28301",,,"3","2","0",".26-.5 Acres","1954","7/31/2021","9/30/2021","31","$67,000","$70,000"
"LP654066","RESIDENTIAL","Single Family Residence","209 W Central Street","Maxton","28364",,,"4","2","0",,"1889","4/15/2021","7/6/2021","41","$80,000","$70,000"
"2399220","RESIDENTIAL","Condo","322 Junction Road","Durham","27703",,"Bentwood Park","2","1","960","0-.25 Acres","1987","8/1/2021","9/9/2021","12","$70,000","$70,000"
"LP650221","RESIDENTIAL","Other","405 Archie Street","Spring Lake","28390",,"Anderson Creek","3","1","0",".26-.5 Acres","1975","3/9/2021","7/6/2021","68","$70,000","$70,000"
"LP663166","RESIDENTIAL","Condo","3215 Bolt Rock Way","Fayetteville","28306",,,"2","2","0",,"2006","7/28/2021","8/31/2021","4","$70,000","$70,000"
"2398657","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","704","0-.25 Acres","1967","7/29/2021","8/23/2021","5","$69,900","$70,000"
"2398514","RESIDENTIAL","Manufactured","9508 Catfish Trail","Oxford","27565",,"Not in a Subdivision","3","2","1,316","6-10.9 Acres","1996","7/29/2021","8/18/2021","8","$75,000","$70,000"
"2400635","RESIDENTIAL","Single Family Residence","890 Woodys Store Road","Roxboro","27574",,"Not in a Subdivision","2","1","863","1-2.9 Acres","1989","8/9/2021","9/21/2021","0","$69,500","$70,000"
"2378012","RESIDENTIAL","Single Family Residence","1716 N NC 242 Highway","Benson","27504",,"Not in a Subdivision","0","0","500",".26-.5 Acres","1977","4/15/2021","8/11/2021","58","$80,000","$70,000"
"LP663037","RESIDENTIAL","Condo","672-1 Bartons Landing Place","Fayetteville","28314",,,"2","2","0",,"1987","7/26/2021","8/20/2021","10","$69,000","$70,000"
"2400090","RESIDENTIAL","Manufactured","890 Harris Mill Road","Rougemont","27572",,"Not in a Subdivision","2","2","966","1-2.9 Acres","1994","8/5/2021","9/7/2021","6","$65,000","$70,250"
"2391224","RESIDENTIAL","Single Family Residence","92 Duck Crossing Lane","Sanford","27332",,"Not in a Subdivision","3","2","2,114","1-2.9 Acres","1900","6/21/2021","8/24/2021","28","$75,000","$70,400"
