"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2458969","RESIDENTIAL","Single Family Residence","250 High Street","Henderson","27536",,"Not in a Subdivision","2","1","586","0-.25 Acres","1961","6/28/2022","8/18/2022","31","$59,000","$51,500"
"2465359","RESIDENTIAL","Single Family Residence","4923 Wilkes Drive","Winston Salem","27106",,"Washington Park","2","1","758","0-.25 Acres","1951","7/28/2022","8/26/2022","15","$54,900","$52,000"
"2459048","RESIDENTIAL","Single Family Residence","855 Woodsdale Road","Roxboro","27574",,"Not in a Subdivision","2","1","1,268",".76-.99 Acres","1969","6/29/2022","9/6/2022","54","$60,000","$52,500"
"LP688360","RESIDENTIAL","Single Family Residence","2306 Edgar Street","Fayetteville","28301",,"Broad Acres","2","1","0",,"1969","7/19/2022","9/1/2022","7","$58,000","$53,350"
"2432651","RESIDENTIAL","Single Family Residence","205 W Second Street","Robersonville","27871",,"10 Arros","3","1","1,216","0-.25 Acres","1945","2/21/2022","8/4/2022","117","$60,000","$53,700"
"LP686826","RESIDENTIAL","Single Family Residence","301 S Kenleigh Drive","Fayetteville","28304",,,"2","1","0",".26-.5 Acres","1952","6/15/2022","8/24/2022","20","$49,900","$54,900"
"2469758","RESIDENTIAL","Single Family Residence","42 Gholson Drive","Henderson","27536",,"Not in a Subdivision","2","1","800",".26-.5 Acres","1957","8/19/2022","9/26/2022","7","$55,000","$55,000"
"2444115","RESIDENTIAL","Manufactured","606 Moss Creek Drive","Roxboro","27574-9555",,"Moss Creek","2","1","926","1-2.9 Acres","1993","4/22/2022","8/10/2022","77","$75,000","$55,000"
"2458913","RESIDENTIAL","Single Family Residence","222 Simmons Street","Sanford","27330",,"Not in a Subdivision","2","1","744","0-.25 Acres","1958","6/28/2022","7/18/2022","4","$69,000","$55,000"
"LP688810","RESIDENTIAL","Single Family Residence","113 1st Street","Spring Lake","28390",,,"3","1","0",,"1940","7/27/2022","9/26/2022","59","$57,500","$55,000"
"LP687276","RESIDENTIAL","Single Family Residence","222 Simmons Street","Sanford","27330",,,"2","1","0","0-.25 Acres","1958","6/28/2022","7/18/2022","4","$69,000","$55,000"
"2467896","RESIDENTIAL","Manufactured","8957 Taylor Woods Circle","Rocky Mount","27803",,"Taylors Woods","3","2","1,248","0-.25 Acres","1996","8/10/2022","9/20/2022","15","$59,900","$55,000"
"2460835","RESIDENTIAL","Single Family Residence","413 Preston Avenue","Fayetteville","28301",,"Chandler Heights","2","1","798","0-.25 Acres","1955","7/7/2022","8/4/2022","11","$59,900","$55,500"
"LP690191","RESIDENTIAL","Single Family Residence","409 Wakefield Drive","Hope Mills","28348",,,"3","2","0",,"1992","8/2/2022","9/16/2022","9","$35,000","$56,000"
"2453938","RESIDENTIAL","Condo","1301 W Meadowview Road","Greensboro","27403",,"Not in a Subdivision","2","2","990","0-.25 Acres","1973","6/6/2022","7/29/2022","14","$70,000","$57,000"
"123517","RESIDENTIAL","Single Family Residence","1301 W Meadowview Road","Greensboro","27403",,,"2","2","0","0-.25 Acres","1973","6/6/2022","7/29/2022","14","$70,000","$57,000"
"2455794","RESIDENTIAL","Single Family Residence","622 Water Street","Henderson","27536",,"Not in a Subdivision","2","1","750","0-.25 Acres","1985","6/14/2022","8/26/2022","37","$73,600","$57,300"
"2450196","RESIDENTIAL","Single Family Residence","503 E Walnut Street","Goldsboro","27534",,"Not in a Subdivision","4","3","2,376","0-.25 Acres","1940","5/18/2022","8/25/2022","2","$54,900","$59,000"
"2462234","RESIDENTIAL","Single Family Residence","2721 Red Mountain Road","Rougemont","27572",,"Not in a Subdivision","0","1","840",".51-.75 Acres","1950","7/14/2022","9/2/2022","25","$80,000","$60,000"
"2458932","RESIDENTIAL","Manufactured","287 Erica Lane","Henderson","27537",,"Rice Hill Farms","3","2","1,152","3-5.9 Acres","1996","6/28/2022","8/1/2022","1","$59,000","$60,000"
"2467571","RESIDENTIAL","Single Family Residence","1510 Catalpa Street","Goldsboro","27530",,"Not in a Subdivision","2","1","1,055","0-.25 Acres","1950","8/9/2022","9/30/2022","24","$65,000","$60,000"
"2441564","RESIDENTIAL","Manufactured","221 Fox Pond Road","Henderson","27537",,"Not in a Subdivision","3","2","1,680",".76-.99 Acres","2010","4/8/2022","8/16/2022","17","$94,900","$60,000"
"2449250","RESIDENTIAL","Manufactured","921 West Street","Smithfield","27577",,"Not in a Subdivision","2","1","684","0-.25 Acres","1972","5/14/2022","7/1/2022","38","$60,000","$60,000"
"LP688663","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,,"1","1","0",,"1986","7/25/2022","9/9/2022","18","$65,000","$60,000"
"2458287","RESIDENTIAL","Single Family Residence","504 Hickory Avenue","Sanford","27330",,"Not in a Subdivision","2","1","750","0-.25 Acres","1949","6/24/2022","7/12/2022","4","$69,000","$60,000"
"LP690219","RESIDENTIAL","Single Family Residence","1117 Acorn Street","Fayetteville","28303",,,"2","1","0","0-.25 Acres","1950","8/12/2022","9/1/2022","3","$70,000","$60,000"
"2463747","RESIDENTIAL","Single Family Residence","1424 Elm Street","Roxboro","27573",,"Not in a Subdivision","2","1","932",".26-.5 Acres","1954","7/21/2022","8/25/2022","18","$65,000","$60,000"
"LP687140","RESIDENTIAL","Single Family Residence","504 Hickory Avenue","Sanford","27330",,,"2","1","0",,"1949","6/24/2022","7/12/2022","4","$69,000","$60,000"
"2468371","RESIDENTIAL","Manufactured","847 Lane Jordan Road","Siler City","27344",,"Not in a Subdivision","2","1","924","1-2.9 Acres","1995","8/12/2022","9/2/2022","7","$50,000","$60,000"
"LP686410","RESIDENTIAL","Single Family Residence","311 Saunders Street","Sanford","27330",,,"4","2","0",,"1910","6/13/2022","9/9/2022","79","$79,900","$60,000"
"2468434","RESIDENTIAL","Single Family Residence","508 Hillside Drive","Henderson","27536",,"Not in a Subdivision","3","1","750",,"2016","8/12/2022","9/7/2022","8","$65,000","$60,000"
"2399769","RESIDENTIAL","Single Family Residence","430 Lee Street","Bennett","27208",,"Not in a Subdivision","3","1","1,643","1-2.9 Acres","1951","8/3/2021","7/5/2022","8","$87,500","$61,000"
"2457434","RESIDENTIAL","Single Family Residence","1321 Hight Street","Henderson","27536",,"Not in a Subdivision","2","1","913",".26-.5 Acres","1955","6/22/2022","7/19/2022","9","$69,900","$62,500"
"2450211","RESIDENTIAL","Single Family Residence","505 E Walnut Street","Goldsboro","27534",,"Not in a Subdivision","3","3","2,054","0-.25 Acres","1935","5/18/2022","8/25/2022","2","$60,000","$63,000"
"LP682573","RESIDENTIAL","Single Family Residence","110 Brookwood Avenue","Fayetteville","28301",,,"3","1","0",,"1945","4/14/2022","9/2/2022","91","$80,000","$64,000"
"126145","RESIDENTIAL","Single Family Residence","3974 High Rock Road","Gibsonville","27249",,,"0","0","0","1-2.9 Acres","2022","8/30/2022","8/30/2022","461","$64,399","$64,399"
"LP687774","RESIDENTIAL","Condo","1006 Wood Creek Drive","Fayetteville","28314",,,"2","2","0","0-.25 Acres","1987","7/13/2022","8/5/2022","2","$65,000","$65,000"
"2433391","RESIDENTIAL","Single Family Residence","149 N Shank Street","Henderson","27536",,"Not in a Subdivision","3","2","1,306",".26-.5 Acres","1947","2/25/2022","7/20/2022","10","$50,000","$65,000"
"LP678405","RESIDENTIAL","Condo","6792 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1986","2/22/2022","8/30/2022","124","$65,000","$65,000"
"124147","RESIDENTIAL","Single Family Residence","199 S Martin Street","Liberty","27298",,,"3","1","0",".76-.99 Acres","1978","7/25/2022","7/25/2022","497","$65,000","$65,000"
"2453565","RESIDENTIAL","Condo","3109 Darden Road","Greensboro","27407",,"Village of Oaks","2","2","875","0-.25 Acres","1985","6/3/2022","7/28/2022","15","$69,000","$65,000"
"2459203","RESIDENTIAL","Manufactured","2712 Deer Run","Rocky Mount","27801",,"Deer Run","3","2","920",".76-.99 Acres","1999","6/29/2022","9/6/2022","52","$70,000","$65,000"
"LP691822","RESIDENTIAL","Single Family Residence","1010 N Layton Avenue","Dunn","28334",,,"2","1","0",,"1940","9/5/2022","9/16/2022","3","$49,900","$66,000"
"LP688236","RESIDENTIAL","Condo","950 Stewarts Creek Drive","Fayetteville","28314",,,"2","2","0",,"1990","7/15/2022","8/2/2022","3","$60,000","$66,000"
"LP690202","RESIDENTIAL","Condo","6792 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1986","8/3/2022","9/15/2022","23","$67,500","$67,500"
"LP686183","RESIDENTIAL","Single Family Residence","1038 Riverside Circle","Spring Lake","28390",,"Bragg Estates","4","2","0",,"1966","6/10/2022","8/29/2022","6","$62,000","$68,000"
"124281","RESIDENTIAL","Single Family Residence","620 Rainey Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1948","8/6/2022","9/7/2022","10","$65,000","$68,250"
"2440156","RESIDENTIAL","Manufactured","139 E Holly Lane","Henderson","27537",,"Kerr Lake","2","1","584",".26-.5 Acres","1972","4/2/2022","7/8/2022","43","$75,000","$68,500"
"2451711","RESIDENTIAL","Manufactured","7530 Sam Young Road","Oxford","27565",,"Radford Run","3","2","1,008",".76-.99 Acres","1993","5/25/2022","8/31/2022","84","$80,000","$69,000"
"LP681299","RESIDENTIAL","Single Family Residence","1108 Davis Bridge Road","Parkton","28371",,,"3","2","0",".76-.99 Acres","1967","3/31/2022","7/15/2022","56","$63,000","$69,000"
"2451735","RESIDENTIAL","Manufactured","160 Dogwood Circle","New London","28127",,"Badin Shores Resort","1","2","270","0-.25 Acres","2013","5/26/2022","8/2/2022","60","$72,000","$69,000"
"2456660","RESIDENTIAL","Single Family Residence","2665 Walkers Road","Linden","28365",,"Not in a Subdivision","2","1","988","1-2.9 Acres","1966","6/17/2022","7/6/2022","9","$75,000","$70,000"
"2466376","RESIDENTIAL","Single Family Residence","207 E McNeill Street","Lillington","27546",,"Not in a Subdivision","1","2","1,288","0-.25 Acres","1950","8/3/2022","8/23/2022","8","$89,900","$70,000"
"2457994","RESIDENTIAL","Manufactured","6194 Cornwall Road","Oxford","27565",,"Not in a Subdivision","3","2","1,041","1-2.9 Acres","1996","6/23/2022","7/19/2022","18","$120,000","$70,000"
"2459632","RESIDENTIAL","Single Family Residence","6612 Blalock Road","Lucama","27851",,"Not in a Subdivision","2","2","1,380",".26-.5 Acres","1927","6/30/2022","9/22/2022","64","$79,900","$70,000"
"124268","RESIDENTIAL","Single Family Residence","217 7th Street","Yanceyville","27379",,,"3","1","0",".26-.5 Acres","1976","8/12/2022","8/25/2022","1","$62,900","$70,000"
"2454115","RESIDENTIAL","Condo","3371 Galleria Drive","Fayetteville","28303",,"Not in a Subdivision","2","2","1,050","0-.25 Acres","1992","6/7/2022","7/7/2022","1","$64,900","$71,000"
"LP691310","RESIDENTIAL","Condo","6744 Willowbrook Drive","Fayetteville","28314",,,"3","2","0",,"1985","8/26/2022","9/16/2022","3","$65,000","$72,000"
"LP690374","RESIDENTIAL","Condo","2717-3 Preston Woods Lane","Fayetteville","28304",,,"2","2","0",,"1990","8/7/2022","9/1/2022","2","$69,500","$72,000"
"LP685798","RESIDENTIAL","Condo","1895 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","6/2/2022","7/11/2022","4","$71,500","$72,000"
"2442949","RESIDENTIAL","Manufactured","393 Evans Drive","Cameron","28326",,"Hidden Lakes","2","2","987",".51-.75 Acres","1986","4/16/2022","9/1/2022","125","$98,900","$73,000"
"2464492","RESIDENTIAL","Single Family Residence","415 W Noble Street","Louisburg","27549",,"College Heights","1","1","915",".26-.5 Acres","1919","7/25/2022","8/17/2022","8","$80,000","$73,500"
"2471125","RESIDENTIAL","Single Family Residence","4205 Timberbrook Drive","Raleigh","27616-9560",,"Tradewinds","3","2","1,222","0-.25 Acres","1990","8/27/2022","9/20/2022","0","$75,000","$75,000"
"2454107","RESIDENTIAL","Single Family Residence","910 Oakton Church Road","Fairmont","28340",,"Not in a Subdivision","2","1","858","0-.25 Acres","1960","6/5/2022","8/16/2022","19","$80,000","$75,000"
"2465458","RESIDENTIAL","Single Family Residence","104 N 11th Street","Sanford","27330",,"Not in a Subdivision","2","1","821",".26-.5 Acres","1953","7/29/2022","8/22/2022","5","$80,000","$75,000"
"2444681","RESIDENTIAL","Manufactured","264 Peebles Lane","Henderson","27537",,"Not in a Subdivision","4","2","2,240",".76-.99 Acres","1998","4/25/2022","7/7/2022","22","$85,000","$75,000"
"2462036","RESIDENTIAL","Single Family Residence","533 Butler Island Road","Roseboro","28382",,"Not in a Subdivision","3","1","1,125","1-2.9 Acres","1969","7/12/2022","8/12/2022","7","$99,900","$75,000"
"2355901","RESIDENTIAL","Single Family Residence","3512 Woodsdale Road","Roxboro","27574",,"Not in a Subdivision","3","1","1,218",".76-.99 Acres","1971","12/2/2020","9/30/2022","2","$69,000","$75,000"
"2404321","RESIDENTIAL","Manufactured","1482 Baltimore Road","Warrenton","27589",,"Not in a Subdivision","3","2","1,456","1-2.9 Acres","1995","8/26/2021","7/8/2022","68","$77,900","$75,400"
"LP687220","RESIDENTIAL","Condo","6780 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","7/1/2022","8/8/2022","8","$75,000","$77,000"
"LP680918","RESIDENTIAL","Condo","1853 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","3/25/2022","9/28/2022","66","$75,000","$77,000"
"2468032","RESIDENTIAL","Single Family Residence","1612 Davis Street","Rocky Mount","27803",,"Not in a Subdivision","3","1","1,314","0-.25 Acres","1953","8/11/2022","9/9/2022","5","$75,000","$77,877"
"LP686375","RESIDENTIAL","Single Family Residence","1813 Lee Britt Road","Lumberton","28358",,,"2","2","0",,"1980","6/14/2022","7/21/2022","7","$78,000","$78,000"
"2455745","RESIDENTIAL","Single Family Residence","1805 Hicks Circle","Roxboro","27573",,"Cavel Village","3","2","1,433","0-.25 Acres","1928","6/14/2022","7/27/2022","7","$85,000","$78,000"
"2456495","RESIDENTIAL","Condo","1001 Brookhollow Drive","Fayetteville","28314",,"Stewart Creek","3","2","1,211","0-.25 Acres","1992","6/17/2022","7/12/2022","4","$79,900","$79,900"
"2467801","RESIDENTIAL","Single Family Residence","6312 W US 70","Mebane","27302",,"Not in a Subdivision","2","1","1,212",".26-.5 Acres","1947","8/8/2022","9/12/2022","14","$95,000","$80,000"
"2437122","RESIDENTIAL","Single Family Residence","515 S Leslie Street","Goldsboro","27530",,"Not in a Subdivision","3","1","920","0-.25 Acres","1945","3/17/2022","7/21/2022","94","$89,900","$80,000"
"2451068","RESIDENTIAL","Single Family Residence","242 Oakdale Avenue","Clayton","27520",,"Rollingwood","2","1","1,550",".26-.5 Acres","1971","5/23/2022","9/14/2022","21","$100,000","$80,000"
"LP688425","RESIDENTIAL","Condo","6821 WillowBrook Drive","Fayetteville","28314",,,"2","2","0",,"1998","7/17/2022","8/25/2022","6","$75,500","$80,000"
"LP690415","RESIDENTIAL","Single Family Residence","1453 Keswick Drive","Fayetteville","28304",,"Arran Lakes","3","2","0",".26-.5 Acres","1965","8/8/2022","8/29/2022","1","$105,000","$80,000"
"LP690540","RESIDENTIAL","Condo","6736 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1984","8/10/2022","9/19/2022","10","$80,000","$80,000"
"LP689988","RESIDENTIAL","Single Family Residence","614 S Pine Street","Rocky Mount","27803",,,"3","2","0","0-.25 Acres","2013","7/30/2022","8/24/2022","6","$89,000","$80,000"
"LP690152","RESIDENTIAL","Condo","1849 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","8/2/2022","9/26/2022","13","$78,500","$80,000"
"LP684805","RESIDENTIAL","Condo","1849 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","5/13/2022","7/12/2022","7","$79,500","$80,000"
"2463036","RESIDENTIAL","Manufactured","20 Oak Hill Drive","Rougemont","27572",,"Hidden Hills","3","2","1,008","1-2.9 Acres","1985","7/18/2022","8/17/2022","14","$85,000","$80,000"
"LP684919","RESIDENTIAL","Single Family Residence","221 Stroud Street","Sanford","27330",,,"2","1","0",,"1950","5/23/2022","7/7/2022","31","$95,000","$80,000"
"LP686215","RESIDENTIAL","Manufactured","158 Ruff Road","Red Springs","28377",,,"3","2","0",,"1999","6/8/2022","8/31/2022","68","$80,000","$80,000"
"2466730","RESIDENTIAL","Manufactured","26 William Perry Rd","Louisburg","27549",,"Not in a Subdivision","3","3","1,589","1-2.9 Acres","1991","8/3/2022","9/29/2022","6","$100,000","$80,000"
"2455623","RESIDENTIAL","Manufactured","221 Deer Creek Lane","Timberlake","27583",,"Deer Creek","3","2","1,809","1-2.9 Acres","1993","6/13/2022","7/1/2022","2","$44,000","$80,000"
"2416954","RESIDENTIAL","Single Family Residence","500 Woodrow Street","Goldsboro","27530",,"NorthView","3","1","950","0-.25 Acres","1969","11/1/2021","7/8/2022","207","$115,000","$80,000"
"LP685744","RESIDENTIAL","Manufactured","2432 O'hara Drive","Raeford","28376",,,"3","2","0",,"1997","6/2/2022","7/6/2022","5","$87,000","$81,000"
"2450601","RESIDENTIAL","Single Family Residence","109 Old Watkins Road","Henderson","27537",,"Not in a Subdivision","3","1","1,119",".51-.75 Acres","1972","5/20/2022","7/15/2022","40","$105,000","$81,000"
"123694","RESIDENTIAL","Other","1700 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","6/20/2022","9/2/2022","23","$84,999","$81,000"
"LP690349","RESIDENTIAL","Manufactured","3178 Shaw Mill Road","St. Paul","28384",,,"4","2","0","3-5.9 Acres","1994","8/5/2022","8/26/2022","11","$95,000","$82,000"
"2467823","RESIDENTIAL","Single Family Residence","415 W 19th Street","Lumberton","28358",,"Not in a Subdivision","2","1","929","0-.25 Acres","1951","8/9/2022","9/22/2022","7","$85,000","$82,000"
"LP684404","RESIDENTIAL","Single Family Residence","276 Windsor Drive","Fayetteville","28301",,,"2","1","0",,"1942","5/9/2022","7/1/2022","7","$88,000","$82,000"
"2456960","RESIDENTIAL","Condo","3392 Galleria Drive","Fayetteville","28303",,"To Be Added","3","2","1,392","0-.25 Acres","1994","6/17/2022","7/8/2022","5","$75,000","$83,000"
"2445783","RESIDENTIAL","Single Family Residence","433 Matthews Street","Rocky Mount","27801",,"Not in a Subdivision","2","1","1,092","0-.25 Acres","1950","4/29/2022","9/27/2022","38","$95,000","$83,500"
