"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2423499","RESIDENTIAL","Single Family Residence","6741 Pitt Street","Grifton","28530",,"Not in a Subdivision","2","5","1,050",".26-.5 Acres","1954","12/16/2021","2/17/2022","40","$55,000","$40,000"
"2411163","RESIDENTIAL","Single Family Residence","1524 N US 1 Highway","Wise","27594",,"Not in a Subdivision","5","2","2,530","1-2.9 Acres","1916","10/1/2021","3/9/2022","140","$49,900","$40,000"
"LP675125","RESIDENTIAL","Single Family Residence","215 Dallas Street","Fayetteville","28306",,,"2","1","0","0-.25 Acres","1954","12/10/2021","2/14/2022","51","$50,000","$40,000"
"LP676008","RESIDENTIAL","Single Family Residence","1102 Waddell Street","Fayetteville","28314",,,"3","1","0",,"1962","1/4/2022","1/27/2022","2","$34,900","$40,000"
"2429690","RESIDENTIAL","Manufactured","458 Mountain Ridge Road","Rougemont","27572",,"Mountain Ridge","3","2","1,038","1-2.9 Acres","1985","2/3/2022","2/24/2022","9","$29,900","$45,000"
"2420187","RESIDENTIAL","Single Family Residence","401 N Taylor Street","Rocky Mount","27804-4324",,"To Be Added","3","1","1,542",".26-.5 Acres","1947","11/20/2021","2/8/2022","7","$45,000","$45,000"
"2433650","RESIDENTIAL","Single Family Residence","413 N Clark Street","Henderson","27536",,"Not in a Subdivision","3","1","1,160","0-.25 Acres","1950","2/28/2022","3/30/2022","3","$45,000","$45,000"
"121652","RESIDENTIAL","Single Family Residence","717 E Elm Street","Graham","27253",,,"1","1","0","0-.25 Acres","1945","11/22/2021","1/24/2022","19","$47,000","$47,000"
"2420324","RESIDENTIAL","Single Family Residence","717 E Elm Street","Graham","27253",,"Not in a Subdivision","1","1","672","0-.25 Acres","1945","11/22/2021","1/24/2022","19","$47,000","$47,000"
"2413677","RESIDENTIAL","Single Family Residence","43 Paul Alston Drive","Siler City","27344",,"Not in a Subdivision","3","1","1,764","3-5.9 Acres","1934","10/14/2021","2/15/2022","36","$57,900","$48,000"
"2432779","RESIDENTIAL","Single Family Residence","631 Bethel Baptist Road","Spring Lake","28390",,"Not in a Subdivision","2","1","725",".26-.5 Acres","1945","2/22/2022","3/21/2022","4","$60,000","$50,000"
"121843","RESIDENTIAL","Single Family Residence","918 Watson Street","Reidsville","27320",,,"2","1","0","0-.25 Acres","1930","12/15/2021","1/18/2022","21","$59,900","$50,000"
"2402743","RESIDENTIAL","Single Family Residence","450 Mason Street","Henderson","27536",,"Not in a Subdivision","2","1","864",".26-.5 Acres","1945","8/19/2021","3/4/2022","56","$50,000","$50,000"
"LP675122","RESIDENTIAL","Single Family Residence","213 Dallas Street","Fayetteville","28306",,,"2","1","0","0-.25 Acres","1955","12/10/2021","2/18/2022","51","$50,000","$50,000"
"LP672958","RESIDENTIAL","Single Family Residence","2641 Belhaven Road","Fayetteville","28306",,,"3","1","0",,"1952","11/11/2021","1/4/2022","32","$67,000","$50,000"
"2421896","RESIDENTIAL","Single Family Residence","1004 South Street","Henderson","27536",,"Not in a Subdivision","3","1","954","0-.25 Acres","1955","12/3/2021","2/14/2022","24","$52,500","$50,000"
"2423122","RESIDENTIAL","Single Family Residence","110 S Cherry Street","Henderson","27536",,"Not in a Subdivision","2","1","900","0-.25 Acres","1961","12/13/2021","1/25/2022","34","$65,000","$52,000"
"2425052","RESIDENTIAL","Single Family Residence","1200 Long Avenue","Rocky Mount","27801",,"Not in a Subdivision","3","2","1,068","0-.25 Acres","1949","1/1/2022","2/22/2022","32","$54,999","$52,000"
"LP659778","RESIDENTIAL","Single Family Residence","5067 NC Hwy 72","Lumberton","28358",,,"3","2","0",,"2000","6/17/2021","1/28/2022","90","$50,000","$52,000"
"LP667881","RESIDENTIAL","Single Family Residence","559 Crooked Creek Court","Fayetteville","28301",,,"2","2","0",,"1986","9/15/2021","1/4/2022","7","$49,000","$52,000"
"2436646","RESIDENTIAL","Single Family Residence","301 S Webb Street","Selma","27576",,"Not in a Subdivision","2","1","1,520","0-.25 Acres","1940","3/16/2022","3/24/2022","1","$60,000","$52,500"
"2429998","RESIDENTIAL","Single Family Residence","134 N College Street","Henderson","27537-6",,"Not in a Subdivision","3","1","1,128","0-.25 Acres","1950","2/4/2022","3/18/2022","30","$59,900","$52,500"
"2430009","RESIDENTIAL","Single Family Residence","130 N College Street","Henderson","27536",,"Not in a Subdivision","2","1","1,160","0-.25 Acres","1950","2/4/2022","3/18/2022","30","$59,900","$52,500"
"2430113","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,"Not in a Subdivision","1","1","810","0-.25 Acres","1986","2/5/2022","2/18/2022","5","$50,000","$52,511"
"2426316","RESIDENTIAL","Single Family Residence","619 S Williams Street","Henderson","27536",,"Not in a Subdivision","3","1","1,513","0-.25 Acres","1950","1/11/2022","2/25/2022","4","$59,500","$55,000"
"2369421","RESIDENTIAL","Single Family Residence","1005 N King Avenue","Dunn","28334",,"Not in a Subdivision","2","1","885","0-.25 Acres","1920","3/1/2021","3/7/2022","239","$56,000","$55,000"
"2434699","RESIDENTIAL","Manufactured","187 Kayla Lane","Clinton","28328",,"Not in a Subdivision","3","2","980","1-2.9 Acres","1996","3/2/2022","3/25/2022","7","$65,900","$55,000"
"2431572","RESIDENTIAL","Manufactured","475 Simpson Road","Carthage","28327",,"Carthage Square","3","2","1,344",".51-.75 Acres","1990","2/15/2022","3/31/2022","37","$79,900","$55,000"
"2417143","RESIDENTIAL","Manufactured","194 Wendover Lane","Roanoke Rapids","27870",,"Westwinds","2","2","1,430","0-.25 Acres","1998","11/3/2021","2/4/2022","63","$59,000","$55,500"
"2427472","RESIDENTIAL","Manufactured","779 Hollywood Road","Sanford","27332-0532",,"Not in a Subdivision","3","2","1,080","1-2.9 Acres","1985","1/18/2022","2/14/2022","10","$42,950","$57,100"
"2433092","RESIDENTIAL","Single Family Residence","940 Fleetwood Drive","Fayetteville","28305",,"Savoy Heights","3","1","956","0-.25 Acres","1961","2/24/2022","3/18/2022","6","$95,000","$58,000"
"2419497","RESIDENTIAL","Manufactured","6400 Wayne Memorial Drive","Pikeville","27863",,"Ruger Park","2","1","780",".26-.5 Acres","1988","11/17/2021","2/25/2022","89","$89,000","$60,000"
"2424868","RESIDENTIAL","Single Family Residence","615 S Breazeale Avenue","Mount Olive","28365",,"Not in a Subdivision","1","1","861","0-.25 Acres","1968","12/30/2021","1/24/2022","10","$56,900","$60,000"
"2417246","RESIDENTIAL","Single Family Residence","410 New Street","Burlington","27217-2438",,"Not in a Subdivision","3","1","1,046","0-.25 Acres","1940","11/3/2021","1/7/2022","16","$63,500","$60,000"
"122247","RESIDENTIAL","Single Family Residence","8118 Walnut Cove Road","Walnut Cove","27052",,,"2","1","0",".51-.75 Acres","1952","2/1/2022","3/25/2022","22","$89,900","$60,000"
"2428574","RESIDENTIAL","Manufactured","396 Fern Lane","Henderson","27537",,"Not in a Subdivision","3","2","1,560",".76-.99 Acres","2000","1/26/2022","3/31/2022","2","$70,000","$60,000"
"2430825","RESIDENTIAL","Single Family Residence","115 North Street","Henderson","27536",,"Not in a Subdivision","3","1","1,092","0-.25 Acres","1904","2/9/2022","3/14/2022","7","$50,000","$60,000"
"LP676678","RESIDENTIAL","Single Family Residence","820 7th Street","Lumberton","28358",,,"6","3","0",,"1950","1/18/2022","2/4/2022","6","$39,500","$60,000"
"LP680660","RESIDENTIAL","Single Family Residence","216 Oakland Drive","Fayetteville","28301",,,"3","1","0",,"1942","3/29/2022","3/30/2022","0","$60,000","$60,000"
"2424407","RESIDENTIAL","Single Family Residence","3373 Virgilina Road","Roxboro","27574",,"Not in a Subdivision","3","1","938",".26-.5 Acres","1971","12/24/2021","2/14/2022","11","$26,600","$61,000"
"119170","RESIDENTIAL","Single Family Residence","245 7th Street","Yanceyville","27379",,,"3","1","0",".26-.5 Acres","1976","7/22/2021","3/2/2022","174","$63,000","$61,500"
"2420304","RESIDENTIAL","Single Family Residence","207 St Matthews Road","Erwin","28339",,"Not in a Subdivision","3","1","918","0-.25 Acres","1951","11/22/2021","1/25/2022","56","$79,000","$63,000"
"2401004","RESIDENTIAL","Single Family Residence","203 Banks Avenue","Goldsboro","27534",,"Jefferson Park","2","1","1,049",".26-.5 Acres","1956","8/11/2021","1/20/2022","55","$75,000","$63,000"
"LP676522","RESIDENTIAL","Condo","6772-4 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","1/14/2022","2/11/2022","1","$64,500","$64,500"
"122092","RESIDENTIAL","Single Family Residence","310 Cleveland Avenue","Burlington","27215",,,"2","1","0",".51-.75 Acres","1918","1/26/2022","2/17/2022","2","$75,000","$65,000"
"LP677187","RESIDENTIAL","Condo","6772 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","1/29/2022","2/14/2022","6","$65,000","$65,000"
"2427612","RESIDENTIAL","Single Family Residence","204 N Jackson Street","Dunn","28334-3406",,"Not in a Subdivision","2","1","960",".26-.5 Acres","1930","1/19/2022","3/4/2022","6","$70,000","$65,000"
"2430101","RESIDENTIAL","Manufactured","766 Hicks Farm","Staley","27355",,"Not in a Subdivision","2","2","869","1-2.9 Acres","1990","2/4/2022","3/4/2022","4","$45,000","$65,000"
"2424481","RESIDENTIAL","Single Family Residence","312 Wilcox Street","Warrenton","27589",,"Not in a Subdivision","4","1","2,232",".51-.75 Acres","1850","12/27/2021","3/18/2022","62","$88,900","$65,000"
"LP677766","RESIDENTIAL","Single Family Residence","428 N King Street","Fayetteville","28301",,,"3","1","0",".51-.75 Acres","1950","2/10/2022","3/7/2022","9","$65,000","$65,000"
"LP671218","RESIDENTIAL","Single Family Residence","3115 Bolton Street","Fayetteville","28306",,,"3","2","0",".26-.5 Acres","1962","10/27/2021","1/25/2022","49","$84,700","$65,000"
"2400356","RESIDENTIAL","Single Family Residence","216 CP and L Access Road","Semora","27343",,"Not in a Subdivision","3","1","1,360","1-2.9 Acres","1970","8/6/2021","1/10/2022","85","$75,000","$65,000"
"LP672826","RESIDENTIAL","Single Family Residence","211 E 23rd Street","Lumberton","28358",,,"3","2","0",,"1950","10/22/2021","1/13/2022","29","$65,000","$65,000"
"LP670735","RESIDENTIAL","Townhouse","6509 Wicklow Place","Fayetteville","28304",,,"2","2","0",,"1983","10/18/2021","1/10/2022","7","$65,000","$65,000"
"2423581","RESIDENTIAL","Single Family Residence","243 Burwell Avenue","Henderson","27536",,"Not in a Subdivision","5","2","2,708","0-.25 Acres","1912","12/16/2021","2/11/2022","23","$79,000","$65,000"
"2425949","RESIDENTIAL","Single Family Residence","684 Moore Farm Road","Whitakers","27891",,"Not in a Subdivision","3","1","1,156",".26-.5 Acres","1978","1/6/2022","2/16/2022","9","$70,000","$65,000"
"LP668133","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28303",,,"1","1","0",,"2010","9/20/2021","2/7/2022","100","$58,000","$65,000"
"LP678482","RESIDENTIAL","Other","2704 Lowlander Drive","Raeford","28376",,,"3","2","0",,"1997","2/25/2022","3/31/2022","5","$57,000","$65,500"
"LP671070","RESIDENTIAL","Condo","1912 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","10/25/2021","1/7/2022","25","$65,900","$65,900"
"2365914","RESIDENTIAL","Single Family Residence","305 N Elm Avenue","Dunn","28334",,"Not in a Subdivision","2","1","654","0-.25 Acres","1934","2/9/2021","3/14/2022","268","$66,000","$66,000"
"2430913","RESIDENTIAL","Single Family Residence","618 W Rockspring Street","Henderson","27536",,"Not in a Subdivision","2","1","1,190","0-.25 Acres","1960","2/10/2022","3/24/2022","24","$72,500","$66,000"
"121835","RESIDENTIAL","Single Family Residence","303 Ransom Street","Reidsville","27320",,,"2","1","0","0-.25 Acres","1930","12/13/2021","1/31/2022","14","$72,500","$67,500"
"121500","RESIDENTIAL","Single Family Residence","403 S Anthony Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","11/10/2021","3/10/2022","89","$70,000","$68,000"
"2418774","RESIDENTIAL","Single Family Residence","403 S Anthony Street","Burlington","27215",,"Not in a Subdivision","2","1","1,037","0-.25 Acres","1950","11/11/2021","3/10/2022","71","$70,000","$68,000"
"2402900","RESIDENTIAL","Single Family Residence","1112 Clingman Road","Goldsboro","27534",,"Not in a Subdivision","3","1","1,813","0-.25 Acres","1918","8/20/2021","1/20/2022","124","$79,900","$69,500"
"2423062","RESIDENTIAL","Single Family Residence","4209 S Eugene Street","Greensboro","27406",,"Grove Park","2","1","1,008",".26-.5 Acres","1948","12/13/2021","2/1/2022","2","$70,000","$70,000"
"LP675424","RESIDENTIAL","Single Family Residence","715 W Mountain Drive","Fayetteville","28306",,,"3","1","0",,"1931","12/19/2021","2/9/2022","32","$85,000","$70,000"
"2428920","RESIDENTIAL","Single Family Residence","1724 Forest Street","Roxboro","27573",,"Cavel Village","2","1","1,242",".26-.5 Acres","1928","1/28/2022","3/2/2022","18","$75,000","$70,000"
"122114","RESIDENTIAL","Single Family Residence","1610 E Main Street","Graham","27253",,,"1","1","0",".51-.75 Acres","1951","1/27/2022","2/24/2022","678","$66,200","$70,000"
"2419746","RESIDENTIAL","Single Family Residence","3371 Packing Plant Road","Smithfield","27577",,"Not in a Subdivision","1","1","920","1-2.9 Acres","1900","11/18/2021","2/4/2022","25","$75,000","$71,000"
"2435051","RESIDENTIAL","Single Family Residence","313 Granville Street","Oxford","27565",,"Not in a Subdivision","3","1","1,086","0-.25 Acres","1960","3/7/2022","3/25/2022","4","$76,000","$71,000"
"2420088","RESIDENTIAL","Single Family Residence","5050 Fayetteville Highway","Godwin","28344",,"Mingo Creek","3","1","1,055",".76-.99 Acres","1972","11/19/2021","2/7/2022","41","$125,000","$71,000"
"LP676378","RESIDENTIAL","Condo","1804 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","1/12/2022","2/11/2022","3","$79,900","$72,000"
"2410587","RESIDENTIAL","Single Family Residence","203 Hinnant Street","Micro","27555",,"Not in a Subdivision","2","1","1,036",".51-.75 Acres","1964","9/29/2021","2/4/2022","75","$89,000","$72,000"
"2399875","RESIDENTIAL","Single Family Residence","504 Cavel Chub Lake Road","Roxboro","27573",,"Not in a Subdivision","2","1","1,498","1-2.9 Acres","1952","8/4/2021","1/26/2022","104","$100,000","$72,000"
"LP673489","RESIDENTIAL","Condo","680 Barton's Landing Place","Fayetteville","28314",,,"2","2","0",,"1987","11/23/2021","1/5/2022","1","$72,900","$72,900"
"LP678517","RESIDENTIAL","Single Family Residence","618 Mosswood Lane","Fayetteville","28311",,,"2","1","0",,"1985","2/25/2022","3/29/2022","7","$74,900","$73,000"
"2423816","RESIDENTIAL","Single Family Residence","22 Sledge Road","Louisburg","27549",,"Not in a Subdivision","2","1","960","1-2.9 Acres","1961","12/17/2021","2/10/2022","44","$79,700","$73,000"
"2429499","RESIDENTIAL","Single Family Residence","388 Ballard Pruitt Road","Franklinton","27525",,"Not in a Subdivision","2","1","864",".76-.99 Acres","1979","2/2/2022","2/28/2022","2","$69,900","$74,000"
"LP676374","RESIDENTIAL","Single Family Residence","15142 NC Hwy 53 W","White Oak","28399",,,"1","1","0",,"1960","1/11/2022","2/18/2022","17","$74,900","$74,900"
"2423915","RESIDENTIAL","Single Family Residence","5420 Birch Road","Fayetteville","28304",,"LaFayette Village","3","1","1,220",".26-.5 Acres","1962","12/19/2021","1/11/2022","11","$75,000","$75,000"
"2373088","RESIDENTIAL","Single Family Residence","4921 Universal Drive","Wake Forest","27587",,"Not in a Subdivision","3","2","1,500","0-.25 Acres","1972","3/19/2021","3/8/2022","268","$90,000","$75,000"
"2423869","RESIDENTIAL","Single Family Residence","1212 North Street","Smithfield","27577",,"Not in a Subdivision","3","1","1,734","0-.25 Acres","1909","12/18/2021","2/23/2022","48","$90,000","$75,000"
"2416122","RESIDENTIAL","Single Family Residence","1011 Lemay Street","Smithfield","27577",,"Belmont","2","1","1,227","0-.25 Acres","1935","10/28/2021","3/4/2022","20","$90,000","$75,000"
"2429546","RESIDENTIAL","Single Family Residence","9057 County Line Road","Rocky Mount","27803",,"To Be Added","2","1","995","0-.25 Acres","1950","2/1/2022","3/15/2022","4","$64,900","$75,000"
"2403379","RESIDENTIAL","Single Family Residence","8635 S Old US 421","Bear Creek","27207",,"Not in a Subdivision","3","1","1,470",".26-.5 Acres","1960","8/20/2021","1/21/2022","97","$104,000","$75,000"
"122016","RESIDENTIAL","Single Family Residence","455 Elmira Street","Burlington","27217",,,"8","3","0",".51-.75 Acres","2003","9/21/2021","1/7/2022","804","$75,000","$75,000"
"LP676233","RESIDENTIAL","Condo","1849 Sardonyx","Fayetteville","28303",,,"2","2","0",,"1998","1/11/2022","1/28/2022","1","$75,000","$75,000"
"2416478","RESIDENTIAL","Single Family Residence","5133 George Miles Road","Burlington","27217",,"Not in a Subdivision","3","1","1,175","1-2.9 Acres","1975","10/29/2021","1/14/2022","20","$74,500","$75,000"
"2427845","RESIDENTIAL","Single Family Residence","716 Dailey Street","Burlington","27217",,"Richmond Heights","2","1","560",".26-.5 Acres","1950","1/19/2022","3/14/2022","26","$75,000","$75,000"
"LP676532","RESIDENTIAL","Single Family Residence","3487 Nash Road","Fayetteville","28306",,"Grays Creek","3","2","0","1-2.9 Acres","1966","1/14/2022","2/7/2022","6","$65,000","$75,000"
"2422885","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","663","0-.25 Acres","1967","12/10/2021","3/31/2022","59","$80,000","$75,000"
"120045","RESIDENTIAL","Single Family Residence","5133 George Miles Road","Burlington","27217",,,"3","2","0","1-2.9 Acres","1975","10/1/2021","1/14/2022","48","$74,500","$75,000"
"121923","RESIDENTIAL","Single Family Residence","406 Burlington Avenue","Burlington","27249",,,"2","1","0",".26-.5 Acres","1906","12/28/2021","2/2/2022","6","$80,000","$75,000"
"LP676472","RESIDENTIAL","Condo","1820 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","1/13/2022","3/2/2022","8","$70,000","$75,000"
"2410165","RESIDENTIAL","Single Family Residence","3202 Central Heights Road","Goldsboro","27534",,"Not in a Subdivision","2","2","1,288",".51-.75 Acres","1957","9/27/2021","3/31/2022","77","$79,000","$75,000"
"2424077","RESIDENTIAL","Single Family Residence","2715 Saxapahaw Bethlehem Church Road","Graham","27253",,"Not in a Subdivision","2","1","720","1-2.9 Acres","1953","12/20/2021","2/3/2022","18","$89,900","$75,000"
"2430720","RESIDENTIAL","Single Family Residence","203 Mill Creek Road","Warrenton","27589",,"Horse Creek","3","1","960",".26-.5 Acres","1995","2/9/2022","3/4/2022","9","$74,900","$75,000"
"LP672678","RESIDENTIAL","Single Family Residence","4206 Coventry Road","Fayetteville","28304",,,"3","1","0",,"1960","11/5/2021","1/14/2022","6","$82,500","$75,600"
"2428098","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","700","0-.25 Acres","1967","1/23/2022","3/24/2022","4","$75,000","$76,000"
"LP672682","RESIDENTIAL","Condo","6800 Willowbrook Drive","Fayetteville","28314",,,"3","2","0",,"1989","11/5/2021","2/14/2022","76","$76,900","$76,900"
"2423396","RESIDENTIAL","Single Family Residence","1000 Branch Street","Rocky Mount","27801",,"Not in a Subdivision","2","2","1,507","0-.25 Acres","1900","12/15/2021","2/10/2022","14","$73,500","$77,000"
"2427839","RESIDENTIAL","Single Family Residence","1116 Sidney Avenue","Burlington","27217",,"Not in a Subdivision","2","1","960","0-.25 Acres","1940","1/20/2022","2/11/2022","5","$87,000","$78,000"
"2424637","RESIDENTIAL","Single Family Residence","96/98/100/110 Hayes Way","Henderson","27538",,"Not in a Subdivision","6","3","900","3-5.9 Acres","1950","12/27/2021","3/24/2022","10","$99,500","$78,000"
"122078","RESIDENTIAL","Single Family Residence","1116 Sidney Avenue","Burlington","27217",,,"2","1","0","0-.25 Acres","1940","1/20/2022","2/11/2022","2","$87,000","$78,000"
"LP667144","RESIDENTIAL","Single Family Residence","413 Country Club Drive","Fayetteville","28301",,,"3","2","0",,"1937","8/31/2021","1/18/2022","111","$67,500","$78,000"
"2433101","RESIDENTIAL","Condo","130 S Estes Road","Chapel Hill","27514",,"Camelot","1","1","700","0-.25 Acres","1967","2/24/2022","3/18/2022","5","$75,000","$78,000"
"LP672314","RESIDENTIAL","Other","1603 Ballance Farm Road","St. Pauls","28384",,,"3","2","0",,"1990","11/3/2021","3/28/2022","86","$85,000","$79,000"
"2431005","RESIDENTIAL","Single Family Residence","900 3rd Avenue","Smithfield","27577",,"The Old Smithfield Mills","1","1","524","0-.25 Acres","1960","2/11/2022","3/23/2022","15","$85,900","$80,000"
"2421328","RESIDENTIAL","Single Family Residence","5441 Princeton Kenly Road","Kenly","27542",,"Not in a Subdivision","3","1","1,668","1-2.9 Acres","1942","12/1/2021","3/17/2022","62","$99,900","$80,000"
"2412889","RESIDENTIAL","Manufactured","209 Dutchess Drive","Garner","27529",,"Duchess Downs","2","1","895","0-.25 Acres","1975","10/11/2021","1/7/2022","68","$89,900","$80,000"
"2404280","RESIDENTIAL","Single Family Residence","9701 NC 97 Highway","Middlesex","27557",,"Not in a Subdivision","4","1","1,844",".26-.5 Acres","1948","8/26/2021","1/13/2022","87","$99,900","$80,000"
"2369144","RESIDENTIAL","Single Family Residence","1009 N McKay Avenue","Dunn","28334",,"Not in a Subdivision","3","1","1,176","0-.25 Acres","1925","2/26/2021","2/28/2022","227","$79,900","$80,000"
"2416613","RESIDENTIAL","Single Family Residence","629 Dailey Street","Burlington","27217",,"Not in a Subdivision","2","1","752","0-.25 Acres","1957","10/30/2021","1/26/2022","56","$85,000","$80,000"
"121402","RESIDENTIAL","Single Family Residence","629 Dailey Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1957","10/30/2021","1/26/2022","72","$85,000","$80,000"
"LP675239","RESIDENTIAL","Single Family Residence","702 W 3rd Avenue","Red Springs","28377",,,"4","2","0",,"1971","12/14/2021","2/11/2022","26","$92,000","$80,000"
"2423399","RESIDENTIAL","Single Family Residence","1006 Branch Street","Rocky Mount","27801",,"Not in a Subdivision","2","1","1,456",".26-.5 Acres","1900","12/15/2021","2/3/2022","14","$83,500","$80,000"
"LP672804","RESIDENTIAL","Condo","1022-6 Brookhollow Drive","Fayetteville","28314",,,"2","2","0",,"1986","11/9/2021","3/31/2022","112","$75,000","$80,000"
"2423718","RESIDENTIAL","Single Family Residence","203 Albright Avenue","Graham","27217-2803","Downtown","Not in a Subdivision","0","2","1,665",".26-.5 Acres","1950","12/17/2021","1/26/2022","14","$89,000","$81,100"
"122819","RESIDENTIAL","Single Family Residence","7318 Lake Juno Road","Liberty","27298",,,"2","1","0","1-2.9 Acres","1946","3/19/2022","3/19/2022","625","$81,500","$81,500"
"2430544","RESIDENTIAL","Single Family Residence","1303 Essex Place","Fayetteville","28301",,"To Be Added","3","2","1,089",".26-.5 Acres","1964","2/8/2022","3/3/2022","0","$80,000","$82,000"
"2429119","RESIDENTIAL","Single Family Residence","1279 Frank Wicker Road","Sanford","27332",,"Not in a Subdivision","2","1","930","3-5.9 Acres","1920","1/30/2022","2/11/2022","5","$99,000","$82,000"
