"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"LP621360","RESIDENTIAL","Single Family Residence","312 Arbor Street","Wadesboro","28170",,,"2","1","0","0-.25 Acres","1940","11/19/2019","5/25/2023","216","$44,900","$41,000"
"LP697665","RESIDENTIAL","Manufactured","9092 NC 210 Highway","Bunnlevel","28323",,"Bunnlevel","3","1","0",,"1996","1/30/2023","4/5/2023","10","$55,000","$41,000"
"2492711","RESIDENTIAL","Manufactured","9092 NC 210","Bunnlevel","28323-8684",,"Not in a Subdivision","3","1","1,782",".51-.75 Acres","1996","1/30/2023","4/5/2023","10","$55,000","$41,000"
"2511623","RESIDENTIAL","Single Family Residence","2726 NC Highway 4","Littleton","27850",,"Not in a Subdivision","2","1","800","1-2.9 Acres","1959","5/18/2023","6/16/2023","20","$49,900","$42,000"
"LP688167","RESIDENTIAL","Single Family Residence","705 BULLARD Street","Roseboro","28382",,"Roseboro","4","2","0",,"1966","7/12/2022","5/12/2023","195","$49,900","$46,500"
"2512954","RESIDENTIAL","Single Family Residence","801 SE Dunbar Street","Wilson","27893",,"To Be Added","3","1","1,124","0-.25 Acres","1935","5/25/2023","6/27/2023","14","$85,000","$48,000"
"2490063","RESIDENTIAL","Single Family Residence","334 E Andrews Avenue","Henderson","27536",,"Not in a Subdivision","3","2","1,856","0-.25 Acres","1955","1/12/2023","5/31/2023","97","$69,000","$48,000"
"2514644","RESIDENTIAL","Single Family Residence","366 Brooks Road","Reidsville","27320",,"Not in a Subdivision","2","1","1,425",".76-.99 Acres","2022","6/5/2023","6/23/2023","8","$50,000","$48,600"
"127700","RESIDENTIAL","Single Family Residence","366 Brooks Road","Reidsville","27320",,,"2","1","0",".76-.99 Acres","1946","6/5/2023","6/23/2023","9","$50,000","$48,600"
"2506892","RESIDENTIAL","Single Family Residence","206 Wheeler Street","Roanoke Rapids","27870",,"Not in a Subdivision","2","1","822",".26-.5 Acres","1951","4/24/2023","6/16/2023","27","$65,000","$50,000"
"2506909","RESIDENTIAL","Single Family Residence","208 Wheeler Street","Roanoke Rapids","27870",,"Not in a Subdivision","3","1","1,088",".26-.5 Acres","1950","4/24/2023","6/16/2023","27","$68,000","$50,000"
"2496663","RESIDENTIAL","Single Family Residence","214 Maple Drive","Oxford","27565",,"Not in a Subdivision","1","1","800",".26-.5 Acres","1912","2/24/2023","4/18/2023","19","$60,000","$50,000"
"2502804","RESIDENTIAL","Single Family Residence","226 Flowers Road","Raeford","28376-6395",,"Not in a Subdivision","2","1","916","0-.25 Acres","1978","3/31/2023","6/5/2023","41","$55,000","$51,000"
"2512381","RESIDENTIAL","Manufactured","151 Union Chapel Road","Norlina","27563",,"Not in a Subdivision","2","2","897",".76-.99 Acres","1988","5/23/2023","5/31/2023","0","$62,900","$52,500"
"2510398","RESIDENTIAL","Single Family Residence","820 Tungsten Mine Road","Bullock","27507",,"Not in a Subdivision","3","1","952",".51-.75 Acres","1976","5/12/2023","6/14/2023","19","$59,000","$54,500"
"2505031","RESIDENTIAL","Single Family Residence","107 Poplar Street","Garysburg","27831",,"Not in a Subdivision","3","1","1,075",".26-.5 Acres","1982","4/13/2023","6/23/2023","13","$70,000","$55,000"
"2511350","RESIDENTIAL","Manufactured","3081 Whitestocking Road","Burgaw","28425",,"River Heights","3","2","1,890",".51-.75 Acres","2004","5/17/2023","6/29/2023","34","$64,900","$55,000"
"2487879","RESIDENTIAL","Single Family Residence","3877 Hummingbird Place","Fayetteville","28312",,"Eastover","3","1","1,050",".26-.5 Acres","1974","12/21/2022","4/18/2023","9","$98,000","$55,000"
"2502244","RESIDENTIAL","Single Family Residence","129 Puryear Street","Roxboro","27573",,"To Be Added","2","1","1,036",".26-.5 Acres","1924","3/29/2023","4/27/2023","5","$59,900","$57,500"
"2507980","RESIDENTIAL","Manufactured","298 Everett Lane","Roxboro","27574",,"Flat River Plantation","2","2","924","1-2.9 Acres","1980","4/29/2023","5/16/2023","4","$65,000","$58,000"
"2515418","RESIDENTIAL","Single Family Residence","119 Kelly Road","Fairmont","28340",,"Not in a Subdivision","2","1","1,574","1-2.9 Acres","1935","6/8/2023","6/30/2023","10","$64,900","$59,000"
"2511387","RESIDENTIAL","Single Family Residence","1627 E Queen Street","Wilson","27893",,"Not in a Subdivision","2","1","618","0-.25 Acres","1949","5/17/2023","6/16/2023","8","$60,000","$60,000"
"2488929","RESIDENTIAL","Single Family Residence","515 Lee Street","Wilson","27893",,"Not in a Subdivision","4","3","3,000","0-.25 Acres","1935","1/4/2023","4/14/2023","9","$79,900","$60,000"
"2500853","RESIDENTIAL","Single Family Residence","1309 Edwards Street","Weldon","27890",,"Not in a Subdivision","3","1","920",".26-.5 Acres","1959","3/21/2023","5/15/2023","14","$56,500","$60,000"
"2501465","RESIDENTIAL","Manufactured","144 Southland Drive","Henderson","27537",,"Not in a Subdivision","3","2","1,344",".76-.99 Acres","1997","3/23/2023","5/10/2023","15","$59,900","$60,000"
"2497710","RESIDENTIAL","Single Family Residence","1259 Pointer Street","Roxboro","27573",,"Not in a Subdivision","2","1","786","0-.25 Acres","1947","3/3/2023","4/4/2023","11","$61,000","$61,500"
"LP701326","RESIDENTIAL","Single Family Residence","504 Jamestown Drive","Spring Lake","28390",,,"3","2","0",,"1991","3/31/2023","4/18/2023","1","$60,000","$61,500"
"LP699120","RESIDENTIAL","Single Family Residence","524 Eaton Street","Fayetteville","28301",,"Chestnut Hills","3","2","0","0-.25 Acres","1950","3/3/2023","4/12/2023","3","$55,000","$63,000"
"2502526","RESIDENTIAL","Single Family Residence","146 Burwell Avenue","Henderson","27536",,"Not in a Subdivision","3","2","2,200",".26-.5 Acres","1938","3/30/2023","5/17/2023","35","$69,900","$63,500"
"2498319","RESIDENTIAL","Single Family Residence","525 Paynes Tavern Road","Roxboro","27574",,"Not in a Subdivision","3","1","1,402","1-2.9 Acres","1964","3/7/2023","4/3/2023","0","$68,000","$65,000"
"2505355","RESIDENTIAL","Single Family Residence","404 E Reid Street","Wilson","27893-5321",,"Railroad Ward","4","1","0","0-.25 Acres","1925","4/15/2023","5/4/2023","1","$65,000","$65,000"
"2498429","RESIDENTIAL","Single Family Residence","211 Brookside Drive","Smithfield","27577",,"Rose Manor","0","0","0",".26-.5 Acres","1971","3/8/2023","4/13/2023","17","$65,000","$65,000"
"2509813","RESIDENTIAL","Single Family Residence","1417 Memory Lane","Rocky Mount","27804",,"Not in a Subdivision","4","1","1,766",".26-.5 Acres","1920","5/10/2023","6/6/2023","2","$75,000","$65,000"
"2511345","RESIDENTIAL","Single Family Residence","806 N King Avenue","Dunn","28334",,"Not in a Subdivision","3","1","1,214","0-.25 Acres","1970","5/17/2023","5/31/2023","1","$60,000","$65,000"
"2494981","RESIDENTIAL","Single Family Residence","104 Woodson Street","Oxford","27565",,"Not in a Subdivision","3","1","1,148",".26-.5 Acres","1964","2/14/2023","5/16/2023","14","$54,500","$65,000"
"2500951","RESIDENTIAL","Manufactured","7662 Mountain Road","Oxford","27565-7720",,"Not in a Subdivision","3","2","1,296","1-2.9 Acres","1997","3/22/2023","5/25/2023","46","$74,900","$65,000"
"LP697851","RESIDENTIAL","Single Family Residence","122 S 6th Street","Spring Lake","28390",,,"2","1","0","0-.25 Acres","1950","2/17/2023","4/6/2023","35","$75,000","$66,000"
"2504080","RESIDENTIAL","Single Family Residence","1434 N Main Street","Roxboro","27573",,"Not in a Subdivision","3","1","1,240",".26-.5 Acres","1906","4/8/2023","5/17/2023","6","$58,500","$66,100"
"LP699297","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,,"1","1","0",,"1986","3/8/2023","5/19/2023","48","$75,000","$67,000"
"2498681","RESIDENTIAL","Single Family Residence","660 Jim Poole Road","Roxboro","27574",,"Not in a Subdivision","2","1","1,270","1-2.9 Acres","1901","3/9/2023","6/29/2023","81","$113,000","$68,250"
"LP693800","RESIDENTIAL","Single Family Residence","615 N Howard Street","Chadbourn","28431",,,"4","3","0",,"1948","10/19/2022","5/24/2023","118","$86,022","$68,500"
"2506325","RESIDENTIAL","Manufactured","2021 US 13 Highway","Ahoskie","27910",,"Not in a Subdivision","3","2","1,080",".51-.75 Acres","2006","4/20/2023","6/26/2023","11","$75,000","$69,500"
"LP697509","RESIDENTIAL","Single Family Residence","705 Eva Circle","Spring Lake","28390",,,"2","1","0",,"1940","2/10/2023","5/10/2023","38","$79,605","$70,000"
"LP704697","RESIDENTIAL","Single Family Residence","909 Faison Avenue","Fayetteville","28304",,,"3","1","0",,"1956","5/1/2023","5/18/2023","7","$90,000","$70,000"
"LP701567","RESIDENTIAL","Single Family Residence","140 Spearman Street","Lumberton","28358",,,"3","1","0",,"1973","4/5/2023","6/26/2023","24","$89,000","$70,000"
"LP697053","RESIDENTIAL","Single Family Residence","115 Page Street","Lumberton","28358",,,"3","1","0",,"1935","1/16/2023","5/25/2023","91","$89,000","$70,000"
"2482082","RESIDENTIAL","Single Family Residence","160 Faison Road","Turkey","28393",,"Not in a Subdivision","3","1","930",".26-.5 Acres","1960","11/1/2022","6/6/2023","141","$89,900","$70,000"
"2498486","RESIDENTIAL","Manufactured","3904 Nashville Drive","Fayetteville","28306",,"Tanglewood","3","2","1,193",".26-.5 Acres","1986","3/8/2023","4/20/2023","31","$89,900","$70,000"
"LP701543","RESIDENTIAL","Single Family Residence","735 MCARTHUR Road","Fayetteville","28311",,,"3","1","0","0-.25 Acres","1950","4/20/2023","6/29/2023","21","$70,000","$70,000"
"2493703","RESIDENTIAL","Manufactured","681 E Timber Lane","Robbins","27325",,"Not in a Subdivision","3","2","1,656",".26-.5 Acres","1958","2/4/2023","4/21/2023","59","$85,000","$70,000"
"2496269","RESIDENTIAL","Single Family Residence","405 Cole Street","Dunn","28334",,"Not in a Subdivision","4","2","1,433","0-.25 Acres","1920","2/22/2023","6/12/2023","57","$90,000","$70,000"
"2500308","RESIDENTIAL","Single Family Residence","1319 Hodge Street","Siler City","27344",,"Northside","2","1","715","0-.25 Acres","1950","3/17/2023","5/1/2023","4","$74,900","$70,000"
"LP704927","RESIDENTIAL","Single Family Residence","4159 Locks Creek Church Road","Fayetteville","28312",,"Eastover","3","1","0",".26-.5 Acres","1972","5/25/2023","6/20/2023","3","$69,900","$70,000"
"LP705820","RESIDENTIAL","Single Family Residence","2418 NC 41 Hwy","Lumberton","28358",,,"3","1","0",,"1960","6/14/2023","6/15/2023","0","$70,000","$70,000"
"LP705822","RESIDENTIAL","Single Family Residence","2410 Martin Luther King Highway","Lumberton","28358",,,"2","1","0",,"1948","6/14/2023","6/15/2023","0","$40,000","$70,000"
"127175","RESIDENTIAL","Single Family Residence","1010 Stokes Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1948","4/11/2023","5/19/2023","15","$85,000","$70,000"
"LP698444","RESIDENTIAL","Condo","974 Stewarts Creek Drive","Fayetteville","28314",,,"2","2","0",,"1991","2/17/2023","5/1/2023","17","$70,000","$71,000"
"LP703927","RESIDENTIAL","Single Family Residence","4666 NW NC Highway 41","Fairmont","28340",,"Fairmont","2","1","0",,"1959","5/5/2023","6/8/2023","3","$69,500","$72,000"
"LP699607","RESIDENTIAL","Manufactured","280 Josephine Road","Lumberton","28358",,,"4","2","0",,"1996","3/14/2023","4/12/2023","2","$65,000","$72,000"
"2496074","RESIDENTIAL","Single Family Residence","2129 Boren Brick Road","Roseboro","28382",,"Not in a Subdivision","2","1","1,165","1-2.9 Acres","1950","2/20/2023","5/19/2023","48","$99,900","$72,000"
"2507239","RESIDENTIAL","Single Family Residence","6918 Reedy Branch Road","Rocky Mount","27803",,"Not in a Subdivision","2","1","1,351","1-2.9 Acres","1930","4/26/2023","5/26/2023","7","$59,900","$72,000"
"LP704872","RESIDENTIAL","Single Family Residence","103 Warbler Lane","Fayetteville","28306",,,"3","1","0",,"1949","5/24/2023","6/12/2023","7","$72,000","$72,000"
"2488248","RESIDENTIAL","Single Family Residence","217 Dameron Street","Warrenton","27589",,"To Be Added","3","1","1,168",".26-.5 Acres","1978","12/28/2022","6/9/2023","129","$85,000","$72,500"
"LP685187","RESIDENTIAL","Single Family Residence","806 Darlington Drive","Fayetteville","28311",,"Rollingwood","3","2","0",,"1971","5/22/2022","5/16/2023","12","$100,000","$73,000"
"LP701369","RESIDENTIAL","Single Family Residence","2745 Coronada Parkway","Fayetteville","28306",,,"3","2","0",".26-.5 Acres","1969","4/1/2023","4/18/2023","2","$70,000","$73,000"
"LP696106","RESIDENTIAL","Single Family Residence","525 Edward Street","Fayetteville","28301",,,"3","2","0","0-.25 Acres","1940","12/15/2022","5/22/2023","72","$84,800","$75,000"
"LP701630","RESIDENTIAL","Single Family Residence","613 Martin Luther King Drive","Lumberton","28358",,,"2","1","0",,"1940","4/6/2023","6/8/2023","21","$85,000","$75,000"
"LP698916","RESIDENTIAL","Manufactured","4407 Macedonia Church Road","Fayetteville","28312",,,"4","2","0",,"2001","2/28/2023","4/20/2023","19","$84,900","$75,000"
"2507713","RESIDENTIAL","Single Family Residence","307 E Church Street","Tarboro","27886",,"Not in a Subdivision","3","2","4,010",".26-.5 Acres","1881","4/27/2023","6/30/2023","31","$84,900","$75,000"
"LP703819","RESIDENTIAL","Manufactured","96 E Tryon Court","Spring Lake","28390",,,"3","2","0",,"1995","5/3/2023","6/2/2023","2","$99,900","$75,000"
"2507613","RESIDENTIAL","Single Family Residence","221 Howard Street","Burlington","27217",,"Not in a Subdivision","2","1","864",".51-.75 Acres","1940","4/27/2023","6/2/2023","6","$75,000","$75,000"
"LP704313","RESIDENTIAL","Manufactured","2497 Powell Farm Road","Lillington","27546",,,"3","2","0",,"1993","5/13/2023","5/24/2023","4","$75,000","$75,000"
"127343","RESIDENTIAL","Single Family Residence","221 Howard Street","Burlington","27217",,,"2","1","0",".51-.75 Acres","1940","4/27/2023","6/2/2023","12","$75,000","$75,000"
"LP703817","RESIDENTIAL","Condo","6772 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","5/1/2023","6/19/2023","7","$79,900","$75,000"
"LP705127","RESIDENTIAL","Manufactured","6342 Bulter Road","Fairmont","28340",,,"4","2","0",,"2002","5/30/2023","6/30/2023","8","$75,000","$76,500"
"LP696751","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,,"1","1","0",,"1986","1/8/2023","5/30/2023","81","$85,999","$77,000"
"2507318","RESIDENTIAL","Single Family Residence","625 Ray Street","Selma","27576",,"Not in a Subdivision","2","1","1,014",".26-.5 Acres","1940","4/26/2023","6/7/2023","19","$84,900","$77,500"
"2497382","RESIDENTIAL","Single Family Residence","521 Pennsylvania Avenue","Rocky Mount","27801",,"Not in a Subdivision","3","1","1,316","0-.25 Acres","1930","2/28/2023","4/28/2023","8","$99,900","$79,000"
"LP701657","RESIDENTIAL","Single Family Residence","2182 Buie Philadelphus Road","Red Springs","28377",,,"3","1","0",,"1950","4/5/2023","6/6/2023","7","$75,000","$79,600"
"LP700168","RESIDENTIAL","Single Family Residence","6311 Crestwood Avenue","Fayetteville","28304",,,"3","1","0",".26-.5 Acres","1950","3/28/2023","5/11/2023","24","$95,000","$80,000"
"LP698924","RESIDENTIAL","Single Family Residence","916 E White Pond Road","Fairmont","28340",,,"2","1","0",,"1965","3/1/2023","4/3/2023","5","$80,000","$80,000"
"2507119","RESIDENTIAL","Single Family Residence","938 Cleveland Street","Roanoke Rapids","27870",,"Not in a Subdivision","3","1","925",".26-.5 Acres","1960","4/25/2023","6/30/2023","18","$83,000","$80,000"
"LP699680","RESIDENTIAL","Single Family Residence","2005 Henry Street","Fayetteville","28306",,,"1","1","0",,"1936","3/17/2023","5/19/2023","50","$90,000","$80,000"
"LP696444","RESIDENTIAL","Single Family Residence","2641 Belhaven Road","Fayetteville","28306",,,"2","1","0",,"1952","12/29/2022","5/10/2023","89","$78,500","$80,000"
"LP698905","RESIDENTIAL","Single Family Residence","704 Williams Street","Clinton","28328",,"Clinton","3","2","0",,"2010","2/28/2023","6/1/2023","10","$80,000","$80,000"
"2505521","RESIDENTIAL","Single Family Residence","110 Granny Drive","Warrenton","27589",,"Not in a Subdivision","4","2","2,076","1-2.9 Acres","1982","4/17/2023","6/27/2023","24","$85,000","$80,000"
"2498066","RESIDENTIAL","Townhouse","1269 Fairway Terrace","Rocky Mount","27804",,"Not in a Subdivision","2","2","1,324","0-.25 Acres","1975","3/6/2023","4/11/2023","1","$100,000","$80,000"
"LP699877","RESIDENTIAL","Single Family Residence","2349 Lucas Road","Spring Lake","28390",,,"3","2","0",".51-.75 Acres","1945","3/21/2023","6/1/2023","41","$90,000","$80,000"
"2517379","RESIDENTIAL","Single Family Residence","1004 Toisnot Avenue","Wilson","27893-3334",,"Not in a Subdivision","3","1","1,094","0-.25 Acres","1947","6/20/2023","6/30/2023","0","$80,000","$80,000"
"2494241","RESIDENTIAL","Single Family Residence","336 Vicksboro Road","Henderson","27536",,"Not in a Subdivision","3","2","1,430",".26-.5 Acres","1965","2/8/2023","4/5/2023","25","$105,000","$80,000"
"LP701587","RESIDENTIAL","Single Family Residence","4001 Carlos Avenue","Fayetteville","28306",,"Pine Acres","1","1","0",,"1956","4/12/2023","6/1/2023","6","$90,000","$83,000"
"LP704087","RESIDENTIAL","Manufactured","901 W Martin Luther King Drive","Maxton","28364",,"Highlands","3","3","0","1-2.9 Acres","1977","5/9/2023","6/2/2023","16","$80,000","$84,000"
"2500761","RESIDENTIAL","Single Family Residence","205 Noble Street","Selma","27576",,"Not in a Subdivision","2","1","988","0-.25 Acres","1964","3/21/2023","4/20/2023","1","$95,000","$84,000"
"LP704822","RESIDENTIAL","Single Family Residence","5885 Columbine Road","Fayetteville","28306",,,"3","1","0",,"1969","5/1/2023","5/23/2023","4","$100,000","$85,000"
"LP699545","RESIDENTIAL","Condo","1025 Wood Creek Drive","Fayetteville","28314",,,"2","2","0",,"1988","3/14/2023","4/14/2023","2","$79,900","$85,000"
"LP698992","RESIDENTIAL","Manufactured","583 Hawaii Court","Stedman","28391",,,"3","2","0",,"1999","3/1/2023","5/26/2023","25","$95,000","$85,000"
"2498013","RESIDENTIAL","Single Family Residence","296 Lincoln Park Road","Rich Square","27869",,"Not in a Subdivision","3","1","1,061",".26-.5 Acres","1982","3/4/2023","5/23/2023","26","$89,900","$85,000"
"LP698592","RESIDENTIAL","Single Family Residence","558 Horseshoe Road","Fayetteville","28303",,,"3","1","0",".76-.99 Acres","1984","2/19/2023","6/28/2023","70","$95,000","$85,000"
"LP702454","RESIDENTIAL","Single Family Residence","4905 Redwood Drive","Fayetteville","28304",,,"3","1","0",,"1963","4/24/2023","6/22/2023","0","$95,000","$85,000"
"LP702306","RESIDENTIAL","Manufactured","4812 Desert Ridge Road","Parkton","28371",,"Upchurch Sands","3","3","0",,"2000","4/21/2023","5/10/2023","3","$80,000","$85,000"
"2492036","RESIDENTIAL","Manufactured","107 Pineview Drive","Louisburg","27549",,"North Pointe","3","2","1,510","1-2.9 Acres","1992","1/24/2023","4/7/2023","10","$65,000","$85,000"
"2502052","RESIDENTIAL","Single Family Residence","204 Leasburg Road","Roxboro","27573",,"Not in a Subdivision","2","2","937",".26-.5 Acres","1941","3/28/2023","6/15/2023","0","$85,000","$85,000"
"2510160","RESIDENTIAL","Single Family Residence","33 Alberta Lane","Cameron","28326",,"Not in a Subdivision","3","2","1,495",".26-.5 Acres","1942","5/11/2023","6/21/2023","6","$75,000","$85,000"
"LP697012","RESIDENTIAL","Single Family Residence","117 Church Street","Red Springs","28377",,,"3","2","0",,"1920","1/10/2023","5/2/2023","89","$99,999","$85,000"
"2505329","RESIDENTIAL","Single Family Residence","625 Williams Street","Clinton","28328",,"Not in a Subdivision","2","1","937",".26-.5 Acres","1930","4/13/2023","5/17/2023","7","$110,000","$85,000"
"2506944","RESIDENTIAL","Single Family Residence","312 Stuart Drive","Fayetteville","28301",,"Not in a Subdivision","3","1","0","0-.25 Acres","1953","4/25/2023","5/15/2023","1","$85,000","$85,000"
"LP698799","RESIDENTIAL","Single Family Residence","926 Mockingbird Hill Road","Raeford","28376",,,"3","1","0",,"1971","2/25/2023","4/26/2023","37","$90,000","$85,500"
"LP702156","RESIDENTIAL","Condo","6801 Willowbrook Drive","Fayetteville","28314",,,"5","2","0",,"1989","4/19/2023","5/18/2023","6","$92,000","$86,000"
"127710","RESIDENTIAL","Single Family Residence","1600 W Front Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","6/9/2023","6/27/2023","6","$85,000","$87,000"
"2493701","RESIDENTIAL","Single Family Residence","106 Charles Brown Road","Warrenton","27589",,"Not in a Subdivision","4","1","1,166","1-2.9 Acres","1970","2/4/2023","5/10/2023","41","$76,900","$87,500"
"LP705479","RESIDENTIAL","Single Family Residence","1213 S Seventh Street","Sanford","27330",,,"3","2","0",".26-.5 Acres","1952","6/6/2023","6/13/2023","2","$79,900","$90,000"
"LP704828","RESIDENTIAL","Manufactured","127 Timber Hollow Drive","Linden","28356",,"Woodland Run","3","2","0",,"1986","5/12/2023","6/15/2023","11","$90,000","$90,000"
"2513399","RESIDENTIAL","Single Family Residence","119 Kerr Drive","Roxboro","27573-1035",,"Cavel Village","3","1","1,150","0-.25 Acres","1923","5/19/2023","6/26/2023","21","$99,900","$90,000"
"2496728","RESIDENTIAL","Single Family Residence","7643 Tedder Road","Lucama","27851",,"Not in a Subdivision","3","1","1,200",".51-.75 Acres","1946","2/24/2023","4/3/2023","5","$76,000","$90,000"
"LP704343","RESIDENTIAL","Manufactured","1148 Windmill Road","Fayetteville","28312",,"Locks Creek","1","2","0",,"1993","5/15/2023","6/28/2023","15","$115,000","$90,000"
"LP702453","RESIDENTIAL","Single Family Residence","1903 Wendover Drive","Fayetteville","28304",,"Evergreen","4","2","0",,"1962","4/24/2023","6/22/2023","0","$99,000","$90,000"
"LP702451","RESIDENTIAL","Single Family Residence","1731 Stratford Road","Fayetteville","28304",,"Evergreen","3","2","0",,"1962","4/23/2023","6/22/2023","1","$99,000","$90,000"
"126073","RESIDENTIAL","Single Family Residence","712 Maple Avenue","Burlington","27215",,,"2","1","0",".26-.5 Acres","1937","11/7/2022","4/21/2023","152","$100,000","$90,000"
"LP704026","RESIDENTIAL","Single Family Residence","1607 N Cedar Street","Lumberton","28358",,,"2","1","0","0-.25 Acres","1950","5/4/2023","6/2/2023","7","$112,000","$90,000"
"2506964","RESIDENTIAL","Single Family Residence","10605 Robinson Avenue","Raleigh","27603",,"Sunnyside Colony","2","1","818","0-.25 Acres","1961","4/25/2023","5/22/2023","2","$100,000","$90,000"
"2493818","RESIDENTIAL","Single Family Residence","215 White Street","Thomasville","27360",,"Not in a Subdivision","3","1","1,060",".26-.5 Acres","1965","2/6/2023","5/22/2023","52","$107,000","$90,000"
"2511724","RESIDENTIAL","Manufactured","127 Timber Hollow Drive","Linden","28356",,"Timber Hollow","3","2","1,356",".51-.75 Acres","1986","5/19/2023","6/15/2023","4","$90,000","$90,000"
"2500908","RESIDENTIAL","Single Family Residence","1613 Seabrook Road","Fayetteville","28301",,"Holly Springs","2","2","1,430","0-.25 Acres","1950","3/22/2023","6/1/2023","21","$100,000","$90,000"
"LP693871","RESIDENTIAL","Single Family Residence","350 S Elizabeth Street","St. Pauls","28384",,,"3","1","0",,"1963","10/19/2022","4/12/2023","126","$74,900","$90,000"
"LP701733","RESIDENTIAL","Condo","1905 #1 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","4/11/2023","5/15/2023","6","$87,455","$91,000"
"2512073","RESIDENTIAL","Manufactured","30 Rhode Island Way","Cameron","28326",,"Heritage Village","3","2","1,334",".26-.5 Acres","1994","5/20/2023","6/1/2023","0","$80,000","$91,000"
"2496583","RESIDENTIAL","Single Family Residence","301 N Elm Street","Dunn","28334",,"Not in a Subdivision","2","1","708","0-.25 Acres","1934","2/24/2023","6/28/2023","91","$107,000","$91,000"
"2502763","RESIDENTIAL","Condo","1700 Roslyn Drive","Burlington","27215",,"Brookwood Garden Condominiums","2","1","674","0-.25 Acres","1950","3/31/2023","4/25/2023","3","$95,000","$91,500"
"127085","RESIDENTIAL","Other","1700 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","3/30/2023","4/25/2023","4","$95,000","$91,500"
"LP704219","RESIDENTIAL","Other","2620 & 264 Bunnlevel Erwin Road","Erwin","28339",,,"3","2","0",".76-.99 Acres","2015","5/11/2023","6/20/2023","15","$99,500","$92,500"
"2516478","RESIDENTIAL","Single Family Residence","1829 Dots Drive","Hillsborough","27278",,"Not in a Subdivision","3","1","800","1-2.9 Acres","1973","6/14/2023","6/28/2023","5","$90,000","$92,500"
