"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2493822","RESIDENTIAL","Single Family Residence","229 Lowry Street","Henderson","27536",,"Not in a Subdivision","3","1","1,478","0-.25 Acres","1960","2/6/2023","3/7/2023","16","$69,000","$63,000"
"2487256","RESIDENTIAL","Manufactured","18 Sacred Lane","Broadway","27505",,"Not in a Subdivision","3","2","1,080",".51-.75 Acres","2000","12/14/2022","1/30/2023","23","$64,900","$64,900"
"LP686729","RESIDENTIAL","Single Family Residence","599 H L Locklear Road","Pembroke","28372",,,"3","1","0",".76-.99 Acres","1975","6/14/2022","3/30/2023","95","$65,000","$65,000"
"LP695013","RESIDENTIAL","Manufactured","22274 NC HWY 24/27","Cameron","28326",,"Cameron","2","3","0",,"1983","11/15/2022","3/3/2023","37","$39,950","$65,000"
"2494757","RESIDENTIAL","Single Family Residence","1102 SE Rountree Avenue","Wilson","27893",,"Not in a Subdivision","3","3","1,844","0-.25 Acres","1940","2/11/2023","3/23/2023","11","$75,000","$65,000"
"2484231","RESIDENTIAL","Single Family Residence","207 W 12th Street","Scotland Neck","27874",,"Not in a Subdivision","3","2","2,602","0-.25 Acres","1928","11/18/2022","2/24/2023","80","$59,900","$65,000"
"2483373","RESIDENTIAL","Single Family Residence","111 Pulleyville Road","Kittrell","27544",,"Not in a Subdivision","1","2","1,210","1-2.9 Acres","1960","11/11/2022","1/27/2023","54","$69,900","$65,501"
"2489334","RESIDENTIAL","Single Family Residence","118 Antioch Church Road","Dunn","28334",,"Not in a Subdivision","3","1","967","0-.25 Acres","1935","1/6/2023","3/10/2023","25","$109,000","$66,300"
"2482840","RESIDENTIAL","Condo","400 E Mulberry Street","Goldsboro","27530",,"Not in a Subdivision","3","2","1,856","0-.25 Acres","1926","11/8/2022","3/28/2023","102","$75,000","$67,000"
"2491141","RESIDENTIAL","Single Family Residence","1095 Old Norlina Road","Henderson","27536",,"Not in a Subdivision","2","1","1,252","0-.25 Acres","1950","1/19/2023","3/23/2023","49","$89,000","$67,000"
"LP693582","RESIDENTIAL","Single Family Residence","2616 Sedgefield Drive","Fayetteville","28306",,"Sedgefield","3","1","0",,"1969","10/12/2022","1/31/2023","94","$69,900","$67,500"
"2481267","RESIDENTIAL","Single Family Residence","311 Bulldog Lane","Roseboro","28382",,"Not in a Subdivision","4","2","1,438","1-2.9 Acres","1993","10/26/2022","2/15/2023","84","$69,900","$69,900"
"LP696124","RESIDENTIAL","Condo","1010 Woodcreek Drive","Fayetteville","28314",,,"2","2","0",,"1987","12/19/2022","1/13/2023","4","$78,500","$70,000"
"2487349","RESIDENTIAL","Single Family Residence","6736 US 301 Highway","Lucama","27851",,"Not in a Subdivision","4","4","3,808","1-2.9 Acres","1975","12/15/2022","2/2/2023","26","$98,900","$70,000"
"126088","RESIDENTIAL","Single Family Residence","1039 Elwood Street","Burlington","27217",,,"3","1","0","0-.25 Acres","1967","11/22/2022","1/17/2023","13","$70,000","$70,000"
"126089","RESIDENTIAL","Single Family Residence","1041 Elwood Street","Burlington","27217",,,"3","1","0","0-.25 Acres","1967","11/22/2022","1/17/2023","13","$75,000","$70,000"
"2479653","RESIDENTIAL","Single Family Residence","622 E Littleton Road","Roanoke Rapids","27870",,"Not in a Subdivision","3","1","816","0-.25 Acres","1959","10/17/2022","1/10/2023","56","$72,000","$70,000"
"2483999","RESIDENTIAL","Single Family Residence","101 E Reason Street","Pinetops","27864",,"Not in a Subdivision","2","1","1,184","0-.25 Acres","1951","11/17/2022","1/10/2023","6","$82,000","$70,000"
"LP698840","RESIDENTIAL","Single Family Residence","213 S Plymouth Manor","Fayetteville","28312",,,"3","1","0",".26-.5 Acres","1945","3/2/2023","3/27/2023","3","$75,000","$70,000"
"2484529","RESIDENTIAL","Manufactured","2086 Rosser Pittman Road","Broadway","27505",,"Not in a Subdivision","3","2","1,040","1-2.9 Acres","1998","11/21/2022","2/14/2023","10","$24,400","$70,500"
"2486501","RESIDENTIAL","Manufactured","32 Santana Drive","Broadway","27505",,"Not in a Subdivision","3","2","920","1-2.9 Acres","1992","12/8/2022","2/7/2023","46","$80,000","$70,500"
"2496641","RESIDENTIAL","Single Family Residence","105 Joy Street","Dunn","28334",,"Not in a Subdivision","2","1","1,194","0-.25 Acres","1954","2/24/2023","3/24/2023","2","$65,000","$70,500"
"126610","RESIDENTIAL","Other","1600 W Front Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","2/1/2023","3/17/2023","6","$75,000","$72,500"
"2493063","RESIDENTIAL","Condo","1600 W Front Street","Burlington","27215",,"Brookwood Garden Condominiums","2","1","690","0-.25 Acres","1950","2/1/2023","3/17/2023","6","$75,000","$72,500"
"2488279","RESIDENTIAL","Single Family Residence","514 Zene Street","Henderson","27536",,"Not in a Subdivision","3","1","1,012","0-.25 Acres","1960","12/28/2022","1/25/2023","12","$79,000","$74,500"
"LP692034","RESIDENTIAL","Manufactured","2023 Buckhorn Road","Sanford","27330",,,"3","2","0","1-2.9 Acres","1984","9/8/2022","1/23/2023","126","$75,000","$75,000"
"126106","RESIDENTIAL","Single Family Residence","709 Maryland Avenue","Burlington","27217",,,"2","1","0","0-.25 Acres","1950","11/22/2022","1/17/2023","13","$80,000","$75,000"
"2483323","RESIDENTIAL","Single Family Residence","535 Whitt Town Road","Roxboro","27574",,"Not in a Subdivision","2","1","784",".51-.75 Acres","1949","11/11/2022","3/7/2023","27","$112,500","$75,000"
"2487850","RESIDENTIAL","Single Family Residence","4901 Burlington Road","Roxboro","27574",,"Not in a Subdivision","2","1","1,716","1-2.9 Acres","1950","12/20/2022","1/23/2023","0","$115,000","$75,000"
"LP697074","RESIDENTIAL","Condo","6732 Willowbrook Drive","Fayetteville","28314",,,"3","2","0",,"1985","1/15/2023","3/3/2023","5","$74,900","$75,000"
"2439993","RESIDENTIAL","Single Family Residence","206 Mill Street","Creedmoor","27522",,"Not in a Subdivision","2","1","778",".76-.99 Acres","1901","4/1/2022","3/7/2023","327","$109,999","$75,000"
"2483288","RESIDENTIAL","Single Family Residence","5211 Walnut Drive","Fayetteville","28304",,"LaFayette Village","2","1","908",".26-.5 Acres","1952","11/11/2022","1/18/2023","11","$115,000","$75,000"
"LP691998","RESIDENTIAL","Single Family Residence","283 King Tuck Road","Saint Pauls","28384",,,"3","2","0",,"1967","9/7/2022","1/3/2023","93","$84,900","$75,000"
"2489014","RESIDENTIAL","Single Family Residence","518 High Street","Thomasville","27360",,"Not in a Subdivision","3","1","1,190",".26-.5 Acres","1974","1/3/2023","1/20/2023","6","$75,000","$75,000"
"2489661","RESIDENTIAL","Manufactured","75 Dark Creek Drive","Louisburg","27549",,"Not in a Subdivision","2","2","723","1-2.9 Acres","1979","1/9/2023","1/30/2023","2","$75,000","$75,000"
"2494215","RESIDENTIAL","Manufactured","88 Surles Harmon Lane","Newton Grove","28366",,"Not in a Subdivision","3","2","1,188",".51-.75 Acres","2002","2/8/2023","3/10/2023","1","$74,900","$75,000"
"LP697319","RESIDENTIAL","Single Family Residence","513 John Roper Avenue","Raeford","28376",,,"2","1","0",,"1951","1/21/2023","3/16/2023","38","$78,000","$75,000"
"2482484","RESIDENTIAL","Single Family Residence","9430 Silver Spoon Road","Clarkton","28433",,"Not in a Subdivision","2","1","1,020",".76-.99 Acres","1950","11/4/2022","1/19/2023","63","$89,000","$75,000"
"LP697450","RESIDENTIAL","Condo","1022-8 Brookhollow Drive","Fayetteville","28314",,,"2","2","0",,"1986","1/24/2023","3/3/2023","1","$75,500","$75,500"
"LP696774","RESIDENTIAL","Condo","3371 Galleria Drive","Fayetteville","28303",,,"2","2","0",,"1992","1/9/2023","1/27/2023","2","$80,000","$76,000"
"126676","RESIDENTIAL","Single Family Residence","267 Bradley Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1949","2/10/2023","2/21/2023","3","$65,000","$77,127"
"LP697048","RESIDENTIAL","Condo","1862-8 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","1/13/2023","2/5/2023","7","$75,000","$78,000"
"2465136","RESIDENTIAL","Single Family Residence","317 S Tillery Street","Rocky Mount","27804",,"Not in a Subdivision","3","1","1,280","0-.25 Acres","1910","7/28/2022","1/13/2023","103","$98,900","$78,000"
"2464071","RESIDENTIAL","Manufactured","110 Finch Lane","New London","28127",,"Badin Shores Resort","3","2","660","0-.25 Acres","1990","7/21/2022","3/31/2023","11","$89,000","$79,000"
"LP694852","RESIDENTIAL","Single Family Residence","2516 Ramsey Street","Fayetteville","28301",,"Myrtle Hill","3","1","0","0-.25 Acres","1940","11/18/2022","1/26/2023","5","$79,000","$80,000"
"2489604","RESIDENTIAL","Single Family Residence","5086 Antioch Road","Oxford","27565",,"Not in a Subdivision","3","1","766","1-2.9 Acres","1952","1/9/2023","3/23/2023","34","$100,000","$80,000"
"126090","RESIDENTIAL","Single Family Residence","1045 Elwood Street","Burlington","27217",,,"3","1","0","0-.25 Acres","1952","11/22/2022","1/17/2023","13","$80,000","$80,000"
"LP661712","RESIDENTIAL","Single Family Residence","(3 lots) S. Main & Tucker Street","Laurinburg","28352",,,"2","1","0",".51-.75 Acres","0","7/3/2021","2/20/2023","158","$110,000","$80,000"
"2482745","RESIDENTIAL","Manufactured","60 Kayla Lane","Clinton","28328",,"Not in a Subdivision","3","2","1,782",".76-.99 Acres","1997","11/7/2022","3/15/2023","100","$126,000","$80,000"
"2483192","RESIDENTIAL","Single Family Residence","840 Deep Creek Church Road","Burlington","27217",,"Not in a Subdivision","2","1","1,313",".26-.5 Acres","1910","11/10/2022","3/17/2023","71","$105,000","$80,000"
"126116","RESIDENTIAL","Single Family Residence","840 Deep Creek Church Road","Burlington","27217",,,"2","1","0",".26-.5 Acres","1910","11/10/2022","3/17/2023","85","$105,000","$80,000"
"2475975","RESIDENTIAL","Single Family Residence","1706 Capps Street","Durham","27707",,"Athens Village","2","1","650","0-.25 Acres","1957","9/24/2022","2/22/2023","16","$175,000","$80,000"
"2496217","RESIDENTIAL","Single Family Residence","513 Broad Street","Roxboro","27573",,"Not in a Subdivision","3","1","1,049","0-.25 Acres","1973","2/22/2023","3/28/2023","10","$66,000","$80,000"
"2479109","RESIDENTIAL","Single Family Residence","190 Harris Lane","Louisburg","27549",,"Not in a Subdivision","2","1","881","1-2.9 Acres","1955","10/13/2022","1/3/2023","46","$100,000","$80,000"
"2485431","RESIDENTIAL","Manufactured","862 Dewitt Smith Road","Pittsboro","27312",,"Not in a Subdivision","3","2","1,032","1-2.9 Acres","1996","11/30/2022","1/17/2023","15","$72,800","$80,100"
"2486022","RESIDENTIAL","Single Family Residence","7235 Dirgie Mine Road","Roxboro","27574",,"Not in a Subdivision","2","1","1,400","1-2.9 Acres","1988","12/2/2022","1/27/2023","2","$80,000","$80,500"
"2496043","RESIDENTIAL","Single Family Residence","209 W Daniel","Wilson","27893",,"Not in a Subdivision","4","3","2,124","0-.25 Acres","1935","2/21/2023","3/31/2023","8","$89,900","$82,000"
"126484","RESIDENTIAL","Single Family Residence","1013 Fair Street","Burlington","27217",,,"6","2","0","0-.25 Acres","1950","1/11/2023","2/15/2023","12","$95,000","$82,288"
"2489930","RESIDENTIAL","Single Family Residence","1013 Fair Street","Burlington","27217",,"Not in a Subdivision","6","2","1,980","0-.25 Acres","1950","1/11/2023","2/15/2023","12","$95,000","$82,288"
"LP692955","RESIDENTIAL","Manufactured","59 Ridge Haven","Sanford","27330",,"Carolina Hills","3","2","0",".26-.5 Acres","1999","9/29/2022","1/10/2023","8","$85,000","$82,500"
"2480741","RESIDENTIAL","Single Family Residence","108 W Burnett Avenue","Enfield","27823",,"Not in a Subdivision","6","3","3,694",".26-.5 Acres","1946","10/14/2022","3/23/2023","86","$90,000","$82,500"
"2482755","RESIDENTIAL","Single Family Residence","109 Horsecreek Road","Warrenton","27589",,"Horse Creek","3","1","972",".26-.5 Acres","1995","11/8/2022","1/17/2023","8","$85,000","$83,000"
"2486967","RESIDENTIAL","Single Family Residence","309 W North Street","Autryville","28318",,"Autryville","2","2","1,317","1-2.9 Acres","1918","12/12/2022","2/1/2023","30","$95,000","$85,000"
"2481735","RESIDENTIAL","Manufactured","2532 Dalton Mill Road","Bullock","27507",,"Morganton","3","2","1,056","1-2.9 Acres","1999","10/31/2022","1/6/2023","23","$99,900","$85,000"
"2474925","RESIDENTIAL","Single Family Residence","503 Connaritsa Road","Aulander","27805",,"Not in a Subdivision","3","2","1,154",".26-.5 Acres","1976","9/19/2022","1/3/2023","37","$93,000","$86,000"
"2481067","RESIDENTIAL","Single Family Residence","4213 E NC 55 Highway","Dunn","28334",,"Not in a Subdivision","2","1","1,248",".26-.5 Acres","1940","10/26/2022","1/26/2023","75","$126,350","$86,634"
"2480778","RESIDENTIAL","Single Family Residence","201 4th Street","Erwin","28339",,"Not in a Subdivision","2","1","1,028","0-.25 Acres","1932","10/25/2022","1/6/2023","17","$95,000","$87,000"
"2487819","RESIDENTIAL","Condo","6772 Willowbrook Drive","Fayetteville","28314",,"Cumberland","2","2","1,145","0-.25 Acres","1986","12/20/2022","1/19/2023","25","$87,000","$87,000"
"LP698104","RESIDENTIAL","Manufactured","125 j k stewart Drive","Broadway","27505",,,"3","2","0",,"2004","2/9/2023","2/27/2023","4","$109,700","$87,000"
"LP694017","RESIDENTIAL","Single Family Residence","201 4th Street","Erwin","28339",,,"2","1","0",,"1932","10/25/2022","1/6/2023","17","$95,000","$87,000"
"126330","RESIDENTIAL","Single Family Residence","1224 Small Avenue","Graham","27253",,,"1","1","0",".26-.5 Acres","1982","12/8/2022","1/12/2023","5","$85,000","$87,000"
"2494453","RESIDENTIAL","Manufactured","125 J K Stewart Drive","Broadway","27505",,"Dorothy S Stewart","3","2","1,296",".51-.75 Acres","2004","2/9/2023","2/27/2023","4","$109,700","$87,000"
"LP696083","RESIDENTIAL","Single Family Residence","459 W Fifth Street","Garland","28441",,,"3","1","0",".26-.5 Acres","1976","12/15/2022","2/3/2023","16","$86,500","$87,500"
"LP696180","RESIDENTIAL","Manufactured","27 Adams Way","Cameron",,,,"3","2","0",".26-.5 Acres","1995","1/5/2023","1/23/2023","3","$105,000","$87,500"
"2494958","RESIDENTIAL","Single Family Residence","208 N Person Street","Oxford","27565",,"Not in a Subdivision","2","1","694","0-.25 Acres","1960","2/13/2023","2/23/2023","4","$87,500","$88,000"
"123926","RESIDENTIAL","Single Family Residence","801 E Joyner Street","Gibsonville","27249",,,"2","1","0",".76-.99 Acres","1905","7/8/2022","2/14/2023","163","$99,000","$88,500"
"LP698820","RESIDENTIAL","Condo","1804 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","2/27/2023","3/31/2023","2","$85,000","$89,000"
"2492339","RESIDENTIAL","Single Family Residence","405 Laura Court","Spring Lake","28390",,"Hollandale","2","1","772","0-.25 Acres","1960","1/27/2023","3/6/2023","10","$89,500","$89,500"
"LP695486","RESIDENTIAL","Single Family Residence","303 Bowers Road","Raeford","28376",,,"1","1","0","3-5.9 Acres","2000","11/9/2022","2/22/2023","84","$100,000","$90,000"
"2498127","RESIDENTIAL","Single Family Residence","1069 Flynn McPherson Road","Cameron","28326",,"Not in a Subdivision","3","1","1,008","1-2.9 Acres","1970","3/6/2023","3/30/2023","10","$89,000","$90,000"
"LP699375","RESIDENTIAL","Single Family Residence","6226 Penfield Drive","Fayetteville","28314",,"Mayfield","3","1","0",,"1970","3/7/2023","3/29/2023","4","$87,000","$90,000"
"126156","RESIDENTIAL","Single Family Residence","846 E Market Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1945","11/22/2022","1/17/2023","21","$90,000","$90,000"
"LP697936","RESIDENTIAL","Manufactured","286 Falling Tree Road","Fayetteville","28306",,"Maple Hill","3","2","0",".51-.75 Acres","1992","2/4/2023","3/31/2023","0","$85,000","$90,000"
"2488643","RESIDENTIAL","Single Family Residence","8079 Lassiter Street","Battleboro","27809",,"Not in a Subdivision","3","1","1,025",".26-.5 Acres","1969","1/2/2023","2/8/2023","2","$85,000","$90,000"
"2480434","RESIDENTIAL","Single Family Residence","5361 W Mount Drive","Nashville","27856",,"Not in a Subdivision","2","1","1,352","1-2.9 Acres","1950","10/21/2022","1/18/2023","4","$97,000","$90,000"
"2487964","RESIDENTIAL","Single Family Residence","515 Gold Street","Roseboro","28382",,"Not in a Subdivision","3","2","1,128","0-.25 Acres","1947","12/22/2022","3/10/2023","19","$110,000","$90,000"
"2496661","RESIDENTIAL","Single Family Residence","917 Blount Street","Smithfield","27577",,"The Old Smithfield Mills","3","1","1,044","0-.25 Acres","1900","2/24/2023","3/17/2023","7","$94,000","$91,700"
