"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"LP443129","RESIDENTIAL","Single Family Residence","1063 Bernadine Street","Fayetteville","28311",,,"3","1","1,326",,"1965","4/3/2015","11/9/2021","2398","$60,000","$40,000"
"LP665383","RESIDENTIAL","Townhouse","567 Winding Creek Road","Fayetteville","28305",,,"2","2","0",,"1972","8/17/2021","10/12/2021","32","$41,900","$40,000"
"LP667782","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,,"1","1","0",,"1986","9/13/2021","10/28/2021","7","$45,000","$40,000"
"LP667839","RESIDENTIAL","Condo","1000 Woodcreek Drive","Fayetteville","28314",,,"2","2","0",,"1987","9/14/2021","10/8/2021","7","$53,000","$42,000"
"2409482","RESIDENTIAL","Single Family Residence","607 Virginia Avenue","Chase City","23924",,"Not in a Subdivision","2","1","1,000","0-.25 Acres","1946","9/23/2021","12/21/2021","46","$50,000","$42,500"
"LP667747","RESIDENTIAL","Single Family Residence","502 Ross Street","St. Pauls","28384",,,"3","2","0",".51-.75 Acres","1940","9/11/2021","11/4/2021","50","$55,000","$43,000"
"LP667348","RESIDENTIAL","Condo","974 Stewarts Creek Drive","Fayetteville","28314",,,"2","2","0",,"1991","9/3/2021","11/15/2021","13","$39,500","$43,000"
"2387323","RESIDENTIAL","Single Family Residence","474 N Zoo Road","Roanoke Rapids","27870",,"Green Acres","2","1","848",".26-.5 Acres","1950","6/2/2021","12/2/2021","153","$49,997","$43,074"
"2412456","RESIDENTIAL","Single Family Residence","935 Duke Street","Henderson","27536-5550",,"Not in a Subdivision","3","1","1,311",".26-.5 Acres","1959","10/8/2021","12/22/2021","33","$55,000","$44,000"
"2415704","RESIDENTIAL","Single Family Residence","128 Carolina Avenue","Henderson","27536",,"Not in a Subdivision","3","1","1,770","0-.25 Acres","1950","10/26/2021","12/3/2021","15","$59,900","$45,000"
"2416607","RESIDENTIAL","Single Family Residence","1122 N Church Street","Henderson","27526",,"Not in a Subdivision","2","1","904","0-.25 Acres","1950","10/30/2021","12/9/2021","20","$62,000","$46,000"
"LP667945","RESIDENTIAL","Condo","979 Stewarts Creek Drive","Fayetteville","28314",,,"1","1","0",,"1989","9/14/2021","12/3/2021","44","$48,000","$46,000"
"LP661276","RESIDENTIAL","Manufactured","358 Pine Needles Drive","Lillington","27546",,"Cane Mill Estates","3","2","0",,"2012","6/27/2021","10/29/2021","122","$50,000","$47,000"
"121628","RESIDENTIAL","Single Family Residence","530 Avon Avenue","Burlington","27215",,,"2","1","0","0-.25 Acres","1951","11/18/2021","12/28/2021","12","$49,000","$47,000"
"LP667018","RESIDENTIAL","Other","103 Battlefield Lane","Dunn","28334",,,"2","1","0",,"1978","8/28/2021","10/18/2021","31","$55,000","$47,000"
"2419387","RESIDENTIAL","Manufactured","102 Cedar Lane Road","New London","28127",,"Baden Shores","1","1","484","0-.25 Acres","1984","11/15/2021","11/30/2021","8","$55,000","$47,000"
"2404584","RESIDENTIAL","Manufactured","103 Battlefield Lane","Dunn","28334",,"Not in a Subdivision","2","1","980","1-2.9 Acres","1978","8/28/2021","10/18/2021","31","$55,000","$47,000"
"2408492","RESIDENTIAL","Single Family Residence","903 E Pope Street","Dunn","28334",,"Not in a Subdivision","2","1","750","0-.25 Acres","1925","9/17/2021","11/4/2021","6","$50,000","$47,500"
"LP667548","RESIDENTIAL","Single Family Residence","503 Edward Street","Fayetteville","28301",,,"2","1","0",,"1946","9/8/2021","12/3/2021","25","$54,500","$49,000"
"LP667617","RESIDENTIAL","Single Family Residence","509 Edward Street","Fayetteville","28301",,,"2","1","0",,"1946","9/8/2021","12/3/2021","25","$54,500","$49,000"
"2412389","RESIDENTIAL","Single Family Residence","1107 E River Road","Louisburg","27549",,"Not in a Subdivision","3","1","870",".51-.75 Acres","1989","10/7/2021","11/18/2021","4","$50,000","$50,000"
"2418776","RESIDENTIAL","Single Family Residence","1711 E Webb Avenue","Burlington","27215",,"Not in a Subdivision","2","1","767","0-.25 Acres","1948","11/11/2021","12/1/2021","11","$65,000","$50,000"
"2413501","RESIDENTIAL","Single Family Residence","50 N Ida Street","Coats","27521",,"Not in a Subdivision","2","1","994","0-.25 Acres","1924","10/14/2021","11/3/2021","1","$70,000","$50,000"
"2422203","RESIDENTIAL","Single Family Residence","1724 Forest Street","Roxboro","27573",,"Cavel Village","2","1","1,242",".26-.5 Acres","1928","12/7/2021","12/22/2021","0","$50,000","$50,000"
"121502","RESIDENTIAL","Single Family Residence","1711 E Webb Avenue","Burlington","27217",,,"2","1","0","0-.25 Acres","1948","11/11/2021","12/1/2021","11","$65,000","$50,000"
"2405730","RESIDENTIAL","Single Family Residence","410 Craig Street","Rocky Mount","27803",,"Not in a Subdivision","2","1","814","0-.25 Acres","1953","9/3/2021","11/1/2021","40","$59,000","$50,000"
"LP672333","RESIDENTIAL","Townhouse","409 Kirkcaldy Court","Fayetteville","28314",,,"2","2","0",,"1974","10/28/2021","11/19/2021","8","$49,999","$50,000"
"LP669957","RESIDENTIAL","Single Family Residence","330 Bailey Way Road","Lillington","27546",,,"4","1","0",".26-.5 Acres","1932","10/4/2021","10/28/2021","4","$65,000","$50,000"
"2411544","RESIDENTIAL","Single Family Residence","330 Bailey Way Road","Lillington","27546",,"Not in a Subdivision","4","1","1,920",".26-.5 Acres","1932","10/4/2021","10/28/2021","4","$65,000","$50,000"
"2417923","RESIDENTIAL","Single Family Residence","2004 S John Street","Goldsboro","27530",,"Not in a Subdivision","3","2","1,250",".26-.5 Acres","1961","11/8/2021","11/23/2021","3","$50,000","$50,000"
"LP670056","RESIDENTIAL","Condo","1804 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","10/5/2021","10/18/2021","2","$52,000","$50,000"
"2404864","RESIDENTIAL","Single Family Residence","1911 Farrior Avenue","Wilson","27893",,"To Be Added","3","1","1,276",".26-.5 Acres","1969","8/30/2021","12/22/2021","14","$59,900","$51,000"
"2413347","RESIDENTIAL","Single Family Residence","302 E McClanahan Street","Oxford","27565",,"Not in a Subdivision","2","1","726",".51-.75 Acres","1960","10/13/2021","11/16/2021","15","$59,900","$51,000"
"LP670270","RESIDENTIAL","Condo","6771 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1987","10/8/2021","10/27/2021","1","$54,900","$51,000"
"2391799","RESIDENTIAL","Single Family Residence","1509 Aycock Street","Wilson","27893-5732",,"Not in a Subdivision","3","2","1,602","0-.25 Acres","1964","6/24/2021","11/10/2021","134","$59,900","$52,000"
"LP665368","RESIDENTIAL","Condo","1870 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","8/17/2021","10/1/2021","8","$58,500","$52,000"
"LP657314","RESIDENTIAL","Single Family Residence","509 W 5th Avenue","Raeford","28376",,,"2","1","0",,"1957","5/21/2021","10/15/2021","113","$70,500","$52,000"
"2421811","RESIDENTIAL","Single Family Residence","1309 E Walnut Street","Goldsboro","27530",,"Edgewood","3","1","1,334","0-.25 Acres","1920","12/3/2021","12/21/2021","1","$49,500","$52,176"
"2395018","RESIDENTIAL","Single Family Residence","202 E Pender Street","Wilson","27893",,"Not in a Subdivision","3","2","2,074","0-.25 Acres","1910","7/10/2021","10/21/2021","81","$75,000","$53,000"
"LP667621","RESIDENTIAL","Single Family Residence","511 Edward Street","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1946","9/8/2021","12/3/2021","25","$59,900","$54,000"
"LP667613","RESIDENTIAL","Single Family Residence","507 Edward Street","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1946","9/8/2021","12/3/2021","25","$59,900","$54,000"
"2413885","RESIDENTIAL","Single Family Residence","210 W Pollock Street","Mount Olive","28365",,"Not in a Subdivision","3","2","1,936","0-.25 Acres","1939","10/15/2021","12/14/2021","32","$69,900","$54,600"
"LP661668","RESIDENTIAL","Other","782 Heritage Way","Cameron","28326",,,"3","2","0",".76-.99 Acres","1995","6/29/2021","10/1/2021","69","$64,900","$55,000"
"LP669846","RESIDENTIAL","Manufactured","10 Chisholm Drive","Pembroke","28372",,,"3","2","0",,"1999","9/30/2021","12/7/2021","8","$47,250","$55,000"
"2409553","RESIDENTIAL","Manufactured","213 Heartland Lane","Henderson","27537",,"Barham Farms","2","2","900","1-2.9 Acres","1990","9/23/2021","10/21/2021","11","$55,000","$55,000"
"2408669","RESIDENTIAL","Single Family Residence","855 Antioch Church Road","Dunn","28334",,"Not in a Subdivision","2","1","1,588","0-.25 Acres","1940","9/18/2021","12/14/2021","61","$75,000","$55,000"
"LP670344","RESIDENTIAL","Condo","6772 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","10/11/2021","12/15/2021","44","$59,900","$56,000"
"LP667687","RESIDENTIAL","Single Family Residence","1031 Revere Street","Fayetteville","28304",,"West Hill","2","1","0",,"1950","9/10/2021","11/19/2021","49","$57,500","$56,250"
"2398695","RESIDENTIAL","Manufactured","989 Raymond Tharrington Road","Louisburg","27549",,"Not in a Subdivision","3","2","1,224","1-2.9 Acres","1996","7/29/2021","10/27/2021","75","$69,900","$57,500"
"2411275","RESIDENTIAL","Single Family Residence","304 Watson Drive","Henderson","27536",,"Not in a Subdivision","3","2","1,302",".26-.5 Acres","1975","10/1/2021","11/29/2021","23","$31,900","$57,500"
"2414984","RESIDENTIAL","Single Family Residence","822 S Sellars Mill Road","Burlington","27217-4318",,"Not in a Subdivision","2","1","976",".26-.5 Acres","1954","10/21/2021","12/7/2021","30","$78,500","$58,000"
"LP672425","RESIDENTIAL","Manufactured","5641 Hancock Street","Hope Mills","28348",,,"2","2","0",".51-.75 Acres","1976","11/1/2021","11/24/2021","4","$65,000","$58,000"
"LP672625","RESIDENTIAL","Townhouse","567-F Winding Creek Drive","Fayetteville","28305",,,"3","3","0",,"1972","11/1/2021","12/1/2021","3","$60,000","$58,000"
"LP670033","RESIDENTIAL","Condo","1845 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","10/5/2021","11/19/2021","9","$58,000","$58,000"
"LP658618","RESIDENTIAL","Condo","3385-19 Galleria Drive","Fayetteville","28303",,,"2","2","0",,"1994","5/17/2021","10/13/2021","60","$56,000","$58,900"
"LP667623","RESIDENTIAL","Single Family Residence","519 Edward Street","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1935","9/8/2021","12/3/2021","25","$64,500","$59,000"
"2402325","RESIDENTIAL","Single Family Residence","611 Lakeland Street","Fayetteville","28301",,"Lakeland","2","1","850","0-.25 Acres","1940","8/17/2021","12/15/2021","83","$61,900","$59,000"
"2387367","RESIDENTIAL","Single Family Residence","811 Arrow Street","Henderson","27536",,"Not in a Subdivision","3","1","960","0-.25 Acres","1970","6/1/2021","10/14/2021","73","$78,000","$60,000"
"2407341","RESIDENTIAL","Manufactured","73 Erica Lane","Henderson","27537-4691",,"Not in a Subdivision","3","2","1,760","1-2.9 Acres","1996","9/12/2021","10/28/2021","15","$49,900","$60,000"
"121798","RESIDENTIAL","Single Family Residence","1400 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","12/8/2021","12/30/2021","0","$60,000","$60,000"
"2412295","RESIDENTIAL","Single Family Residence","217 N Main Street","Warrenton","27589",,"Not in a Subdivision","10","2","4,215","0-.25 Acres","1900","10/7/2021","11/24/2021","10","$60,000","$60,000"
"2392012","RESIDENTIAL","Single Family Residence","401 W Edward Street","Princeton","27569",,"Not in a Subdivision","3","1","1,126","0-.25 Acres","1940","6/24/2021","12/20/2021","15","$60,000","$60,000"
"LP668035","RESIDENTIAL","Single Family Residence","1436 Powell Street","Fayetteville","28306",,,"3","1","0",,"1930","9/16/2021","10/12/2021","11","$55,000","$60,000"
"2414834","RESIDENTIAL","Single Family Residence","705 N Fifth Avenue","Siler City","27344",,"Not in a Subdivision","2","1","916",".26-.5 Acres","1940","10/21/2021","11/15/2021","12","$89,900","$60,000"
"120306","RESIDENTIAL","Single Family Residence","705 N 5th Avenue","Siler City","27344",,,"2","1","0",".26-.5 Acres","1940","10/21/2021","11/15/2021","13","$89,900","$60,000"
"2411292","RESIDENTIAL","Manufactured","569 Kelly Road","Mount Olive","28365",,"Not in a Subdivision","3","2","1,525",".76-.99 Acres","2003","10/1/2021","12/30/2021","59","$64,900","$60,000"
"120068","RESIDENTIAL","Single Family Residence","423 Hatch Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1961","10/4/2021","11/16/2021","30","$65,000","$60,000"
"2421155","RESIDENTIAL","Single Family Residence","7235 Dirgie Mine Road","Roxboro","27574",,"Not in a Subdivision","2","1","1,400","1-2.9 Acres","1988","11/30/2021","12/31/2021","16","$72,500","$60,250"
"LP668095","RESIDENTIAL","Condo","6780 Willowbrook","Fayetteville","28314",,,"3","2","0",,"1986","9/17/2021","12/17/2021","44","$69,000","$61,551"
"2422714","RESIDENTIAL","Single Family Residence","108 Hillsboro Street","Roxboro","27573",,"Not in a Subdivision","3","2","988","0-.25 Acres","1939","12/10/2021","12/21/2021","4","$69,000","$62,000"
"2419793","RESIDENTIAL","Single Family Residence","216 Kentucky Court","Sharpsburg","27878",,"Winchester","4","3","2,303",".26-.5 Acres","1993","11/18/2021","12/30/2021","6","$79,500","$62,500"
"2406810","RESIDENTIAL","Manufactured","5612 Tabbs Creek Church Road","Oxford","27565",,"Not in a Subdivision","4","2","1,026","1-2.9 Acres","1996","9/9/2021","10/22/2021","25","$69,000","$62,500"
"118670","RESIDENTIAL","Single Family Residence","307 Caswell Street","Burlington","27217",,,"2","2","0","0-.25 Acres","1998","6/10/2021","10/28/2021","14","$67,100","$63,000"
"118667","RESIDENTIAL","Single Family Residence","305 Caswell Street","Burlington","27217",,,"2","1","0",".26-.5 Acres","1950","6/10/2021","10/28/2021","14","$67,100","$63,000"
"119952","RESIDENTIAL","Single Family Residence","1007 Fix Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1925","9/23/2021","12/22/2021","76","$75,000","$63,000"
"118668","RESIDENTIAL","Single Family Residence","311 Caswell Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1929","6/10/2021","10/28/2021","14","$67,100","$64,500"
"2408058","RESIDENTIAL","Single Family Residence","904 N Madison Avenue","Goldsboro","27530",,"Not in a Subdivision","3","2","1,352","0-.25 Acres","1955","9/15/2021","10/22/2021","12","$59,900","$64,750"
"2408713","RESIDENTIAL","Single Family Residence","517 W Ridgeway Street","Warrenton","27589",,"Not in a Subdivision","2","2","1,440","0-.25 Acres","1920","9/17/2021","12/3/2021","34","$71,550","$65,000"
"2385118","RESIDENTIAL","Condo","2707 Crest Street","Durham","27705",,"Not in a Subdivision","1","1","528","0-.25 Acres","1985","5/20/2021","12/22/2021","76","$72,000","$65,000"
"LP667993","RESIDENTIAL","Single Family Residence","4706 Brandon Court","Fayetteville","28311",,,"3","2","0",,"1972","9/15/2021","11/16/2021","2","$86,900","$65,000"
"2417950","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","700","0-.25 Acres","1967","11/8/2021","11/30/2021","1","$65,000","$65,000"
"119760","RESIDENTIAL","Other","1300 Warwick Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","9/6/2021","10/7/2021","3","$65,000","$65,000"
"2406335","RESIDENTIAL","Single Family Residence","1011 Fayetteville Street","Smithfield","27577",,"Not in a Subdivision","2","1","828","0-.25 Acres","1930","9/7/2021","11/1/2021","22","$75,000","$65,000"
"2417948","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","700","0-.25 Acres","1967","11/8/2021","11/30/2021","1","$65,000","$65,000"
"121439","RESIDENTIAL","Single Family Residence","306 E Sixth Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1937","11/3/2021","11/16/2021","2","$69,900","$65,000"
"LP667262","RESIDENTIAL","Manufactured","4404 Frontier Avenue","Fayetteville","28312",,"Bayfield","3","2","0",,"1999","9/2/2021","10/1/2021","5","$68,900","$65,000"
"2400753","RESIDENTIAL","Single Family Residence","1740 Alert Road","Warrenton","27589",,"Not in a Subdivision","3","2","1,874",".26-.5 Acres","1966","8/10/2021","12/20/2021","36","$79,000","$65,000"
"2381303","RESIDENTIAL","Single Family Residence","1177 Hurdle Mills Road","Roxboro","27573",,"Not in a Subdivision","3","1","1,936",".51-.75 Acres","1901","4/30/2021","10/15/2021","103","$85,000","$65,000"
"2395870","RESIDENTIAL","Single Family Residence","200 Leasburg Road","Roxboro","27573-5236",,"Not in a Subdivision","1","1","784",".51-.75 Acres","1960","7/14/2021","11/10/2021","37","$74,500","$65,500"
"2410652","RESIDENTIAL","Single Family Residence","3837 Edgemont Road","Wendell","27591",,"Not in a Subdivision","3","1","700","1-2.9 Acres","1974","9/29/2021","12/28/2021","13","$50,000","$66,521"
"LP664879","RESIDENTIAL","Single Family Residence","432 N Grogg Street","Spring Lake","28390",,,"3","2","0","0-.25 Acres","1962","8/10/2021","10/19/2021","45","$69,999","$67,999"
"2399501","RESIDENTIAL","Single Family Residence","700 Nash Street","Rocky Mount","27804",,"Not in a Subdivision","3","2","1,554","0-.25 Acres","1950","8/3/2021","11/16/2021","14","$75,000","$68,000"
"120142","RESIDENTIAL","Single Family Residence","1620 Morgantown Road","Burlington","27217",,,"2","1","0",".26-.5 Acres","1959","10/8/2021","11/12/2021","15","$75,000","$68,000"
"2388818","RESIDENTIAL","Condo","950 Stewarts Creek Drive","Fayetteville","28314",,"Stewart Creek","2","2","1,190","0-.25 Acres","1984","6/9/2021","10/22/2021","24","$68,000","$68,000"
"2397374","RESIDENTIAL","Single Family Residence","1018 Lehman Street","Henderson","27536-4934",,"Not in a Subdivision","2","1","814",".26-.5 Acres","1965","7/16/2021","12/13/2021","122","$74,900","$69,000"
"2404582","RESIDENTIAL","Single Family Residence","1708 Beech Street","Goldsboro","27530",,"Green Acres","3","2","1,233",".26-.5 Acres","1953","8/28/2021","10/8/2021","1","$68,000","$69,500"
"2392325","RESIDENTIAL","Manufactured","259 River Run Road","Rocky Mount","27801",,"River Run","4","2","2,052",".51-.75 Acres","1998","6/25/2021","10/19/2021","82","$69,900","$69,900"
"2402580","RESIDENTIAL","Single Family Residence","204 N Fourth Street","Smithfield","27577",,"Not in a Subdivision","2","1","978","0-.25 Acres","1930","8/18/2021","10/7/2021","5","$64,900","$69,900"
"2372388","RESIDENTIAL","Single Family Residence","1629 Rudolph Street","Fayetteville","28301",,"Not in a Subdivision","3","1","864","0-.25 Acres","1958","3/16/2021","10/22/2021","24","$75,000","$70,000"
"2422736","RESIDENTIAL","Single Family Residence","203 Star Avenue","Oxford","27565",,"Not in a Subdivision","5","1","1,752",".26-.5 Acres","1966","12/10/2021","12/30/2021","6","$75,000","$70,000"
"2384377","RESIDENTIAL","Manufactured","3845 St Andrews Church Road","Sanford","27330",,"Not in a Subdivision","3","2","1,716","1-2.9 Acres","1992","5/17/2021","10/26/2021","21","$79,900","$70,000"
"119635","RESIDENTIAL","Single Family Residence","215 N Cobb Avenue","Burlington","27217",,,"3","1","0",".26-.5 Acres","1952","8/25/2021","10/5/2021","24","$79,995","$70,000"
"LP662526","RESIDENTIAL","Single Family Residence","1768 Arrow Ridge Way","Fayetteville","28304",,,"2","1","0","0-.25 Acres","1983","7/19/2021","10/28/2021","5","$75,000","$70,000"
"LP671113","RESIDENTIAL","Single Family Residence","827 S Fifth Street","Smithfield","27577",,,"3","2","0","0-.25 Acres","1945","10/22/2021","11/9/2021","6","$59,000","$70,000"
"2402178","RESIDENTIAL","Single Family Residence","1028 Hill Street","Rocky Mount","27801",,"Edgemont","2","1","905","0-.25 Acres","1957","8/17/2021","11/19/2021","58","$79,800","$70,000"
"2420176","RESIDENTIAL","Single Family Residence","5533 Antioch Road","Oxford","27565",,"Not in a Subdivision","3","1","1,056",".51-.75 Acres","1981","11/20/2021","12/1/2021","2","$65,000","$70,000"
"2404084","RESIDENTIAL","Manufactured","1621 Chesterfield Lake Road","Angier","27501",,"Not in a Subdivision","2","2","1,768",".76-.99 Acres","1989","8/26/2021","10/20/2021","34","$79,700","$70,000"
"LP670496","RESIDENTIAL","Townhouse","407 Michie Place","Fayetteville","28314",,"The Lakes","2","2","0",,"1985","9/30/2021","10/29/2021","14","$66,900","$70,000"
"LP670501","RESIDENTIAL","Townhouse","405 Michie Place","Fayetteville","28314",,"The Lakes","2","2","0",,"1985","9/30/2021","10/29/2021","14","$69,900","$70,000"
"LP670007","RESIDENTIAL","Manufactured","125 Outfield Drive","Bladenboro","28320",,,"3","2","0","1-2.9 Acres","2006","10/5/2021","11/4/2021","6","$70,000","$70,750"
"2420468","RESIDENTIAL","Single Family Residence","4802 Old US 1 Highway","Moncure","27559",,"Not in a Subdivision","2","1","648","1-2.9 Acres","1952","11/23/2021","12/28/2021","8","$75,000","$71,000"
"119427","RESIDENTIAL","Single Family Residence","409 Louis Street","Graham","27253",,,"3","1","0","0-.25 Acres","1960","8/10/2021","10/7/2021","38","$85,000","$72,000"
"2402331","RESIDENTIAL","Manufactured","25 Duke Lane","Newton Grove","28366",,"Not in a Subdivision","4","2","1,600",".51-.75 Acres","1998","8/17/2021","12/14/2021","20","$90,000","$72,000"
"2409724","RESIDENTIAL","Manufactured","1081 Live Oak Church Road","Selma","27576",,"Not in a Subdivision","3","2","1,417",".76-.99 Acres","2000","9/24/2021","10/15/2021","0","$75,000","$72,500"
"119471","RESIDENTIAL","Single Family Residence","1400 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","8/19/2021","11/5/2021","50","$79,500","$72,500"
"LP673097","RESIDENTIAL","Condo","1014 Wood Creek Drive","Fayetteville","28314",,,"3","2","0",,"1987","11/14/2021","12/14/2021","7","$75,000","$73,000"
"2396239","RESIDENTIAL","Single Family Residence","305 Wilsons Mills Road","Smithfield","27577",,"Not in a Subdivision","2","1","1,120","0-.25 Acres","1950","7/16/2021","10/19/2021","71","$76,900","$73,000"
"119837","RESIDENTIAL","Single Family Residence","528 Shepherd Street","Burlington","27217",,,"4","1","0",,"1914","9/11/2021","10/20/2021","4","$78,000","$73,700"
"121611","RESIDENTIAL","Single Family Residence","304 Winesap Drive","Pelham","27311",,,"2","1","0","1-2.9 Acres","1981","11/17/2021","12/20/2021","9","$80,000","$74,000"
"2401107","RESIDENTIAL","Single Family Residence","240 Swain Street","Henderson","27536",,"Not in a Subdivision","3","1","960","0-.25 Acres","1995","8/11/2021","10/14/2021","33","$74,500","$74,500"
"LP673444","RESIDENTIAL","Single Family Residence","2050 Buckhorn Road","Fayetteville","28304",,,"3","1","0",,"1964","11/22/2021","12/30/2021","18","$74,900","$74,900"
"2421065","RESIDENTIAL","Single Family Residence","1940 N Garnett Street","Henderson","27536",,"Not in a Subdivision","3","1","1,758","1-2.9 Acres","1930","11/29/2021","12/29/2021","9","$65,000","$75,000"
"LP661943","RESIDENTIAL","Condo","3375 Galleria Drive","Fayetteville","28303",,,"2","2","0",,"1992","7/9/2021","10/25/2021","43","$80,000","$75,000"
"2408518","RESIDENTIAL","Manufactured","26 Sombrero Lane","Henderson","27357",,"Mettrey Estates","3","2","1,797","1-2.9 Acres","2000","9/17/2021","10/13/2021","6","$74,900","$75,000"
"2393838","RESIDENTIAL","Single Family Residence","624 Roberson Street","Henderson","27536",,"Not in a Subdivision","3","1","1,200",".51-.75 Acres","1950","7/5/2021","10/18/2021","66","$79,900","$75,000"
"2393502","RESIDENTIAL","Single Family Residence","1500 Erwin Road","Dunn","28334",,"Not in a Subdivision","2","1","924","0-.25 Acres","1940","7/2/2021","11/17/2021","73","$90,000","$75,000"
"2422674","RESIDENTIAL","Condo","130 S Estes Drive","Chapel Hill","27514",,"Camelot Village","1","1","655","0-.25 Acres","1967","12/9/2021","12/22/2021","5","$75,000","$75,000"
"120257","RESIDENTIAL","Single Family Residence","963 Kernodle Road","Gibsonville","27249",,,"2","2","0",".76-.99 Acres","1961","10/22/2021","12/30/2021","7","$82,600","$75,000"
"LP669784","RESIDENTIAL","Manufactured","303 Mcdougald Drive","Raeford","28376",,,"3","2","0",,"1988","10/15/2021","11/24/2021","10","$73,500","$75,000"
"LP667213","RESIDENTIAL","Single Family Residence","584 N 3rd Street","St. Pauls","28384",,,"3","1","0",,"1940","9/1/2021","11/15/2021","40","$85,000","$75,000"
"LP667634","RESIDENTIAL","Single Family Residence","1911 Progress Street","Fayetteville","28306",,,"3","1","0",".51-.75 Acres","1935","9/12/2021","10/22/2021","12","$75,000","$75,000"
