"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"120099","RESIDENTIAL","Single Family Residence","742 Aspenwood Drive","Graham","27253",,,"3","2","0",".26-.5 Acres","2021","5/4/2021","5/4/2021","952","$207,000","$207,000"
"2374614","RESIDENTIAL","Single Family Residence","4106 Sudbury Road","Durham","27714",,"Stratton Park","3","2","1,056","0-.25 Acres","1996","3/28/2021","5/10/2021","1","$195,000","$207,000"
"117153","RESIDENTIAL","Single Family Residence","610 Hollow Street","Graham","27253",,,"3","2","0","0-.25 Acres","2021","5/3/2021","6/9/2021","7","$189,999","$207,000"
"2381230","RESIDENTIAL","Townhouse","6418 English Oaks Drive","Raleigh","27615-6321",,"Bent Creek","2","3","1,224","0-.25 Acres","1981","5/1/2021","6/3/2021","3","$204,990","$207,000"
"LP653369","RESIDENTIAL","Single Family Residence","5419 Ahoskie Drive","Hope Mills","28348",,,"3","3","0",,"2000","4/1/2021","5/14/2021","6","$215,000","$207,000"
"2365515","RESIDENTIAL","Single Family Residence","11 Meadow Winds Court","Wendell","27591",,"Meadows of Northwinds","3","2","1,062","0-.25 Acres","1998","2/6/2021","6/1/2021","30","$199,900","$207,000"
"2365317","RESIDENTIAL","Single Family Residence","7532 Martin Road","Zebulon","27597",,"Not in a Subdivision","3","2","1,130","1-2.9 Acres","1973","2/5/2021","4/5/2021","15","$199,000","$207,000"
"2370033","RESIDENTIAL","Condo","1112 Kudrow Lane","Morrisville","27560",,"Preston","2","1","821","0-.25 Acres","1999","3/4/2021","4/9/2021","1","$190,000","$207,000"
"2377590","RESIDENTIAL","Single Family Residence","7000 Pine","Sanford","27332",,"Lakewood(NOT Wake or Durham)","3","2","1,350",".26-.5 Acres","2003","4/14/2021","5/28/2021","1","$195,000","$207,000"
"2363319","RESIDENTIAL","Condo","2721 Kudrow Lane","Morrisville","27560","Creekside","Preston","2","2","1,117","0-.25 Acres","2000","1/25/2021","4/7/2021","3","$195,000","$207,000"
"2379670","RESIDENTIAL","Townhouse","203 Kristin Court","Cary","27513",,"Carystone","2","3","1,060","0-.25 Acres","1986","4/23/2021","5/18/2021","2","$199,000","$207,000"
"2371924","RESIDENTIAL","Townhouse","501 Woodson Drive","Clayton","27527-3977",,"Riverwood Athletic Club","3","3","1,412","0-.25 Acres","2005","3/13/2021","4/21/2021","1","$185,000","$207,000"
"2382313","RESIDENTIAL","Townhouse","4428 Antique Lane","Raleigh","27616",,"Cobblestone Townes","2","3","1,416","0-.25 Acres","1996","5/4/2021","6/8/2021","7","$191,900","$207,500"
"2369996","RESIDENTIAL","Single Family Residence","609 Atchison Street","Garner","27529-4911",,"Van Story Hills","3","2","1,247",".26-.5 Acres","1977","3/3/2021","4/19/2021","1","$175,000","$207,500"
"2385713","RESIDENTIAL","Single Family Residence","118 Millard Drive","Smithfield","27577-7448",,"Millard Crossing","3","2","1,344",".76-.99 Acres","1995","5/24/2021","6/11/2021","0","$204,900","$207,500"
"2367128","RESIDENTIAL","Single Family Residence","3220 Stoney Hill Church Road","Bailey","27807",,"Williams Grove","4","3","2,009","0-.25 Acres","2021","2/16/2021","6/24/2021","0","$205,240","$207,640"
"2381700","RESIDENTIAL","Single Family Residence","11786 W Finch Avenue","Middlesex","27557",,"Village Square","3","2","1,301","0-.25 Acres","2017","5/4/2021","6/10/2021","2","$195,000","$208,000"
"2378229","RESIDENTIAL","Condo","522 New Kent Place","Cary","27511-7603",,"New Kent Village","2","2","1,124","0-.25 Acres","1986","4/16/2021","5/17/2021","2","$198,000","$208,000"
"2368772","RESIDENTIAL","Single Family Residence","2614 Cascadilla Street","Durham","27704","Northgate Park","Colonial Village","4","2","1,476","0-.25 Acres","1951","2/25/2021","4/15/2021","21","$249,500","$208,000"
"2372838","RESIDENTIAL","Single Family Residence","1718 Daniels Farm Road","Mebane","27302",,"Buck Run","3","2","1,196",".76-.99 Acres","1994","3/18/2021","5/6/2021","0","$192,000","$208,000"
"2372565","RESIDENTIAL","Townhouse","5203 Patuxent Drive","Raleigh","27616",,"Glens at Riverside","2","3","1,474","0-.25 Acres","2002","3/17/2021","5/4/2021","3","$199,000","$208,000"
"2367014","RESIDENTIAL","Single Family Residence","210 S Green Street","Selma","27576",,"Not in a Subdivision","3","2","1,456","0-.25 Acres","2021","2/15/2021","4/13/2021","0","$198,000","$208,000"
"2372074","RESIDENTIAL","Single Family Residence","4705 Thurmount Place","Raleigh","27604",,"Hedingham","3","2","1,113","0-.25 Acres","1988","3/14/2021","4/14/2021","1","$218,000","$208,000"
"2376611","RESIDENTIAL","Condo","220 Elizabeth Street","Chapel Hill","27514",,"Village Green","2","3","1,097","0-.25 Acres","1965","4/8/2021","4/27/2021","4","$174,900","$208,000"
"2374210","RESIDENTIAL","Condo","2840 Edridge Court","Raleigh","27612-8055",,"Ridgecroft","2","2","938","0-.25 Acres","1985","3/25/2021","5/12/2021","11","$200,000","$208,000"
"2382494","RESIDENTIAL","Single Family Residence","602 Arthur Maddox Road","Sanford","27332",,"Not in a Subdivision","3","2","1,443","1-2.9 Acres","1997","5/7/2021","6/16/2021","2","$200,000","$208,000"
"2374223","RESIDENTIAL","Single Family Residence","3309 Prudence Street","Durham","27704",,"Not in a Subdivision","4","2","1,554","0-.25 Acres","1984","3/25/2021","5/27/2021","34","$208,000","$208,000"
"2376642","RESIDENTIAL","Townhouse","4524 Hamptonshire Drive","Raleigh","27613",,"Brittany Woods","2","3","1,238","0-.25 Acres","1984","4/8/2021","4/28/2021","2","$200,000","$208,000"
"2369819","RESIDENTIAL","Townhouse","68 Forest Oaks Drive","Durham","27705",,"Forest Oaks Townhomes","3","2","1,361","0-.25 Acres","1988","3/2/2021","4/6/2021","0","$187,500","$208,000"
"2369145","RESIDENTIAL","Townhouse","5123 Obion Court","Raleigh","27616",,"Riverside","3","3","1,407","0-.25 Acres","2003","2/26/2021","4/19/2021","3","$197,000","$208,000"
"2361127","RESIDENTIAL","Single Family Residence","305 Garrison Avenue","Clayton","27520",,"Garrison","3","2","1,218",".26-.5 Acres","1995","1/11/2021","4/12/2021","83","$189,900","$208,000"
"2337526","RESIDENTIAL","Single Family Residence","4570 Ashley View Lane","Oxford","27565",,"Gresham Pointe","4","3","2,009","1-2.9 Acres","2020","8/17/2020","4/30/2021","0","$208,240","$208,240"
"2341172","RESIDENTIAL","Single Family Residence","4576 Ashley View Lane","Oxford","27565",,"Gresham Pointe","5","3","2,217","1-2.9 Acres","2020","9/4/2020","5/27/2021","0","$208,490","$208,490"
"2373510","RESIDENTIAL","Single Family Residence","70 Parrish Farm Lane","Benson","27504",,"Parrish Farm","3","2","1,329",".51-.75 Acres","2001","3/22/2021","5/18/2021","3","$199,900","$208,500"
"2376480","RESIDENTIAL","Townhouse","3215 Ivey Wood Lane","Durham","27703",,"Amberlynn Valley","3","3","1,526","0-.25 Acres","2007","4/8/2021","4/30/2021","0","$195,000","$208,500"
"2376171","RESIDENTIAL","Single Family Residence","2930 Carolyn Drive","Durham","27703-4702",,"Cedar Hills","3","2","1,210",".51-.75 Acres","1964","4/6/2021","5/19/2021","3","$199,900","$208,820"
"2337532","RESIDENTIAL","Single Family Residence","4573 Ashley View Lane","Oxford","27565",,"Gresham Pointe","4","3","2,009","1-2.9 Acres","2020","8/17/2020","5/28/2021","0","$208,990","$208,990"
"2355265","RESIDENTIAL","Single Family Residence","4569 Ashley View Lane","Oxford","27565",,"Gresham Pointe","4","3","2,009","1-2.9 Acres","2020","11/25/2020","6/22/2021","0","$208,990","$208,990"
"2370544","RESIDENTIAL","Townhouse","222 Colonial Townes Court","Cary","27511",,"Colonial Townes","2","3","1,008","0-.25 Acres","1986","3/5/2021","4/30/2021","7","$215,000","$209,000"
"LP650302","RESIDENTIAL","Single Family Residence","274 Briarwood Place","Sanford","27332",,"Laurel Valley","3","3","0",".26-.5 Acres","2008","3/10/2021","4/13/2021","0","$210,000","$209,000"
"116409","RESIDENTIAL","Single Family Residence","2410 W Front Street","Burlington","27215",,,"4","2","0",".76-.99 Acres","1942","2/9/2021","4/29/2021","41","$235,000","$209,000"
"116844","RESIDENTIAL","Single Family Residence","505 Gaines Chapel Road","Efland","27243",,,"3","2","0",".26-.5 Acres","1942","4/3/2021","5/12/2021","35","$189,000","$209,000"
"LP653942","RESIDENTIAL","Single Family Residence","4432 Scenic Pines Drive","Hope Mills","28348",,,"4","2","0",".26-.5 Acres","2008","4/11/2021","5/27/2021","5","$199,900","$209,000"
"2373615","RESIDENTIAL","Townhouse","216 Kristin Court","Cary","27513",,"Carystone","2","3","1,056","0-.25 Acres","1986","3/23/2021","4/26/2021","5","$200,000","$209,000"
"LP651735","RESIDENTIAL","Single Family Residence","5551 Rising Ridge Drive","Hope Mills","28348",,"Woodland Hills","4","4","0",".26-.5 Acres","2003","2/23/2021","5/21/2021","53","$225,000","$209,000"
"2375670","RESIDENTIAL","Single Family Residence","505 Gaines Chapel Road","Efland","27243",,"Not in a Subdivision","3","2","1,166",".26-.5 Acres","1942","4/3/2021","5/12/2021","4","$189,000","$209,000"
"2379359","RESIDENTIAL","Single Family Residence","1337 Robertson Road","Roxboro","27574",,"Not in a Subdivision","4","2","1,455","1-2.9 Acres","2000","4/22/2021","6/8/2021","3","$209,000","$209,000"
"2372893","RESIDENTIAL","Townhouse","801 Hadel Place","Knightdale","27545",,"Mingo Creek","3","3","1,416","0-.25 Acres","2005","3/18/2021","5/5/2021","3","$197,000","$209,000"
"2377617","RESIDENTIAL","Single Family Residence","4432 Scenic Pines Drive","Hope Mills","28348",,"To Be Added","4","2","1,714",".26-.5 Acres","2008","4/13/2021","5/27/2021","2","$199,900","$209,000"
"2337732","RESIDENTIAL","Single Family Residence","6708 Longitude Circle","Sims","27880",,"The Retreat at 35 78","3","2","1,481","0-.25 Acres","2020","8/18/2020","5/19/2021","0","$209,900","$209,900"
"2361861","RESIDENTIAL","Single Family Residence","607 Flowers Road","Four Oaks","27524",,"Not in a Subdivision","3","2","1,361",".51-.75 Acres","2021","1/15/2021","5/6/2021","0","$209,900","$209,900"
"2361857","RESIDENTIAL","Single Family Residence","647 Flowers Road","Four Oaks","27524",,"Not in a Subdivision","3","2","1,361",".51-.75 Acres","2021","1/15/2021","4/22/2021","0","$209,900","$209,900"
"2365805","RESIDENTIAL","Condo","2312 Bernard Street","Raleigh","27608",,"The Cottages at Whitaker","2","1","654","0-.25 Acres","1950","2/9/2021","4/6/2021","3","$209,900","$209,900"
"LP640201","RESIDENTIAL","Single Family Residence","3151 Hampstead Road","Lumberton","28360",,"Mayfair","4","3","0",,"1975","8/23/2020","5/27/2021","244","$209,900","$209,900"
"116987","RESIDENTIAL","Single Family Residence","3513 Westmeadow Lane","Elon","27244",,,"3","2","0","1-2.9 Acres","1997","4/14/2021","6/22/2021","34","$200,000","$210,000"
"2372660","RESIDENTIAL","Single Family Residence","2722 Terrace Drive","Burlington","27215",,"Flint Knoll Estates","3","2","1,150",".26-.5 Acres","1959","3/17/2021","6/8/2021","11","$210,000","$210,000"
"2382366","RESIDENTIAL","Townhouse","5462 Pine Top Circle","Raleigh","27612-2966",,"Ridgeloch Townes","2","2","1,400","0-.25 Acres","1980","5/7/2021","6/14/2021","4","$192,900","$210,000"
"116707","RESIDENTIAL","Single Family Residence","2722 Terrace Drive","Burlington","27215",,,"3","2","0",".26-.5 Acres","1959","3/18/2021","6/8/2021","44","$210,000","$210,000"
"2380367","RESIDENTIAL","Single Family Residence","651 Sedalia Road","Gibsonville","27249",,"Sedalia Park","3","2","1,320","0-.25 Acres","1974","4/16/2021","6/15/2021","4","$200,000","$210,000"
"2368241","RESIDENTIAL","Single Family Residence","1046 Jack Paris Court","Graham","27253",,"Thornton Ridge","3","2","1,203","1-2.9 Acres","2010","2/22/2021","4/19/2021","5","$210,000","$210,000"
"2374383","RESIDENTIAL","Single Family Residence","530 W Chisholm Street","Sanford","27330",,"Not in a Subdivision","3","2","1,696",".26-.5 Acres","1947","3/26/2021","5/26/2021","12","$200,000","$210,000"
"LP650194","RESIDENTIAL","Single Family Residence","4938 Lion Heart Lane","Parkton","28371",,,"3","3","0",,"2013","2/12/2021","5/6/2021","53","$204,900","$210,000"
"LP653070","RESIDENTIAL","Single Family Residence","530 W Chisholm Street","Sanford","27330",,,"3","2","0",".26-.5 Acres","1947","3/26/2021","5/26/2021","12","$200,000","$210,000"
"2387806","RESIDENTIAL","Single Family Residence","118 Kipling Drive","Oxford","27565-9713",,"Oxford Park","4","3","1,893","0-.25 Acres","2005","6/3/2021","6/29/2021","6","$199,900","$210,000"
"2370138","RESIDENTIAL","Townhouse","2656 Andover Glen Road","Raleigh","27604-4991",,"Farrington Grove Townhomes","2","3","1,275","0-.25 Acres","2005","3/4/2021","4/5/2021","3","$199,000","$210,000"
"LP654022","RESIDENTIAL","Single Family Residence","385 Valley Oak Drive","Bunnlevel","28323",,"Forest Oaks","3","3","0",,"2008","4/16/2021","6/25/2021","9","$205,000","$210,000"
"2376605","RESIDENTIAL","Single Family Residence","508 Sunnybrook Road","Raleigh","27610",,"Not in a Subdivision","3","2","1,266",".26-.5 Acres","1965","4/8/2021","6/15/2021","25","$210,000","$210,000"
"2373811","RESIDENTIAL","Single Family Residence","703 N Webb","Selma","27576",,"Not in a Subdivision","4","2","1,733",".26-.5 Acres","1921","3/24/2021","5/20/2021","1","$210,000","$210,000"
"LP647010","RESIDENTIAL","Townhouse","949 Kensington Park Road","Fayetteville","23811",,"Kings Grant","4","3","0","0-.25 Acres","2007","11/19/2020","5/5/2021","103","$220,000","$210,000"
"LP652554","RESIDENTIAL","Single Family Residence","8813 Grouse Run Lane","Fayetteville","28314",,,"3","3","0",,"2006","3/26/2021","6/8/2021","2","$205,000","$210,000"
"LP652735","RESIDENTIAL","Single Family Residence","439 Carolina Oaks Circle","Linden","28356",,"Carolina Oaks","4","2","0",,"2009","3/20/2021","5/5/2021","9","$199,900","$210,000"
"LP654116","RESIDENTIAL","Single Family Residence","1445 Kershaw Loop","Fayetteville","28314",,,"3","2","0",,"2005","4/16/2021","5/20/2021","3","$200,000","$210,000"
"LP652309","RESIDENTIAL","Single Family Residence","3985 N Walnut Street","Lumberton","28358",,,"4","3","0",,"1972","2/21/2021","5/6/2021","45","$209,900","$210,000"
"2374988","RESIDENTIAL","Single Family Residence","51 Eula Court","Angier","27501",,"Stancil Farms","3","2","1,140",".26-.5 Acres","2004","3/31/2021","5/13/2021","5","$200,000","$210,000"
"2372911","RESIDENTIAL","Single Family Residence","1208 Avery Street","Durham","27707",,"Not in a Subdivision","3","2","1,569","0-.25 Acres","1910","3/18/2021","5/24/2021","7","$235,000","$210,000"
"2376426","RESIDENTIAL","Single Family Residence","418 W 10th Street","Siler City","27344",,"Homewood Acres","3","2","1,500",".26-.5 Acres","1973","4/8/2021","5/27/2021","0","$199,900","$210,000"
"2377547","RESIDENTIAL","Single Family Residence","4011 NC Old 86 Highway","Hillsborough","27278",,"Not in a Subdivision","2","1","1,449","1-2.9 Acres","1956","4/14/2021","6/10/2021","31","$215,000","$210,000"
"LP655906","RESIDENTIAL","Single Family Residence","7125 Harvestgrain Drive","Stedman","28391",,,"3","3","0",".51-.75 Acres","1995","4/28/2021","6/24/2021","5","$199,000","$210,000"
"2375002","RESIDENTIAL","Single Family Residence","632 Brassfield Drive","Burlington","27217-9039",,"Brassfield Meadows","3","3","1,895","0-.25 Acres","2006","3/31/2021","5/3/2021","4","$200,000","$210,000"
"2381659","RESIDENTIAL","Condo","703-301 Copperline Drive","Chapel Hill","27516",,"Southern Village","1","2","686","0-.25 Acres","1998","5/4/2021","6/2/2021","2","$200,000","$210,000"
"2376341","RESIDENTIAL","Single Family Residence","20 Magnolia Ridge Drive","Louisburg","27549",,"Magnolia Ridge","3","3","1,614",".51-.75 Acres","2001","4/7/2021","5/26/2021","3","$189,900","$210,000"
"LP651997","RESIDENTIAL","Single Family Residence","5844 Crepe Myrtle Drive","Hope Mills","28348",,"Southern Meadows","3","3","0","0-.25 Acres","2013","3/5/2021","5/18/2021","1","$205,000","$210,000"
"2365368","RESIDENTIAL","Single Family Residence","2201 Wise Place","Durham","27707",,"Alston Heights","3","2","1,028","0-.25 Acres","1969","2/5/2021","4/15/2021","2","$190,000","$210,000"
"LP654590","RESIDENTIAL","Single Family Residence","704 Rush Road","Fayetteville","28305",,"Haymount","4","2","0",,"1946","5/4/2021","6/23/2021","20","$225,000","$210,000"
"2369506","RESIDENTIAL","Townhouse","7702 Bernadette Lane","Raleigh","27615",,"Midland Townes","3","2","1,282","0-.25 Acres","1986","3/1/2021","4/20/2021","0","$205,000","$210,000"
"LP637286","RESIDENTIAL","Single Family Residence","1416 Demila (LT184) Drive","Fayetteville","28314",,,"4","3","0",".26-.5 Acres","2020","6/30/2020","4/29/2021","0","$208,130","$210,000"
"2377102","RESIDENTIAL","Single Family Residence","1106 Lady Banks Drive","Durham","27703",,"Rosewood","3","2","1,680","0-.25 Acres","1998","4/12/2021","5/6/2021","3","$189,000","$210,000"
"LP654719","RESIDENTIAL","Single Family Residence","309 Ribbon Oak Court","Sanford","27332",,,"3","3","0",,"2003","4/30/2021","6/18/2021","15","$200,000","$210,000"
"2374328","RESIDENTIAL","Townhouse","5775 Forest Lawn COURT","Raleigh","27612",,"Ridgeloch Townes","2","2","1,433","0-.25 Acres","1979","3/26/2021","5/13/2021","6","$211,200","$210,000"
"117030","RESIDENTIAL","Single Family Residence","651 Sedalia Road","Gibsonville","27249",,,"3","2","0",".76-.99 Acres","1974","4/23/2021","6/15/2021","11","$200,000","$210,000"
"2369457","RESIDENTIAL","Single Family Residence","1006 Ujamaa Drive","Raleigh","27610",,"Cymen Commons","3","3","1,500","0-.25 Acres","2004","3/1/2021","4/30/2021","2","$200,000","$210,000"
"2383153","RESIDENTIAL","Townhouse","513 Woodson Drive","Clayton","27527",,"Riverwood Athletic Club","3","3","1,535","0-.25 Acres","2005","5/11/2021","6/30/2021","0","$204,900","$210,000"
"2382975","RESIDENTIAL","Single Family Residence","211 W Chisholm Street","Sanford","27330",,"Rosemont","3","2","1,765","0-.25 Acres","1920","5/10/2021","6/29/2021","18","$187,500","$210,000"
"2380935","RESIDENTIAL","Single Family Residence","1205 Rogers Road","Graham","27253",,"Not in a Subdivision","4","2","1,293",".26-.5 Acres","1967","4/30/2021","6/11/2021","1","$205,000","$210,000"
"2373040","RESIDENTIAL","Single Family Residence","1216 Bentley Lane","Raleigh","27610",,"Worthdale Park","3","2","1,092",".26-.5 Acres","1967","3/19/2021","4/9/2021","1","$200,000","$210,000"
"2374797","RESIDENTIAL","Single Family Residence","207 Korbel Drive","Princeton","27569",,"Gander Lake","3","2","1,566",".26-.5 Acres","2017","3/30/2021","5/12/2021","0","$205,000","$210,000"
"2370418","RESIDENTIAL","Single Family Residence","134 Old Oak Lane","Dunn","28334",,"Not in a Subdivision","4","3","1,847","1-2.9 Acres","1960","3/5/2021","6/25/2021","10","$214,900","$210,000"
"2376483","RESIDENTIAL","Single Family Residence","5902 Secretariat Road","Gibsonville","27249",,"Horsemans Creek","3","2","1,350",".76-.99 Acres","2005","4/8/2021","6/1/2021","6","$210,000","$210,000"
"2368148","RESIDENTIAL","Single Family Residence","3521 Rosinburg Road","Zebulon","27597",,"North Way","3","2","1,161",".76-.99 Acres","1987","2/22/2021","4/1/2021","3","$185,000","$210,000"
"2368054","RESIDENTIAL","Single Family Residence","150 Hilltop Drive","Four Oaks","27524-9686",,"The Highlands","3","2","1,204",".51-.75 Acres","2002","2/21/2021","5/5/2021","1","$199,900","$210,000"
"2378190","RESIDENTIAL","Single Family Residence","3832 S US 401 Highway","Lillington","27546",,"Not in a Subdivision","3","2","1,589","1-2.9 Acres","1958","4/16/2021","6/1/2021","3","$200,000","$210,000"
"LP650173","RESIDENTIAL","Single Family Residence","202 Angel Oak Drive","Bunnlevel","28323",,"Forest Oaks","3","3","0",,"2015","2/16/2021","4/6/2021","6","$205,000","$210,000"
"2362913","RESIDENTIAL","Single Family Residence","107 N Watauga Avenue","Dunn","28334",,"Not in a Subdivision","4","4","3,539","1-2.9 Acres","1924","1/22/2021","6/8/2021","97","$227,000","$210,000"
"2355329","RESIDENTIAL","Single Family Residence","313 Birch Street","Smithfield","27577",,"Pine Acres","3","2","1,347",".26-.5 Acres","2021","11/25/2020","5/7/2021","0","$199,900","$210,000"
"2361824","RESIDENTIAL","Single Family Residence","625 Flowers Road","Four Oaks","27524",,"Not in a Subdivision","3","2","1,361",".51-.75 Acres","2021","1/15/2021","4/16/2021","0","$209,900","$210,000"
"2369482","RESIDENTIAL","Condo","1022 Nichols Drive","Raleigh","27605",,"Cameron Village Condos","1","1","793","0-.25 Acres","1949","3/1/2021","4/26/2021","22","$200,000","$210,000"
"2372737","RESIDENTIAL","Manufactured","170 Dublin Court","Four Oaks","27524",,"Sheffield Woods","3","2","2,251",".51-.75 Acres","2003","3/18/2021","4/16/2021","2","$200,000","$210,000"
"LP656450","RESIDENTIAL","Single Family Residence","102 Scaley Bark Drive","Raeford","28376",,,"4","3","0","0-.25 Acres","2006","5/9/2021","6/10/2021","2","$199,500","$210,000"
"2368599","RESIDENTIAL","Single Family Residence","3420 Dogwood Drive","Raleigh","27604",,"Skycrest Village","3","1","1,032","0-.25 Acres","1957","2/24/2021","6/4/2021","7","$199,900","$210,000"
"2376420","RESIDENTIAL","Single Family Residence","5625 Massey Road","Zebulon","27597",,"Not in a Subdivision","3","1","1,303",".76-.99 Acres","1959","4/7/2021","5/18/2021","6","$200,000","$210,000"
"2383713","RESIDENTIAL","Condo","7281 Sandy Creek Drive","Raleigh","27615",,"Sandy Creek Condos","3","3","1,320","0-.25 Acres","1979","5/12/2021","6/22/2021","3","$180,000","$210,000"
"2374378","RESIDENTIAL","Townhouse","2236 Long Pine Lane","Raleigh","27603",,"Trailwood Valley","2","3","1,210","0-.25 Acres","1999","3/26/2021","5/3/2021","6","$225,000","$210,000"
"2384416","RESIDENTIAL","Condo","2400 Huntscroft Lane","Raleigh","27617",,"Avera Place Condos","2","2","1,231","0-.25 Acres","2006","5/17/2021","6/14/2021","6","$200,000","$210,000"
"2382461","RESIDENTIAL","Single Family Residence","126 Liberty Lane","Clayton","27520",,"Not in a Subdivision","3","2","1,296","0-.25 Acres","1900","5/7/2021","6/10/2021","3","$199,900","$210,000"
"2371669","RESIDENTIAL","Single Family Residence","1029 Greenhow Lane","Wake Forest","27587",,"Country Place","3","1","1,045",".76-.99 Acres","1983","3/7/2021","5/3/2021","6","$210,000","$210,000"
"2367182","RESIDENTIAL","Single Family Residence","55 Vamoco Drive","Franklinton","27525",,"Vamoco","3","2","1,129",".76-.99 Acres","2021","2/16/2021","4/16/2021","0","$209,900","$210,000"
"2379699","RESIDENTIAL","Single Family Residence","2032 Ruddy Road","Raleigh","27616-7208",,"Mallard Crossing","3","2","1,227","0-.25 Acres","1996","4/23/2021","5/25/2021","0","$210,000","$210,000"
"2381284","RESIDENTIAL","Townhouse","300 Coalinga Lane","Raleigh","27610-3790",,"Anderson Pointe","3","3","1,755","0-.25 Acres","2013","5/1/2021","5/26/2021","0","$205,000","$210,000"
"2374646","RESIDENTIAL","Single Family Residence","1309 Queen Anne Road","Wilson","27896",,"West Ridge","3","2","1,604",".26-.5 Acres","1981","3/28/2021","5/11/2021","2","$199,900","$210,000"
"2377063","RESIDENTIAL","Single Family Residence","120 Windsor Drive","Wake Forest","27587-9349",,"Windsor Park","3","1","954",".26-.5 Acres","1962","4/11/2021","5/24/2021","0","$199,900","$210,000"
"2369052","RESIDENTIAL","Single Family Residence","5804 Sam Miller Drive","Mebane","27302-885",,"Cedar Pointe","3","2","1,380","1-2.9 Acres","1999","2/26/2021","5/17/2021","7","$220,000","$210,000"
"2367535","RESIDENTIAL","Single Family Residence","484 Shawnee Drive","Louisburg","27549",,"Lake Royale","3","2","1,287",".26-.5 Acres","2004","2/18/2021","4/8/2021","11","$200,000","$210,000"
"2381390","RESIDENTIAL","Single Family Residence","708 E Nelson Avenue","Wake Forest","27587",,"Not in a Subdivision","2","1","1,103","0-.25 Acres","1944","5/2/2021","6/10/2021","3","$195,000","$210,000"
"2353269","RESIDENTIAL","Single Family Residence","1472 Beasley Road","Benson","27504",,"Not in a Subdivision","3","3","2,249","3-5.9 Acres","1925","11/10/2020","5/3/2021","23","$195,000","$210,000"
"LP656058","RESIDENTIAL","Single Family Residence","248 New Castle Lane","Spring Lake","28390",,"Highgrove at Anderson Creek","3","3","0",,"2012","5/21/2021","6/28/2021","3","$198,900","$210,000"
"2378538","RESIDENTIAL","Single Family Residence","8737 Dukes Lake Road","Zebulon","27597-9193",,"Not in a Subdivision","3","2","1,274",".51-.75 Acres","2010","4/19/2021","6/1/2021","0","$210,000","$210,000"
"2377808","RESIDENTIAL","Condo","1022 Renshaw Court","Cary","27518",,"Wellington Ridge","2","2","1,128","0-.25 Acres","1995","4/15/2021","5/26/2021","4","$200,000","$210,099"
"116894","RESIDENTIAL","Single Family Residence","53 Forest Oaks Drive","Durham","27705",,,"2","2","0","0-.25 Acres","1988","4/9/2021","6/14/2021","3","$190,000","$210,500"
"2376730","RESIDENTIAL","Townhouse","53 Forest Oaks Drive","Durham","27705",,"Forest Oaks Townhomes","2","2","1,221","0-.25 Acres","1988","4/9/2021","6/14/2021","3","$190,000","$210,500"
"2362285","RESIDENTIAL","Townhouse","2740 Andover Glen Road","Raleigh","27604",,"Farrington Grove","2","2","1,270","0-.25 Acres","2003","1/19/2021","4/1/2021","3","$195,000","$210,500"
"2379150","RESIDENTIAL","Townhouse","6562 English Oaks Drive","Raleigh","27615",,"Bent Creek","2","3","1,224","0-.25 Acres","1984","4/21/2021","5/24/2021","3","$199,900","$210,500"
"2371289","RESIDENTIAL","Single Family Residence","5200 Limewood Drive","Knightdale","27545",,"Rutledge Landing","3","2","1,162","0-.25 Acres","2003","3/10/2021","4/14/2021","4","$184,900","$210,500"
"2367061","RESIDENTIAL","Single Family Residence","2118 Baltic Avenue","Durham","27707-4443",,"Athens Village","3","2","1,566","0-.25 Acres","1976","2/16/2021","4/15/2021","7","$197,000","$210,500"
"2385226","RESIDENTIAL","Condo","1511 Graduate Lane","Raleigh","27606",,"University Commons Condos","4","4","1,240","0-.25 Acres","1996","5/21/2021","6/15/2021","4","$190,000","$210,500"
"2369328","RESIDENTIAL","Single Family Residence","57 Dry Branch Drive","Kenly","27542",,"Sunshine Meadows","3","2","1,379",".51-.75 Acres","2021","2/28/2021","6/17/2021","0","$210,000","$210,572"
"2384155","RESIDENTIAL","Condo","612 New Kent Place","Cary","27511",,"New Kent Village","2","2","1,085","0-.25 Acres","1985","5/16/2021","6/21/2021","3","$198,000","$210,900"
"2363392","RESIDENTIAL","Single Family Residence","232 Sunfish Street","Smithfield","27577",,"East River","3","2","1,321","0-.25 Acres","2021","1/24/2021","6/21/2021","0","$210,900","$210,900"
"2363723","RESIDENTIAL","Single Family Residence","265 Sunfish Street","Smithfield","27577",,"East River","3","2","1,321","0-.25 Acres","2021","1/27/2021","6/16/2021","0","$210,900","$210,900"
"2371994","RESIDENTIAL","Manufactured","6457 Cokesbury Road","Fuquay Varina","27526",,"Not in a Subdivision","4","2","2,065","1-2.9 Acres","2001","3/13/2021","5/13/2021","0","$190,000","$211,000"
"LP657092","RESIDENTIAL","Single Family Residence","284 Crescent Drive","Raeford","28376",,"Mayfield","3","2","0",,"2009","5/21/2021","6/23/2021","4","$199,000","$211,000"
"2376558","RESIDENTIAL","Single Family Residence","101 Crestfield Drive","Fuquay Varina","27526",,"Bridgeport","3","2","1,041",".26-.5 Acres","1989","4/8/2021","5/17/2021","3","$190,000","$211,000"
