"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"LP712488","RESIDENTIAL","Single Family Residence","173 Brooklyn Circle","Hope Mills","28348",,"Hope Mills","3","1","0","0-.25 Acres","1940","9/22/2023","11/3/2023","12","$60,000","$50,000"
"LP714449","RESIDENTIAL","Single Family Residence","2450 Leanna Drive","Eastover","28312",,,"2","2","0",,"1964","10/9/2023","11/24/2023","31","$50,900","$51,000"
"LP712419","RESIDENTIAL","Single Family Residence","1912 Cowan Street","Fayetteville","28306",,,"3","1","0",".26-.5 Acres","1940","9/22/2023","10/16/2023","5","$55,000","$51,000"
"LP708614","RESIDENTIAL","Single Family Residence","1601 W MLK Boulevard","Roseboro","28382",,"Roseboro","3","2","0",,"1974","7/21/2023","11/15/2023","87","$60,969","$51,800"
"LP712286","RESIDENTIAL","Single Family Residence","333 Old Wilmington Road","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1940","9/27/2023","12/20/2023","65","$67,000","$53,000"
"2531800","RESIDENTIAL","Single Family Residence","278 Third Street","Yanceyville","27379",,"Not in a Subdivision","3","1","1,101",".26-.5 Acres","1938","9/7/2023","10/16/2023","23","$54,500","$54,500"
"2532829","RESIDENTIAL","Single Family Residence","8605 Brogden Road","Smithfield","27577",,"Not in a Subdivision","2","1","1,592","1-2.9 Acres","1920","9/18/2023","10/30/2023","11","$65,000","$55,000"
"LP716054","RESIDENTIAL","Single Family Residence","2013 Progress Street","Fayetteville","28306",,,"2","1","0",,"1948","11/16/2023","12/12/2023","3","$60,000","$55,000"
"LP713982","RESIDENTIAL","Single Family Residence","1721 Bridger Street","Fayetteville","28301",,,"3","1","0",,"1959","10/2/2023","12/11/2023","5","$41,000","$55,000"
"LP715608","RESIDENTIAL","Manufactured","200 Register Road","Saint Pauls","28384",,,"3","2","0","1-2.9 Acres","1980","11/7/2023","11/30/2023","7","$44,900","$55,000"
"2536669","RESIDENTIAL","Manufactured","314 Harrington Road","Fairmont","28340",,"Not in a Subdivision","3","2","1,350",".51-.75 Acres","1997","10/11/2023","12/5/2023","26","$62,000","$56,000"
"2528930","RESIDENTIAL","Single Family Residence","503 Alvin Street","Goldsboro","27530",,"Not in a Subdivision","2","1","936","0-.25 Acres","1900","8/25/2023","12/13/2023","71","$64,000","$58,000"
"127851","RESIDENTIAL","Single Family Residence","4244 Jacks Creek Trail","Burlington","27215",,,,"0","0","1-2.9 Acres",,"6/20/2023","12/11/2023","307","$59,000","$59,000"
"LP711749","RESIDENTIAL","Single Family Residence","534 Whitehead Road","Fayetteville","28312",,,"2","1","0",,"1950","9/2/2023","11/20/2023","52","$69,900","$59,500"
"LP709589","RESIDENTIAL","Single Family Residence","1601 Minurva Drive","Fayetteville","28301",,,"3","2","0",,"1958","8/10/2023","10/17/2023","39","$75,000","$60,000"
"128660","RESIDENTIAL","Single Family Residence","520 Everett Street","Burlington","27215",,,"3","2","0",".26-.5 Acres","1920","10/4/2023","11/7/2023","1","$85,000","$60,000"
"2540285","RESIDENTIAL","Single Family Residence","639 Henry Street","Rocky Mount","27803",,"Not in a Subdivision","4","2","1,488","0-.25 Acres","1910","11/2/2023","12/4/2023","15","$69,500","$60,000"
"LP715147","RESIDENTIAL","Single Family Residence","2964 Alpine Church Road","Harrells","28444",,,"2","1","0",,"1955","10/27/2023","11/30/2023","19","$59,900","$60,000"
"2537363","RESIDENTIAL","Single Family Residence","538 Skenes Avenue","Henderson","27536",,"Not in a Subdivision","3","1","1,122",".76-.99 Acres","1920","10/14/2023","11/17/2023","9","$79,900","$60,000"
"2540053","RESIDENTIAL","Single Family Residence","334 Pearl Street","Henderson","27536",,"Not in a Subdivision","4","1","1,021","0-.25 Acres","1972","11/1/2023","11/21/2023","5","$60,000","$60,000"
"2520294","RESIDENTIAL","Single Family Residence","210 NE Vance Street","Wilson","27893",,"Not in a Subdivision","6","3","2,416","0-.25 Acres","1910","7/7/2023","10/31/2023","94","$74,000","$60,000"
"LP712117","RESIDENTIAL","Single Family Residence","5633 Duncan Street","Hope Mills","28348",,"Hope Mills","2","1","0",,"1941","9/13/2023","11/14/2023","11","$70,000","$60,000"
"2536540","RESIDENTIAL","Manufactured","143 Flat Rock Way","Louisburg","27549",,"Upchurch","2","2","868","1-2.9 Acres","1996","10/10/2023","10/24/2023","2","$60,000","$62,000"
"LP711932","RESIDENTIAL","Manufactured","470 GENTLEWINDS Drive","Saint Pauls","28348",,,"3","1","0",,"1998","9/8/2023","10/24/2023","20","$57,200","$62,500"
"128813","RESIDENTIAL","Other","311 Smith Street","Gibsonville","27249",,,"1","1","0","0-.25 Acres","1900","10/24/2023","12/27/2023","65","$70,000","$62,500"
"2538860","RESIDENTIAL","Single Family Residence","311 Smith Street","Gibsonville","27249",,"Not in a Subdivision","1","1","465","0-.25 Acres","1900","10/24/2023","12/21/2023","15","$70,000","$62,500"
"LP711572","RESIDENTIAL","Single Family Residence","221 Colonial Drive","Fayetteville","28301",,,"2","1","0",,"1960","9/5/2023","10/10/2023","2","$69,900","$63,000"
"2491607","RESIDENTIAL","Manufactured","3489 Beaver Dam Road","Enfield","27823",,"Not in a Subdivision","3","2","1,080",".51-.75 Acres","1999","1/22/2023","10/6/2023","217","$95,000","$63,000"
"LP714737","RESIDENTIAL","Single Family Residence","1904 Newark Avenue","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1950","10/18/2023","11/13/2023","5","$65,000","$63,000"
"LP714740","RESIDENTIAL","Single Family Residence","306 Plum Street","Fayetteville","28301",,,"2","1","0",,"1948","10/18/2023","11/14/2023","2","$62,000","$63,000"
"LP714578","RESIDENTIAL","Single Family Residence","517 Mayview Street","Fayetteville","28306",,,"4","2","0",,"1920","10/13/2023","11/17/2023","7","$80,000","$63,000"
"LP715525","RESIDENTIAL","Single Family Residence","218 Barnes Street","Lumberton","28358",,,"2","1","0","0-.25 Acres","1935","10/17/2023","12/6/2023","27","$65,000","$64,000"
"2541658","RESIDENTIAL","Single Family Residence","617 & 619 Maxie Loop Road","Spring Lake","28390",,"Not in a Subdivision","5","2","1,728","1-2.9 Acres","1950","11/10/2023","12/7/2023","8","$65,000","$65,000"
"2534051","RESIDENTIAL","Single Family Residence","946 SW Center Street","Mount Olive","28365",,"Not in a Subdivision","3","1","1,296",".51-.75 Acres","1940","9/25/2023","11/21/2023","33","$70,000","$65,000"
"2539470","RESIDENTIAL","Single Family Residence","1537 Charter Drive","Rocky Mount","27801",,"Not in a Subdivision","2","1","810","0-.25 Acres","1954","10/27/2023","11/14/2023","8","$72,000","$65,000"
"2526793","RESIDENTIAL","Single Family Residence","165 Railroad Lane","Warrenton","27589",,"Not in a Subdivision","3","2","1,314","1-2.9 Acres","1956","8/13/2023","10/26/2023","18","$85,000","$65,000"
"LP710072","RESIDENTIAL","Other","3270 Love Drive","Hope Mills","28348",,,"3","2","0",,"1988","8/22/2023","10/27/2023","55","$75,000","$65,000"
"LP712287","RESIDENTIAL","Single Family Residence","220 Central Drive","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1942","10/19/2023","11/20/2023","12","$75,000","$65,000"
"2528256","RESIDENTIAL","Single Family Residence","113 3rd","Erwin","28339",,"Not in a Subdivision","2","2","1,096",".26-.5 Acres","1940","8/22/2023","11/22/2023","4","$69,900","$65,000"
"128732","RESIDENTIAL","Single Family Residence","0 Harden Street","Graham","27253",,,,"0","0","1-2.9 Acres",,"10/11/2023","11/14/2023","38","$65,000","$65,000"
"LP713884","RESIDENTIAL","Single Family Residence","205 Malpass Avenue","Red Springs","28377",,,"3","1","0",".26-.5 Acres","1979","9/29/2023","12/11/2023","18","$70,000","$66,000"
"LP711775","RESIDENTIAL","Single Family Residence","305 Wilson Avenue","Spring Lake","28390",,,"2","1","0",,"1945","9/6/2023","10/20/2023","10","$69,995","$66,500"
"2525666","RESIDENTIAL","Single Family Residence","157 Southgate Drive","Roanoke Rapids","27870",,"Southgate","3","2","1,242","0-.25 Acres","1972","8/6/2023","10/27/2023","19","$70,000","$67,500"
"128715","RESIDENTIAL","Other","Lot 5 Crutchfield Road","Reidsville","27320",,"Not in a Subdivision","0","0","0","3-5.9 Acres","0","10/6/2023","12/14/2023","73","$72,500","$68,000"
"2514894","RESIDENTIAL","Single Family Residence","2927 S Church Street","Rocky Mount","27803",,"Not in a Subdivision","2","1","1,021","0-.25 Acres","1950","6/6/2023","10/6/2023","59","$77,000","$69,000"
"2540183","RESIDENTIAL","Single Family Residence","9159 Speights Chapel Road","Whitakers","27891",,"Not in a Subdivision","2","1","1,294",".51-.75 Acres","1954","11/2/2023","12/22/2023","3","$70,000","$70,000"
"LP712502","RESIDENTIAL","Single Family Residence","1002 E 13th Street","Lumberton","28358",,,"3","1","0","0-.25 Acres","1955","9/20/2023","11/17/2023","20","$85,000","$70,000"
"LP716355","RESIDENTIAL","Single Family Residence","6045 Maybank Drive","Hope Mills","28348",,,"3","1","0","1-2.9 Acres","1961","11/28/2023","12/20/2023","3","$70,000","$70,000"
"2537619","RESIDENTIAL","Single Family Residence","124 Dry Monia Road","New Bern","28562",,"Not in a Subdivision","2","1","1,105",".76-.99 Acres","1953","10/17/2023","11/13/2023","8","$85,000","$70,000"
"LP712344","RESIDENTIAL","Single Family Residence","103 Bremer Street","Fayetteville","28303",,,"3","1","0",,"1950","9/20/2023","10/10/2023","7","$85,000","$70,000"
"2531589","RESIDENTIAL","Single Family Residence","25 Wise Road","Dunn","28334",,"Not in a Subdivision","2","1","819",".51-.75 Acres","1930","9/11/2023","10/9/2023","9","$75,000","$70,000"
"2532515","RESIDENTIAL","Single Family Residence","321 Herman Lane Road","Stantonsburg","27883",,"Not in a Subdivision","2","1","1,687","1-2.9 Acres","1945","9/15/2023","11/30/2023","24","$89,000","$70,000"
"128312","RESIDENTIAL","Other","911 Hunt Street","Burlington","27217",,,"2","1","0",".26-.5 Acres","1965","8/15/2023","10/26/2023","59","$80,000","$70,000"
"LP709597","RESIDENTIAL","Manufactured","6292 Bethany Drive","Stedman","28391",,"Bethany South","3","2","0",".51-.75 Acres","1996","8/11/2023","10/25/2023","59","$114,900","$70,500"
"2540065","RESIDENTIAL","Manufactured","182 Palmer Lane","Roxboro","27574",,"Not in a Subdivision","3","2","920","1-2.9 Acres","1998","10/2/2023","11/9/2023","9","$71,000","$71,000"
"2539414","RESIDENTIAL","Single Family Residence","605 E Cockrell Street","Nashville","27856",,"Not in a Subdivision","3","1","0",".26-.5 Acres","1970","10/27/2023","11/21/2023","4","$88,420","$72,000"
"2537583","RESIDENTIAL","Manufactured","71 Plum Lane","Henderson","27537",,"Brookside","3","2","1,324",".76-.99 Acres","2000","10/16/2023","11/28/2023","24","$57,000","$72,500"
"2530445","RESIDENTIAL","Single Family Residence","3721 Boone Trail","Fayetteville","28306",,"Pine Acres","3","1","899",".51-.75 Acres","1947","9/5/2023","11/21/2023","55","$99,900","$72,500"
"128761","RESIDENTIAL","Single Family Residence","724 Stoney Hill Circle","Greensboro","27406",,,"2","1","0",".51-.75 Acres","1900","10/17/2023","11/9/2023","7","$55,000","$73,000"
"2537838","RESIDENTIAL","Single Family Residence","724 Stoney Hill Circle","Greensboro","27406",,"Not in a Subdivision","2","1","920",".51-.75 Acres","1900","10/18/2023","11/9/2023","6","$55,000","$73,000"
"2510961","RESIDENTIAL","Single Family Residence","205 S 5th Street","Spring Lake","28390",,"Springlake","2","1","784","0-.25 Acres","1956","5/15/2023","12/4/2023","138","$79,999","$74,500"
"LP715353","RESIDENTIAL","Manufactured","4257 Riverpoint Drive","Fayetteville","28306",,"Grays Creek","3","2","0",,"1997","11/2/2023","11/30/2023","6","$75,000","$75,000"
"2526803","RESIDENTIAL","Single Family Residence","41 Circle Drive","Reidsville","27320-2759",,"Not in a Subdivision","2","1","701","0-.25 Acres","1945","8/13/2023","11/21/2023","77","$74,900","$75,000"
"10002591","RESIDENTIAL","Single Family Residence","5942 Old Smithfield Road","Spring Hope","27882",,"Not in a Subdivision","3","1","1,217",".76-.99 Acres","1910","12/16/2023","12/29/2023","3","$108,000","$75,000"
"2491608","RESIDENTIAL","Single Family Residence","218 W Baker Street","Ahoskie","27910",,"Not in a Subdivision","3","1","1,120",".76-.99 Acres","1959","1/22/2023","10/13/2023","131","$90,000","$75,000"
"2534054","RESIDENTIAL","Single Family Residence","1110 S Church Street","Mount Olive","28365",,"Not in a Subdivision","3","1","928","0-.25 Acres","1964","9/25/2023","11/30/2023","15","$80,000","$75,000"
"2538293","RESIDENTIAL","Single Family Residence","143 Clayton Street","Roxboro","27573",,"Not in a Subdivision","2","1","990","0-.25 Acres","1949","10/20/2023","11/20/2023","1","$85,000","$75,000"
"128780","RESIDENTIAL","Single Family Residence","143 Clayton Street","Roxboro","27573",,,"2","1","0",,"1949","10/20/2023","11/20/2023","1","$85,000","$75,000"
"2542946","RESIDENTIAL","Single Family Residence","1928 Armstrong Street","Fayetteville","28301",,"Not in a Subdivision","3","1","1,008","0-.25 Acres","1948","11/20/2023","12/28/2023","2","$95,500","$75,000"
"LP715058","RESIDENTIAL","Single Family Residence","1137 Acorn Street","Fayetteville","28303",,"Greenwood","2","1","0",,"1952","10/26/2023","11/30/2023","9","$105,000","$75,000"
"2542809","RESIDENTIAL","Single Family Residence","436 N Chestnut Street","Henderson","27536",,"Not in a Subdivision","2","1","1,510","0-.25 Acres","1965","11/19/2023","12/12/2023","8","$70,000","$75,000"
"2542644","RESIDENTIAL","Single Family Residence","432 N Chestnut Street","Henderson","27536",,"Not in a Subdivision","2","2","1,501","0-.25 Acres","1965","11/17/2023","12/12/2023","10","$70,000","$75,000"
"LP701358","RESIDENTIAL","Single Family Residence","875 W Orange Street","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1943","4/1/2023","11/2/2023","75","$75,000","$75,000"
"2515646","RESIDENTIAL","Manufactured","469 Gum Pond Road","Warrenton","27589",,"Not in a Subdivision","3","2","2,000","1-2.9 Acres","1999","6/9/2023","10/9/2023","6","$60,000","$75,500"
"LP712434","RESIDENTIAL","Condo","1804 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","9/18/2023","10/11/2023","3","$79,900","$76,000"
"128893","RESIDENTIAL","Single Family Residence","3117 Darden Road","Greensboro","27407",,,"2","2","0","0-.25 Acres","1985","11/4/2023","11/21/2023","2","$75,000","$77,000"
"2540669","RESIDENTIAL","Condo","3117 Darden Road","Greensboro","27407",,"Not in a Subdivision","2","2","974","0-.25 Acres","1985","11/4/2023","11/21/2023","2","$75,000","$77,000"
"LP699930","RESIDENTIAL","Single Family Residence","1900 Burnett Avenue","Fayetteville","28306",,,"2","1","0",".26-.5 Acres","1920","3/24/2023","10/5/2023","144","$79,500","$77,500"
"LP712847","RESIDENTIAL","Single Family Residence","526 Stevens Street","Fayetteville","28301",,"Cumberland","2","1","0",,"1950","9/29/2023","11/20/2023","12","$91,000","$77,500"
"LP712741","RESIDENTIAL","Single Family Residence","1002 S Third Street","Sanford","27330",,,"3","1","0",,"1940","9/7/2023","10/13/2023","23","$85,000","$77,600"
"LP709563","RESIDENTIAL","Single Family Residence","1916 Powell Street","Fayetteville","28306",,,"3","2","0","0-.25 Acres","1954","9/20/2023","10/20/2023","10","$79,900","$79,900"
"2485319","RESIDENTIAL","Manufactured","2990 Stagecoach Road","Henderson","27537",,"Not in a Subdivision","3","2","1,480",".76-.99 Acres","1984","11/29/2022","10/23/2023","17","$50,000","$79,931"
"LP715590","RESIDENTIAL","Manufactured","85 Old English Lane","Spring Lake","28390",,,"3","2","0","0-.25 Acres","1987","11/8/2023","12/15/2023","29","$89,900","$80,000"
"LP707807","RESIDENTIAL","Single Family Residence","577 Long Branch Drive","Lumberton","28358",,,"3","2","0",,"1936","7/6/2023","10/5/2023","61","$90,000","$80,000"
"2520975","RESIDENTIAL","Single Family Residence","206 Glenwood Avenue","Kinston","28501",,"To Be Added","3","2","1,517","0-.25 Acres","1927","7/10/2023","10/10/2023","63","$80,000","$80,000"
"2536511","RESIDENTIAL","Manufactured","450 W NC 97 Highway","Spring Hope","27882",,"Not in a Subdivision","3","2","1,690",".51-.75 Acres","2000","10/10/2023","11/7/2023","1","$78,000","$80,100"
"LP715832","RESIDENTIAL","Condo","6780 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","11/14/2023","11/30/2023","2","$81,000","$81,000"
"LP712587","RESIDENTIAL","Other","1901 Rice Road","Sanford","27330",,,"2","2","0",".26-.5 Acres","1977","9/23/2023","11/17/2023","32","$100,000","$81,000"
"LP711714","RESIDENTIAL","Other","82 Corner Oaks Drive","Saint Pauls","28384",,,"4","2","0",,"1999","9/5/2023","10/16/2023","4","$75,000","$81,000"
"LP706175","RESIDENTIAL","Single Family Residence","104 North 11th Street","Erwin","28339",,,"3","1","0","0-.25 Acres","1903","7/12/2023","10/16/2023","5","$65,000","$81,900"
"2488474","RESIDENTIAL","Single Family Residence","108 Mason Drive","Erwin","28339",,"Not in a Subdivision","2","1","748",".26-.5 Acres","1965","12/30/2022","10/11/2023","264","$87,000","$83,000"
"LP709705","RESIDENTIAL","Single Family Residence","310 Hawthorne Road","Fayetteville","28301",,,"3","2","0",,"1942","9/9/2023","10/27/2023","6","$90,000","$83,000"
"2528559","RESIDENTIAL","Single Family Residence","307 Watson Street","Creedmoor","27522",,"Not in a Subdivision","2","1","1,277",".26-.5 Acres","1940","8/23/2023","12/20/2023","50","$69,900","$83,790"
"LP712650","RESIDENTIAL","Condo","1841 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","4","0",,"1986","9/22/2023","10/12/2023","4","$83,000","$84,000"
"2527626","RESIDENTIAL","Single Family Residence","214 E Garden Street","Sanford","27330",,"Not in a Subdivision","2","1","744","0-.25 Acres","1963","8/17/2023","10/27/2023","17","$100,000","$84,250"
"2536076","RESIDENTIAL","Single Family Residence","6381 S NC 111 Highway","Macclesfield","27852",,"Not in a Subdivision","2","1","1,664","1-2.9 Acres","1921","10/5/2023","10/26/2023","3","$84,900","$84,900"
"2541827","RESIDENTIAL","Single Family Residence","554 King Road","Clinton","28328",,"Not in a Subdivision","3","2","1,161",".76-.99 Acres","1973","11/13/2023","12/6/2023","1","$85,900","$84,900"
"2539550","RESIDENTIAL","Single Family Residence","215 Jane Avenue","Henderson","27536",,"Not in a Subdivision","3","1","960","0-.25 Acres","1956","10/28/2023","12/14/2023","6","$100,000","$85,000"
"2539002","RESIDENTIAL","Manufactured","916 Locks Creek Road","Fayetteville","28312",,"Locks Creek","3","2","1,255",".26-.5 Acres","1989","10/24/2023","11/16/2023","6","$84,900","$85,000"
"LP708757","RESIDENTIAL","Single Family Residence","427 McKenzie Street","Laurinburg","28352",,,"3","2","0",,"2006","7/25/2023","10/20/2023","29","$85,000","$85,000"
"LP715402","RESIDENTIAL","Single Family Residence","3543 Rolls Avenue","Fayetteville","28311",,,"2","2","0",,"1984","11/7/2023","11/30/2023","10","$84,000","$85,000"
"LP711234","RESIDENTIAL","Single Family Residence","4730 Deep River Road","Sanford","27330",,,"3","2","0",,"1986","8/24/2023","10/5/2023","12","$98,900","$85,000"
