"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"LP691377","RESIDENTIAL","Single Family Residence","1912 Newark Avenue","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1953","8/26/2022","10/4/2022","10","$50,000","$40,000"
"LP693917","RESIDENTIAL","Other","4205 Nora Drive","Fayetteville","28312",,"Cumberland","2","2","0",".76-.99 Acres","1996","10/21/2022","12/6/2022","11","$59,500","$40,000"
"2479592","RESIDENTIAL","Single Family Residence","112 Williamson Street","Burlington","27215",,"Not in a Subdivision","2","1","928","0-.25 Acres","1930","9/2/2022","10/11/2022","0","$40,000","$40,000"
"2486709","RESIDENTIAL","Single Family Residence","1008 Wilson Street","Wilson","27893",,"Not in a Subdivision","2","1","982","0-.25 Acres","1945","12/9/2022","12/21/2022","3","$39,900","$42,000"
"2486704","RESIDENTIAL","Single Family Residence","909 Wilson Street","Wilson","27893",,"Not in a Subdivision","3","2","1,258","0-.25 Acres","1950","12/9/2022","12/21/2022","3","$39,900","$42,000"
"2481617","RESIDENTIAL","Single Family Residence","6935 Harper House Road","Newton Grove","28366",,"Not in a Subdivision","1","1","740",".26-.5 Acres","1955","10/30/2022","12/8/2022","9","$50,000","$42,000"
"LP690460","RESIDENTIAL","Single Family Residence","2212 Roosevelt Drive","Fayetteville","28301",,,"2","1","0",,"1955","8/10/2022","10/21/2022","21","$46,000","$42,500"
"2479587","RESIDENTIAL","Manufactured","4359 W Hornes Church Road","Bailey","27807",,"Not in a Subdivision","3","2","1,026","1-2.9 Acres","2000","10/16/2022","11/14/2022","4","$42,900","$42,900"
"2481415","RESIDENTIAL","Manufactured","794 Club Pond Road","Henderson","27537",,"Not in a Subdivision","2","1","592","1-2.9 Acres","1971","10/27/2022","11/10/2022","1","$42,500","$43,000"
"LP690858","RESIDENTIAL","Single Family Residence","447 Iris Bryant Road","Dunn","28334",,,"2","1","0",,"1955","8/17/2022","11/7/2022","32","$57,500","$45,000"
"LP694032","RESIDENTIAL","Single Family Residence","216 Eleanor Avenue","Fayetteville","28312",,,"2","1","0",".26-.5 Acres","1937","11/21/2022","12/15/2022","5","$38,250","$45,000"
"LP694033","RESIDENTIAL","Single Family Residence","1106 Southern Avenue","Fayetteville","28306",,,"2","1","0",".51-.75 Acres","1953","11/21/2022","12/30/2022","8","$45,000","$45,000"
"2479812","RESIDENTIAL","Single Family Residence","907 Marsh Street","Fayetteville","28301",,"To Be Added","3","1","900","0-.25 Acres","1973","10/18/2022","12/30/2022","40","$49,900","$45,000"
"LP685110","RESIDENTIAL","Single Family Residence","10600 Bostic Road","Laurinburg","28352",,,"3","1","0",,"1978","5/23/2022","12/8/2022","116","$45,000","$46,000"
"LP686700","RESIDENTIAL","Manufactured","4304 McNeil Road","Fayetteville","28312",,"Bayfield","3","2","0",".51-.75 Acres","1999","6/30/2022","10/14/2022","93","$65,000","$48,000"
"2448150","RESIDENTIAL","Single Family Residence","1353 Wentworth Street","Reidsville","27320-2009",,"Not in a Subdivision","3","1","1,152","0-.25 Acres","1931","5/10/2022","12/1/2022","184","$64,500","$49,475"
"2484640","RESIDENTIAL","Single Family Residence","9720 Fairchild Road","Zebulon","27597",,"Not in a Subdivision","3","1","1,024",".51-.75 Acres","1960","11/21/2022","12/15/2022","14","$50,000","$50,000"
"2474634","RESIDENTIAL","Single Family Residence","7812 NC 125 Highway","Halifax","27839",,"Not in a Subdivision","2","1","750",".26-.5 Acres","1969","9/16/2022","11/18/2022","43","$64,800","$50,000"
"LP688287","RESIDENTIAL","Condo","1128 Southwood Drive","Fayetteville","28304",,"Southwood","1","1","0",,"1984","7/13/2022","12/20/2022","114","$55,000","$50,000"
"LP691867","RESIDENTIAL","Single Family Residence","4385 Black Bridge Road","Parkton","28371",,"Cumberland","2","1","0",".26-.5 Acres","1982","8/26/2022","10/24/2022","24","$90,000","$50,000"
"LP688109","RESIDENTIAL","Single Family Residence","2019 Buckhorn Road","Sanford","27330",,,"3","1","0",".76-.99 Acres","1887","7/12/2022","10/18/2022","33","$55,000","$50,000"
"126083","RESIDENTIAL","Single Family Residence","2643 William Allen Road","Burlington","27217",,,"2","1","0",".26-.5 Acres","1969","11/9/2022","12/6/2022","3","$50,000","$50,000"
"2479522","RESIDENTIAL","Single Family Residence","424 Daughtridge Road","Rocky Mount","27801-5710",,"Not in a Subdivision","3","1","1,192","0-.25 Acres","1900","10/16/2022","12/8/2022","48","$62,000","$50,000"
"2482937","RESIDENTIAL","Single Family Residence","2643 William Allen Road","Burlington","27217",,"Not in a Subdivision","2","1","751",".26-.5 Acres","1969","11/9/2022","12/6/2022","3","$50,000","$50,000"
"2438355","RESIDENTIAL","Single Family Residence","277 Raymond Tharrington Road","Louisburg","27549",,"Not in a Subdivision","3","1","1,993",".76-.99 Acres","1925","3/24/2022","11/30/2022","175","$79,800","$50,400"
"2460108","RESIDENTIAL","Single Family Residence","314 Depot Street","Roxboro","27573",,"Not in a Subdivision","3","1","1,170",".26-.5 Acres","1947","7/4/2022","12/27/2022","33","$59,800","$51,000"
"2480323","RESIDENTIAL","Single Family Residence","703 Vance Street","Henderson","27536",,"Not in a Subdivision","2","1","932","0-.25 Acres","1950","10/21/2022","11/9/2022","3","$45,000","$51,000"
"2477306","RESIDENTIAL","Single Family Residence","2080 St Paul Church Road","Roxboro","27574",,"Not in a Subdivision","2","2","840","1-2.9 Acres","1965","10/3/2022","10/14/2022","4","$49,900","$52,000"
"LP693244","RESIDENTIAL","Single Family Residence","437 N Caledonia Road","Laurinburg","28352",,,"4","2","0",,"1976","10/6/2022","11/30/2022","17","$52,500","$53,000"
"2469636","RESIDENTIAL","Single Family Residence","916 Corbitt Drive","Weldon","27890",,"Not in a Subdivision","3","2","1,790",".26-.5 Acres","1973","8/19/2022","10/24/2022","39","$53,500","$53,500"
"2482712","RESIDENTIAL","Single Family Residence","1004 Toisnot Avenue","Wilson","27893",,"Not in a Subdivision","3","1","1,094","0-.25 Acres","1947","11/7/2022","11/28/2022","7","$54,900","$55,000"
"2479692","RESIDENTIAL","Single Family Residence","5211 Spruce Drive","Fayetteville","28304",,"LaFayette Village","2","1","952",".26-.5 Acres","1952","10/18/2022","11/4/2022","3","$52,000","$55,000"
"LP691825","RESIDENTIAL","Single Family Residence","159 Iris Street","Raeford","28376",,,"3","2","0",".26-.5 Acres","1965","9/2/2022","12/9/2022","69","$82,900","$55,000"
"LP668484","RESIDENTIAL","Single Family Residence","401 W Dr Martin Luther King Jr Drive","Maxton","28364",,,"4","3","0",,"1910","9/27/2021","12/2/2022","300","$60,000","$55,000"
"2481613","RESIDENTIAL","Single Family Residence","271 Decatur Drive","Fayetteville","28303",,"LaGrange","3","1","1,160",".26-.5 Acres","1965","10/30/2022","11/29/2022","5","$65,000","$56,000"
"LP693105","RESIDENTIAL","Single Family Residence","871 Remley Court","Hope Mills","28348",,"Grays Creek","2","1","0","1-2.9 Acres","1978","10/4/2022","11/2/2022","16","$75,000","$56,500"
"LP692226","RESIDENTIAL","Single Family Residence","2551 White Woods Road","Salemburg","28385",,,"3","1","0",".26-.5 Acres","1977","9/15/2022","12/15/2022","13","$29,999","$57,000"
"LP694357","RESIDENTIAL","Single Family Residence","3802 Carlos Avenue","Fayetteville","28306",,"Pine Acres","2","1","0",,"1957","11/1/2022","11/21/2022","14","$60,000","$58,000"
"124860","RESIDENTIAL","Single Family Residence","707 Everett Street","Burlington","27215",,,"3","1","0",".26-.5 Acres","1950","10/12/2022","10/28/2022","8","$69,900","$58,000"
"2473531","RESIDENTIAL","Single Family Residence","1009 Devereux Street","Goldsboro","27530",,"Not in a Subdivision","3","1","1,140",".26-.5 Acres","1900","9/10/2022","11/1/2022","18","$65,000","$58,000"
"LP693832","RESIDENTIAL","Single Family Residence","635 Myrtle Avenue","Rocky Mount","27801",,,"4","3","0",,"1971","10/14/2022","11/22/2022","25","$68,000","$58,000"
"124665","RESIDENTIAL","Single Family Residence","1379 Wheelers Church Road","Hurdle Mills","27541",,,"3","1","0","1-2.9 Acres","1936","9/16/2022","11/22/2022","4","$75,000","$58,000"
"2474657","RESIDENTIAL","Single Family Residence","1379 Wheelers Church Road","Hurdle Mills","27541",,"Not in a Subdivision","3","1","1,925","1-2.9 Acres","1936","9/16/2022","11/23/2022","10","$75,000","$58,000"
"LP691224","RESIDENTIAL","Single Family Residence","722 Walnut Street","Laurinburg","28352",,,"3","2","0",,"1959","8/23/2022","10/5/2022","6","$65,000","$59,000"
"LP690677","RESIDENTIAL","Condo","1004 Brookhollow Drive","Fayetteville","28314",,,"2","2","0","0-.25 Acres","1992","8/12/2022","10/31/2022","27","$69,000","$59,000"
"2475959","RESIDENTIAL","Single Family Residence","1808 Carry Bridge Road","Autryville","28318",,"Honeycutt","3","2","1,118","1-2.9 Acres","1978","9/24/2022","11/17/2022","53","$69,900","$59,000"
"LP691807","RESIDENTIAL","Single Family Residence","1900 Burnett Avenue","Fayetteville","28306",,,"2","1","0",".26-.5 Acres","1920","9/5/2022","10/10/2022","2","$59,000","$59,000"
"2475836","RESIDENTIAL","Manufactured","343 Governors Creek Lane","Sanford","27330",,"Not in a Subdivision","2","1","882","1-2.9 Acres","2002","9/23/2022","10/19/2022","12","$75,000","$60,000"
"2485190","RESIDENTIAL","Manufactured","1195 Schloss Road","Louisburg","27549",,"Not in a Subdivision","3","2","1,614","1-2.9 Acres","1997","11/28/2022","12/12/2022","2","$50,000","$60,000"
"126080","RESIDENTIAL","Single Family Residence","2614 W US 158 Highway","Yanceyville","27379",,,"1","1","0","1-2.9 Acres","1920","11/7/2022","11/15/2022","8","$45,900","$60,000"
"124674","RESIDENTIAL","Single Family Residence","1025 Alden Street","Burlington","27217",,,"2","1","0",".26-.5 Acres","1921","9/22/2022","10/14/2022","9","$83,000","$60,000"
"2475572","RESIDENTIAL","Single Family Residence","1025 Alden Street","Burlington","27217",,"Burlington","2","1","1,164",".26-.5 Acres","1921","9/22/2022","10/14/2022","8","$83,000","$60,000"
"2467813","RESIDENTIAL","Single Family Residence","965 W Iowa Avenue","Southern Pines","28387",,"Not in a Subdivision","2","1","754",".26-.5 Acres","1967","8/9/2022","11/18/2022","6","$49,900","$60,000"
"LP694984","RESIDENTIAL","Single Family Residence","744 Goodyear Drive","Spring Lake","28390",,,"3","2","0",".26-.5 Acres","1974","11/14/2022","12/7/2022","5","$83,500","$60,000"
"LP693921","RESIDENTIAL","Single Family Residence","2616 Horner Drive","Fayetteville","28306",,,"3","1","0",".26-.5 Acres","1956","10/19/2022","11/23/2022","15","$40,950","$60,001"
"2475186","RESIDENTIAL","Single Family Residence","2020 Lassiter Road","Four Oaks","27524",,"Not in a Subdivision","2","1","1,054",".76-.99 Acres","1900","9/20/2022","11/2/2022","7","$69,900","$62,000"
"LP692525","RESIDENTIAL","Single Family Residence","264 Freeman Mill Road","Hamlet","28345",,"Hamlet","3","1","0","1-2.9 Acres","1977","9/8/2022","10/28/2022","29","$61,750","$62,000"
"2476186","RESIDENTIAL","Single Family Residence","4915 Church Road","Newton Grove","28366",,"Not in a Subdivision","2","1","1,156","1-2.9 Acres","1961","9/26/2022","11/1/2022","21","$49,900","$62,500"
"2459548","RESIDENTIAL","Single Family Residence","723 S Washington Street","Rocky Mount","27801",,"Not in a Subdivision","2","1","1,112","0-.25 Acres","1910","7/1/2022","10/6/2022","69","$74,500","$63,000"
"LP687480","RESIDENTIAL","Condo","6821 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1989","7/5/2022","11/22/2022","109","$63,000","$63,000"
"LP693576","RESIDENTIAL","Single Family Residence","409 Wakefield Drive","Hope Mills","28348",,,"3","2","0",,"1992","10/14/2022","11/22/2022","6","$70,000","$63,500"
"2461509","RESIDENTIAL","Single Family Residence","1273 Pointer Street","Roxboro","27573",,"Not in a Subdivision","3","1","1,048","0-.25 Acres","1947","7/11/2022","10/28/2022","91","$59,900","$64,000"
"2472077","RESIDENTIAL","Single Family Residence","1118 Arrington Avenue","Wilson","27893",,"Not in a Subdivision","3","1","1,197","0-.25 Acres","1947","9/2/2022","12/21/2022","76","$64,900","$64,900"
"LP687998","RESIDENTIAL","Condo","1841 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1986","7/12/2022","11/29/2022","7","$72,000","$65,000"
"LP695405","RESIDENTIAL","Condo","6792 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1986","11/28/2022","12/16/2022","5","$63,900","$65,000"
"2463767","RESIDENTIAL","Single Family Residence","22 Hamill Road","Enfield","27823",,"Not in a Subdivision","3","1","1,584",".51-.75 Acres","1945","7/21/2022","10/6/2022","49","$65,000","$65,000"
"124625","RESIDENTIAL","Single Family Residence","1024 Stokes Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1948","9/14/2022","10/5/2022","9","$63,000","$65,000"
"2472755","RESIDENTIAL","Single Family Residence","320 CP and L Access Road","Semora","27343",,"Not in a Subdivision","3","1","990",".51-.75 Acres","1970","9/7/2022","10/24/2022","0","$65,000","$65,000"
"LP694039","RESIDENTIAL","Single Family Residence","113 Buckingham Avenue","Fayetteville","28301",,,"2","1","0",,"1953","11/23/2022","12/14/2022","7","$69,850","$65,000"
"2473760","RESIDENTIAL","Single Family Residence","390 Newtown Loop Road","Atkinson","28421-9560",,"Not in a Subdivision","3","2","1,325","1-2.9 Acres","1990","8/26/2022","10/10/2022","31","$50,453","$65,000"
"2476417","RESIDENTIAL","Manufactured","2524 Freshwater Road","Haw River","27258",,"Not in a Subdivision","3","2","1,120","1-2.9 Acres","1999","9/27/2022","11/4/2022","20","$69,900","$65,000"
"2473761","RESIDENTIAL","Condo","2326 W Vandalia Road","Greensboro","27407-7659",,"Foxfire Village","2","2","947","0-.25 Acres","1986","9/12/2022","10/13/2022","8","$65,000","$65,000"
"2479659","RESIDENTIAL","Single Family Residence","234 Woodsdale Road","Roxboro","27573",,"Not in a Subdivision","2","1","936",".51-.75 Acres","1951","10/17/2022","11/30/2022","2","$85,000","$65,300"
"LP692239","RESIDENTIAL","Single Family Residence","2331 Lake Avenue","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1964","9/13/2022","10/14/2022","3","$62,500","$65,700"
"2461446","RESIDENTIAL","Single Family Residence","4021 Ketch Point Drive","Rocky Mount","27803",,"Ketch Point","3","2","1,793",".51-.75 Acres","1986","7/11/2022","10/31/2022","38","$77,400","$67,000"
"2470901","RESIDENTIAL","Single Family Residence","127 N Bullock Street","Henderson","27536",,"Not in a Subdivision","2","1","732",".26-.5 Acres","1960","8/26/2022","10/27/2022","53","$70,900","$67,000"
"2482226","RESIDENTIAL","Condo","3355 Galleria Drive","Fayetteville","28303",,"Not in a Subdivision","2","2","1,050","0-.25 Acres","1992","11/3/2022","11/10/2022","0","$74,900","$67,500"
"LP681650","RESIDENTIAL","Single Family Residence","6563 Robinson Bridge Road","Other","28119",,,"4","2","0",,"1935","4/8/2022","10/14/2022","164","$74,999","$67,500"
"LP688627","RESIDENTIAL","Condo","983 Stewarts Creek","Fayetteville","28314",,,"2","2","0",,"1990","7/23/2022","10/20/2022","12","$79,999","$67,500"
"LP695040","RESIDENTIAL","Condo","1004 Brookhollow Drive","Fayetteville","28314",,,"2","2","0",,"1992","11/19/2022","12/29/2022","0","$75,000","$68,000"
"2477170","RESIDENTIAL","Single Family Residence","821 Ward Street","Smithfield","27577",,"Not in a Subdivision","2","1","915","0-.25 Acres","1950","10/3/2022","11/18/2022","33","$79,000","$69,000"
"2477716","RESIDENTIAL","Manufactured","4920 Zacks Mill Road","Angier","27501-9347",,"Not in a Subdivision","2","2","800","1-2.9 Acres","1989","10/6/2022","11/4/2022","1","$60,000","$70,000"
"2478250","RESIDENTIAL","Single Family Residence","309 Oak Grove Church Road","Angier","27501",,"Not in a Subdivision","2","1","816",".76-.99 Acres","1920","10/8/2022","12/21/2022","67","$109,900","$70,000"
"LP692166","RESIDENTIAL","Single Family Residence","3212 Ramsey Street","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1940","9/16/2022","10/13/2022","6","$81,500","$70,000"
"LP695238","RESIDENTIAL","Single Family Residence","1108 Southern Avenue","Fayetteville","28306",,,"2","1","0",".26-.5 Acres","1953","11/21/2022","12/30/2022","8","$70,000","$70,000"
"124358","RESIDENTIAL","Single Family Residence","2104 N Ashland Drive","Burlington","27217",,,"2","1","0",".26-.5 Acres","1954","8/15/2022","10/19/2022","54","$90,000","$70,000"
"2468692","RESIDENTIAL","Single Family Residence","2104 N Ashland Drive","Burlington","27217",,"Not in a Subdivision","2","1","816",".26-.5 Acres","1954","8/15/2022","10/19/2022","52","$90,000","$70,000"
"2478377","RESIDENTIAL","Manufactured","303 S Darden Street","Kenly","27542",,"Not in a Subdivision","3","2","1,330",".51-.75 Acres","1976","10/9/2022","10/24/2022","2","$69,000","$71,000"
"2470519","RESIDENTIAL","Single Family Residence","604 N 7th Street","Smithfield","27577",,"Heavner Heights","2","1","732","0-.25 Acres","1930","8/24/2022","11/4/2022","19","$79,000","$72,000"
"LP692572","RESIDENTIAL","Single Family Residence","1436 Gairloch Drive","Fayetteville","28304",,"Arran Hills","3","2","0",,"1971","9/20/2022","10/13/2022","1","$99,999","$72,000"
"122206","RESIDENTIAL","Single Family Residence","6538 Byrd Road","Mebane","27302",,,"2","2","0","1-2.9 Acres","1997","2/4/2022","10/19/2022","45","$69,500","$72,000"
"2472086","RESIDENTIAL","Single Family Residence","1118 Fifth Street","Wilson","27893",,"Not in a Subdivision","3","1","1,170","0-.25 Acres","1955","9/2/2022","10/26/2022","34","$84,900","$73,000"
"2478225","RESIDENTIAL","Single Family Residence","320 Gary Street","Henderson","27536",,"Not in a Subdivision","2","2","1,320","0-.25 Acres","1950","10/8/2022","12/14/2022","26","$73,000","$73,000"
"LP687709","RESIDENTIAL","Townhouse","5705 Aftonshire Drive","Fayetteville","28304",,"Creeks Edge","2","3","0",,"1984","7/8/2022","10/7/2022","24","$75,000","$73,000"
"124213","RESIDENTIAL","Single Family Residence","131 NW 39th Avenue Court","Hickory","28601",,,"2","1","0",".26-.5 Acres","1940","8/2/2022","11/15/2022","69","$125,000","$74,000"
"2459570","RESIDENTIAL","Single Family Residence","704 S Tillery Street","Rocky Mount","27803",,"Not in a Subdivision","3","1","1,185",".26-.5 Acres","1926","7/1/2022","10/6/2022","34","$89,900","$74,856"
"2468629","RESIDENTIAL","Single Family Residence","803 Holt","Greensboro","27405",,"Not in a Subdivision","2","1","1,095","0-.25 Acres","1946","8/14/2022","11/7/2022","33","$90,000","$75,000"
"2481710","RESIDENTIAL","Single Family Residence","201 N 13th Street","Erwin","28339",,"Not in a Subdivision","2","1","1,450","0-.25 Acres","1903","10/31/2022","12/21/2022","9","$120,000","$75,000"
"124585","RESIDENTIAL","Single Family Residence","515 W Main Street","Gibsonville","27249",,,"2","1","0",".26-.5 Acres","1937","9/7/2022","11/21/2022","58","$100,000","$75,000"
"LP691758","RESIDENTIAL","Single Family Residence","606 W 22nd Street","Lumberton","28358",,,"3","1","0",,"1955","8/31/2022","11/30/2022","45","$99,500","$75,000"
"LP695759","RESIDENTIAL","Single Family Residence","3563 Rolls Avenue","Fayetteville","28311",,,"2","2","0",,"1984","12/7/2022","12/29/2022","1","$80,000","$75,000"
"LP693588","RESIDENTIAL","Single Family Residence","808 Chestnut Street","Fayetteville","28301",,,"3","2","0",,"1950","10/14/2022","11/13/2022","5","$85,000","$75,500"
"2475676","RESIDENTIAL","Single Family Residence","104 Crestview Road","Rocky Mount","27801",,"Not in a Subdivision","3","2","1,274","0-.25 Acres","1958","9/22/2022","10/7/2022","3","$69,900","$75,500"
"2480876","RESIDENTIAL","Manufactured","2244 Sand Hill Road","Hope Mills","28348",,"Not in a Subdivision","4","3","1,898",".76-.99 Acres","1999","10/25/2022","12/1/2022","15","$100,000","$76,000"
"LP692405","RESIDENTIAL","Single Family Residence","2502 Ramsey Street","Fayetteville","28301",,"Myrtle Hill","2","1","0",,"1940","9/16/2022","12/13/2022","42","$85,000","$76,000"
"LP685186","RESIDENTIAL","Single Family Residence","739 Mcarthur Road","Fayetteville","28311",,,"4","2","0",,"1962","5/23/2022","10/10/2022","88","$150,000","$76,000"
"LP694036","RESIDENTIAL","Single Family Residence","405 & 407 Andy Street","Fayetteville","28303",,"Bonnie Doone","4","2","0","0-.25 Acres","1952","11/21/2022","12/28/2022","8","$76,000","$76,000"
"LP694676","RESIDENTIAL","Manufactured","2244 Sand Hill Road","Hope Mills","28348",,,"4","3","0",".76-.99 Acres","1999","10/25/2022","12/5/2022","15","$100,000","$76,000"
"LP693726","RESIDENTIAL","Single Family Residence","1849 Stanberry Street","Fayetteville","28301",,,"3","1","0",,"1964","10/18/2022","11/17/2022","5","$79,900","$76,900"
"2447450","RESIDENTIAL","Manufactured","1783 Arthur Cross Road","Hobgood","27843",,"Not in a Subdivision","3","2","2,004","1-2.9 Acres","1998","5/6/2022","11/21/2022","63","$95,000","$77,000"
"LP693636","RESIDENTIAL","Single Family Residence","292 Nicole Drive","Sanford","27332",,,"3","2","0",,"1995","10/14/2022","11/16/2022","10","$65,000","$77,000"
"2479122","RESIDENTIAL","Single Family Residence","901 Crozier Court","Henderson","27536",,"Not in a Subdivision","2","1","670","0-.25 Acres","1950","10/13/2022","11/17/2022","7","$85,000","$77,000"
"LP690783","RESIDENTIAL","Single Family Residence","1231 Thelbert Drive","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1953","8/25/2022","11/3/2022","13","$72,500","$77,500"
"2476371","RESIDENTIAL","Manufactured","3775 E Old Spring Hope Road","Rocky Mount","27804",,"Springhaven","3","2","1,482",".51-.75 Acres","1999","9/27/2022","11/14/2022","21","$89,900","$77,700"
"2481123","RESIDENTIAL","Single Family Residence","805 S Main Street","Louisburg","27549",,"Edgerton","4","2","1,638","0-.25 Acres","1923","10/26/2022","12/22/2022","1","$92,750","$78,000"
"LP693079","RESIDENTIAL","Single Family Residence","1707 Newark Avenue","Fayetteville","28301",,,"2","1","0","0-.25 Acres","1957","10/11/2022","12/12/2022","12","$78,000","$78,000"
"2460961","RESIDENTIAL","Single Family Residence","201 3rd Street","Erwin","28339",,"W H Lucas","2","1","850","0-.25 Acres","1948","7/8/2022","10/3/2022","25","$79,900","$78,440"
"126076","RESIDENTIAL","Single Family Residence","614 Maryland Avenue","Burlington","27217",,,"2","1","0","0-.25 Acres","1951","11/8/2022","12/16/2022","8","$79,000","$79,000"
"LP694213","RESIDENTIAL","Condo","979 Stewarts Creek Drive","Fayetteville","28314",,,"2","2","0",,"1989","10/28/2022","12/19/2022","36","$82,800","$79,000"
"LP692894","RESIDENTIAL","Single Family Residence","1867 Berriedale Drive","Fayetteville","28304",,,"3","2","0",".26-.5 Acres","1979","9/28/2022","10/31/2022","12","$89,900","$79,000"
"124806","RESIDENTIAL","Single Family Residence","1303 Forest Road","Eden","27288",,,"3","1","0",".26-.5 Acres","1975","8/31/2022","11/10/2022","37","$79,900","$79,900"
"2482289","RESIDENTIAL","Single Family Residence","6420 Rocky Ridge Road","Hillsborough","27278",,"Not in a Subdivision","2","1","675","1-2.9 Acres","1962","11/3/2022","11/22/2022","10","$100,000","$80,000"
"2476614","RESIDENTIAL","Manufactured","483 Largo Road","Norlina","27563",,"Not in a Subdivision","3","2","1,678","3-5.9 Acres","2005","9/29/2022","11/21/2022","39","$89,900","$80,000"
"2463229","RESIDENTIAL","Single Family Residence","315 Tarboro Street","Wilson","27893",,"Not in a Subdivision","4","2","2,093","0-.25 Acres","1925","7/19/2022","12/1/2022","40","$79,900","$80,000"
