"MLS #","Class","Property Type","Address","City","Zip","Neighborhood","Subdivision","Bedrooms","Total Baths","Total Living Area SqFt","Acres","Year Built","List Date","Closing Date","Days On Market","List Price","Sold Price"
"2527587","RESIDENTIAL","Single Family Residence","28 Elaine Drive","Rocky Mount","27801",,"Not in a Subdivision","3","2","1,807",".26-.5 Acres","1974","8/17/2023","9/26/2023","3","$45,000","$45,000"
"2517887","RESIDENTIAL","Single Family Residence","82 Hamilton Street","Roanoke Rapids","27870",,"Not in a Subdivision","3","1","890","0-.25 Acres","1940","6/22/2023","7/14/2023","9","$65,000","$45,000"
"LP711268","RESIDENTIAL","Single Family Residence","2627 Horner Drive","Fayetteville","28306",,,"2","1","0",,"1960","8/24/2023","9/20/2023","3","$39,900","$47,000"
"LP706140","RESIDENTIAL","Single Family Residence","404 Trinity Drive","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1958","6/2/2023","8/11/2023","24","$40,000","$50,000"
"2517033","RESIDENTIAL","Single Family Residence","110 Cleveland Avenue","Henderson","27536",,"Not in a Subdivision","1","1","480","0-.25 Acres","1950","6/17/2023","7/12/2023","4","$49,000","$50,000"
"2522461","RESIDENTIAL","Single Family Residence","220 E Bassett Lane","Rocky Mount","27801",,"Not in a Subdivision","2","1","1,073","0-.25 Acres","1937","7/20/2023","8/7/2023","2","$50,000","$50,000"
"LP708823","RESIDENTIAL","Single Family Residence","124 Knot Circle","Sanford","27332",,,"2","1","0",,"1953","7/25/2023","8/8/2023","2","$54,900","$50,000"
"LP705135","RESIDENTIAL","Single Family Residence","216 R Sands Road","Aberdeen","28315",,,"3","2","0",,"1980","5/31/2023","8/10/2023","9","$65,000","$50,000"
"2522303","RESIDENTIAL","Single Family Residence","201 N Branch Street","Elm City","27822",,"Not in a Subdivision","3","2","1,445",".51-.75 Acres","1935","6/16/2023","8/17/2023","50","$60,000","$50,000"
"2519028","RESIDENTIAL","Single Family Residence","1204 Mumford Road","Greenville","27834",,"Not in a Subdivision","3","1","980",".51-.75 Acres","1901","6/29/2023","8/22/2023","11","$73,000","$50,000"
"2514895","RESIDENTIAL","Single Family Residence","331 Henry Street","Rocky Mount","27803",,"Not in a Subdivision","2","1","1,312","0-.25 Acres","1910","6/6/2023","7/19/2023","20","$63,000","$51,500"
"LP707647","RESIDENTIAL","Other","4117 Nashville Drive","Fayetteville","28306",,"Tanglewood","3","2","0",,"1987","7/5/2023","7/25/2023","2","$49,900","$52,000"
"2518684","RESIDENTIAL","Manufactured","198 Cobra Lane","Scotland Neck","27874",,"To Be Added","3","2","1,296",".26-.5 Acres","1996","6/27/2023","7/26/2023","9","$57,000","$52,000"
"2530489","RESIDENTIAL","Single Family Residence","1250 Pointer Street","Roxboro","27573",,"Not in a Subdivision","2","1","672","0-.25 Acres","1952","9/5/2023","9/25/2023","2","$52,500","$52,500"
"LP709966","RESIDENTIAL","Manufactured","121 Big Piney Grove Road","Clinton","28328",,,"2","2","0","1-2.9 Acres","1996","8/18/2023","9/14/2023","7","$90,000","$52,500"
"2522193","RESIDENTIAL","Single Family Residence","126 Zene Street","Henderson","27536",,"Not in a Subdivision","3","1","1,546","0-.25 Acres","1955","7/17/2023","8/23/2023","8","$69,900","$53,000"
"LP708655","RESIDENTIAL","Single Family Residence","479 Dowd Street","Carthage","28327",,,"3","1","0",,"1940","7/21/2023","9/6/2023","13","$75,000","$54,000"
"LP705221","RESIDENTIAL","Single Family Residence","5027 Onslow Street","Fayetteville","28311",,,"3","1","0",,"1964","6/1/2023","7/7/2023","28","$90,000","$54,600"
"LP699854","RESIDENTIAL","Manufactured","85 E Elm Street","Elizabethtown","28337",,,"2","1","0",".26-.5 Acres","1970","3/24/2023","8/10/2023","64","$70,000","$55,000"
"LP705631","RESIDENTIAL","Single Family Residence","114 Phillips Street","Fayetteville","28301",,,"3","1","0","0-.25 Acres","1920","6/16/2023","7/11/2023","3","$60,000","$55,000"
"LP699551","RESIDENTIAL","Single Family Residence","1103 Carthage Road","Lumberton","28358",,,"2","2","0","0-.25 Acres","1941","3/13/2023","8/23/2023","129","$65,500","$55,000"
"2515654","RESIDENTIAL","Manufactured","130 Radford Drive","Goldsboro","27530",,"Rosewood","2","1","840",".26-.5 Acres","1980","6/9/2023","8/8/2023","20","$60,000","$55,000"
"2519712","RESIDENTIAL","Single Family Residence","310 Mitchell Street","Henderson","27536",,"Not in a Subdivision","3","1","1,650","0-.25 Acres","1920","7/4/2023","7/21/2023","6","$59,900","$55,000"
"2523505","RESIDENTIAL","Manufactured","1501 Farlow Road","Raleigh","27603",,"Not in a Subdivision","2","1","1,000",".26-.5 Acres","1966","7/26/2023","9/5/2023","2","$75,000","$56,000"
"2523503","RESIDENTIAL","Manufactured","1507 Farlow Road","Raleigh","27603",,"Not in a Subdivision","2","1","1,000",".26-.5 Acres","1965","7/26/2023","9/5/2023","2","$75,000","$56,000"
"2523501","RESIDENTIAL","Manufactured","1429 Farlow Road","Raleigh","27603",,"Not in a Subdivision","2","1","1,000",".26-.5 Acres","1961","7/26/2023","9/5/2023","2","$75,000","$56,000"
"2523500","RESIDENTIAL","Manufactured","1425 Farlow Road","Raleigh","27603",,"Not in a Subdivision","2","2","1,000",".26-.5 Acres","1997","7/26/2023","9/5/2023","2","$75,000","$56,000"
"LP705854","RESIDENTIAL","Manufactured","86 Cedar Bay Drive","Lumberton","28358",,,"2","2","0",,"1996","6/15/2023","7/27/2023","21","$60,000","$57,000"
"2524414","RESIDENTIAL","Single Family Residence","319 High Street","Roxboro","27573",,"Not in a Subdivision","3","1","1,532",".26-.5 Acres","1953","7/31/2023","8/16/2023","3","$57,000","$57,000"
"2496246","RESIDENTIAL","Single Family Residence","409 W Noble Street","Louisburg","27549",,"College Heights","3","1","1,200","0-.25 Acres","1901","2/22/2023","7/28/2023","139","$100,000","$58,000"
"128220","RESIDENTIAL","Single Family Residence","1700 W Front Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","8/3/2023","8/30/2023","14","$58,000","$59,853"
"LP706094","RESIDENTIAL","Single Family Residence","810 W Mountain Drive","Fayetteville","28306",,,"2","1","0",,"1958","6/21/2023","8/7/2023","28","$75,000","$60,000"
"LP706173","RESIDENTIAL","Single Family Residence","1008 Coree Street","Lumberton","28358",,,"2","1","0",,"1950","6/21/2023","8/23/2023","51","$65,000","$60,000"
"LP706321","RESIDENTIAL","Single Family Residence","1727 Strickland Bridge Road","Fayetteville","28304",,,"2","1","0",".26-.5 Acres","1949","6/23/2023","7/27/2023","13","$65,000","$60,000"
"2510965","RESIDENTIAL","Single Family Residence","207 S 5th Street","Spring Lake","28390",,"Springlake","2","1","872","0-.25 Acres","1956","5/15/2023","9/8/2023","58","$79,999","$60,000"
"2517029","RESIDENTIAL","Single Family Residence","305 E Capitola Avenue","Kinston","28501",,"Not in a Subdivision","3","1","1,432","0-.25 Acres","1901","6/16/2023","7/24/2023","10","$65,000","$60,000"
"2522386","RESIDENTIAL","Single Family Residence","2040 S NC 11 Highway","Kinston","28504",,"Not in a Subdivision","2","1","1,213","1-2.9 Acres","1927","7/19/2023","8/10/2023","8","$68,000","$60,000"
"2512758","RESIDENTIAL","Single Family Residence","9042 Tar River Church Road","Elm City","27822",,"Not in a Subdivision","3","1","1,227",".26-.5 Acres","1971","5/25/2023","8/4/2023","48","$75,000","$60,000"
"2526495","RESIDENTIAL","Single Family Residence","413 N Clark Street","Henderson","27536-4331",,"Not in a Subdivision","3","1","1,073","0-.25 Acres","1950","8/11/2023","9/15/2023","6","$70,000","$60,000"
"LP699874","RESIDENTIAL","Condo","1123 Southwood Drive","Fayetteville","28304",,"Southwood","1","1","0",,"1984","3/22/2023","7/10/2023","47","$65,000","$60,000"
"LP705596","RESIDENTIAL","Manufactured","809 Abundant Drive","Hope Mills","28348",,,"3","2","0",,"2002","6/8/2023","7/5/2023","3","$40,000","$61,000"
"LP709638","RESIDENTIAL","Other","14 Weathervane Drive","Saint Pauls","28384",,,"3","2","0",".76-.99 Acres","1998","8/11/2023","9/3/2023","6","$65,000","$61,000"
"128245","RESIDENTIAL","Single Family Residence","1400 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","8/6/2023","8/30/2023","11","$59,000","$61,866"
"LP708969","RESIDENTIAL","Single Family Residence","2684 Reedy Prong Church Road","Newton Grove","28366",,,"3","1","0","1-2.9 Acres","1945","7/28/2023","8/31/2023","23","$64,900","$63,000"
"2522504","RESIDENTIAL","Condo","6376 Applecross Avenue","Fayetteville","28304",,"To Be Added","1","1","639","0-.25 Acres","1984","7/20/2023","9/5/2023","16","$66,000","$63,000"
"LP709681","RESIDENTIAL","Condo","6772-7 Willowbrook Drive","Fayetteville","28314",,,"2","2","0",,"1986","8/11/2023","8/30/2023","4","$62,500","$63,500"
"127589","RESIDENTIAL","Single Family Residence","130 Yarborough Street","Roxboro","27573",,,"2","1","0","0-.25 Acres","1946","5/24/2023","7/14/2023","280","$70,000","$64,000"
"2512701","RESIDENTIAL","Single Family Residence","130 Yarborough Street","Roxboro","27573",,"Not in a Subdivision","2","1","832","0-.25 Acres","1946","5/24/2023","7/14/2023","5","$70,000","$64,000"
"LP708109","RESIDENTIAL","Condo","1022 Brookhollow Drive","Fayetteville","28314",,,"2","2","0",,"1986","7/2/2023","8/7/2023","22","$58,000","$65,000"
"LP704082","RESIDENTIAL","Single Family Residence","317 Highland Avenue","Fayetteville","28305",,,"2","1","0","0-.25 Acres","1926","5/8/2023","8/2/2023","43","$95,000","$65,000"
"LP701809","RESIDENTIAL","Single Family Residence","1409 Richardson Road","Bladenboro","28320",,,"3","2","0",,"1949","4/11/2023","8/2/2023","51","$84,000","$65,000"
"LP708879","RESIDENTIAL","Other","401A James Street","Vass","28394",,,"4","2","0",".51-.75 Acres","1987","7/20/2023","9/12/2023","25","$29,900","$65,000"
"128489","RESIDENTIAL","Single Family Residence","2332 W Vandalia Road","Greensboro","27407",,,"2","2","0","0-.25 Acres","1987","9/6/2023","9/22/2023","1","$75,000","$65,000"
"2512575","RESIDENTIAL","Single Family Residence","1538 Alert Road","Warrenton","27589",,"Not in a Subdivision","1","2","1,110","1-2.9 Acres","1930","5/24/2023","8/4/2023","39","$75,000","$65,000"
"2528819","RESIDENTIAL","Single Family Residence","237 Briarcliff Road","Rocky Mount","27804",,"Englewood","3","1","1,075",".26-.5 Acres","1950","8/24/2023","8/31/2023","2","$70,000","$65,000"
"128260","RESIDENTIAL","Single Family Residence","1400 Roslyn Drive","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","8/6/2023","8/30/2023","11","$62,000","$65,012"
"LP709041","RESIDENTIAL","Single Family Residence","11581 Azalea Drive","Laurinburg","28352",,,"3","2","0",".26-.5 Acres","1974","7/28/2023","9/22/2023","26","$52,000","$67,000"
"LP707640","RESIDENTIAL","Manufactured","2645 Shay Fisher Road","Chadbourn","28431",,,"3","2","0",,"2010","6/30/2023","7/25/2023","20","$74,900","$68,000"
"128259","RESIDENTIAL","Single Family Residence","1700 W Front Street","Burlington","27215",,,"2","1","0","0-.25 Acres","1950","8/6/2023","8/30/2023","11","$65,000","$68,157"
"LP708772","RESIDENTIAL","Single Family Residence","23780 Cotton Street","Wagram","28396",,,"3","1","0","0-.25 Acres","1951","7/31/2023","9/19/2023","18","$69,527","$69,527"
"LP706402","RESIDENTIAL","Single Family Residence","220 Cedar Grove School Road","Lillington","27546",,,"2","1","0",,"1964","6/28/2023","7/14/2023","1","$99,000","$70,000"
"LP709067","RESIDENTIAL","Single Family Residence","1020 Karen Circle","Spring Lake","28390",,,"3","2","0",,"1967","7/31/2023","9/1/2023","0","$115,000","$70,000"
"LP705778","RESIDENTIAL","Single Family Residence","2832 Pine Springs Drive","Fayetteville","28306",,"Woodlea","2","1","0",,"1967","6/14/2023","8/31/2023","79","$69,900","$70,000"
"LP691883","RESIDENTIAL","Single Family Residence","6616 Sherrod Drive","Fayetteville","28314",,"Loch Lomond","3","2","0",".26-.5 Acres","1965","9/6/2022","8/15/2023","2","$67,500","$70,000"
"LP708839","RESIDENTIAL","Single Family Residence","1030 Southern Avenue","Fayetteville","28306",,,"2","1","0",,"1930","7/26/2023","8/23/2023","2","$69,900","$70,000"
"2503690","RESIDENTIAL","Single Family Residence","253 Calvin Road","Shannon","28386",,"Not in a Subdivision","3","1","1,592","1-2.9 Acres","1955","4/6/2023","7/25/2023","4","$70,000","$70,000"
"2518130","RESIDENTIAL","Manufactured","730 Whitley Road","Middlesex","27557",,"Not in a Subdivision","2","2","980","1-2.9 Acres","1984","6/23/2023","7/31/2023","13","$82,500","$70,000"
"2518528","RESIDENTIAL","Single Family Residence","810 Vance Street","Roanoke Rapids","27870",,"Not in a Subdivision","3","1","1,224","0-.25 Acres","1940","6/26/2023","8/2/2023","14","$70,000","$70,000"
"2518616","RESIDENTIAL","Single Family Residence","46 Jackson Street","Roanoke Rapids","27870",,"Not in a Subdivision","2","2","1,536","0-.25 Acres","1920","6/27/2023","8/2/2023","13","$70,000","$70,000"
"LP705902","RESIDENTIAL","Manufactured","7714 Turnbull Road","Fayetteville","28312",,"Beaver Dam","3","2","0",,"2001","6/16/2023","9/27/2023","18","$69,000","$71,000"
"2525654","RESIDENTIAL","Manufactured","95 Buckridge Road","Louisburg","27549",,"Buckridge","3","2","1,950",".51-.75 Acres","2003","7/24/2023","8/23/2023","17","$50,000","$71,000"
"2518867","RESIDENTIAL","Single Family Residence","108 S Washington Street","Pikeville","27863",,"Not in a Subdivision","3","1","1,830","0-.25 Acres","1900","6/28/2023","9/1/2023","57","$65,000","$72,000"
"2529952","RESIDENTIAL","Single Family Residence","1003 E Atlantic Street","Wilson","27893-5403",,"Railroad Ward","2","1","0","0-.25 Acres","1935","9/1/2023","9/28/2023","13","$80,000","$72,000"
"LP704064","RESIDENTIAL","Single Family Residence","315 Highland Avenue","Fayetteville","28305",,,"2","1","0",,"1940","5/8/2023","8/8/2023","58","$95,000","$72,250"
"LP708691","RESIDENTIAL","Condo","978 Stewarts Creek Drive","Fayetteville","28314",,,"3","2","0",,"1991","7/23/2023","8/22/2023","9","$77,900","$72,500"
"2513906","RESIDENTIAL","Single Family Residence","203 S 5th Street","Spring Lake","28390",,"Springlake","3","1","1,144","0-.25 Acres","1956","6/1/2023","8/18/2023","6","$70,000","$73,000"
"2523221","RESIDENTIAL","Single Family Residence","1012 S Main Street","Louisburg","27549",,"Not in a Subdivision","2","1","836","0-.25 Acres","1944","7/24/2023","9/5/2023","5","$100,000","$73,500"
"2516157","RESIDENTIAL","Single Family Residence","4976 Ross West Road","Dunn","28334",,"Not in a Subdivision","3","0","4,073","1-2.9 Acres","1834","6/13/2023","8/18/2023","58","$75,000","$74,000"
"LP708798","RESIDENTIAL","Condo","6792 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1986","8/3/2023","9/11/2023","24","$76,900","$75,000"
"LP706188","RESIDENTIAL","Single Family Residence","126 S 6th Street","Spring Lake","28390",,,"4","2","0",,"1986","6/21/2023","7/12/2023","0","$75,000","$75,000"
"LP705663","RESIDENTIAL","Single Family Residence","215 Windsor Drive","Fayetteville","28301",,,"2","1","0",,"1942","6/9/2023","8/8/2023","13","$85,000","$75,000"
"2520619","RESIDENTIAL","Single Family Residence","1620 Old Wilson Road","Rocky Mount","27801",,"Hargrove Estates","3","2","1,540",".26-.5 Acres","1952","7/9/2023","8/28/2023","38","$79,000","$75,000"
"2528467","RESIDENTIAL","Single Family Residence","1217 Fiddle Court","Zebulon","27597",,"Pineview Estates","3","2","1,092",".26-.5 Acres","1999","8/23/2023","8/23/2023","0","$75,000","$75,000"
"128035","RESIDENTIAL","Single Family Residence","412 Michel Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1947","7/13/2023","9/27/2023","37","$90,000","$75,000"
"2466862","RESIDENTIAL","Single Family Residence","916 Eaton Street","Henderson","27536",,"Not in a Subdivision","3","1","1,279","0-.25 Acres","1960","8/5/2022","7/31/2023","290","$85,000","$75,000"
"LP707927","RESIDENTIAL","Condo","6792 Willowbrook Drive","Fayetteville","28314",,,"1","1","0",,"1986","7/10/2023","8/8/2023","4","$79,900","$76,000"
"LP706493","RESIDENTIAL","Single Family Residence","1735 US HWY 1","Rockingham","28379",,,"2","2","0",".26-.5 Acres","1981","6/28/2023","8/11/2023","7","$75,000","$76,000"
"LP705594","RESIDENTIAL","Manufactured","767 Precision Court","Hope Mills","28348",,,"4","2","0",,"2002","6/8/2023","7/5/2023","3","$45,000","$76,101"
"LP706388","RESIDENTIAL","Condo","983 Stewarts Creek Drive","Fayetteville","28314",,,"1","1","0",,"1990","6/26/2023","7/31/2023","11","$74,900","$77,800"
"LP694223","RESIDENTIAL","Single Family Residence","1498 Joe Hall Road","Hope Mills","28348",,"Grays Creek","3","1","0","1-2.9 Acres","1947","11/1/2022","7/10/2023","84","$75,000","$78,000"
"2517636","RESIDENTIAL","Single Family Residence","4325 Atlantic Avenue","Fayetteville","28306",,"Not in a Subdivision","3","2","1,507",".26-.5 Acres","1962","6/21/2023","7/13/2023","2","$89,000","$79,000"
"2521993","RESIDENTIAL","Manufactured","201 Riverview Drive","Vass","28394",,"Not in a Subdivision","3","2","1,606",".51-.75 Acres","1989","7/17/2023","8/21/2023","20","$90,000","$79,119"
"LP709171","RESIDENTIAL","Condo","1100 Clarendon Street","Fayetteville","28305",,"Haymount","1","1","0",,"1972","8/4/2023","8/31/2023","0","$85,000","$80,000"
"LP709018","RESIDENTIAL","Single Family Residence","415 Brockington Road","Fairmont","28340",,,"4","2","0",,"1977","7/30/2023","9/19/2023","24","$120,000","$80,000"
"2504044","RESIDENTIAL","Single Family Residence","905 N Clinton Avenue","Dunn","28334",,"Not in a Subdivision","2","1","861","0-.25 Acres","1920","4/8/2023","9/29/2023","75","$89,900","$80,000"
"2516992","RESIDENTIAL","Single Family Residence","1018 Rauhut Street","Burlington","27217",,"Not in a Subdivision","2","1","684","0-.25 Acres","1942","6/16/2023","8/28/2023","54","$80,000","$80,000"
"127790","RESIDENTIAL","Single Family Residence","1018 Rauhut Street","Burlington","27217",,,"2","1","0","0-.25 Acres","1942","6/16/2023","8/28/2023","5","$80,000","$80,000"
"2519232","RESIDENTIAL","Manufactured","135 Blackberry Lane","Warrenton","27589-9999",,"Sandy Creek","3","2","1,344","1-2.9 Acres","1999","6/30/2023","8/28/2023","32","$80,000","$80,000"
"2512507","RESIDENTIAL","Single Family Residence","439 Grabtown Road","Windsor","27983",,"Not in a Subdivision","3","2","1,156","1-2.9 Acres","1958","5/23/2023","7/25/2023","19","$85,000","$80,000"
"2509341","RESIDENTIAL","Single Family Residence","809 Old Alamance Road","Burlington","27215",,"Not in a Subdivision","2","2","735","0-.25 Acres","1950","5/6/2023","8/3/2023","33","$80,000","$80,000"
"2518711","RESIDENTIAL","Single Family Residence","91 Jackson Street","Roanoke Rapids","27870",,"Not in a Subdivision","4","1","1,224","0-.25 Acres","1908","6/27/2023","8/2/2023","13","$80,000","$80,000"
"2515487","RESIDENTIAL","Single Family Residence","1931 W Green Street","Franklinton","27525",,"Not in a Subdivision","3","1","1,056",".26-.5 Acres","1970","6/9/2023","8/24/2023","36","$119,000","$80,000"
"LP709308","RESIDENTIAL","Condo","1006 Brookhollow Drive","Fayetteville","28314",,,"1","1","0",,"1986","8/4/2023","9/19/2023","6","$84,999","$81,000"
"LP705598","RESIDENTIAL","Condo","1862 Tryon Drive","Fayetteville","28303",,"Briarcliff","2","2","0",,"1985","6/9/2023","7/6/2023","16","$75,000","$81,000"
"LP708429","RESIDENTIAL","Single Family Residence","311 Stuart Avenue","Fayetteville","28301",,,"3","1","0",,"1952","7/19/2023","8/15/2023","2","$82,000","$82,000"
"LP708860","RESIDENTIAL","Single Family Residence","17121 Devon Drive","Laurel Hill","28351",,,"3","2","0",,"1995","7/26/2023","9/14/2023","14","$89,900","$82,000"
"LP708573","RESIDENTIAL","Condo","583 Winding Creek Road","Fayetteville","28305",,,"2","2","0",,"1972","7/20/2023","8/4/2023","2","$79,900","$82,500"
