Mortgage Rates,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster,Price per SqFt
6.92,27312,3,3,1967,1,2022,418170,410000,44,-8170,35.7694,-79.1755,1,208.43924758515504
6.92,27703,3,3,2151,1,2020,399000,390000,61,-9000,35.9781,-78.8439,1,181.3110181311018
6.92,27713,3,3,1635,1,2018,379000,370000,89,-9000,35.9112,-78.9178,1,226.29969418960243
6.92,27615,2,3,1210,1,1985,264900,255000,57,-9900,35.8887,-78.6393,2,210.74380165289256
6.92,27513,3,3,1982,1,2015,480000,470000,35,-10000,35.7956,-78.7941,1,237.13420787083757
6.92,27617,2,3,1400,1,2005,340000,330000,40,-10000,35.9034,-78.7447,2,235.7142857142857
6.92,27608,2,3,1339,1,2003,430000,420000,48,-10000,35.8077,-78.6463,2,313.6669156086632
6.92,27616,3,3,1750,1,2019,395000,385000,78,-10000,35.8673,-78.5381,4,220.0
6.92,27703,4,4,2179,1,2022,431500,420500,84,-11000,35.9781,-78.8439,1,192.9784304726939
6.92,27540,3,3,1699,1,2016,360000,348000,64,-12000,35.6263,-78.8458,1,204.8263684520306
6.92,27519,4,4,2164,1,2012,542000,530000,140,-12000,35.8072,-78.887,1,244.91682070240296
6.92,27609,3,3,1678,1,1974,310000,297000,52,-13000,35.848,-78.6317,2,176.99642431466032
6.92,27527,3,3,1805,1,2021,329000,315000,64,-14000,35.6577,-78.3837,0,174.5152354570637
6.92,27612,2,2,1138,1,1985,269000,255000,54,-14000,35.852,-78.6841,2,224.07732864674867
6.92,27614,3,3,1742,1,2004,359900,345000,33,-14900,35.9457,-78.6433,2,198.04822043628013
6.92,27513,3,3,1905,1,2013,485000,470000,42,-15000,35.7956,-78.7941,1,246.71916010498688
6.92,27613,3,4,3033,1,2002,535000,520000,76,-15000,35.8949,-78.7051,2,171.4474118034949
6.92,27703,4,4,2179,1,2022,433500,417500,49,-16000,35.9781,-78.8439,1,191.60165213400643
6.92,27520,3,3,1337,1,2008,264900,248000,118,-16900,35.6348,-78.451,0,185.48990276738968
6.92,27516,3,2,1525,1,1978,260000,242500,40,-17500,35.9162,-79.0999,1,159.01639344262296
6.92,27517,2,3,1467,1,2006,295000,275000,70,-20000,35.9182,-79.0035,1,187.4573960463531
6.92,27519,4,4,2573,1,2015,525000,505000,55,-20000,35.8072,-78.887,1,196.26894675476095
6.92,27523,3,4,2158,1,2019,460000,440000,110,-20000,35.7225,-78.8408,1,203.8924930491196
6.92,27540,4,3,1849,1,2015,415000,395000,53,-20000,35.6263,-78.8458,1,213.62898864250943
6.92,27526,3,3,1818,1,2022,407445,382250,76,-25195,35.58,-78.7908,1,210.25852585258525
6.92,27614,4,4,3220,1,2003,475900,445000,161,-30900,35.9457,-78.6433,2,138.19875776397515
6.92,27539,4,3,2682,1,2018,550000,485000,94,-65000,35.7225,-78.8408,1,180.8351976137211
6.94,27517,3,5,3908,1,2004,1350000,1500000,27,150000,35.9182,-79.0035,1,383.828045035824
6.94,27587,3,3,2156,1,2013,449000,500000,55,51000,35.9815,-78.5392,4,231.9109461966605
6.94,27608,3,3,2442,1,2011,699000,730000,41,31000,35.8077,-78.6463,2,298.93529893529893
6.94,27502,4,4,2068,1,2022,457655,486000,253,28345,35.7225,-78.8408,1,235.00967117988395
6.94,27302,2,2,1351,1,2020,306900,330000,54,23100,36.0979,-79.2719,3,244.2635085122132
6.94,27502,4,4,2068,1,2022,473350,491500,251,18150,35.7225,-78.8408,1,237.66924564796903
6.94,27617,2,3,1278,1,2005,315000,330000,32,15000,35.9034,-78.7447,2,258.21596244131456
6.94,27502,4,4,2068,1,2022,436350,448000,278,11650,35.7225,-78.8408,1,216.63442940038684
6.94,27405,3,3,1527,1,2014,178500,190000,41,11500,36.1214,-79.7733,3,124.42698100851342
6.94,27603,3,3,1345,1,2001,289900,300000,32,10100,35.7076,-78.6563,4,223.0483271375465
6.94,27615,3,3,1300,1,1986,275000,282000,32,7000,35.8887,-78.6393,2,216.92307692307693
6.94,27705,2,2,1015,1,1976,239900,245000,45,5100,36.0218,-78.9478,1,241.3793103448276
6.94,27705,2,3,960,1,2003,210000,215000,42,5000,36.0218,-78.9478,1,223.95833333333331
6.94,27713,3,3,1964,1,2022,425000,429900,139,4900,35.9112,-78.9178,1,218.8900203665988
6.94,27545,3,3,1728,1,2022,382892,387553,210,4661,35.7789,-78.4898,4,224.2783564814815
6.94,27703,3,3,1687,1,2022,418490,422134,250,3644,35.9781,-78.8439,1,250.22762299940723
6.94,27610,3,3,1141,1,1993,220000,223000,30,3000,35.7667,-78.6008,4,195.44259421560037
6.94,27609,3,4,1819,1,2022,455000,457100,203,2100,35.848,-78.6317,2,251.29191863661356
6.94,27703,3,3,1754,1,2022,408490,410000,260,1510,35.9781,-78.8439,1,233.75142531356897
6.94,27545,3,3,1699,1,2022,386896,388126,210,1230,35.7789,-78.4898,4,228.4437904649794
6.94,27612,3,3,1618,1,2007,375000,376000,52,1000,35.852,-78.6841,2,232.3856613102596
6.94,27603,2,3,1354,1,2008,315000,315000,40,0,35.7076,-78.6563,4,232.6440177252585
6.94,27704,2,2,1150,1,1984,235000,235000,35,0,36.0383,-78.8764,1,204.34782608695653
6.94,27529,3,3,1390,1,2008,290000,290000,62,0,35.6813,-78.5975,4,208.63309352517985
6.94,27603,3,3,1295,1,2001,290000,290000,41,0,35.7076,-78.6563,4,223.93822393822396
6.94,27610,3,3,1601,1,2022,289130,289130,323,0,35.7667,-78.6008,4,180.59337913803876
6.94,27703,3,3,1686,1,2017,360000,360000,55,0,35.9781,-78.8439,1,213.52313167259783
6.94,27312,3,3,1967,1,2022,380305,380305,113,0,35.7694,-79.1755,1,193.34265378749365
6.94,27312,3,3,1817,1,2022,335565,335565,107,0,35.7694,-79.1755,1,184.68079251513484
6.94,27529,2,3,1712,1,2018,380000,380000,50,0,35.6813,-78.5975,4,221.9626168224299
6.94,27312,3,3,1967,1,2022,383150,383150,108,0,35.7694,-79.1755,1,194.78901881037112
6.94,27527,2,2,1127,1,2004,260000,260000,37,0,35.6577,-78.3837,0,230.70097604259092
6.94,27610,2,3,1331,1,2008,250000,250000,71,0,35.7667,-78.6008,4,187.82870022539444
6.94,27616,2,3,1424,1,1996,250000,250000,47,0,35.8673,-78.5381,4,175.561797752809
6.94,27513,2,3,1053,1,1986,265000,265000,21,0,35.7956,-78.7941,1,251.661918328585
6.94,27609,3,3,1441,1,1973,269000,269000,130,0,35.848,-78.6317,2,186.675919500347
6.94,27502,4,4,2227,1,2022,495000,495000,69,0,35.7225,-78.8408,1,222.27211495285135
6.94,27713,3,3,1558,1,2022,404300,404300,246,0,35.9112,-78.9178,1,259.49935815147626
6.94,27502,4,4,2227,1,2022,495000,495000,148,0,35.7225,-78.8408,1,222.27211495285135
6.94,27616,4,4,2180,1,2022,416317,416317,179,0,35.8673,-78.5381,4,190.9711009174312
6.94,27502,4,4,2244,1,2022,485000,485000,63,0,35.7225,-78.8408,1,216.1319073083779
6.94,27703,4,4,2227,1,2022,450000,450000,54,0,35.9781,-78.8439,1,202.0655590480467
6.94,27560,3,3,2005,1,2015,400000,400000,64,0,35.8344,-78.8466,1,199.50124688279303
6.94,27502,3,3,1857,1,2013,400000,400000,41,0,35.7225,-78.8408,1,215.4011847065159
6.94,27703,3,3,1884,1,2022,445000,445000,71,0,35.9781,-78.8439,1,236.19957537154988
6.94,27713,3,3,1650,1,2022,445650,445650,162,0,35.9112,-78.9178,1,270.09090909090907
6.94,27703,3,3,1603,1,2022,336578,336578,288,0,35.9781,-78.8439,1,209.967560823456
6.94,27703,3,3,1618,1,2022,336978,336978,288,0,35.9781,-78.8439,1,208.2682323856613
6.94,27703,3,3,1573,1,2022,347873,347873,287,0,35.9781,-78.8439,1,221.15257469802924
6.94,27703,3,3,1573,1,2022,347573,347573,288,0,35.9781,-78.8439,1,220.96185632549268
6.94,27529,3,3,1701,1,2021,349900,349900,136,0,35.6813,-78.5975,4,205.70252792475011
6.94,27312,3,3,1817,1,2022,341065,341065,109,0,35.7694,-79.1755,1,187.70776004402865
6.94,27312,3,3,1817,1,2022,342565,342565,108,0,35.7694,-79.1755,1,188.53329664281785
6.94,27610,3,3,1463,1,2022,341175,341175,103,0,35.7667,-78.6008,4,233.20232399179767
6.94,27312,3,3,1817,1,2022,340660,340660,109,0,35.7694,-79.1755,1,187.48486516235556
6.94,27616,3,3,1440,1,2022,340895,340895,197,0,35.8673,-78.5381,4,236.73263888888889
6.94,28334,2,2,1215,1,1992,144900,144900,119,0,35.3165,-78.6151,0,119.25925925925924
6.94,27519,4,4,2260,1,2022,559990,559990,210,0,35.8072,-78.887,1,247.783185840708
6.94,27523,4,4,2148,1,2022,545065,544725,179,-340,35.7225,-78.8408,1,253.5963687150838
6.94,27713,3,3,1905,1,2022,477150,476470,241,-680,35.9112,-78.9178,1,250.1154855643045
6.94,27302,3,3,1536,1,2020,299900,299000,56,-900,36.0979,-79.2719,3,194.66145833333331
6.94,27606,2,3,1332,1,2014,310000,308000,61,-2000,35.7645,-78.7112,2,231.2312312312312
6.94,27513,2,3,1327,1,1997,309600,306900,92,-2700,35.7956,-78.7941,1,231.27354935945743
6.94,27603,3,3,1794,1,2008,303000,300000,137,-3000,35.7076,-78.6563,4,167.22408026755852
6.94,27616,3,3,1939,1,2020,379900,376900,83,-3000,35.8673,-78.5381,4,194.37854564208357
6.94,27312,3,3,1967,1,2022,375305,371460,108,-3845,35.7694,-79.1755,1,188.8459583121505
6.94,27703,3,3,1668,1,2013,319000,315000,43,-4000,35.9781,-78.8439,1,188.84892086330936
6.94,27215,2,1,747,1,1950,104900,100000,40,-4900,36.0318,-79.4889,3,133.86880856760374
6.94,27520,3,2,1588,1,2018,335000,330000,49,-5000,35.6348,-78.451,0,207.80856423173805
6.94,27601,2,2,896,1,1987,325000,320000,98,-5000,35.7727,-78.6324,4,357.1428571428572
6.94,27606,2,3,1356,1,2014,315000,310000,48,-5000,35.7645,-78.7112,2,228.61356932153396
6.94,27587,2,3,1300,1,2008,315000,310000,37,-5000,35.9815,-78.5392,4,238.46153846153845
6.94,27523,3,3,2809,1,2019,585000,580000,75,-5000,35.7225,-78.8408,1,206.4791740833037
6.94,27560,3,3,1506,1,2000,394000,389000,68,-5000,35.8344,-78.8466,1,258.30013280212484
6.94,27612,2,3,1374,1,1985,285000,280000,57,-5000,35.852,-78.6841,2,203.7845705967977
6.94,27703,3,3,1785,1,2022,415490,409888,237,-5602,35.9781,-78.8439,1,229.62913165266107
6.94,27703,3,3,1708,1,2019,380000,374000,69,-6000,35.9781,-78.8439,1,218.9695550351288
6.94,27616,3,3,1961,1,2022,395095,388965,286,-6130,35.8673,-78.5381,4,198.35033146353905
6.94,27560,4,4,2264,1,2008,399900,392000,50,-7900,35.8344,-78.8466,1,173.14487632508835
6.94,27511,2,3,1254,1,1985,319900,310000,35,-9900,35.7641,-78.7786,1,247.2089314194577
6.94,27703,3,3,1275,1,2005,290000,280000,96,-10000,35.9781,-78.8439,1,219.6078431372549
6.94,27511,2,2,1169,1,1980,300000,290000,31,-10000,35.7641,-78.7786,1,248.07527801539777
6.94,27603,3,3,1956,1,2010,399995,389995,64,-10000,35.7076,-78.6563,4,199.38394683026584
6.94,27615,3,3,2292,1,2016,475000,465000,45,-10000,35.8887,-78.6393,2,202.87958115183247
6.94,27502,3,3,1738,1,2013,379900,369000,37,-10900,35.7225,-78.8408,1,212.31300345224395
6.94,27612,2,4,1824,1,2007,375000,363500,14,-11500,35.852,-78.6841,2,199.2872807017544
6.94,27527,2,2,1125,1,2004,262000,250000,42,-12000,35.6577,-78.3837,0,222.22222222222223
6.94,27502,3,3,2010,1,2020,437500,425000,49,-12500,35.7225,-78.8408,1,211.44278606965173
6.94,27614,3,3,1664,1,1998,343000,330000,85,-13000,35.9457,-78.6433,2,198.31730769230768
6.94,27517,3,2,1592,1,1986,335000,321900,28,-13100,35.9182,-79.0035,1,202.19849246231155
6.94,27617,3,3,1628,1,2008,349900,335000,43,-14900,35.9034,-78.7447,2,205.77395577395575
6.94,27502,3,3,1800,1,2008,349900,335000,35,-14900,35.7225,-78.8408,1,186.11111111111111
6.94,27610,3,3,1695,1,2007,275000,260000,92,-15000,35.7667,-78.6008,4,153.39233038348084
6.94,27587,3,3,1926,1,2007,375000,360000,82,-15000,35.9815,-78.5392,4,186.9158878504673
6.94,27539,4,3,1750,1,2014,418500,400000,98,-18500,35.7225,-78.8408,1,228.57142857142856
6.94,27703,3,3,1781,1,2020,399000,380000,97,-19000,35.9781,-78.8439,1,213.3632790567097
6.94,27519,3,3,2091,1,2009,459000,440000,20,-19000,35.8072,-78.887,1,210.4256336681014
6.94,27502,4,4,2368,1,2021,488000,465000,68,-23000,35.7225,-78.8408,1,196.36824324324328
6.94,27502,4,4,2277,1,2020,469900,445000,120,-24900,35.7225,-78.8408,1,195.43258673693452
6.94,27615,3,4,2571,1,1985,450000,421500,53,-28500,35.8887,-78.6393,2,163.94399066511085
6.94,27502,4,4,2233,1,2019,490000,455000,93,-35000,35.7225,-78.8408,1,203.76175548589345
6.94,27513,3,3,1860,1,1993,850000,800000,46,-50000,35.7956,-78.7941,1,430.1075268817205
7.08,27607,3,3,1498,1,1974,388500,405000,30,16500,35.8014,-78.6877,2,270.36048064085446
7.08,27518,3,4,3893,1,2006,865000,880000,17,15000,35.7299,-78.7735,1,226.04675057796044
7.08,27704,3,3,1565,1,2022,275000,281175,287,6175,36.0383,-78.8764,1,179.66453674121405
7.08,27614,3,3,1718,1,2008,279000,285000,19,6000,35.9457,-78.6433,2,165.89057043073342
7.08,27705,2,1,841,1,1984,210000,216000,18,6000,36.0218,-78.9478,1,256.8370986920333
7.08,27704,3,3,1553,1,2010,274999,280000,38,5001,36.0383,-78.8764,1,180.296200901481
7.08,27612,3,3,1507,1,1984,365000,370000,63,5000,35.852,-78.6841,2,245.520902455209
7.08,27513,2,2,1069,1,1985,270000,275000,62,5000,35.7956,-78.7941,1,257.2497661365762
7.08,27501,2,3,1156,1,2022,244900,248438,31,3538,35.4897,-78.7249,1,214.91176470588235
7.08,27591,3,3,1603,1,2020,310000,313000,75,3000,35.798,-78.3926,0,195.25888958203367
7.08,27526,3,3,1818,1,2022,413295,414305,10,1010,35.58,-78.7908,1,227.8905390539054
7.08,27545,3,3,1557,1,2022,364553,365553,180,1000,35.7789,-78.4898,4,234.78034682080929
7.08,27526,3,3,1818,1,2022,391090,391990,71,900,35.58,-78.7908,1,215.61606160616063
7.08,27713,3,3,1558,1,2022,453830,454130,200,300,35.9112,-78.9178,1,291.4826700898588
7.08,27713,3,3,1558,1,2022,438270,438570,200,300,35.9112,-78.9178,1,281.4955070603337
7.08,27609,2,2,1222,1,1984,274900,275000,62,100,35.848,-78.6317,2,225.04091653027825
7.08,27502,2,3,1350,1,2007,349900,350000,40,100,35.7225,-78.8408,1,259.25925925925924
7.08,27713,3,3,1817,1,2022,313615,313615,418,0,35.9112,-78.9178,1,172.60044028618603
7.08,27704,3,3,1606,1,2022,276180,276180,0,0,36.0383,-78.8764,1,171.96762141967622
7.08,27613,2,2,1111,1,1986,295000,295000,36,0,35.8949,-78.7051,2,265.5265526552655
7.08,27455,2,3,1380,1,2006,233000,233000,70,0,36.1824,-79.806,3,168.84057971014494
7.08,27302,3,3,1903,1,2007,310000,310000,54,0,36.0979,-79.2719,3,162.900683131897
7.08,27597,3,3,1590,1,2022,369500,369500,154,0,35.8321,-78.3174,0,232.38993710691824
7.08,27617,3,3,1887,1,2012,385000,385000,71,0,35.9034,-78.7447,2,204.02755696873345
7.08,27610,3,3,1770,1,2022,391090,391090,162,0,35.7667,-78.6008,4,220.954802259887
7.08,27529,3,3,2104,1,2019,365000,365000,63,0,35.6813,-78.5975,4,173.47908745247148
7.08,27597,3,3,1738,1,2022,362000,362000,169,0,35.8321,-78.3174,0,208.2853855005754
7.08,27539,3,3,1709,1,2017,360000,360000,30,0,35.7225,-78.8408,1,210.6495026331188
7.08,27587,3,3,1876,1,2005,339000,339000,76,0,35.9815,-78.5392,4,180.7036247334755
7.08,27705,2,3,960,1,2003,210000,210000,49,0,36.0218,-78.9478,1,218.75
7.08,27278,2,2,1300,1,2002,239000,239000,28,0,36.0756,-79.0914,3,183.84615384615384
7.08,27713,3,3,1532,1,2018,375000,375000,22,0,35.9112,-78.9178,1,244.77806788511748
7.08,27713,3,4,2548,1,1992,370000,370000,124,0,35.9112,-78.9178,1,145.21193092621664
7.08,28327,3,3,1429,1,2022,248990,248990,162,0,35.3061,-79.3969,1,174.2407277816655
7.08,27587,3,3,2516,1,2022,460090,460090,259,0,35.9815,-78.5392,4,182.8656597774245
7.08,27529,3,3,1558,1,2022,404175,404175,154,0,35.6813,-78.5975,4,259.4191270860077
7.08,27519,4,4,2350,1,2022,511990,511990,64,0,35.8072,-78.887,1,217.86808510638295
7.08,27502,4,4,2214,1,2022,505111,505111,181,0,35.7225,-78.8408,1,228.14408310749772
7.08,27502,3,3,2322,1,2022,497760,497760,61,0,35.7225,-78.8408,1,214.36692506459949
7.08,27713,3,3,1558,1,2022,403160,403160,256,0,35.9112,-78.9178,1,258.76765083440307
7.08,27502,4,4,2227,1,2022,514631,514631,181,0,35.7225,-78.8408,1,231.0871127076785
7.08,27502,3,3,2325,1,2022,463905,463905,143,0,35.7225,-78.8408,1,199.5290322580645
7.08,27587,3,3,2445,1,2019,535000,535000,35,0,35.9815,-78.5392,4,218.8139059304704
7.08,27591,3,4,1830,1,2022,456200,456200,364,0,35.798,-78.3926,0,249.2896174863388
7.08,27703,2,2,1554,1,2021,425000,425000,107,0,35.9781,-78.8439,1,273.4877734877735
7.08,27616,3,3,2049,1,2022,391900,391900,56,0,35.8673,-78.5381,4,191.26403123474867
7.08,27713,3,3,1558,1,2022,424710,424710,200,0,35.9112,-78.9178,1,272.599486521181
7.08,27613,4,4,2517,1,2022,518005,518005,224,0,35.8949,-78.7051,2,205.80254270957488
7.08,27516,3,3,1964,1,2022,467900,467900,0,0,35.9162,-79.0999,1,238.23828920570264
7.08,27703,2,2,1532,1,2022,406995,406995,154,0,35.9781,-78.8439,1,265.66253263707574
7.08,27703,2,2,1532,1,2022,414990,414990,51,0,35.9781,-78.8439,1,270.88120104438644
7.08,27713,3,3,1558,1,2022,432310,432310,141,0,35.9112,-78.9178,1,277.4775353016688
7.08,27615,3,3,2328,1,1982,500000,500000,103,0,35.8887,-78.6393,2,214.7766323024055
7.08,27713,3,3,1658,1,2022,444810,444810,200,0,35.9112,-78.9178,1,268.2810615199035
7.08,27703,2,2,1517,1,2022,444760,444760,230,0,35.9781,-78.8439,1,293.18391562294
7.08,27526,3,3,2041,1,2019,408500,408500,82,0,35.58,-78.7908,1,200.1469867711906
7.08,27455,4,3,2526,1,2021,350000,350000,74,0,36.1824,-79.806,3,138.55898653998418
7.08,27703,3,3,1622,1,2022,358089,358089,266,0,35.9781,-78.8439,1,220.77003699136867
7.08,27703,3,3,1603,1,2022,354096,354096,265,0,35.9781,-78.8439,1,220.8958203368684
7.08,27703,3,3,1618,1,2022,354689,354689,262,0,35.9781,-78.8439,1,219.21446229913477
7.08,27610,2,3,1437,1,2022,324990,324990,62,0,35.7667,-78.6008,4,226.15866388308976
7.08,27587,3,3,1571,1,2022,325000,325000,526,0,35.9815,-78.5392,4,206.87460216422664
7.08,27703,3,3,1573,1,2022,347289,347289,264,0,35.9781,-78.8439,1,220.7813095994914
7.08,27703,3,3,1603,1,2022,347184,347184,263,0,35.9781,-78.8439,1,216.58390517779165
7.08,27703,3,3,1573,1,2022,345844,345844,264,0,35.9781,-78.8439,1,219.86268277177368
7.08,27527,4,3,2211,1,2022,346233,346233,269,0,35.6577,-78.3837,0,156.59565807327002
7.08,27703,3,3,1618,1,2022,356189,356189,266,0,35.9781,-78.8439,1,220.14153275648948
7.08,27703,3,3,1622,1,2022,344194,344194,266,0,35.9781,-78.8439,1,212.20345252774356
7.08,27502,2,3,1591,1,1999,349000,349000,34,0,35.7225,-78.8408,1,219.3588937774984
7.08,27703,3,3,1603,1,2022,343989,343989,262,0,35.9781,-78.8439,1,214.59076731129133
7.08,27705,1,1,644,1,1982,175000,175000,35,0,36.0218,-78.9478,1,271.7391304347826
7.08,27610,2,2,951,1,1991,178000,178000,67,0,35.7667,-78.6008,4,187.1713985278654
7.08,27705,3,4,2901,1,2022,770448,770448,317,0,36.0218,-78.9478,1,265.5801447776629
7.08,27519,4,3,2270,1,2022,651107,651107,233,0,35.8072,-78.887,1,286.83127753303967
7.08,27617,3,4,2700,1,2014,600000,600000,84,0,35.9034,-78.7447,2,222.22222222222223
7.08,27523,3,3,1934,1,2022,488560,488226,187,-334,35.7225,-78.8408,1,252.44364012409517
7.08,27613,4,4,2517,1,2022,547759,547425,211,-334,35.8949,-78.7051,2,217.4910607866508
7.08,27616,3,2,1280,1,2022,299900,299000,290,-900,35.8673,-78.5381,4,233.59375
7.08,27587,3,3,1583,1,2016,325000,323110,111,-1890,35.9815,-78.5392,4,204.1124447252053
7.08,27606,2,3,1307,1,2005,317500,315000,46,-2500,35.7645,-78.7112,2,241.0099464422341
7.08,27597,4,3,1991,1,2022,324999,322000,38,-2999,35.8321,-78.3174,0,161.7277749874435
7.08,27610,3,3,1458,1,2022,327990,324000,62,-3990,35.7667,-78.6008,4,222.22222222222223
7.08,27703,3,3,1789,1,2014,399900,395000,68,-4900,35.9781,-78.8439,1,220.7937395192845
7.08,27713,3,3,2236,1,2017,499900,495000,114,-4900,35.9112,-78.9178,1,221.3774597495528
7.08,27606,2,2,1152,1,1984,229900,225000,42,-4900,35.7645,-78.7112,2,195.3125
7.08,27603,3,3,1570,1,2015,339900,335000,61,-4900,35.7076,-78.6563,4,213.375796178344
7.08,27597,4,3,2497,1,2022,389990,385000,152,-4990,35.8321,-78.3174,0,154.1850220264317
7.08,27603,3,4,1480,1,2001,335000,330000,76,-5000,35.7076,-78.6563,4,222.97297297297297
7.08,27560,3,3,1732,1,2018,400000,395000,92,-5000,35.8344,-78.8466,1,228.06004618937644
7.08,27539,3,4,1706,1,2017,392000,387000,49,-5000,35.7225,-78.8408,1,226.8464243845252
7.08,27516,3,3,2139,1,2022,474900,468000,50,-6900,35.9162,-79.0999,1,218.7938288920056
7.08,27519,4,4,2188,1,2022,569630,562630,148,-7000,35.8072,-78.887,1,257.1435100548446
7.08,27612,3,4,1586,1,2007,334900,327500,65,-7400,35.852,-78.6841,2,206.4943253467844
7.08,27502,4,4,2809,1,2017,575000,567500,67,-7500,35.7225,-78.8408,1,202.02919188323247
7.08,27614,4,3,2471,1,2005,360000,352500,88,-7500,35.9457,-78.6433,2,142.65479562929988
7.08,27713,3,3,1528,1,2000,345000,337500,88,-7500,35.9112,-78.9178,1,220.87696335078533
7.08,27703,3,3,2040,1,2018,424999,417000,46,-7999,35.9781,-78.8439,1,204.41176470588235
7.08,27610,3,3,1463,1,2022,337990,329990,62,-8000,35.7667,-78.6008,4,225.5570745044429
7.08,27610,3,3,1770,1,2022,392490,384240,125,-8250,35.7667,-78.6008,4,217.08474576271183
7.08,27610,3,3,1867,1,2022,426740,418490,162,-8250,35.7667,-78.6008,4,224.15104445634708
7.08,27615,3,3,2290,1,1999,415000,406500,63,-8500,35.8887,-78.6393,2,177.5109170305677
7.08,27587,3,3,1631,1,2009,325000,316000,39,-9000,35.9815,-78.5392,4,193.74616799509505
7.08,27502,3,4,2140,1,2008,399000,390000,77,-9000,35.7225,-78.8408,1,182.2429906542056
7.08,27513,3,4,3290,1,2006,549000,539500,35,-9500,35.7956,-78.7941,1,163.98176291793314
7.08,27587,4,3,1578,1,2013,310000,300123,16,-9877,35.9815,-78.5392,4,190.1920152091255
7.08,27587,3,3,1641,1,2017,354900,345000,48,-9900,35.9815,-78.5392,4,210.23765996343693
7.08,27612,3,4,1933,1,2021,464900,455000,30,-9900,35.852,-78.6841,2,235.38541127780653
7.08,27519,4,4,2519,1,2022,579990,570000,68,-9990,35.8072,-78.887,1,226.28026994839223
7.08,27519,4,4,2519,1,2022,584990,575000,64,-9990,35.8072,-78.887,1,228.26518459706236
7.08,27502,4,4,2082,1,2022,451655,441665,257,-9990,35.7225,-78.8408,1,212.13496637848223
7.08,27609,3,3,1438,1,1974,269000,259000,91,-10000,35.848,-78.6317,2,180.11126564673157
7.08,27604,2,3,1419,1,2001,260000,250000,28,-10000,35.8334,-78.5799,4,176.18040873854827
7.08,27519,3,3,1916,1,2015,450000,440000,57,-10000,35.8072,-78.887,1,229.64509394572025
7.08,27610,2,3,1448,1,2022,324990,314990,138,-10000,35.7667,-78.6008,4,217.53453038674036
7.08,27610,3,3,1463,1,2022,352990,342990,138,-10000,35.7667,-78.6008,4,234.44292549555703
7.08,27614,3,4,2240,1,2005,355000,345000,61,-10000,35.9457,-78.6433,2,154.01785714285714
7.08,27603,3,3,1915,1,2022,419130,409130,84,-10000,35.7076,-78.6563,4,213.644908616188
7.08,27523,3,4,2235,1,2017,499000,485000,97,-14000,35.7225,-78.8408,1,217.0022371364653
7.08,27510,2,3,990,1,1985,229000,215000,66,-14000,35.9055,-79.0901,1,217.1717171717172
7.08,27616,2,3,1200,1,1985,264900,250000,45,-14900,35.8673,-78.5381,4,208.33333333333331
7.08,27609,2,3,1285,1,1986,225000,210000,51,-15000,35.848,-78.6317,2,163.42412451361866
7.08,27613,3,3,2571,1,2002,470000,454000,78,-16000,35.8949,-78.7051,2,176.58498638662
7.08,27610,3,3,1770,1,2022,357235,339990,156,-17245,35.7667,-78.6008,4,192.08474576271183
7.08,27617,3,3,1709,1,2010,395000,375000,76,-20000,35.9034,-78.7447,2,219.42656524283203
7.08,27591,3,3,1605,1,2020,349900,329000,35,-20900,35.798,-78.3926,0,204.98442367601243
7.08,27616,4,4,2179,1,2022,432040,410000,178,-22040,35.8673,-78.5381,4,188.15970628728772
7.08,27616,4,4,2188,1,2022,399990,376535,131,-23455,35.8673,-78.5381,4,172.09095063985376
7.08,27703,3,3,2049,1,2020,438900,415000,35,-23900,35.9781,-78.8439,1,202.5378233284529
7.08,27613,3,3,1553,1,2020,398900,375000,62,-23900,35.8949,-78.7051,2,241.46812620734065
7.08,27529,3,3,1558,1,2022,411790,385000,192,-26790,35.6813,-78.5975,4,247.1116816431322
7.08,27526,3,3,1597,1,2022,367550,335000,43,-32550,35.58,-78.7908,1,209.7683155917345
7.08,27616,4,4,2179,1,2022,418540,383540,166,-35000,35.8673,-78.5381,4,176.01652134006426
7.08,27616,4,4,2179,1,2022,422040,387040,116,-35000,35.8673,-78.5381,4,177.62276273519964
7.08,27526,3,3,1597,1,2022,377575,339175,39,-38400,35.58,-78.7908,1,212.38259236067623
7.08,27560,3,4,2891,1,2006,615000,575000,53,-40000,35.8344,-78.8466,1,198.89311656866136
7.08,27610,3,3,1924,1,2022,447385,398935,156,-48450,35.7667,-78.6008,4,207.3466735966736
7.08,27713,4,4,1918,1,2022,447920,392210,238,-55710,35.9112,-78.9178,1,204.4890510948905
7.08,27713,3,3,1905,1,2022,491245,430000,92,-61245,35.9112,-78.9178,1,225.7217847769029
6.95,27705,3,3,2397,1,2006,700000,828000,82,128000,36.0218,-78.9478,1,345.43178973717147
6.95,27606,2,2,1269,1,1986,150000,175000,15,25000,35.7645,-78.7112,2,137.90386130811663
6.95,27614,3,3,1950,1,2005,435000,455000,55,20000,35.9457,-78.6433,2,233.33333333333331
6.95,27510,2,3,1040,1,1986,249900,261600,32,11700,35.9055,-79.0901,1,251.53846153846155
6.95,27614,4,3,2416,1,2003,499000,510000,88,11000,35.9457,-78.6433,2,211.09271523178808
6.95,27612,4,4,3419,1,2001,795000,805000,49,10000,35.852,-78.6841,2,235.44896168470316
