Mortgage Rates,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster,Price per SqFt
3.05,27703,3,3,1957,1,2021,382000,385000,95,3000,35.9781,-78.8439,1,196.72968829841597
3.05,27610,3,3,1763,1,2006,255000,258000,37,3000,35.7667,-78.6008,4,146.34146341463415
3.05,27520,3,2,1394,1,1987,275000,278000,32,3000,35.6348,-78.451,0,199.42611190817792
3.05,27703,4,4,2227,1,2021,433470,435670,203,2200,35.9781,-78.8439,1,195.6308935788056
3.05,27612,2,3,1280,1,1986,235000,237000,34,2000,35.852,-78.6841,2,185.15625
3.05,27502,3,4,1850,1,2021,322274,323522,295,1248,35.7225,-78.8408,1,174.87675675675675
3.05,27519,4,4,1856,1,2021,426110,427200,84,1090,35.8072,-78.887,1,230.17241379310343
3.05,27501,3,3,2023,1,2006,240000,240000,44,0,35.4897,-78.7249,1,118.63568956994564
3.05,27215,2,2,1623,2,2021,240000,240000,175,0,36.0318,-79.4889,3,147.8743068391867
3.05,27587,3,4,2223,1,2018,353300,353300,34,0,35.9815,-78.5392,4,158.9293747188484
3.05,27587,4,3,2417,1,2020,350000,350000,35,0,35.9815,-78.5392,4,144.8076127430699
3.05,27612,3,3,1811,1,2009,380200,380200,46,0,35.852,-78.6841,2,209.93926007730536
3.05,27713,3,3,1805,1,2021,380825,380825,126,0,35.9112,-78.9178,1,210.98337950138503
3.05,27707,2,2,1018,1,1988,215000,215000,100,0,35.9631,-78.9315,1,211.1984282907662
3.05,27615,2,3,1080,1,1983,212000,212000,33,0,35.8887,-78.6393,2,196.2962962962963
3.05,27302,3,3,1600,1,2021,255000,255000,315,0,36.0979,-79.2719,3,159.375
3.05,27571,2,3,1378,1,2005,252100,252100,39,0,35.9156,-78.4658,4,182.94629898403485
3.05,27302,3,3,1600,1,2021,250000,250000,315,0,36.0979,-79.2719,3,156.25
3.05,27576,4,3,1592,1,2021,245700,245700,60,0,35.5565,-78.264,0,154.33417085427135
3.05,27524,3,2,1242,1,2021,249900,249900,180,0,35.404,-78.4153,0,201.20772946859904
3.05,27615,2,2,1140,1,1982,250000,250000,34,0,35.8887,-78.6393,2,219.2982456140351
3.05,27278,3,3,1763,1,2021,337710,337710,81,0,36.0756,-79.0914,3,191.5541690300624
3.05,27278,3,3,1763,1,2021,337710,337710,80,0,36.0756,-79.0914,3,191.5541690300624
3.05,27571,3,3,1820,1,2021,325000,325000,110,0,35.9156,-78.4658,4,178.57142857142858
3.05,27526,3,3,1597,1,2021,303200,303200,126,0,35.58,-78.7908,1,189.8559799624296
3.05,27520,3,3,1407,1,2021,309900,309900,48,0,35.6348,-78.451,0,220.25586353944564
3.05,27587,4,4,2188,1,2021,332500,332500,168,0,35.9815,-78.5392,4,151.9652650822669
3.05,27587,3,3,1811,1,2021,330000,330000,165,0,35.9815,-78.5392,4,182.21976808393157
3.05,27513,3,4,1840,1,2021,328585,328585,214,0,35.7956,-78.7941,1,178.5788043478261
3.05,27587,3,3,1811,1,2021,342000,342000,172,0,35.9815,-78.5392,4,188.84594146880173
3.05,27278,3,3,1699,1,2021,325870,325870,75,0,36.0756,-79.0914,3,191.80105944673335
3.05,27587,4,4,2188,1,2021,326000,326000,176,0,35.9815,-78.5392,4,148.9945155393053
3.05,27529,3,3,1558,1,2021,321930,321930,7,0,35.6813,-78.5975,4,206.63029525032093
3.05,27616,3,3,1629,1,2021,321900,321900,88,0,35.8673,-78.5381,4,197.60589318600367
3.05,27529,3,3,1529,1,2021,324074,324074,76,0,35.6813,-78.5975,4,211.9516023544801
3.05,27713,3,3,1805,1,2021,371320,371320,126,0,35.9112,-78.9178,1,205.7174515235457
3.05,27526,3,3,1818,1,2021,317340,317340,125,0,35.58,-78.7908,1,174.55445544554456
3.05,27527,3,3,2074,1,2021,293900,293900,112,0,35.6577,-78.3837,0,141.70684667309547
3.05,27527,3,3,2074,1,2021,299900,299900,113,0,35.6577,-78.3837,0,144.59980713596914
3.05,27511,2,3,1357,1,1980,255000,255000,32,0,35.7641,-78.7786,1,187.9145173176124
3.05,27520,3,3,1407,1,2021,257900,257900,159,0,35.6348,-78.451,0,183.2977967306325
3.05,27302,3,3,1600,1,2021,258743,258743,315,0,36.0979,-79.2719,3,161.714375
3.05,27597,3,3,1590,1,2021,286778,286778,219,0,35.8321,-78.3174,0,180.3635220125786
3.05,27597,3,3,1590,1,2021,285610,285610,217,0,35.8321,-78.3174,0,179.62893081761007
3.05,27597,3,3,1688,1,2021,276047,276047,219,0,35.8321,-78.3174,0,163.53495260663507
3.05,27302,3,3,1600,1,2021,260000,260000,315,0,36.0979,-79.2719,3,162.5
3.05,27703,4,4,2227,1,2021,473970,473970,173,0,35.9781,-78.8439,1,212.8289178266727
3.05,27519,4,4,2350,1,2021,523177,523177,178,0,35.8072,-78.887,1,222.62851063829788
3.05,27703,4,4,2227,1,2021,454870,454870,173,0,35.9781,-78.8439,1,204.25235743152223
3.05,27703,4,5,2227,1,2021,432390,432390,202,0,35.9781,-78.8439,1,194.15806017063315
3.05,27606,4,4,3222,1,2020,436228,436228,329,0,35.7645,-78.7112,2,135.39044072004967
3.05,27502,3,5,2425,1,2021,425850,425850,194,0,35.7225,-78.8408,1,175.60824742268042
3.05,27502,4,5,2597,1,2021,500000,500000,62,0,35.7225,-78.8408,1,192.52984212552943
3.05,27701,1,2,1285,1,2020,492115,492115,596,0,35.9967,-78.8966,1,382.9688715953307
3.05,27604,3,3,1624,1,1999,305100,305000,66,-100,35.8334,-78.5799,4,187.807881773399
3.05,27523,3,4,2332,1,2021,505000,504900,203,-100,35.7225,-78.8408,1,216.50943396226413
3.05,27302,3,3,1429,1,2021,274990,274740,163,-250,36.0979,-79.2719,3,192.26032190342897
3.05,27302,3,3,1429,1,2021,274990,274740,180,-250,36.0979,-79.2719,3,192.26032190342897
3.05,27523,3,3,2760,1,2021,469796,469526,229,-270,35.7225,-78.8408,1,170.118115942029
3.05,27703,4,4,2227,1,2021,467120,466640,167,-480,35.9781,-78.8439,1,209.5374943870678
3.05,27502,3,4,1830,1,2014,374900,372000,50,-2900,35.7225,-78.8408,1,203.27868852459017
3.05,27215,3,3,2045,1,2006,280000,277000,84,-3000,36.0318,-79.4889,3,135.4523227383863
3.05,27539,4,4,2542,1,2006,394000,387000,63,-7000,35.7225,-78.8408,1,152.24232887490166
3.05,27613,3,3,2605,1,2004,469400,460000,66,-9400,35.8949,-78.7051,2,176.5834932821497
3.05,27527,3,3,2074,1,2021,289900,279900,125,-10000,35.6577,-78.3837,0,134.9566055930569
3.05,27606,2,3,1545,1,2008,329000,315000,42,-14000,35.7645,-78.7112,2,203.88349514563103
3.05,27613,3,3,1416,1,2004,319700,303000,66,-16700,35.8949,-78.7051,2,213.98305084745763
3.05,27703,2,3,1158,1,2007,240000,217000,76,-23000,35.9781,-78.8439,1,187.39205526770291
3.11,27513,3,4,2401,1,1990,779000,880000,40,101000,35.7956,-78.7941,1,366.5139525197834
3.11,27502,3,4,2524,1,2017,449000,540000,31,91000,35.7225,-78.8408,1,213.946117274168
3.11,27560,3,3,1692,1,2000,395000,480225,18,85225,35.8344,-78.8466,1,283.82092198581563
3.11,27612,3,3,1540,1,1985,385000,450000,23,65000,35.852,-78.6841,2,292.2077922077922
3.11,27513,3,3,2056,1,2016,435000,478500,29,43500,35.7956,-78.7941,1,232.73346303501947
3.11,27519,2,3,1860,1,2007,375000,410000,46,35000,35.8072,-78.887,1,220.43010752688173
3.11,27615,3,3,1440,1,1982,250000,285000,31,35000,35.8887,-78.6393,2,197.91666666666663
3.11,27609,3,2,1539,1,1981,325000,358800,29,33800,35.848,-78.6317,2,233.1384015594542
3.11,27612,3,3,1813,1,2001,270000,301000,20,31000,35.852,-78.6841,2,166.02316602316603
3.11,27540,3,3,2020,1,2020,340115,369799,298,29684,35.6263,-78.8458,1,183.0688118811881
3.11,27502,4,4,2468,1,2017,449900,477000,42,27100,35.7225,-78.8408,1,193.2739059967585
3.11,27540,3,3,1598,1,2013,325000,352000,40,27000,35.6263,-78.8458,1,220.2753441802253
3.11,27616,3,3,1924,1,2021,383045,409276,104,26231,35.8673,-78.5381,4,212.7214137214137
3.11,27502,3,3,2427,1,2018,445000,471000,48,26000,35.7225,-78.8408,1,194.06674907292955
3.11,27514,2,3,1527,1,2011,459900,485000,42,25100,35.9203,-79.0372,1,317.61624099541586
3.11,27613,3,3,1664,1,1984,298999,322000,36,23001,35.8949,-78.7051,2,193.5096153846154
3.11,27560,3,3,1469,1,2009,329000,352000,44,23000,35.8344,-78.8466,1,239.61878829135463
3.11,27511,2,2,1122,1,1981,235000,255000,49,20000,35.7641,-78.7786,1,227.27272727272728
3.11,27614,3,4,2200,1,2001,375000,395000,41,20000,35.9457,-78.6433,2,179.54545454545453
3.11,27614,3,3,1757,1,2009,265000,285000,51,20000,35.9457,-78.6433,2,162.20830961866818
3.11,27502,2,3,1355,1,2005,300000,320000,22,20000,35.7225,-78.8408,1,236.16236162361625
3.11,27540,3,3,2037,1,2015,400000,420000,45,20000,35.6263,-78.8458,1,206.18556701030928
3.11,27278,2,2,1220,1,2002,199000,218800,46,19800,36.0756,-79.0914,3,179.34426229508196
3.11,27518,3,2,2243,1,2021,476450,495650,269,19200,35.7299,-78.7735,1,220.97637093178776
3.11,27560,3,3,1729,1,2011,300000,318000,83,18000,35.8344,-78.8466,1,183.92134181607867
3.11,27502,3,4,2417,1,2019,450000,465000,34,15000,35.7225,-78.8408,1,192.38725693007865
3.11,27612,2,3,1173,1,1985,240000,255000,61,15000,35.852,-78.6841,2,217.3913043478261
3.11,27612,2,2,1447,1,1979,245000,260000,64,15000,35.852,-78.6841,2,179.6821008984105
3.11,27527,3,3,2262,1,2021,345000,360000,101,15000,35.6577,-78.3837,0,159.15119363395226
3.11,27587,4,3,1904,1,2013,315000,330000,38,15000,35.9815,-78.5392,4,173.31932773109244
3.11,27527,3,3,1762,1,2021,300000,315000,45,15000,35.6577,-78.3837,0,178.77412031782066
3.11,27610,3,3,1678,1,2020,283000,297500,42,14500,35.7667,-78.6008,4,177.2943980929678
3.11,27215,3,2,1527,1,2009,270000,283000,44,13000,36.0318,-79.4889,3,185.3307138179437
3.11,27606,2,2,901,1,1984,205000,217000,39,12000,35.7645,-78.7112,2,240.84350721420645
3.11,27609,2,3,1398,1,1996,251000,262000,43,11000,35.848,-78.6317,2,187.41058655221747
3.11,27527,3,3,1762,1,2021,305000,316000,68,11000,35.6577,-78.3837,0,179.3416572077185
3.11,27712,3,3,2155,1,2015,389900,400000,41,10100,36.0918,-78.9299,1,185.61484918793505
3.11,27502,3,4,1745,1,2014,379900,390000,65,10100,35.7225,-78.8408,1,223.49570200573064
3.11,27616,2,2,1018,1,2006,189999,200000,55,10001,35.8673,-78.5381,4,196.46365422396855
3.11,27527,3,3,2262,1,2021,340000,350000,45,10000,35.6577,-78.3837,0,154.73032714412025
3.11,27614,3,4,2160,1,2005,310000,320000,47,10000,35.9457,-78.6433,2,148.14814814814815
3.11,27587,3,3,1796,1,2013,295000,305000,62,10000,35.9815,-78.5392,4,169.8218262806236
3.11,27614,3,3,1460,1,2002,285000,294500,33,9500,35.9457,-78.6433,2,201.7123287671233
3.11,27519,4,4,2223,1,2021,364900,374120,243,9220,35.8072,-78.887,1,168.29509671614937
3.11,27614,3,3,1723,1,2004,325000,333500,43,8500,35.9457,-78.6433,2,193.55774811375508
3.11,27518,3,3,2738,1,2021,455000,462500,230,7500,35.7299,-78.7735,1,168.9189189189189
3.11,27519,4,4,2201,1,2021,377450,384150,244,6700,35.8072,-78.887,1,174.53430258973194
3.11,27560,3,3,1692,1,2003,279000,285000,20,6000,35.8344,-78.8466,1,168.43971631205673
3.11,27520,3,3,1647,1,2021,284900,290000,134,5100,35.6348,-78.451,0,176.07771706132365
3.11,27612,2,3,1224,1,1986,238000,243000,38,5000,35.852,-78.6841,2,198.52941176470588
3.11,27604,2,2,1450,1,2001,259000,264000,72,5000,35.8334,-78.5799,4,182.06896551724137
3.11,27703,3,3,1824,1,2018,386900,390000,42,3100,35.9781,-78.8439,1,213.81578947368425
3.11,27587,4,3,2420,1,2019,350000,353000,40,3000,35.9815,-78.5392,4,145.86776859504133
3.11,27604,3,4,1923,1,2021,348700,350450,139,1750,35.8334,-78.5799,4,182.24128965158607
3.11,27587,4,4,2179,1,2021,339865,341615,185,1750,35.9815,-78.5392,4,156.77604405690684
3.11,27703,4,4,2227,1,2022,456280,457820,151,1540,35.9781,-78.8439,1,205.57700942972608
3.11,27703,4,4,2227,1,2021,460870,462410,150,1540,35.9781,-78.8439,1,207.63807813201615
3.11,27587,4,4,2068,1,2021,321815,323000,201,1185,35.9815,-78.5392,4,156.18955512572535
3.11,27587,4,4,2188,1,2021,337815,339000,162,1185,35.9815,-78.5392,4,154.93601462522852
3.11,27278,3,3,1699,1,2021,322945,323745,96,800,36.0756,-79.0914,3,190.5503237198352
3.11,27302,3,3,1429,1,2021,280990,281740,139,750,36.0979,-79.2719,3,197.15885234429672
3.11,27613,3,3,1412,1,2004,314900,315000,36,100,35.8949,-78.7051,2,223.08781869688383
3.11,27520,3,3,1647,1,2021,274900,275000,138,100,35.6348,-78.451,0,166.97024893746206
3.11,27520,3,3,1647,1,2021,274900,275000,134,100,35.6348,-78.451,0,166.97024893746206
3.11,27520,3,3,1647,1,2021,279900,280000,132,100,35.6348,-78.451,0,170.00607164541591
3.11,27616,3,4,1867,1,2017,344900,345000,49,100,35.8673,-78.5381,4,184.78843063738617
3.11,27502,4,5,2201,1,2021,348860,348940,172,80,35.7225,-78.8408,1,158.53702862335302
3.11,27278,4,3,2240,1,2021,359445,359445,91,0,36.0756,-79.0914,3,160.46651785714286
3.11,27502,4,5,2201,1,2021,364740,364740,169,0,35.7225,-78.8408,1,165.71558382553386
3.11,27215,2,2,1623,2,2021,235000,235000,182,0,36.0318,-79.4889,3,144.7935921133703
3.11,27302,3,3,1548,1,2005,239000,239000,48,0,36.0979,-79.2719,3,154.39276485788113
3.11,27278,4,3,2439,1,2021,382625,382625,92,0,36.0756,-79.0914,3,156.8778187781878
3.11,27616,3,3,1961,1,2021,380580,380580,96,0,35.8673,-78.5381,4,194.07445181030087
3.11,27604,3,4,1923,1,2021,351950,351950,142,0,35.8334,-78.5799,4,183.02132085283407
3.11,27278,4,3,2240,1,2021,362445,362445,94,0,36.0756,-79.0914,3,161.80580357142858
3.11,27502,4,5,2201,1,2021,346860,346860,232,0,35.7225,-78.8408,1,157.5920036347115
3.11,27502,4,5,2201,1,2021,345860,345860,203,0,35.7225,-78.8408,1,157.1376646978646
3.11,27576,3,3,1238,1,2021,229700,229700,74,0,35.5565,-78.264,0,185.54119547657515
3.11,27576,3,3,1238,1,2021,229700,229700,76,0,35.5565,-78.264,0,185.54119547657515
3.11,27616,2,3,1400,1,1995,250000,250000,28,0,35.8673,-78.5381,4,178.57142857142858
3.11,27610,3,3,1601,1,2021,248885,248885,195,0,35.7667,-78.6008,4,155.45596502186137
3.11,27502,4,5,2201,1,2021,338400,338400,169,0,35.7225,-78.8408,1,153.74829622898682
3.11,27587,3,4,2249,1,2000,338000,338000,110,0,35.9815,-78.5392,4,150.28901734104045
3.11,27703,3,3,1763,1,2021,342840,342840,11,0,35.9781,-78.8439,1,194.4639818491208
3.11,27278,3,3,1699,1,2021,327420,327420,0,0,36.0756,-79.0914,3,192.71336080047087
3.11,27278,4,3,2439,1,2021,369725,369725,94,0,36.0756,-79.0914,3,151.58876588765887
3.11,27502,3,3,1690,1,2002,369000,369000,47,0,35.7225,-78.8408,1,218.34319526627215
3.11,27278,4,3,2240,1,2021,376345,376345,90,0,36.0756,-79.0914,3,168.01116071428572
3.11,27278,4,3,2439,1,2021,368725,368725,92,0,36.0756,-79.0914,3,151.17876178761787
3.11,27713,4,3,1935,1,2004,380000,380000,0,0,35.9112,-78.9178,1,196.38242894056847
3.11,27587,3,3,1648,1,2021,322000,322000,182,0,35.9815,-78.5392,4,195.38834951456312
3.11,27612,2,3,1500,1,2008,320000,320000,11,0,35.852,-78.6841,2,213.33333333333331
3.11,27278,3,3,1678,1,2021,320765,320765,96,0,36.0756,-79.0914,3,191.15911799761625
3.11,27587,3,3,1648,1,2021,320000,320000,180,0,35.9815,-78.5392,4,194.1747572815534
3.11,27703,3,3,1573,1,2021,293082,293082,259,0,35.9781,-78.8439,1,186.3204068658614
3.11,27703,3,3,1622,1,2021,293582,293582,242,0,35.9781,-78.8439,1,181.0
3.11,27703,3,3,1622,1,2021,293582,293582,241,0,35.9781,-78.8439,1,181.0
3.11,27703,3,3,1573,1,2021,293777,293777,242,0,35.9781,-78.8439,1,186.76223776223776
3.11,27302,3,3,1429,1,2021,290089,290089,159,0,36.0979,-79.2719,3,203.001399580126
3.11,27527,3,3,2074,1,2021,299900,299900,117,0,35.6577,-78.3837,0,144.59980713596914
3.11,27603,2,3,1200,1,1988,255000,255000,47,0,35.7076,-78.6563,4,212.5
3.11,27703,3,3,1603,1,2021,287181,287181,258,0,35.9781,-78.8439,1,179.15221459762944
3.11,27302,3,3,1429,1,2021,287990,287990,160,0,36.0979,-79.2719,3,201.53254023792863
3.11,27703,3,3,1573,1,2021,288092,288092,259,0,35.9781,-78.8439,1,183.14812460267007
3.11,27520,3,3,1647,1,2021,289900,289900,132,0,35.6348,-78.451,0,176.01700060716453
3.11,27527,3,3,2074,1,2021,289900,289900,115,0,35.6577,-78.3837,0,139.778206364513
3.11,27703,3,3,1618,1,2021,298972,298972,243,0,35.9781,-78.8439,1,184.778739184178
3.11,27703,3,3,1603,1,2021,299377,299377,242,0,35.9781,-78.8439,1,186.76044915782907
3.11,27527,3,3,2074,1,2021,283900,283900,117,0,35.6577,-78.3837,0,136.88524590163934
3.11,27527,3,3,2074,1,2021,283900,283900,116,0,35.6577,-78.3837,0,136.88524590163934
3.11,27302,3,3,1429,1,2021,283740,283740,140,0,36.0979,-79.2719,3,198.5584324702589
3.11,27703,3,3,1603,1,2021,278892,278892,293,0,35.9781,-78.8439,1,173.9812850904554
3.11,27527,3,3,2074,1,2021,279900,279900,116,0,35.6577,-78.3837,0,134.9566055930569
3.11,27511,3,4,1808,1,1974,260000,260000,28,0,35.7641,-78.7786,1,143.8053097345133
3.11,27703,4,4,2229,1,2021,473020,473020,149,0,35.9781,-78.8439,1,212.211754149843
3.11,27703,4,4,2227,1,2021,475579,475579,145,0,35.9781,-78.8439,1,213.5514144589133
3.11,27540,3,3,2476,1,2021,471009,471009,152,0,35.6263,-78.8458,1,190.22980613893372
3.11,27703,4,4,2227,1,2021,470604,470604,145,0,35.9781,-78.8439,1,211.31746744499327
3.11,27703,4,4,2229,1,2021,480120,480120,182,0,35.9781,-78.8439,1,215.3970390309556
3.11,27713,3,4,2518,1,2021,475000,475000,92,0,35.9112,-78.9178,1,188.6417791898332
3.11,27703,4,4,2227,1,2021,462410,462410,151,0,35.9781,-78.8439,1,207.63807813201615
3.11,27703,4,4,2229,1,2021,455220,455220,177,0,35.9781,-78.8439,1,204.22611036339163
3.11,27516,3,3,2139,1,2021,450000,450000,10,0,35.9162,-79.0999,1,210.37868162692848
3.11,27703,4,4,2227,1,2021,466634,466634,29,0,35.9781,-78.8439,1,209.53480017961385
3.11,27703,4,4,2227,1,2021,459790,459790,181,0,35.9781,-78.8439,1,206.46160754378087
3.11,27703,4,4,2227,1,2021,435209,435209,189,0,35.9781,-78.8439,1,195.42388863942523
3.11,27703,4,4,2227,1,2021,432512,432512,199,0,35.9781,-78.8439,1,194.21284238886395
3.11,27703,4,4,2227,1,2021,443459,443459,195,0,35.9781,-78.8439,1,199.12842388863945
3.11,27703,4,4,2227,1,2021,445822,445822,197,0,35.9781,-78.8439,1,200.1894925909295
3.11,27703,4,4,2227,1,2021,449392,449392,191,0,35.9781,-78.8439,1,201.792546026044
3.11,27703,4,4,2227,1,2021,448340,448340,180,0,35.9781,-78.8439,1,201.32016165244724
3.11,27523,3,4,2479,1,2021,400180,400180,276,0,35.7225,-78.8408,1,161.42799515933845
3.11,27523,4,4,2479,1,2021,400570,400570,274,0,35.7225,-78.8408,1,161.58531665994352
3.11,27523,4,4,2479,1,2021,392620,392620,274,0,35.7225,-78.8408,1,158.3783783783784
3.11,27502,3,4,2425,1,2021,395835,395835,178,0,35.7225,-78.8408,1,163.23092783505157
3.11,27519,4,4,1856,1,2021,438470,438470,89,0,35.8072,-78.887,1,236.24461206896552
3.11,27703,4,4,2227,1,2021,422575,422575,209,0,35.9781,-78.8439,1,189.7507858105074
3.11,27615,3,4,2071,1,2021,510449,510449,208,0,35.8887,-78.6393,2,246.4746499275712
3.11,27615,3,4,2195,1,2021,516354,516354,208,0,35.8887,-78.6393,2,235.24100227790436
3.11,27540,3,3,1838,1,2021,416503,416503,153,0,35.6263,-78.8458,1,226.6066376496192
3.11,27703,2,2,1543,1,2018,390000,390000,52,0,35.9781,-78.8439,1,252.7543745949449
3.11,27606,3,3,2124,1,2021,394572,394572,254,0,35.7645,-78.7112,2,185.7683615819209
3.11,27502,4,5,2597,1,2021,415700,415700,295,0,35.7225,-78.8408,1,160.0693107431652
3.11,27502,3,5,2425,1,2021,403900,403900,206,0,35.7225,-78.8408,1,166.55670103092783
3.11,27302,3,3,1443,1,2021,289990,289740,138,-250,36.0979,-79.2719,3,200.7900207900208
3.11,27615,3,4,2345,1,2021,542761,542511,210,-250,35.8887,-78.6393,2,231.34797441364609
3.11,27302,3,3,1429,1,2021,281740,280990,140,-750,36.0979,-79.2719,3,196.63400979706088
3.11,27529,2,3,1712,1,2017,359900,359000,80,-900,35.6813,-78.5975,4,209.69626168224295
3.11,27302,3,3,1416,1,2021,289990,288990,139,-1000,36.0979,-79.2719,3,204.08898305084745
3.11,27302,3,3,1416,1,2021,279990,278990,158,-1000,36.0979,-79.2719,3,197.02683615819208
3.11,27215,3,3,1520,1,2005,175000,173500,26,-1500,36.0318,-79.4889,3,114.14473684210526
3.11,27703,3,3,1573,1,2021,296687,294687,235,-2000,35.9781,-78.8439,1,187.340750158932
3.11,27502,3,3,1696,1,1999,355000,353000,56,-2000,35.7225,-78.8408,1,208.13679245283015
3.11,27587,3,3,2231,1,2019,439900,437500,97,-2400,35.9815,-78.5392,4,196.10040340654416
3.11,27330,2,2,1305,2,1984,149900,147000,46,-2900,35.4698,-79.1717,1,112.64367816091954
3.11,27302,3,3,2832,1,2021,284990,281740,188,-3250,36.0979,-79.2719,3,99.48446327683617
3.11,27713,2,2,1142,1,1983,212500,209000,20,-3500,35.9112,-78.9178,1,183.0122591943958
3.11,27513,3,3,1440,1,1985,289900,286000,83,-3900,35.7956,-78.7941,1,198.61111111111111
3.11,27330,3,3,1455,1,2003,170000,165000,44,-5000,35.4698,-79.1717,1,113.4020618556701
3.11,27560,3,3,1690,1,2002,402900,394000,47,-8900,35.8344,-78.8466,1,233.1360946745562
3.11,27703,3,3,2085,1,2018,445000,435000,56,-10000,35.9781,-78.8439,1,208.63309352517985
3.11,27527,3,4,2098,1,2008,324500,312400,58,-12100,35.6577,-78.3837,0,148.90371782650143
3.11,27616,4,4,2101,1,2018,433300,412500,90,-20800,35.8673,-78.5381,4,196.33507853403145
3.11,27513,4,3,2206,1,1994,799000,770000,95,-29000,35.7956,-78.7941,1,349.0480507706256
3.11,27609,4,4,2553,1,2016,625000,594500,67,-30500,35.848,-78.6317,2,232.8632980806894
3.11,27560,3,3,1922,1,2020,447900,415000,39,-32900,35.8344,-78.8466,1,215.9209157127992
3.22,27560,3,3,1458,1,2003,315000,375499,66,60499,35.8344,-78.8466,1,257.54389574759944
3.22,27502,3,3,2100,1,2017,375000,434000,43,59000,35.7225,-78.8408,1,206.66666666666663
3.22,27603,3,3,1483,1,2015,275000,331400,30,56400,35.7076,-78.6563,4,223.465947403911
3.22,27502,3,4,2518,1,2017,425000,475000,67,50000,35.7225,-78.8408,1,188.6417791898332
3.22,27616,3,3,1460,1,2017,250000,300000,35,50000,35.8673,-78.5381,4,205.4794520547945
3.22,27519,3,4,2559,1,2016,559000,605000,48,46000,35.8072,-78.887,1,236.42047674873
3.22,27540,3,3,1681,1,1998,339500,381500,37,42000,35.6263,-78.8458,1,226.94824509220703
3.22,27605,2,2,1000,1,1949,310000,349000,31,39000,35.7908,-78.653,2,349.0
3.22,27511,2,2,1189,1,1984,269900,306000,33,36100,35.7641,-78.7786,1,257.3591253153911
3.22,27614,3,3,1692,1,2008,230000,265000,17,35000,35.9457,-78.6433,2,156.6193853427896
3.22,27616,3,3,1403,1,2004,225000,260000,43,35000,35.8673,-78.5381,4,185.31717747683533
3.22,27617,2,3,1673,1,2008,315000,350000,30,35000,35.9034,-78.7447,2,209.20502092050208
3.22,27603,2,4,1918,1,2011,299900,332000,33,32100,35.7076,-78.6563,4,173.09697601668404
3.22,27612,3,3,2274,1,2006,425000,456500,48,31500,35.852,-78.6841,2,200.7475813544415
3.22,27713,3,4,2096,1,2015,359000,389901,105,30901,35.9112,-78.9178,1,186.0214694656489
3.22,27615,2,3,1202,1,1984,257000,285000,37,28000,35.8887,-78.6393,2,237.10482529118136
3.22,27545,2,3,1050,1,2008,192000,220000,33,28000,35.7789,-78.4898,4,209.52380952380952
3.22,27519,4,4,2051,1,2020,452500,480000,29,27500,35.8072,-78.887,1,234.0321794246709
3.22,27705,3,3,1646,1,1981,260000,286500,27,26500,36.0218,-78.9478,1,174.05832320777645
3.22,27614,3,4,1932,1,2004,289000,315000,33,26000,35.9457,-78.6433,2,163.04347826086956
3.22,27560,3,3,1509,1,2006,349000,375000,28,26000,35.8344,-78.8466,1,248.5089463220676
3.22,27603,3,3,1555,1,1999,250000,275000,46,25000,35.7076,-78.6563,4,176.84887459807075
3.22,27215,2,3,1378,1,1979,170000,195000,48,25000,36.0318,-79.4889,3,141.50943396226415
3.22,27545,3,3,1962,1,2004,295000,320000,28,25000,35.7789,-78.4898,4,163.09887869520898
3.22,27606,4,4,2303,1,2004,375000,398000,74,23000,35.7645,-78.7112,2,172.818063395571
3.22,27513,3,3,1905,1,2010,399000,421500,34,22500,35.7956,-78.7941,1,221.25984251968504
3.22,27511,2,3,1088,1,1986,239900,260000,35,20100,35.7641,-78.7786,1,238.9705882352941
3.22,27514,3,2,1356,1,1984,300000,320000,59,20000,35.9203,-79.0372,1,235.9882005899705
3.22,27615,2,2,1257,1,1985,199999,219000,35,19001,35.8887,-78.6393,2,174.22434367541766
3.22,27701,3,4,2781,1,2021,1100000,1118935,209,18935,35.9967,-78.8966,1,402.34987414599067
3.22,27701,2,3,1777,1,2021,549000,567550,471,18550,35.9967,-78.8966,1,319.3866066404052
3.22,27587,3,3,1688,1,2018,309000,325000,31,16000,35.9815,-78.5392,4,192.53554502369667
3.22,27616,2,2,950,1,1994,160000,176000,54,16000,35.8673,-78.5381,4,185.26315789473685
3.22,27616,2,3,1430,1,1996,235000,250000,37,15000,35.8673,-78.5381,4,174.82517482517483
3.22,27526,2,2,1055,1,2007,230000,245000,48,15000,35.58,-78.7908,1,232.2274881516588
3.22,27615,2,3,1215,1,1982,225000,240000,32,15000,35.8887,-78.6393,2,197.5308641975309
3.22,27514,3,3,1474,1,1983,280000,295000,34,15000,35.9203,-79.0372,1,200.1356852103121
3.22,27616,3,3,1474,1,2000,220000,234000,81,14000,35.8673,-78.5381,4,158.7516960651289
3.22,27610,3,3,2010,1,2005,259900,272000,145,12100,35.7667,-78.6008,4,135.3233830845771
3.22,27713,3,3,1615,1,2019,349900,361000,35,11100,35.9112,-78.9178,1,223.52941176470588
3.22,27613,3,3,1689,1,2005,325000,335000,61,10000,35.8949,-78.7051,2,198.34221432800476
3.22,27513,4,4,3300,1,2006,525000,535000,40,10000,35.7956,-78.7941,1,162.12121212121212
