Mortgage Rates,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster,List Year,List Month,Closing Year,Closing Month,Price Increase Percentage,Age of Property,Geo Cluster,Log Sold Price
2.65,27587,2,2,1.5711441404893578,-0.11033614216926044,2014,2020-11-05,2021-01-07,0.24179933014510302,331500.0,0.17029435455152495,-3500,35.9815,-78.5392,3,2020,11,2021,1,-0.3881639064537778,-1.0530018126019216,4,12.711386105194757
2.65,27615,2,2,-0.2651761692691078,-0.11033614216926044,2003,2020-11-17,2021-01-08,-0.6424593950789188,203000.0,-0.13927847059694767,-4500,35.8887,-78.6393,3,2020,11,2021,1,-0.5837133001545449,-0.5381021363671038,4,12.220966184120165
2.65,27701,1,1,-1.6378321497447652,12.744803735420925,1974,2020-11-19,2021-01-07,-0.8886647656314896,167000.0,-0.22370742291016746,-5000,35.9967,-78.8966,2,2020,11,2021,1,-0.7121719707067381,0.8193606464337794,1,12.025755079404917
2.65,27517,2,2,-0.5926227294970795,-0.11033614216926044,1988,2020-11-21,2021-01-07,-0.9025354907330428,165000.0,-0.27999339111898064,-5000,35.9182,-79.0035,2,2020,11,2021,1,-0.7181224504789403,0.16403378577128408,1,12.013706813470414
2.65,27514,3,2,0.6962069315602173,-0.11033614216926044,2002,2020-10-29,2021-01-04,-0.03908285316135096,285500.0,0.28286629096915133,-9000,35.9203,-79.0372,2,2020,10,2021,1,-0.738105555724129,-0.49129307489121127,1,12.562000810699038
2.65,27516,3,3,1.2908498849342138,-0.11033614216926044,2009,2020-11-15,2021-01-05,-0.10496879739372905,275000.0,-0.16742145470135425,-10000,35.9162,-79.0999,2,2020,11,2021,1,-0.8168795358211043,-0.8189565052224589,1,12.524530013005734
2.79,27601,2,2,0.5757065973963237,-0.11033614216926044,2018,2018-03-16,2021-01-14,2.3657541113204497,637500.0,2.0699457815989706,28503,35.7727,-78.6324,1,2018,3,2021,1,-0.3081309143614713,-1.2402380585054917,0,13.36531112464094
2.79,27601,3,3,1.6078181552348905,-0.11033614216926044,2018,2018-03-30,2021-01-15,2.3657541113204497,637500.0,2.0699457815989706,23039,35.7727,-78.6324,1,2018,3,2021,1,-0.3081309143614713,-1.2402380585054917,0,13.36531112464094
2.79,27601,1,1,-0.7812319481883913,-0.11033614216926044,2018,2018-06-20,2021-01-11,1.1433964617460664,480381.0,2.0699457815989706,15381,35.7727,-78.6324,1,2018,6,2021,1,0.3691395391694555,-1.2402380585054917,0,13.082336899709974
2.79,27605,3,3,2.3609452437592258,-0.11033614216926044,2020,2020-04-21,2021-01-15,2.3657541113204497,637500.0,2.0699457815989706,6890,35.7908,-78.653,1,2020,4,2021,1,-0.3081309143614713,-1.3338561814572767,0,13.36531112464094
2.79,27604,3,4,1.5894811478621242,-0.11033614216926044,2016,2020-11-18,2021-01-13,0.23486396759432637,340000.0,-0.02670653417932126,6000,35.8334,-78.5799,3,2020,11,2021,1,0.10617934024038556,-1.1466199355537066,4,12.73670383776449
2.79,27606,4,4,0.49711942294161043,-0.11033614216926044,2000,2020-11-11,2021-01-11,-0.76382823971751,196000.0,0.11400838634271174,6000,35.7645,-78.7112,1,2020,11,2021,1,0.34306732110685906,-0.3976749519394262,0,12.185875040240456
2.79,27713,1,1,-1.3339617418532075,-0.11033614216926044,1986,2020-11-27,2021-01-11,-1.283980431025758,120000.0,-0.33627935932779385,5000,35.9112,-78.9178,2,2020,11,2021,1,0.5501058905356488,0.25765190872306915,1,11.695255355062795
2.79,27601,2,2,0.03607466614062621,-0.11033614216926044,2000,2020-12-03,2021-01-15,0.44986020666840226,370000.0,-0.39256532753660706,5000,35.7727,-78.6324,1,2020,12,2021,1,0.03196405450469434,-0.3976749519394262,0,12.821260987319457
2.79,27540,1,2,-1.1820265379074286,-0.11033614216926044,2003,2020-11-24,2021-01-15,-1.0065659289946924,158500.0,-0.13927847059694767,3500,35.6263,-78.8458,1,2020,11,2021,1,0.1865040356641203,-0.5381021363671038,0,11.973516181427835
2.79,27603,2,2,0.45520626323243,-0.11033614216926044,2005,2020-12-11,2021-01-12,1.3098451629647059,489000.0,-0.7021381526850796,0,35.7076,-78.6563,1,2020,12,2021,1,-0.2063811900695447,-0.6317202593188889,0,13.100119813444692
2.79,27703,3,2,-0.13943669014156665,-0.11033614216926044,2006,2020-12-10,2021-01-15,-0.7985050524713933,185000.0,-0.5895662162674533,0,35.9781,-78.8439,2,2020,12,2021,1,-0.2063811900695447,-0.6785293207947813,1,12.128116509451258
2.79,27615,3,3,0.36352122636859796,-0.11033614216926044,1983,2020-12-01,2021-01-15,-0.8956001281822662,171000.0,-0.33627935932779385,0,35.8887,-78.6393,3,2020,12,2021,1,-0.2063811900695447,0.3980790931507467,4,12.049424683420915
2.79,27603,2,2,0.09108568825892546,-0.11033614216926044,2008,2020-05-06,2021-01-12,0.31045941939779176,342500.0,2.0699457815989706,-2400,35.7076,-78.6563,1,2020,5,2021,1,-0.32745421659725327,-0.7721474437465664,0,12.744029856388185
2.79,27616,2,2,-0.7288404985519158,-0.11033614216926044,1986,2020-08-14,2021-01-15,-1.283980431025758,110100.0,2.0699457815989706,-4900,35.8673,-78.5381,3,2020,8,2021,1,-0.9477385290626343,0.25765190872306915,4,11.609153405321658
2.79,27514,2,2,0.16181414526816737,-0.11033614216926044,2004,2020-11-11,2021-01-14,-0.3130296739170283,243500.0,0.19843733865593155,-11500,35.9203,-79.0372,2,2020,11,2021,1,-0.9910511226972847,-0.5849111978429963,1,12.40287632827253
2.79,27511,2,2,-0.30708932897828817,-0.11033614216926044,1985,2020-11-22,2021-01-11,-0.6597978014558604,186000.0,-0.19556443880576085,-19000,35.7641,-78.7786,1,2020,11,2021,1,-1.8189902350669573,0.3044609701989616,0,12.133507329024972
2.79,27701,2,2,2.1448305140087642,-0.11033614216926044,2019,2020-04-10,2021-01-15,2.3657541113204497,637500.0,2.0699457815989706,-20000,35.9967,-78.8966,2,2020,4,2021,1,-0.3081309143614713,-1.2870471199813842,1,13.36531112464094
2.77,27615,2,2,-0.506176837596895,-0.11033614216926044,1974,2020-11-19,2021-01-22,-1.075919554502459,158000.0,0.19843733865593155,13000,35.8887,-78.6393,3,2020,11,2021,1,1.3535473416611647,0.8193606464337794,4,11.970356641102999
2.77,27609,2,2,-0.3123284739419357,-0.11033614216926044,1972,2020-12-18,2021-01-20,-1.2146268055179916,132500.0,-0.6739951685806731,7500,35.848,-78.6317,3,2020,12,2021,1,0.8375709811656223,0.9129787693855644,4,11.794345471549745
2.77,27606,2,2,-0.25993702430546023,-0.11033614216926044,1972,2020-10-20,2021-01-21,-1.3887044055424853,103318.0,1.014583877683723,3418,35.7645,-78.7112,1,2020,10,2021,1,0.3889188635310228,0.9129787693855644,0,11.545576568494724
2.77,27604,1,2,-1.4177880612715683,-0.11033614216926044,2004,2020-12-06,2021-01-21,-0.9725826524958869,160000.0,-0.30813637522338727,100,35.8334,-78.5799,3,2020,12,2021,1,-0.1954998874717214,-0.5849111978429963,4,11.982935344196433
2.77,27517,2,2,-0.7131230636609731,-0.11033614216926044,2003,2020-11-06,2021-01-20,-1.2493036182718749,120000.0,0.5080101638044041,0,35.9182,-79.0035,2,2020,11,2021,1,-0.2063811900695447,-0.5381021363671038,1,11.695255355062795
2.77,27511,1,2,-0.6319163167244362,-0.11033614216926044,2019,2018-03-17,2021-01-22,0.25913773652204464,337500.0,2.0699457815989706,0,35.7641,-78.7786,1,2018,3,2021,1,-0.2063811900695447,-1.2870471199813842,0,12.729323752253295
2.77,27514,2,1,-1.0510479138162399,-0.11033614216926044,1967,2020-11-11,2021-01-22,-1.4233812182963685,94900.0,0.42358121149118433,0,35.9203,-79.0372,2,2020,11,2021,1,-0.2063811900695447,1.147024076765027,1,11.460589521950299
2.77,27514,1,1,-1.640451722226589,-0.11033614216926044,1955,2020-06-12,2021-01-19,-1.457364494795174,90000.0,2.0699457815989706,0,35.9203,-79.0372,2,2020,6,2021,1,-0.2063811900695447,1.7087328144757372,1,11.407576060361786
2.77,27215,3,2,1.2777520225250951,-0.11033614216926044,2006,2020-12-09,2021-01-19,-0.9372123034869261,165000.0,-0.44885129574542026,0,36.0318,-79.4889,0,2020,12,2021,1,-0.2063811900695447,-0.6785293207947813,3,12.013706813470414
2.77,27610,2,1,-1.4308859236806872,-0.11033614216926044,1982,2020-05-14,2021-01-19,-0.9032290269881205,169900.0,2.0699457815989706,0,35.7667,-78.6008,1,2020,5,2021,1,-0.2063811900695447,0.4448881546266392,0,12.042971193457888
2.77,27249,2,2,1.5973398653075954,-0.11033614216926044,2013,2020-12-31,2021-01-22,-0.000938359132079432,300000.0,-0.9835679937291457,0,36.1183,-79.5685,0,2020,12,2021,1,-0.2063811900695447,-1.0061927511260291,3,12.611541086966115
2.77,27610,2,1,-1.1217763708254818,-0.11033614216926044,1982,2020-10-21,2021-01-20,-0.9372123034869261,164000.0,0.9582979094749098,-1000,35.7667,-78.6008,1,2020,10,2021,1,-0.3118309043357232,0.4448881546266392,0,12.00762780434872
2.77,27713,2,2,0.10942269563169188,-0.11033614216926044,1986,2020-12-14,2021-01-21,-0.9718891162408092,158000.0,-0.53328024805864,-2000,35.9112,-78.9178,2,2020,12,2021,1,-0.4238712257435379,0.25765190872306915,1,11.970356641102999
2.77,27514,2,3,-0.9200692897250513,-0.11033614216926044,1984,2021-01-05,2021-01-22,-1.4580580310502518,87500.0,-1.1242829142511788,-2400,35.9203,-79.0372,2,2021,1,2021,1,-0.6708760382275724,0.35127003167485416,1,11.37940550085183
2.77,27587,3,3,1.2070235655158532,-0.11033614216926044,1997,2020-11-30,2021-01-19,-0.41775364843375556,237000.0,-0.19556443880576085,-2900,35.9815,-78.5392,3,2020,11,2021,1,-0.4167091945562742,-0.25724776751174866,4,12.37581963951765
2.77,27604,2,2,-0.7786123757065675,-0.11033614216926044,1981,2020-12-03,2021-01-22,-1.346398693982748,102000.0,-0.19556443880576085,-4000,35.8334,-78.5799,3,2020,12,2021,1,-0.8629548826702786,0.49169721610253175,4,11.532737896139919
2.77,27510,2,1,-1.155830813089191,-0.11033614216926044,1982,2020-09-12,2021-01-19,-0.9718891162408092,155000.0,2.0277313054423605,-5000,35.9055,-79.0901,2,2020,9,2021,1,-0.7501062792545276,0.4448881546266392,1,11.951186847493476
2.77,27587,3,2,0.24302089220470435,-0.11033614216926044,1918,2020-12-09,2021-01-20,-0.48641373768644436,225000.0,-0.4207083116410137,-5000,35.9815,-78.5392,3,2020,12,2021,1,-0.5846247303721415,3.4406680890837604,4,12.323860125621126
2.77,27703,2,2,0.2508796096501757,-0.11033614216926044,2008,2020-10-14,2021-01-20,-0.34770648667091153,245000.0,1.1552987982057559,-5000,35.9781,-78.8439,2,2020,10,2021,1,-0.5543652471479338,-0.7721474437465664,1,12.409017571151187
2.77,27603,2,2,-0.28089360416005044,-0.11033614216926044,2008,2020-11-10,2021-01-20,0.5400199198284986,369000.0,0.39543822738677775,-9000,35.7076,-78.6563,1,2020,11,2021,1,-0.6206479246866744,-0.7721474437465664,0,12.818554633046093
2.77,27612,2,2,1.6942640471350752,-0.11033614216926044,2006,2020-12-31,2021-01-22,0.691904359690507,386250.0,-0.9835679937291457,-13650,35.852,-78.6841,3,2020,12,2021,1,-0.8002774615274104,-0.6785293207947813,4,12.864242696187505
2.77,27617,3,3,2.3046244354000143,-0.11033614216926044,2009,2020-10-26,2021-01-22,0.3798130449055582,341000.0,0.87386895716169,-13900,35.9034,-78.7447,3,2020,10,2021,1,-0.8878377121024564,-0.8189565052224589,4,12.739640688812674
2.73,27601,2,2,0.4080539585596021,-0.11033614216926044,2018,2019-01-04,2021-01-26,2.211442294565669,630513.0,2.0699457815989706,11513,35.7727,-78.6324,1,2019,1,2021,1,0.11723273958663405,-1.2402380585054917,0,13.354290638740117
2.73,27510,2,2,-0.6319163167244362,-0.11033614216926044,1983,2021-01-08,2021-01-28,-0.6251209887019772,220000.0,-1.0398539619379588,10000,35.9055,-79.0901,2,2021,1,2021,1,0.6221522791647148,0.3980790931507467,1,12.301387370778713
2.73,27601,2,2,-0.4433070980331244,-0.11033614216926044,2018,2018-05-03,2021-01-28,0.8278374656857292,426960.0,2.0699457815989706,7460,35.7727,-78.6324,1,2018,5,2021,1,0.10303014077727084,-1.2402380585054917,0,12.964447953144862
2.73,27513,2,2,-0.4537853879604195,-0.11033614216926044,1984,2021-01-11,2021-01-27,-0.9372123034869261,170000.0,-1.1524258983555853,5000,35.7956,-78.7941,1,2021,1,2021,1,0.3208673812613478,0.35127003167485416,0,12.04355959836804
2.73,27215,2,2,-0.40925265576941533,-0.11033614216926044,1994,2020-12-26,2021-01-28,-1.2007560804164383,132000.0,-0.6739951685806731,5000,36.0318,-79.4889,0,2020,12,2021,1,0.47862679630523686,-0.11682058308407108,3,11.790564777297387
2.73,27514,3,2,-0.2337412994872225,-0.11033614216926044,1981,2020-12-16,2021-01-26,-0.8338754014803541,183600.0,-0.44885129574542026,3700,35.9203,-79.0372,2,2020,12,2021,1,0.15146789586431839,0.49169721610253175,1,12.120520203776788
2.73,27215,2,1,-1.1820265379074286,-0.11033614216926044,1950,2020-12-31,2021-01-29,-1.6099424709122603,69000.0,-0.7865671049982995,1000,36.0318,-79.4889,0,2020,12,2021,1,0.04948944013515311,1.9427781218551998,3,11.141876276228
2.73,27511,2,2,0.8743378603242339,-0.11033614216926044,2019,2018-03-17,2021-01-29,0.9353355852227672,435000.0,2.0699457815989706,0,35.7641,-78.7786,1,2018,3,2021,1,-0.2063811900695447,-1.2870471199813842,0,12.983103608918753
2.73,27606,2,2,-0.4537853879604195,-0.11033614216926044,1968,2020-10-12,2021-01-29,-1.0689841919516823,146000.0,1.4648716233542285,0,35.7645,-78.7112,1,2020,10,2021,1,-0.2063811900695447,1.1002150152891346,0,11.891368749982085
2.73,28314,3,2,-0.0032189210867303963,-0.11033614216926044,1991,2021-01-26,2021-01-28,-1.7001021840723567,55000.0,-1.5464276758172777,0,35.0583,-79.008,4,2021,1,2021,1,-0.2063811900695447,0.0236066013436065,2,10.915106645867503
2.73,27514,2,2,-0.9200692897250513,-0.11033614216926044,1984,2020-12-31,2021-01-29,-1.5128473952013872,82000.0,-0.7865671049982995,0,35.9203,-79.0372,2,2020,12,2021,1,-0.2063811900695447,0.35127003167485416,1,11.314486721293981
2.73,27514,1,1,-1.3130051619986174,-0.11033614216926044,1967,2020-12-21,2021-01-29,-1.6515546462169202,60000.0,-0.5051372639542334,-2000,35.9203,-79.0372,2,2020,12,2021,1,-0.7676457982604947,1.147024076765027,1,11.002116507732017
2.73,27603,1,1,-0.9907977467342931,-0.11033614216926044,2008,2020-09-27,2021-01-29,-0.2852882237139217,257000.0,1.8870163849203276,-2000,35.7076,-78.6563,1,2020,9,2021,1,-0.34073796886428953,-0.7721474437465664,0,12.456835254920371
2.73,27514,2,3,-0.9200692897250513,-0.11033614216926044,1984,2021-01-05,2021-01-27,-1.4580580310502518,87000.0,-0.9835679937291457,-2900,35.9203,-79.0372,2,2021,1,2021,1,-0.7676457982604947,0.35127003167485416,1,11.373674891823535
2.73,27510,1,1,-1.5225709605445192,-0.11033614216926044,1982,2020-11-28,2021-01-28,-0.9032290269881205,166500.0,0.11400838634271174,-3400,35.9055,-79.0901,2,2020,11,2021,1,-0.5545700641326767,0.4448881546266392,1,12.022756594390605
2.73,27703,1,2,-0.5480899973060753,-0.11033614216926044,2008,2020-12-10,2021-01-29,-0.7985050524713933,181000.0,-0.19556443880576085,-4000,35.9781,-78.8439,2,2020,12,2021,1,-0.5825801706948301,-0.7721474437465664,1,12.10625783509458
2.73,27514,2,2,-0.6738294764336166,-0.11033614216926044,1967,2020-12-27,2021-01-27,-0.9725826524958869,155000.0,-0.7302811367894863,-4900,35.9203,-79.0372,2,2020,12,2021,1,-0.7395650173628862,1.147024076765027,1,11.951186847493476
2.73,27603,3,3,0.14609671037722471,-0.11033614216926044,2002,2020-12-02,2021-01-25,-0.8678586779791596,169000.0,-0.08299250238813446,-6000,35.7076,-78.6563,1,2020,12,2021,1,-0.8029252879182116,-0.49129307489121127,0,12.037659911047468
2.73,27517,2,2,-0.25207830685998894,-0.11033614216926044,1991,2020-11-25,2021-01-25,-0.6944746142097435,193500.0,0.11400838634271174,-6500,35.9182,-79.0035,2,2020,11,2021,1,-0.7718552828219268,0.0236066013436065,1,12.173037959397275
2.73,27215,3,2,0.2273034573137617,-0.11033614216926044,2006,2020-11-27,2021-01-29,-1.1806435290191861,122500.0,0.17029435455152495,-7400,36.0318,-79.4889,0,2020,11,2021,1,-1.1975597976061416,-0.6785293207947813,3,11.715874472198905
2.73,27713,1,1,-1.3208638794440886,-0.11033614216926044,1986,2020-12-07,2021-01-27,-1.2631743433734282,110000.0,-0.16742145470135425,-8000,35.9112,-78.9178,2,2020,12,2021,1,-1.3859881632166262,0.25765190872306915,1,11.608244735642321
2.73,27606,2,1,-0.7655145132974486,-0.11033614216926044,1972,2020-09-28,2021-01-29,-1.3186572437796413,99000.0,1.858873400815921,-11000,35.7645,-78.7112,1,2020,9,2021,1,-1.94630147546149,0.9129787693855644,0,11.502885230075814
2.73,27529,2,3,0.6254784745509754,-0.11033614216926044,1999,2020-12-09,2021-02-02,-1.0412427417485757,165000.0,-0.05484951828372786,15000,35.6813,-78.5975,1,2020,12,2021,2,1.5335390953224006,-0.35086589046353367,0,12.013706813470414
2.73,27215,2,3,-0.2546978793418127,-0.11033614216926044,1988,2020-12-06,2021-02-02,-1.283980431025758,125000.0,0.029579434029491942,10000,36.0318,-79.4889,0,2020,12,2021,2,1.3065929711408424,0.16403378577128408,3,11.736077016252437
2.73,27615,3,3,0.3897169511868357,-0.11033614216926044,1979,2021-01-10,2021-02-05,-0.8678586779791596,185000.0,-0.8709960573115193,10000,35.8887,-78.6393,3,2021,1,2021,2,0.7878589730115668,0.5853153390543168,4,12.128116509451258
2.73,27609,2,2,-0.6869273388427354,-0.11033614216926044,1972,2021-01-08,2021-02-04,-1.2354328931703216,130500.0,-0.8428530732071127,8500,35.848,-78.6317,3,2021,1,2021,2,1.0058583530314007,0.9129787693855644,4,11.779136168550774
2.73,27616,1,2,-0.5114159825605425,-0.11033614216926044,1986,2020-12-22,2021-02-03,-1.3533340565335246,110000.0,-0.39256532753660706,5000,35.8673,-78.5381,3,2020,12,2021,2,0.6221522791647148,0.25765190872306915,4,11.608244735642321
2.73,27615,2,3,0.15919457278634358,-0.11033614216926044,1985,2020-12-24,2021-02-04,-0.7645217759725876,190000.0,-0.4207083116410137,100,35.8887,-78.6393,3,2020,12,2021,2,-0.19721889262145653,0.3044609701989616,4,12.154784614286667
2.73,27713,2,2,-0.4328288081058293,-0.11033614216926044,1986,2020-08-07,2021-02-04,-1.0897902796040122,143000.0,2.0699457815989706,0,35.9112,-78.9178,2,2020,8,2021,2,-0.2063811900695447,0.25765190872306915,1,11.870606902224587
2.73,27517,2,2,-0.6843077663609116,-0.11033614216926044,1984,2020-12-16,2021-02-03,-0.9996305664439158,156000.0,-0.22370742291016746,0,35.9182,-79.0035,2,2020,12,2021,2,-0.2063811900695447,0.35127003167485416,1,11.957617696467539
2.73,27616,3,3,1.3065673198251566,-0.11033614216926044,2005,2020-12-03,2021-02-02,-0.9372123034869261,164000.0,0.11400838634271174,-1000,35.8673,-78.5381,3,2020,12,2021,2,-0.3118309043357232,-0.6317202593188889,4,12.00762780434872
2.73,27605,2,2,-0.47212239533318595,-0.11033614216926044,1986,2020-11-18,2021-02-02,-0.056421259538292565,290000.0,0.5361531479088107,-2000,35.7908,-78.653,1,2020,11,2021,2,-0.3255538123566642,0.25765190872306915,0,12.577639650232573
2.73,27713,2,2,-0.9724607393615268,-0.11033614216926044,1986,2020-12-03,2021-02-05,-1.0766130907575366,142500.0,0.19843733865593155,-2400,35.9112,-78.9178,2,2020,12,2021,2,-0.4945667445858089,0.25765190872306915,1,11.86710429621008
2.73,27606,2,1,-0.7236013535882683,-0.11033614216926044,1972,2020-12-03,2021-02-04,-1.2777386047300592,113250.0,0.17029435455152495,-2650,35.7645,-78.7112,1,2020,12,2021,2,-0.604205931768307,0.9129787693855644,0,11.637361873328372
2.73,27253,2,3,0.34256464651400775,-0.11033614216926044,1974,2020-10-30,2021-02-04,-1.1383378174594487,131980.0,1.1271558141013494,-4020,36.031,-79.3814,0,2020,10,2021,2,-0.7206811567809873,0.8193606464337794,3,11.7904132518143
2.73,27615,2,2,-0.3280459088328784,-0.11033614216926044,2000,2020-12-13,2021-02-01,-0.7783925010741409,183000.0,-0.19556443880576085,-4900,35.8887,-78.6393,3,2020,12,2021,2,-0.660112398074895,-0.3976749519394262,4,12.117246896289503
2.73,27514,2,3,0.37399951629589306,-0.11033614216926044,1974,2020-12-09,2021-02-02,-1.0419362780036534,142000.0,-0.05484951828372786,-7900,35.9203,-79.0372,2,2020,12,2021,2,-1.1233505199292089,0.8193606464337794,1,11.863589378812122
2.73,27703,2,3,0.3582820814049504,-0.11033614216926044,2008,2020-12-29,2021-02-04,-0.34770648667091153,240000.0,-0.5614232321630467,-10000,35.9781,-78.8439,2,2020,12,2021,2,-0.9023493042263228,-0.7721474437465664,1,12.388398368982115
2.73,27612,3,2,0.6542937718510369,-0.11033614216926044,1972,2021-01-07,2021-02-09,-0.6944746142097435,210000.0,-0.6739951685806731,10000,35.852,-78.6841,3,2021,1,2021,2,0.663578952626428,0.9129787693855644,4,12.25486757159303
2.73,27606,2,2,-0.16039326999615683,-0.11033614216926044,1972,2021-01-21,2021-02-12,-1.1452731800102254,145000.0,-0.9835679937291457,10000,35.7645,-78.7112,1,2021,1,2021,2,1.0824486509615256,0.9129787693855644,0,11.884495917930655
2.73,27560,3,2,0.3792386612595406,-0.11033614216926044,2000,2020-12-30,2021-02-09,-0.6459270763543071,214000.0,-0.44885129574542026,7000,35.8344,-78.8466,2,2020,12,2021,2,0.38199765040116135,-0.3976749519394262,1,12.273735966890268
