MLS #,City,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Date,Closing Date,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster,Price per SqFt
2369120,Raleigh,27606,2,2,1074,1,1968,2021-02-26,2021-04-01,150000,161000,34,11000,35.7645,-78.7112,0,149.90689013035382
2371656,Durham,27701,1,1,600,1,1972,2021-03-11,2021-04-30,205000,216000,50,11000,35.9967,-78.8966,1,360.0
2510361,Chapel Hill,27517,2,2,1043,1,1991,2023-05-12,2023-06-26,299000,310000,45,11000,35.9182,-79.0035,1,297.2195589645254
2451571,Cary,27519,2,2,1700,1,2017,2022-05-26,2022-06-28,419000,429900,33,10900,35.8072,-78.887,1,252.88235294117646
2414860,Raleigh,27603,2,2,1132,1,2005,2021-10-20,2021-11-19,479900,490500,30,10600,35.7076,-78.6563,0,433.30388692579504
2363155,Chapel Hill,27516,3,2,1266,1,2005,2021-01-24,2021-04-05,345000,355600,71,10600,35.9162,-79.0999,1,280.88467614533965
2504508,Chapel Hill,27516,1,2,880,1,2001,2023-04-12,2023-05-31,329500,340050,49,10550,35.9162,-79.0999,1,386.42045454545456
2228971,Raleigh,27601,3,3,1932,1,2019,2018-12-21,2021-02-16,1100000,1110535,788,10535,35.7727,-78.6324,0,574.8110766045548
2415095,Cary,27519,2,3,1365,1,2005,2021-10-22,2021-12-06,299999,310500,45,10501,35.8072,-78.887,1,227.47252747252747
2377214,Raleigh,27604,2,3,1176,1,2006,2021-04-12,2021-05-06,237500,248000,24,10500,35.8334,-78.5799,0,210.8843537414966
2400397,Raleigh,27605,2,2,946,1,1986,2021-08-06,2021-08-20,312000,322500,14,10500,35.7908,-78.653,0,340.90909090909093
2503428,Chapel Hill,27514,3,2,1102,1,1983,2023-04-05,2023-05-10,299500,310000,35,10500,35.9203,-79.0372,1,281.30671506352087
2365090,Chapel Hill,27517,1,1,784,1,1991,2021-02-04,2021-02-25,169500,180000,21,10500,35.9182,-79.0035,1,229.59183673469389
2503102,Chapel Hill,27514,2,3,1450,1,1974,2023-04-03,2023-04-19,249500,260000,16,10500,35.9203,-79.0372,1,179.31034482758622
2391121,Raleigh,27606,2,2,1090,1,1968,2021-06-20,2021-08-06,165000,175500,47,10500,35.7645,-78.7112,0,161.0091743119266
2430903,Burlington,27215,2,2,1233,1,2007,2022-02-10,2022-03-28,229500,240000,46,10500,36.0318,-79.4889,4,194.64720194647202
2367579,Raleigh,27606,1,1,690,1,1985,2021-02-18,2021-03-25,139500,150000,35,10500,35.7645,-78.7112,0,217.3913043478261
2505899,Durham,27701,1,1,706,1,2022,2023-04-19,2023-04-19,381824,392268,0,10444,35.9967,-78.8966,1,555.6203966005666
2174975,Raleigh,27601,2,2,1394,1,2018,2018-02-24,2021-02-22,665000,675377,1094,10377,35.7727,-78.6324,0,484.48852223816357
2372304,Durham,27703,3,3,1641,1,2008,2021-03-16,2021-05-28,274900,285250,73,10350,35.9781,-78.8439,1,173.82693479585618
2458476,Raleigh,27605,2,3,1076,1,1987,2022-06-25,2022-07-27,335000,345300,32,10300,35.7908,-78.653,0,320.91078066914497
2396034,Raleigh,27606,2,1,833,1,1972,2021-07-15,2021-08-20,149796,160000,36,10204,35.7645,-78.7112,0,192.0768307322929
2365149,Greensboro,27409,3,2,1248,1,2003,2021-02-04,2021-02-24,107000,117100,20,10100,36.0777,-79.9086,4,93.8301282051282
2372533,Raleigh,27606,2,2,1225,1,1985,2021-03-17,2021-05-17,154900,165000,61,10100,35.7645,-78.7112,0,134.69387755102042
2385018,Carrboro,27510,1,1,561,1,1982,2021-05-20,2021-06-08,149900,160000,19,10100,35.9055,-79.0901,1,285.204991087344
2419719,Raleigh,27603,2,2,1007,1,2006,2021-11-17,2022-03-07,394900,405000,110,10100,35.7076,-78.6563,0,402.1847070506455
2418328,Raleigh,27614,3,3,1740,1,2009,2021-11-10,2021-12-30,229900,240000,50,10100,35.9457,-78.6433,0,137.93103448275863
2464916,Raleigh,27604,3,3,1292,1,1973,2022-07-27,2022-08-30,189900,200000,34,10100,35.8334,-78.5799,0,154.79876160990713
2384251,Chapel Hill,27514,2,2,1304,1,2004,2021-05-17,2021-07-29,259900,270000,73,10100,35.9203,-79.0372,1,207.05521472392638
10017408,Durham,27713,1,1,663,1,1986,2024-03-15,2024-04-15,179900,190000,31,10100,35.9112,-78.9178,1,286.5761689291101
2388469,Durham,27705,2,1,924,1,1982,2021-06-08,2021-06-29,139900,150000,21,10100,36.0218,-78.9478,1,162.33766233766235
2439830,Raleigh,27603,3,3,1696,1,2003,2022-04-01,2022-04-29,299900,310000,28,10100,35.7076,-78.6563,0,182.78301886792454
2393140,Raleigh,27603,3,2,1145,1,1999,2021-06-30,2021-07-23,184900,195000,23,10100,35.7076,-78.6563,0,170.3056768558952
2502457,Raleigh,27604,2,2,980,1,1998,2023-03-30,2023-05-12,364900,375000,43,10100,35.8334,-78.5799,0,382.6530612244898
2510478,Raleigh,27604,3,3,1319,1,1974,2023-05-12,2023-07-11,209900,220000,60,10100,35.8334,-78.5799,0,166.79302501895376
2430762,Chapel Hill,27514,2,3,1092,1,1965,2022-02-10,2022-03-31,249900,260000,49,10100,35.9203,-79.0372,1,238.0952380952381
2430587,Chapel Hill,27514,1,1,655,1,1967,2022-02-09,2022-03-11,99900,110000,30,10100,35.9203,-79.0372,1,167.93893129770993
2465086,Raleigh,27613,2,3,1251,1,1985,2022-07-28,2022-09-06,239900,250000,40,10100,35.8949,-78.7051,0,199.84012789768187
2394561,Cary,27513,2,2,1034,1,1985,2021-07-08,2021-08-20,199900,210000,43,10100,35.7956,-78.7941,0,203.09477756286267
2454555,Chapel Hill,27517,2,3,1118,1,1974,2022-06-09,2022-07-27,299900,310000,48,10100,35.9182,-79.0035,1,277.2808586762075
2377808,Cary,27518,2,2,1128,1,1995,2021-04-15,2021-05-26,200000,210099,41,10099,35.7299,-78.7735,0,186.25797872340425
2416935,Raleigh,27603,1,1,741,1,2008,2021-11-02,2021-12-14,259999,270000,42,10001,35.7076,-78.6563,0,364.3724696356275
2511957,Raleigh,27612,2,2,772,1,1984,2023-05-19,2023-06-22,249999,260000,34,10001,35.852,-78.6841,0,336.78756476683935
2404555,Raleigh,27603,3,2,1145,1,2002,2021-08-28,2021-10-08,199999,210000,41,10001,35.7076,-78.6563,0,183.4061135371179
2472198,Cary,27518,3,2,1300,1,1995,2022-09-02,2023-04-06,275000,285001,216,10001,35.7299,-78.7735,0,219.23153846153846
2510976,Chapel Hill,27516,3,2,1200,1,2005,2023-05-13,2023-06-06,470000,480000,24,10000,35.9162,-79.0999,1,400.0
2383943,Cary,27519,2,3,1357,1,2005,2021-05-14,2021-07-22,257000,267000,69,10000,35.8072,-78.887,1,196.75755342667648
2395750,Chapel Hill,27514,2,2,1261,1,2002,2021-07-14,2021-08-25,260000,270000,42,10000,35.9203,-79.0372,1,214.1157811260904
10016198,Raleigh,27603,2,2,1180,1,2006,2024-03-07,2024-06-04,475000,485000,89,10000,35.7076,-78.6563,0,411.0169491525424
2398321,Chapel Hill,27517,1,1,945,1,2008,2021-07-27,2021-08-31,329000,339000,35,10000,35.9182,-79.0035,1,358.73015873015873
2408408,Raleigh,27615,2,3,1377,1,1969,2021-09-17,2021-10-28,205000,215000,41,10000,35.8887,-78.6393,0,156.13652868554829
2510644,Raleigh,27615,2,2,1070,1,2000,2023-05-13,2023-06-09,240000,250000,27,10000,35.8887,-78.6393,0,233.6448598130841
2497713,Raleigh,27609,3,3,1590,1,1972,2023-03-03,2023-04-06,235000,245000,34,10000,35.848,-78.6317,0,154.08805031446542
2403569,Durham,27705,1,1,769,1,2007,2021-08-24,2021-09-10,280000,290000,17,10000,36.0218,-78.9478,1,377.1131339401821
2366576,Durham,27713,2,2,1150,1,1983,2021-02-12,2021-03-18,165000,175000,34,10000,35.9112,-78.9178,1,152.17391304347825
2437118,Raleigh,27617,2,2,1503,1,2011,2022-03-17,2022-04-21,380000,390000,35,10000,35.9034,-78.7447,0,259.4810379241517
2431235,Burlington,27215,4,3,2096,1,1993,2022-02-12,2022-03-29,260000,270000,45,10000,36.0318,-79.4889,4,128.81679389312978
10017189,Chapel Hill,27516,2,2,1295,1,1998,2024-03-14,2024-05-01,415000,425000,48,10000,35.9162,-79.0999,1,328.18532818532816
2418483,Chapel Hill,27514,2,2,1168,1,1984,2021-11-11,2021-12-15,185000,195000,34,10000,35.9203,-79.0372,1,166.95205479452054
2494502,Raleigh,27609,2,2,1046,1,1972,2023-02-10,2023-03-17,150000,160000,35,10000,35.848,-78.6317,0,152.96367112810708
2360718,Carrboro,27510,2,2,960,1,1983,2021-01-08,2021-01-28,210000,220000,20,10000,35.9055,-79.0901,1,229.16666666666666
2364761,Raleigh,27605,2,3,1253,1,1949,2021-02-03,2021-03-15,325000,335000,40,10000,35.7908,-78.653,0,267.3583399840383
2403415,Raleigh,27615,2,2,1568,1,2001,2021-08-23,2021-09-09,305000,315000,17,10000,35.8887,-78.6393,0,200.89285714285714
2420327,Raleigh,27503,3,3,1692,1,2003,2021-11-22,2022-01-04,265000,275000,43,10000,36.1566,-78.8903,1,162.52955082742318
10025713,Chapel Hill,27516,3,2,1169,1,1972,2024-04-26,2024-06-04,215000,225000,39,10000,35.9162,-79.0999,1,192.47219846022242
2506067,Chapel Hill,27516,2,2,931,1,1972,2023-04-20,2023-06-20,190000,200000,61,10000,35.9162,-79.0999,1,214.82277121374867
2441751,Winston Salem,27127,3,3,1540,1,2005,2022-04-08,2022-05-23,200000,210000,45,10000,36.0425,-80.2609,4,136.36363636363637
2388777,Cary,27511,2,2,1115,1,1979,2021-06-09,2021-07-27,210000,220000,48,10000,35.7641,-78.7786,0,197.30941704035874
2362860,Raleigh,27606,2,2,1140,1,1972,2021-01-21,2021-02-12,135000,145000,22,10000,35.7645,-78.7112,0,127.19298245614036
2413578,Durham,27703,2,2,1119,1,2014,2021-10-14,2021-12-06,286000,296000,53,10000,35.9781,-78.8439,1,264.5218945487042
2451645,Durham,27705,2,2,980,1,1989,2022-05-26,2022-07-07,320000,330000,42,10000,36.0218,-78.9478,1,336.734693877551
2371406,Raleigh,27606,2,2,1193,1,1972,2021-03-10,2021-04-14,135000,145000,35,10000,35.7645,-78.7112,0,121.54233025984912
2505073,Raleigh,27616,3,3,1607,1,2001,2023-04-14,2023-05-19,259000,269000,35,10000,35.8673,-78.5381,0,167.3926571250778
2392942,Cary,27511,2,1,704,1,1979,2021-06-30,2021-07-28,170000,180000,28,10000,35.7641,-78.7786,0,255.6818181818182
2387483,Raleigh,27607,3,2,976,1,1971,2021-06-03,2021-07-22,205000,215000,49,10000,35.8014,-78.6877,0,220.28688524590163
2529440,Raleigh,27606,2,2,963,1,1968,2023-08-29,2023-10-03,210000,220000,35,10000,35.7645,-78.7112,0,228.4527518172378
2437459,Raleigh,27605,1,1,499,1,1953,2022-03-19,2022-05-13,220000,230000,55,10000,35.7908,-78.653,0,460.92184368737475
2455334,Durham,27713,2,2,904,1,1986,2022-06-11,2022-07-25,197000,207000,44,10000,35.9112,-78.9178,1,228.98230088495575
2510693,Raleigh,27616,2,2,985,1,1986,2023-05-13,2023-06-20,170000,180000,38,10000,35.8673,-78.5381,0,182.74111675126903
2416372,Cary,27518,2,2,1183,1,1995,2021-10-29,2021-11-15,240000,250000,17,10000,35.7299,-78.7735,0,211.3271344040575
2457749,Holly Springs,27540,1,2,800,1,2001,2022-06-23,2022-08-18,225000,235000,56,10000,35.6263,-78.8458,0,293.75
2508425,Lake Lure,28746,3,3,1377,1,1974,2023-05-03,2023-06-02,380000,390000,30,10000,35.4464,-82.1752,3,283.2244008714597
2389238,Carrboro,27510,2,2,1053,1,1968,2021-06-11,2021-07-21,215000,225000,40,10000,35.9055,-79.0901,1,213.67521367521368
2453218,Raleigh,27615,2,2,1080,1,1975,2022-06-02,2022-07-06,180000,190000,34,10000,35.8887,-78.6393,0,175.92592592592592
2460308,Cary,27513,2,2,1207,1,1999,2022-07-06,2022-08-18,300000,310000,43,10000,35.7956,-78.7941,0,256.8351284175642
2500520,Raleigh,27606,2,2,950,1,1985,2023-03-18,2023-04-17,195000,205000,30,10000,35.7645,-78.7112,0,215.78947368421052
2442095,Greensboro,27401,1,1,936,1,2005,2022-04-12,2022-06-22,145000,155000,71,10000,36.0697,-79.7682,4,165.5982905982906
2445123,Raleigh,27609,1,1,818,1,1972,2022-04-26,2022-06-10,145000,155000,45,10000,35.848,-78.6317,0,189.48655256723717
2396317,Raleigh,27612,3,2,1441,1,1972,2021-07-16,2022-07-07,250000,260000,356,10000,35.852,-78.6841,0,180.43025676613462
2366139,Raleigh,27616,3,3,1605,1,2005,2021-02-10,2021-03-17,180000,190000,35,10000,35.8673,-78.5381,0,118.38006230529595
2451057,Raleigh,27606,4,4,1219,1,1999,2022-05-24,2022-07-01,265000,275000,38,10000,35.7645,-78.7112,0,225.59474979491387
2403101,Cary,27513,2,2,1350,1,1997,2021-08-16,2021-12-09,265000,275000,115,10000,35.7956,-78.7941,0,203.7037037037037
2424107,Raleigh,27604,2,2,1000,1,1983,2021-12-21,2022-02-24,185000,195000,65,10000,35.8334,-78.5799,0,195.0
2385602,Raleigh,27605,1,1,566,1,1953,2021-05-24,2021-07-01,185000,195000,38,10000,35.7908,-78.653,0,344.52296819787983
2392080,Chapel Hill,27517,2,2,951,1,1984,2021-06-25,2021-08-16,185000,195000,52,10000,35.9182,-79.0035,1,205.04731861198738
2423592,Raleigh,27609,3,2,1230,1,1972,2021-12-16,2022-01-26,185000,195000,41,10000,35.848,-78.6317,0,158.53658536585365
2405691,Raleigh,27617,2,2,1389,1,2007,2021-09-02,2021-10-12,275000,285000,40,10000,35.9034,-78.7447,0,205.18358531317494
2394662,Cary,27513,2,1,1017,1,1985,2021-07-08,2021-09-20,197000,207000,74,10000,35.7956,-78.7941,0,203.53982300884957
2356669,Burlington,27215,2,3,1104,1,1988,2020-12-06,2021-02-02,115000,125000,58,10000,36.0318,-79.4889,4,113.22463768115942
2372946,Raleigh,27606,2,3,1085,1,1972,2021-03-19,2021-05-19,150000,160000,61,10000,35.7645,-78.7112,0,147.46543778801842
2504074,Chapel Hill,27517,2,2,1236,1,1982,2023-04-09,2023-05-10,310000,320000,31,10000,35.9182,-79.0035,1,258.8996763754045
2380190,Raleigh,27606,2,3,1167,1,1984,2021-04-27,2021-07-08,175000,185000,72,10000,35.7645,-78.7112,0,158.5261353898886
2426924,Durham,27713,2,2,806,1,1986,2022-01-14,2022-02-08,180000,190000,25,10000,35.9112,-78.9178,1,235.73200992555832
2412686,Raleigh,27603,1,1,782,1,2008,2021-10-08,2021-11-12,280000,290000,35,10000,35.7076,-78.6563,0,370.84398976982095
2391391,Durham,27701,1,1,545,1,1972,2021-06-22,2021-08-19,195000,205000,58,10000,35.9967,-78.8966,1,376.1467889908257
2454777,Raleigh,27607,3,2,990,1,1971,2022-06-09,2022-07-15,260000,270000,36,10000,35.8014,-78.6877,0,272.72727272727275
2360931,Raleigh,27615,3,3,1350,1,1979,2021-01-10,2021-02-05,175000,185000,26,10000,35.8887,-78.6393,0,137.03703703703704
2381767,Raleigh,27615,2,2,988,1,1984,2021-05-04,2021-05-20,145000,155000,16,10000,35.8887,-78.6393,0,156.8825910931174
2369796,Durham,27713,1,1,683,1,1986,2021-03-02,2021-03-25,115000,125000,23,10000,35.9112,-78.9178,1,183.01610541727672
2495350,Chapel Hill,27517,2,2,975,1,1984,2023-02-16,2023-03-21,250000,260000,33,10000,35.9182,-79.0035,1,266.6666666666667
2515576,Cary,27511,2,2,885,1,1985,2023-06-09,2023-07-07,275000,285000,28,10000,35.7641,-78.7786,0,322.03389830508473
2384332,Raleigh,27603,4,4,1275,1,2000,2021-05-17,2021-06-30,215000,225000,44,10000,35.7076,-78.6563,0,176.47058823529412
2482957,Gibsonville,27249,2,2,1416,1,2013,2022-11-09,2022-12-09,275000,285000,30,10000,36.1183,-79.5685,4,201.27118644067798
2466197,Chapel Hill,27516,3,2,1169,1,1972,2022-08-03,2022-10-17,160000,170000,75,10000,35.9162,-79.0999,1,145.4234388366125
2522143,Chapel Hill,27516,1,2,875,1,2001,2023-07-18,2023-08-14,345000,355000,27,10000,35.9162,-79.0999,1,405.7142857142857
2417228,Chapel Hill,27514,2,3,1704,1,2002,2021-11-03,2021-12-13,399000,409000,40,10000,35.9203,-79.0372,1,240.02347417840375
2369482,Raleigh,27605,1,1,793,1,1949,2021-03-01,2021-04-26,200000,210000,56,10000,35.7908,-78.653,0,264.8171500630517
2535823,Chapel Hill,27514,2,2,1282,1,2004,2023-10-05,2023-10-23,345000,355000,18,10000,35.9203,-79.0372,1,276.9110764430577
2384416,Raleigh,27617,2,2,1231,1,2006,2021-05-17,2021-06-14,200000,210000,28,10000,35.9034,-78.7447,0,170.59301380991064
10006597,Raleigh,27608,2,4,1484,1,2002,2024-01-17,2024-03-04,650000,660000,47,10000,35.8077,-78.6463,0,444.74393530997304
2381659,Chapel Hill,27516,1,2,686,1,1998,2021-05-04,2021-06-02,200000,210000,29,10000,35.9162,-79.0999,1,306.1224489795918
2528174,Raleigh,27606,4,4,1192,1,1997,2023-08-21,2023-10-10,270000,280000,50,10000,35.7645,-78.7112,0,234.8993288590604
2181904,Raleigh,27601,2,2,1421,1,2018,2018-03-30,2021-05-17,735000,745000,1144,10000,35.7727,-78.6324,0,524.2786769880366
2377814,Chapel Hill,27517,2,2,986,1,1991,2021-04-15,2021-04-29,215000,225000,14,10000,35.9182,-79.0035,1,228.1947261663286
2376546,Raleigh,27617,2,2,1266,1,2003,2021-04-08,2021-06-02,215000,225000,55,10000,35.9034,-78.7447,0,177.72511848341233
2381783,Raleigh,27606,4,4,1344,1,2000,2021-05-04,2021-06-04,230000,240000,31,10000,35.7645,-78.7112,0,178.57142857142858
2378505,Chapel Hill,27517,1,1,1071,1,2009,2021-04-18,2021-06-02,295000,305000,45,10000,35.9182,-79.0035,1,284.78057889822594
2375145,Raleigh,27604,1,2,700,1,2005,2021-03-30,2021-04-30,160000,170000,31,10000,35.8334,-78.5799,0,242.85714285714286
2404524,Raleigh,27605,2,2,1086,1,1985,2021-08-27,2021-10-15,335000,345000,49,10000,35.7908,-78.653,0,317.6795580110497
2381945,Raleigh,27605,2,1,858,1,1949,2021-05-05,2021-05-28,250000,260000,23,10000,35.7908,-78.653,0,303.030303030303
2431874,Durham,27713,1,1,647,1,1986,2022-02-17,2022-02-28,145000,155000,11,10000,35.9112,-78.9178,1,239.56723338485318
2423821,Cary,27511,2,2,1582,1,2001,2021-12-18,2022-02-03,425000,435000,47,10000,35.7641,-78.7786,0,274.968394437421
2462957,Gibsonville,27249,2,2,1716,1,2013,2022-07-18,2022-09-02,350000,360000,46,10000,36.1183,-79.5685,4,209.7902097902098
2394349,Raleigh,27616,2,2,949,1,1986,2021-07-08,2021-08-31,124900,134900,54,10000,35.8673,-78.5381,0,142.1496311907271
2517564,Cary,27511,2,2,1809,1,2001,2023-06-20,2023-08-03,535000,545000,44,10000,35.7641,-78.7786,0,301.27142067440576
2376144,Chapel Hill,27517,2,2,954,1,1984,2021-04-07,2021-05-06,175000,185000,29,10000,35.9182,-79.0035,1,193.92033542976938
2514009,Chapel Hill,27516,1,2,760,1,2000,2023-06-01,2023-07-13,310000,320000,42,10000,35.9162,-79.0999,1,421.05263157894734
2519453,Chapel Hill,27516,1,1,1082,1,2009,2023-07-01,2023-07-24,475000,485000,23,10000,35.9162,-79.0999,1,448.2439926062847
2425420,Raleigh,27603,2,2,1228,1,2008,2022-01-05,2022-02-16,425000,435000,42,10000,35.7076,-78.6563,0,354.2345276872964
2387430,Burlington,27215,2,3,1602,1,1968,2021-06-03,2021-07-20,120000,130000,47,10000,36.0318,-79.4889,4,81.14856429463171
2376215,Carrboro,27510,2,2,889,1,1982,2021-04-07,2021-04-28,165000,175000,21,10000,35.9055,-79.0901,1,196.8503937007874
2372023,Raleigh,27606,4,4,1174,1,1998,2021-03-14,2021-04-09,205000,215000,26,10000,35.7645,-78.7112,0,183.13458262350937
2505501,Chapel Hill,27516,1,1,725,1,2002,2023-04-17,2023-07-10,280000,290000,84,10000,35.9162,-79.0999,1,400.0
2430152,Raleigh,27612,2,2,1418,1,2003,2022-02-06,2022-09-12,350000,360000,218,10000,35.852,-78.6841,0,253.8787023977433
10011762,Raleigh,27609,2,1,860,1,1972,2024-02-15,2024-03-26,175000,185000,40,10000,35.848,-78.6317,0,215.11627906976744
2391777,Burlington,27215,2,2,1134,1,2004,2021-06-24,2021-07-15,125000,135000,21,10000,36.0318,-79.4889,4,119.04761904761905
2522384,Chapel Hill,27514,2,2,1132,1,2002,2023-07-19,2023-08-09,325000,335000,21,10000,35.9203,-79.0372,1,295.9363957597173
2427092,Raleigh,27603,1,1,1053,1,2008,2022-01-15,2022-02-10,330000,340000,26,10000,35.7076,-78.6563,0,322.88698955365624
2394982,Burlington,27215,2,2,1126,1,2005,2021-07-10,2021-07-30,125000,135000,20,10000,36.0318,-79.4889,4,119.89342806394316
2410928,Raleigh,27609,2,2,929,1,1972,2021-09-30,2021-11-12,135000,145000,43,10000,35.848,-78.6317,0,156.08180839612487
2433186,Raleigh,27603,3,2,1836,1,1890,2022-02-24,2022-04-14,625000,635000,49,10000,35.7076,-78.6563,0,345.86056644880176
2367845,Morrisville,27560,3,2,1407,1,2002,2021-02-18,2021-03-26,235000,245000,36,10000,35.8344,-78.8466,1,174.12935323383084
10016958,Raleigh,27615,2,3,1188,1,1985,2024-03-14,2024-04-22,295000,305000,39,10000,35.8887,-78.6393,0,256.73400673400675
2405264,Durham,27713,2,2,904,1,1986,2021-09-01,2021-10-04,170000,180000,33,10000,35.9112,-78.9178,1,199.1150442477876
2446170,Morrisville,27560,2,2,1051,1,2001,2022-05-02,2022-06-09,315000,325000,38,10000,35.8344,-78.8466,1,309.2293054234063
2420719,Durham,27713,2,2,990,1,1986,2021-11-24,2021-12-22,170000,180000,28,10000,35.9112,-78.9178,1,181.8181818181818
2448020,Chapel Hill,27516,1,1,1498,1,2002,2022-05-10,2022-06-02,315000,325000,23,10000,35.9162,-79.0999,1,216.95594125500668
2429366,Raleigh,27606,4,4,1172,1,1997,2022-02-01,2022-02-23,235000,245000,22,10000,35.7645,-78.7112,0,209.0443686006826
2387994,Raleigh,27616,2,3,1272,1,2012,2021-06-04,2021-07-22,225000,235000,48,10000,35.8673,-78.5381,0,184.74842767295598
2360490,Raleigh,27612,3,2,1451,1,1972,2021-01-07,2021-02-09,200000,210000,33,10000,35.852,-78.6841,0,144.7277739490007
2444695,Raleigh,27601,2,2,1327,1,2008,2022-04-25,2022-06-16,825000,835000,52,10000,35.7727,-78.6324,0,629.2388847023361
2385183,Raleigh,27617,3,3,1729,1,2009,2021-05-21,2021-06-24,350000,360000,34,10000,35.9034,-78.7447,0,208.21283979178716
2366272,Morrisville,27560,3,2,1262,1,2001,2021-02-11,2021-03-15,200000,210000,32,10000,35.8344,-78.8466,1,166.4025356576862
2487690,Burlington,27215,3,2,1586,1,2003,2022-12-19,2023-03-01,300000,310000,72,10000,36.0318,-79.4889,4,195.46027742749055
2428161,Raleigh,27603,4,4,1391,1,2001,2022-01-24,2022-03-01,230000,240000,36,10000,35.7076,-78.6563,0,172.5377426312006
2468487,Raleigh,27609,2,2,1233,1,1998,2022-08-13,2022-09-28,415000,425000,46,10000,35.848,-78.6317,0,344.68775344687754
2406536,Gibsonville,27249,2,2,2078,1,2014,2021-09-08,2021-10-29,325000,335000,51,10000,36.1183,-79.5685,4,161.21270452358036
2529607,Raleigh,27617,2,2,1298,1,2006,2023-08-30,2023-10-11,300000,310000,42,10000,35.9034,-78.7447,0,238.82896764252698
2378229,Cary,27511,2,2,1124,1,1986,2021-04-16,2021-05-17,198000,208000,31,10000,35.7641,-78.7786,0,185.05338078291814
2379249,Raleigh,27608,3,3,1411,1,2010,2021-04-22,2021-05-27,495000,505000,35,10000,35.8077,-78.6463,0,357.90219702338766
2376960,Cary,27519,3,2,1400,1,2004,2021-04-10,2021-05-17,275000,285000,37,10000,35.8072,-78.887,1,203.57142857142858
2366452,Durham,27707,3,3,1702,1,1980,2021-02-12,2021-03-22,220000,230000,38,10000,35.9631,-78.9315,1,135.13513513513513
2486001,Fayetteville,28314,2,2,1288,1,1994,2022-12-03,2023-01-25,105000,115000,53,10000,35.0583,-79.008,0,89.28571428571429
2406964,Hillsborough,27278,2,2,1135,1,1986,2021-09-10,2021-11-02,155000,165000,53,10000,36.0756,-79.0914,1,145.37444933920705
10029285,Raleigh,27603,3,3,1564,1,2004,2024-05-15,2024-06-10,305000,315000,26,10000,35.7076,-78.6563,0,201.4066496163683
2405443,Raleigh,27606,2,2,952,1,1968,2021-09-02,2021-10-08,175000,185000,36,10000,35.7645,-78.7112,0,194.32773109243698
2410532,Raleigh,27615,2,2,1100,1,1974,2021-09-29,2021-11-05,175000,185000,37,10000,35.8887,-78.6393,0,168.1818181818182
2419630,Durham,27713,1,1,676,1,1986,2021-11-17,2021-12-20,150000,160000,33,10000,35.9112,-78.9178,1,236.68639053254438
2521540,Cary,27519,1,2,760,1,2004,2023-07-14,2023-08-17,259900,269900,34,10000,35.8072,-78.887,1,355.13157894736844
2375170,Cary,27519,1,2,1049,1,2008,2021-04-01,2021-06-15,190000,200000,75,10000,35.8072,-78.887,1,190.65776930409913
2367268,Cary,27513,2,2,1195,1,1999,2021-02-17,2021-05-04,190000,200000,76,10000,35.7956,-78.7941,0,167.36401673640168
2402944,Raleigh,27603,2,2,1214,1,2008,2021-08-20,2021-09-14,470000,479999,25,9999,35.7076,-78.6563,0,395.3863261943987
2350445,Durham,27701,1,1,639,1,2021,2020-10-25,2021-11-16,316625,326525,387,9900,35.9967,-78.8966,1,510.99374021909233
2390158,Raleigh,27605,2,2,1006,1,2022,2021-03-17,2023-05-02,495000,504775,776,9775,35.7908,-78.653,0,501.76441351888667
2379551,Charlotte,28262,2,2,1065,1,2007,2021-04-23,2021-07-02,159900,169500,70,9600,35.3183,-80.7476,3,159.1549295774648
2368137,Raleigh,27603,2,2,935,1,1999,2021-02-22,2021-03-10,135000,144500,16,9500,35.7076,-78.6563,0,154.54545454545453
2521869,Chapel Hill,27514,2,3,1112,1,1984,2023-07-15,2023-08-18,236500,246000,34,9500,35.9203,-79.0372,1,221.22302158273382
2496546,Morrisville,27560,2,2,1151,1,2000,2023-02-24,2023-03-30,282000,291500,34,9500,35.8344,-78.8466,1,253.2580364900087
10008857,Raleigh,27617,2,2,1427,1,2006,2024-01-31,2024-03-06,358500,368000,35,9500,35.9034,-78.7447,0,257.88367203924315
10013183,Raleigh,27606,4,4,1200,1,1999,2024-02-22,2024-04-01,275800,285100,39,9300,35.7645,-78.7112,0,237.58333333333334
2366527,Raleigh,27609,2,2,951,1,1972,2021-02-12,2021-04-01,124975,134200,48,9225,35.848,-78.6317,0,141.11461619348054
2366495,Raleigh,27616,2,2,1207,1,1986,2021-02-12,2021-04-21,149900,159000,68,9100,35.8673,-78.5381,0,131.73156586578293
10017177,Chapel Hill,27514,2,2,1148,1,2006,2024-03-14,2024-04-27,349900,359000,44,9100,35.9203,-79.0372,1,312.7177700348432
2399794,Raleigh,27606,2,2,1076,1,1968,2021-08-04,2021-09-21,179900,189000,48,9100,35.7645,-78.7112,0,175.65055762081784
2395108,Carrboro,27510,2,1,816,1,1984,2021-07-12,2021-08-13,163000,172000,32,9000,35.9055,-79.0901,1,210.7843137254902
2406258,Raleigh,27604,2,2,900,1,1981,2021-09-07,2021-10-13,120000,129000,36,9000,35.8334,-78.5799,0,143.33333333333334
2395877,Chapel Hill,27514,2,2,1305,1,2004,2021-07-15,2021-08-18,272000,281000,34,9000,35.9203,-79.0372,1,215.3256704980843
