Mortgage Rates,Zip,Bedrooms,Total Baths,SqFt,Acres,Year Built,List Price,Sold Price,Days on Market,Over Asking,Lat,Lon,Cluster
5.1,27603,1,1,950,1,2008,375000,446000,28,71000,35.7076,-78.6563,0
5.1,27517,2,2,1273,1,2008,450000,517000,19,67000,35.9182,-79.0035,1
5.1,27513,2,2,1419,1,1997,300000,347000,39,47000,35.7956,-78.7941,0
5.1,27513,2,3,1486,1,1985,250000,297000,35,47000,35.7956,-78.7941,0
5.1,27510,2,1,792,1,1962,215000,250000,16,35000,35.9055,-79.0901,1
5.1,27513,3,2,1485,1,1997,300000,335000,13,35000,35.7956,-78.7941,0
5.1,27511,2,2,873,1,1986,250000,280000,188,30000,35.7641,-78.7786,0
5.1,27701,1,1,1459,2,1984,440000,470000,41,30000,35.9967,-78.8966,1
5.1,27603,3,3,1740,1,2003,265000,290000,28,25000,35.7076,-78.6563,0
5.1,27603,3,2,1210,1,2004,249000,273000,16,24000,35.7076,-78.6563,0
5.1,27613,2,1,1166,1,1985,212900,230000,39,17100,35.8949,-78.7051,3
5.1,27603,3,3,1257,1,2002,215000,230000,21,15000,35.7076,-78.6563,0
5.1,27614,3,3,1604,1,2006,280000,292000,42,12000,35.9457,-78.6433,3
5.1,27603,3,3,1696,1,2003,299900,310000,28,10100,35.7076,-78.6563,0
5.1,27604,1,2,800,1,1998,335000,340000,39,5000,35.8334,-78.5799,3
5.1,27516,1,1,846,1,2009,365000,370000,48,5000,35.9162,-79.0999,1
5.1,28314,2,2,1172,1,1992,68000,71000,57,3000,35.0583,-79.008,4
5.1,27340,3,4,2242,1,2016,675000,675000,183,0,35.9488,-79.3297,2
5.1,27514,2,1,810,1,1967,119900,119500,59,-400,35.9203,-79.0372,1
5.1,27514,1,1,657,1,1967,120000,115000,44,-5000,35.9203,-79.0372,1
5.1,27601,2,2,1153,1,2020,600000,590000,45,-10000,35.7727,-78.6324,0
5.27,27705,3,3,1720,1,1974,350000,435000,23,85000,36.0218,-78.9478,1
5.27,27612,2,3,2077,1,2002,500000,565000,38,65000,35.852,-78.6841,3
5.27,27614,2,3,1300,1,2004,290000,350000,27,60000,35.9457,-78.6433,3
5.27,27513,2,2,1047,1,1989,250000,306000,32,56000,35.7956,-78.7941,0
5.27,27518,2,2,1164,1,1996,300000,350000,30,50000,35.7299,-78.7735,0
5.27,27516,3,3,1805,1,2011,340000,375000,44,35000,35.9162,-79.0999,1
5.27,27609,2,2,838,1,1985,313000,345000,27,32000,35.848,-78.6317,3
5.27,27701,1,1,404,1,2021,162900,192900,887,30000,35.9967,-78.8966,1
5.27,27604,2,2,1052,1,1975,195000,220000,33,25000,35.8334,-78.5799,3
5.27,27215,2,2,1024,1,1984,145000,153000,13,8000,36.0318,-79.4889,2
5.27,27617,3,3,2111,1,2014,534900,540000,124,5100,35.9034,-78.7447,3
5.27,27613,2,2,1440,1,2006,280000,285000,42,5000,35.8949,-78.7051,3
5.27,27609,2,2,1010,1,1998,340000,342000,46,2000,35.848,-78.6317,3
5.27,27514,1,1,700,1,1967,82500,84000,28,1500,35.9203,-79.0372,1
5.27,27215,2,2,876,4,1971,80000,80000,11,0,36.0318,-79.4889,2
5.27,27617,2,2,1446,1,2007,345000,345000,39,0,35.9034,-78.7447,3
5.27,27701,2,1,806,1,2021,399500,399500,35,0,35.9967,-78.8966,1
5.27,27705,4,3,2133,1,1974,415000,405000,57,-10000,36.0218,-78.9478,1
5.27,27615,2,2,1054,1,1992,249900,235000,36,-14900,35.8887,-78.6393,3
5.27,27705,2,2,900,1,1982,160000,142000,24,-18000,36.0218,-78.9478,1
5.3,27516,3,2,1302,1,1998,399000,485000,60,86000,35.9162,-79.0999,1
5.3,27513,2,2,1146,1,1986,260000,305000,32,45000,35.7956,-78.7941,0
5.3,27560,3,2,1313,1,2002,280000,320500,41,40500,35.8344,-78.8466,1
5.3,27601,2,2,1389,1,2005,460000,500000,43,40000,35.7727,-78.6324,0
5.3,27517,2,4,943,1,1991,235000,270500,33,35500,35.9182,-79.0035,1
5.3,27613,3,3,1540,1,2020,395000,430000,35,35000,35.8949,-78.7051,3
5.3,27605,2,2,1002,1,1986,395000,430000,27,35000,35.7908,-78.653,0
5.3,27517,2,2,1132,1,2009,495500,525000,37,29500,35.9182,-79.0035,1
5.3,27605,1,1,722,1,1986,295000,322500,28,27500,35.7908,-78.653,0
5.3,27605,2,1,1008,1,1949,305000,325000,45,20000,35.7908,-78.653,0
5.3,27517,2,1,860,1,1977,164000,182900,20,18900,35.9182,-79.0035,1
5.3,27609,1,1,630,1,1972,145000,160000,44,15000,35.848,-78.6317,3
5.3,27606,2,2,1271,1,1990,240000,254320,18,14320,35.7645,-78.7112,0
5.3,27605,1,1,499,1,1953,220000,230000,55,10000,35.7908,-78.653,0
5.3,27518,2,2,1225,1,1997,297900,305000,57,7100,35.7299,-78.7735,0
5.3,27514,1,1,704,1,1967,80000,84000,20,4000,35.9203,-79.0372,1
5.3,27502,3,3,2411,1,2013,599000,600000,54,1000,35.7225,-78.8408,0
5.3,27518,2,2,1223,1,1997,287500,287500,39,0,35.7299,-78.7735,0
5.3,27614,3,3,1692,1,2005,255000,255000,60,0,35.9457,-78.6433,3
5.3,27606,2,2,1056,1,1968,200000,200000,16,0,35.7645,-78.7112,0
5.3,27560,3,2,1448,1,1999,350000,350000,46,0,35.8344,-78.8466,1
5.3,27617,2,2,1448,1,2019,420000,420000,54,0,35.9034,-78.7447,3
5.3,27603,2,2,1196,1,2008,505000,505000,27,0,35.7076,-78.6563,0
5.3,27617,2,2,1429,1,2006,340000,325000,38,-15000,35.9034,-78.7447,3
5.25,27516,2,3,1316,1,1984,430000,495000,17,65000,35.9162,-79.0999,1
5.25,27603,4,4,1324,1,2002,250000,285000,55,35000,35.7076,-78.6563,0
5.25,27517,2,3,1250,1,1987,299900,330000,28,30100,35.9182,-79.0035,1
5.25,27609,2,2,990,1,1972,150000,174825,84,24825,35.848,-78.6317,3
5.25,27609,3,2,1159,1,1972,159900,180000,39,20100,35.848,-78.6317,3
5.25,27707,1,1,1014,1,2008,265000,285000,25,20000,35.9631,-78.9315,1
5.25,27603,1,1,800,1,2007,330000,350000,33,20000,35.7076,-78.6563,0
5.25,27516,2,1,851,1,1977,159000,178000,14,19000,35.9162,-79.0999,1
5.25,27616,3,3,1696,1,2003,270000,286000,81,16000,35.8673,-78.5381,3
5.25,27603,2,2,877,1,1987,195000,209650,43,14650,35.7076,-78.6563,0
5.25,27703,3,2,1074,1,1989,129900,138500,18,8600,35.9781,-78.8439,1
5.25,27513,1,1,788,1,1985,200000,203900,26,3900,35.7956,-78.7941,0
5.25,27701,1,1,787,1,1927,349900,350000,30,100,35.9967,-78.8966,1
5.25,27514,1,1,700,1,1967,80000,80000,33,0,35.9203,-79.0372,1
5.25,27215,2,1,754,1,1950,89500,89500,46,0,36.0318,-79.4889,2
5.25,27614,3,3,1693,1,2005,279950,275000,37,-4950,35.9457,-78.6433,3
5.25,27407,2,2,947,1,1986,65000,57000,163,-8000,36.0334,-79.8626,2
5.25,27605,2,2,915,1,1949,340000,330000,37,-10000,35.7908,-78.653,0
5.1,27516,2,2,1128,5,2013,589900,755000,29,165100,35.9162,-79.0999,1
5.1,27502,3,2,1424,1,2003,250000,350000,15,100000,35.7225,-78.8408,0
5.1,27518,2,2,1210,1,1997,275000,310000,48,35000,35.7299,-78.7735,0
5.1,27516,4,4,1208,1,1999,238900,271000,44,32100,35.9162,-79.0999,1
5.1,27608,3,3,1425,1,2009,534900,565000,35,30100,35.8077,-78.6463,3
5.1,27603,1,1,956,1,2008,362500,390000,22,27500,35.7076,-78.6563,0
5.1,27615,2,2,1290,1,2004,324900,350000,55,25100,35.8887,-78.6393,3
5.1,27605,4,4,4532,1,1949,699900,725000,52,25100,35.7908,-78.653,0
5.1,27514,2,2,1096,1,2004,275000,300000,35,25000,35.9203,-79.0372,1
5.1,27514,2,3,850,1,1985,150000,170000,16,20000,35.9203,-79.0372,1
5.1,27513,2,2,1049,1,1984,220000,240000,33,20000,35.7956,-78.7941,0
5.1,27520,2,2,1083,1,2005,189900,205000,44,15100,35.6348,-78.451,0
5.1,27511,2,1,678,1,1979,265000,280000,28,15000,35.7641,-78.7786,0
5.1,27514,2,2,968,1,1967,235000,250000,15,15000,35.9203,-79.0372,1
5.1,27609,1,1,821,1,1972,145000,150000,35,5000,35.848,-78.6317,3
5.1,27614,2,3,1334,1,2004,295000,300000,25,5000,35.9457,-78.6433,3
5.1,27517,2,2,952,1,1984,285000,285000,14,0,35.9182,-79.0035,1
5.1,27517,3,3,1400,1,1989,280000,280000,47,0,35.9182,-79.0035,1
5.1,27617,2,2,1225,1,2004,269000,269000,40,0,35.9034,-78.7447,3
5.1,27609,2,2,950,1,1972,185000,185000,23,0,35.848,-78.6317,3
5.1,27703,2,2,1032,1,1989,125000,125000,127,0,35.9781,-78.8439,1
5.1,27517,3,3,1474,1,1989,325000,325000,47,0,35.9182,-79.0035,1
5.1,27340,2,2,1129,1,2013,425000,415000,104,-10000,35.9488,-79.3297,2
5.1,27244,3,3,1490,1,2006,200000,190000,35,-10000,36.1029,-79.5067,2
5.1,27615,4,4,2116,1,1979,325000,310000,133,-15000,35.8887,-78.6393,3
5.1,27603,2,2,1052,1,2006,275000,260000,79,-15000,35.7076,-78.6563,0
5.1,27703,2,2,1023,1,2014,285000,270000,59,-15000,35.9781,-78.8439,1
5.1,27605,4,4,2480,1,2015,1100000,1000000,57,-100000,35.7908,-78.653,0
5.09,27608,2,1,654,1,1950,249000,315000,27,66000,35.8077,-78.6463,3
5.09,27604,2,2,1200,1,2009,275000,326000,35,51000,35.8334,-78.5799,3
5.09,27587,2,2,1410,1,2015,425000,475000,28,50000,35.9815,-78.5392,3
5.09,27614,2,2,982,1,2001,230000,270000,82,40000,35.9457,-78.6433,3
5.09,27603,2,2,1772,1,1892,629000,665000,38,36000,35.7076,-78.6563,0
5.09,27513,2,2,1350,1,1997,295000,328000,64,33000,35.7956,-78.7941,0
5.09,27510,2,2,1726,1,2004,395000,425000,65,30000,35.9055,-79.0901,1
5.09,27609,2,2,1005,1,1972,161000,185000,63,24000,35.848,-78.6317,3
5.09,27517,3,3,1363,1,1989,300000,320000,59,20000,35.9182,-79.0035,1
5.09,27606,4,4,1219,1,1997,245000,264500,29,19500,35.7645,-78.7112,0
5.09,27516,3,2,1313,1,2005,450000,469300,137,19300,35.9162,-79.0999,1
5.09,27606,3,2,1173,1,1968,207000,225000,33,18000,35.7645,-78.7112,0
5.09,27510,2,2,964,1,1983,280000,292000,23,12000,35.9055,-79.0901,1
5.09,27516,1,1,1498,1,2002,315000,325000,23,10000,35.9162,-79.0999,1
5.09,27615,2,2,1032,1,1984,209000,217500,38,8500,35.8887,-78.6393,3
5.09,27606,4,4,1219,1,1998,260000,268000,35,8000,35.7645,-78.7112,0
5.09,27617,2,2,1449,1,2008,329000,335000,61,6000,35.9034,-78.7447,3
5.09,27517,2,2,920,4,1973,165000,170000,40,5000,35.9182,-79.0035,1
5.09,27517,2,3,1395,1,1989,314900,315100,48,200,35.9182,-79.0035,1
5.09,27616,1,2,905,1,1986,165000,165000,35,0,35.8673,-78.5381,3
5.09,27340,3,3,1970,1,2016,695000,695000,55,0,35.9488,-79.3297,2
5.09,27701,3,3,2239,1,2019,1195000,1195000,87,0,35.9967,-78.8966,1
5.09,27609,2,2,1210,1,1998,395000,390000,32,-5000,35.848,-78.6317,3
5.09,27608,2,4,1705,1,2021,685000,660000,30,-25000,35.8077,-78.6463,3
5.09,27502,3,2,1778,1,2009,500000,450000,36,-50000,35.7225,-78.8408,0
5.23,27516,1,2,756,1,1998,225000,267000,16,42000,35.9162,-79.0999,1
5.23,27516,1,2,758,1,1998,235000,260000,9,25000,35.9162,-79.0999,1
5.23,27514,2,3,1086,1,1965,279900,300000,33,20100,35.9203,-79.0372,1
5.23,27540,2,2,931,1,2001,240000,260000,25,20000,35.6263,-78.8458,0
5.23,27517,2,3,1214,1,1974,285500,300000,36,14500,35.9182,-79.0035,1
5.23,27613,2,3,1488,1,1998,315500,330000,27,14500,35.8949,-78.7051,3
5.23,27514,2,1,810,1,1967,137000,150000,25,13000,35.9203,-79.0372,1
5.23,27617,1,2,1020,1,2005,212470,225000,34,12530,35.9034,-78.7447,3
5.23,27560,2,2,1051,1,2001,315000,325000,38,10000,35.8344,-78.8466,1
5.23,27609,1,1,818,1,1972,145000,155000,45,10000,35.848,-78.6317,3
5.23,27601,2,2,1087,1,2008,525000,531000,28,6000,35.7727,-78.6324,0
5.23,27603,2,2,1278,1,2008,505000,510000,39,5000,35.7076,-78.6563,0
5.23,27601,1,1,975,1,2008,440000,445000,85,5000,35.7727,-78.6324,0
5.23,27519,1,2,815,1,2008,251900,255000,14,3100,35.8072,-78.887,1
5.23,27604,2,1,714,1,1981,141900,145000,25,3100,35.8334,-78.5799,3
5.23,27606,2,2,936,1,1972,189000,189000,33,0,35.7645,-78.7112,0
5.23,27606,2,3,1081,1,1984,225000,225000,41,0,35.7645,-78.7112,0
5.23,27612,2,2,1390,1,2005,390000,390000,31,0,35.852,-78.6841,3
5.23,27340,2,3,2250,1,2016,720000,720000,75,0,35.9488,-79.3297,2
5.23,27606,2,2,1167,1,1984,232000,230000,63,-2000,35.7645,-78.7112,0
5.23,27529,2,1,936,1,1953,220000,217500,33,-2500,35.6813,-78.5975,0
5.78,27516,1,2,771,1,1998,220000,265000,25,45000,35.9162,-79.0999,1
5.78,27249,3,3,2300,1,2013,400000,440000,40,40000,36.1183,-79.5685,2
5.78,27514,1,1,711,1,2009,319000,350000,47,31000,35.9203,-79.0372,1
5.78,27517,2,2,1141,1,2008,500000,530000,32,30000,35.9182,-79.0035,1
5.78,27605,2,2,848,1,1985,335000,358000,35,23000,35.7908,-78.653,0
5.78,27513,2,2,1045,1,1986,230000,251000,17,21000,35.7956,-78.7941,0
5.78,27410,2,2,1161,1,1981,153500,170000,50,16500,36.1032,-79.8794,2
5.78,27615,2,2,1005,1,1975,170000,186000,49,16000,35.8887,-78.6393,3
5.78,27606,4,4,1219,1,1997,270000,285000,57,15000,35.7645,-78.7112,0
5.78,27614,1,2,771,1,2001,230000,245000,12,15000,35.9457,-78.6433,3
5.78,27701,1,1,405,1,2021,243000,258000,44,15000,35.9967,-78.8966,1
5.78,27604,1,2,760,1,2004,235000,247000,20,12000,35.8334,-78.5799,3
5.78,27601,2,2,1327,1,2008,825000,835000,52,10000,35.7727,-78.6324,0
5.78,27606,3,2,1225,1,1972,197500,206000,49,8500,35.7645,-78.7112,0
5.78,27616,1,2,890,1,1986,165000,172500,35,7500,35.8673,-78.5381,3
5.78,27606,2,2,960,1,1987,185000,188500,53,3500,35.7645,-78.7112,0
5.78,27606,2,2,1170,1,1985,251000,251000,39,0,35.7645,-78.7112,0
5.78,27607,2,2,978,1,1983,390000,390000,70,0,35.8014,-78.6877,0
5.78,27615,2,2,1092,1,2003,274000,272000,38,-2000,35.8887,-78.6393,3
5.78,27513,1,1,891,1,1986,204000,202000,21,-2000,35.7956,-78.7941,0
5.78,27517,3,2,1320,1,1987,310000,305000,40,-5000,35.9182,-79.0035,1
5.78,27529,2,3,1464,1,2002,299900,290000,35,-9900,35.6813,-78.5975,0
5.78,27516,2,2,890,1,1972,129000,117500,21,-11500,35.9162,-79.0999,1
5.78,27517,2,3,1288,1,1985,285000,273000,45,-12000,35.9182,-79.0035,1
5.78,27601,2,3,1145,1,1986,410000,395000,95,-15000,35.7727,-78.6324,0
5.78,27604,2,2,978,1,2006,300000,283500,24,-16500,35.8334,-78.5799,3
5.78,27608,2,4,1818,1,2021,735000,715000,66,-20000,35.8077,-78.6463,3
5.78,27517,2,2,942,1,1984,300000,275000,111,-25000,35.9182,-79.0035,1
5.81,27516,2,2,1348,1,2005,398900,450000,16,51100,35.9162,-79.0999,1
5.81,27510,2,1,886,1,1979,246000,292500,21,46500,35.9055,-79.0901,1
5.81,27249,2,2,1546,1,2010,275000,317000,44,42000,36.1183,-79.5685,2
5.81,27615,2,2,1046,1,1992,249900,281900,29,32000,35.8887,-78.6393,3
5.81,27605,1,1,566,1,1953,235000,260600,37,25600,35.7908,-78.653,0
5.81,27516,3,2,1301,1,1998,425000,450000,24,25000,35.9162,-79.0999,1
5.81,27615,2,3,1296,1,1985,295000,310000,30,15000,35.8887,-78.6393,3
5.81,27516,1,1,670,1,2002,240000,252000,25,12000,35.9162,-79.0999,1
5.81,27401,1,1,936,1,2005,145000,155000,71,10000,36.0697,-79.7682,2
5.81,27514,3,2,1457,1,2006,325000,330000,27,5000,35.9203,-79.0372,1
5.81,27615,2,3,1481,1,1969,260000,260000,38,0,35.8887,-78.6393,3
5.81,27603,3,3,1606,1,2004,315000,315000,37,0,35.7076,-78.6563,0
5.81,27612,2,2,775,1,1983,256000,256000,28,0,35.852,-78.6841,3
5.81,27520,1,1,860,1,2003,170000,170000,39,0,35.6348,-78.451,0
5.81,27601,1,1,905,1,2008,410000,410000,76,0,35.7727,-78.6324,0
5.81,27608,2,2,2300,1,1994,540000,540000,27,0,35.8077,-78.6463,3
5.81,27514,2,3,1167,1,1984,210000,206000,41,-4000,35.9203,-79.0372,1
5.81,27517,2,3,1372,1,1989,299900,294000,54,-5900,35.9182,-79.0035,1
5.81,27587,3,3,1709,1,2005,314900,304900,48,-10000,35.9815,-78.5392,3
5.81,27615,3,3,1328,1,1983,285000,264000,58,-21000,35.8887,-78.6393,3
5.81,27617,2,2,1510,1,2009,350000,320000,45,-30000,35.9034,-78.7447,3
5.81,27701,1,1,576,1,1972,300000,260000,33,-40000,35.9967,-78.8966,1
5.7,27516,3,2,1782,1,2013,1000000,1500000,75,500000,35.9162,-79.0999,1
5.7,27605,1,1,505,1,1949,250000,305000,36,55000,35.7908,-78.653,0
5.7,27612,2,2,968,1,1987,240000,290000,35,50000,35.852,-78.6841,3
5.7,27604,3,3,2195,1,2015,619500,665000,41,45500,35.8334,-78.5799,3
5.7,27608,2,1,675,1,1950,275000,320000,32,45000,35.8077,-78.6463,3
5.7,27615,3,3,1538,1,1986,245000,282000,30,37000,35.8887,-78.6393,3
5.7,27601,2,3,1496,1,2007,499000,525000,48,26000,35.7727,-78.6324,0
5.7,27514,2,1,735,1,1966,150000,175000,19,25000,35.9203,-79.0372,1
5.7,27604,1,2,760,1,2001,230000,255000,28,25000,35.8334,-78.5799,3
5.7,27513,2,2,1500,1,1997,324900,345000,35,20100,35.7956,-78.7941,0
5.7,27604,2,2,1205,1,2009,325000,341000,44,16000,35.8334,-78.5799,3
5.7,27514,3,2,1406,1,2002,315000,330100,35,15100,35.9203,-79.0372,1
5.7,27713,2,2,882,1,1986,195000,210000,34,15000,35.9112,-78.9178,1
5.7,27609,2,3,1370,1,1972,215000,230000,44,15000,35.848,-78.6317,3
5.7,27513,2,2,1115,1,1987,245000,260000,25,15000,35.7956,-78.7941,0
5.7,27514,2,2,940,1,1967,239900,253000,34,13100,35.9203,-79.0372,1
5.7,27609,2,1,904,1,1972,148000,160000,59,12000,35.848,-78.6317,3
5.7,27514,1,1,922,1,2008,350000,362000,55,12000,35.9203,-79.0372,1
5.7,27513,1,1,673,1,1986,190000,202000,47,12000,35.7956,-78.7941,0
5.7,27519,2,2,1700,1,2017,419000,429900,33,10900,35.8072,-78.887,1
5.7,27606,4,4,1219,1,1999,265000,275000,38,10000,35.7645,-78.7112,0
5.7,27610,2,2,1012,1,1986,149900,155000,31,5100,35.7667,-78.6008,0
5.7,27703,1,2,986,1,2008,259900,265000,53,5100,35.9781,-78.8439,1
5.7,27606,4,4,1224,1,1996,270000,275000,27,5000,35.7645,-78.7112,0
5.7,27603,1,1,793,1,2007,330000,335000,48,5000,35.7076,-78.6563,0
5.7,27603,3,2,1104,1,2002,245000,250000,39,5000,35.7076,-78.6563,0
5.7,27606,3,3,1257,1,2002,245000,250000,49,5000,35.7645,-78.7112,0
5.7,27253,3,3,1777,1,1991,235000,238000,47,3000,36.031,-79.3814,2
5.7,27606,4,4,1219,1,1999,270000,270000,36,0,35.7645,-78.7112,0
5.7,27713,2,2,1005,1,1986,200000,200000,48,0,35.9112,-78.9178,1
5.7,27601,3,3,1713,1,2000,575000,575000,27,0,35.7727,-78.6324,0
5.7,27606,2,2,1114,1,1972,195000,195000,9,0,35.7645,-78.7112,0
5.7,27606,2,2,1167,1,1984,230000,225000,53,-5000,35.7645,-78.7112,0
5.7,27517,2,2,975,1,1985,288000,281000,50,-7000,35.9182,-79.0035,1
5.7,27701,1,1,672,1,2019,550000,540000,34,-10000,35.9967,-78.8966,1
5.7,27601,1,1,810,1,2008,495000,476000,19,-19000,35.7727,-78.6324,0
5.7,27701,1,1,600,1,1972,299000,279750,28,-19250,35.9967,-78.8966,1
5.7,27516,2,2,921,1,1998,395000,372000,34,-23000,35.9162,-79.0999,1
5.7,27601,3,3,3032,1,2004,1325000,1200000,136,-125000,35.7727,-78.6324,0
5.3,27615,3,3,1549,1,1979,265000,295250,33,30250,35.8887,-78.6393,3
5.3,27606,2,2,1156,1,1984,229000,255000,34,26000,35.7645,-78.7112,0
5.3,27519,1,2,763,1,2008,250000,275000,29,25000,35.8072,-78.887,1
5.3,27510,2,1,834,1,1983,230000,255000,23,25000,35.9055,-79.0901,1
5.3,27603,3,3,1797,1,2006,535000,560000,74,25000,35.7076,-78.6563,0
5.3,27514,2,2,939,1,1967,229000,252500,25,23500,35.9203,-79.0372,1
5.3,27215,3,2,1879,1,2003,300000,320000,58,20000,36.0318,-79.4889,2
5.3,27612,3,2,1441,1,1972,250000,260000,356,10000,35.852,-78.6841,3
5.3,27705,2,2,980,1,1989,320000,330000,42,10000,36.0218,-78.9478,1
5.3,27615,2,2,1080,1,1975,180000,190000,34,10000,35.8887,-78.6393,3
5.3,28303,3,2,1392,1,1994,75000,83000,21,8000,35.0742,-78.965,4
5.3,28303,2,2,1050,1,1992,64900,71000,30,6100,35.0742,-78.965,4
5.3,27701,1,1,680,1,2009,315000,320000,35,5000,35.9967,-78.8966,1
5.3,27617,3,4,2726,1,2018,650000,655000,49,5000,35.9034,-78.7447,3
5.3,27340,1,2,1235,1,2013,395000,400000,57,5000,35.9488,-79.3297,2
5.3,27707,2,2,1023,1,1977,275000,276760,45,1760,35.9631,-78.9315,1
5.3,27517,2,2,963,1,1984,280000,281000,59,1000,35.9182,-79.0035,1
5.3,27606,2,3,1105,1,1984,230000,230000,69,0,35.7645,-78.7112,0
5.3,27516,3,2,1212,1,1972,175000,165000,20,-10000,35.9162,-79.0999,1
5.3,27516,3,2,1212,1,1972,175000,165000,20,-10000,35.9162,-79.0999,1
5.3,27516,3,2,1212,1,1972,175000,165000,20,-10000,35.9162,-79.0999,1
5.51,27516,2,2,832,1,2009,499000,575000,35,76000,35.9162,-79.0999,1
5.51,27514,2,2,1186,1,2003,285000,313000,45,28000,35.9203,-79.0372,1
5.51,27614,3,3,1692,1,2012,285000,307000,47,22000,35.9457,-78.6433,3
5.51,27615,2,2,1008,1,1975,150000,170000,42,20000,35.8887,-78.6393,3
5.51,27511,2,1,730,1,1980,175000,195000,70,20000,35.7641,-78.7786,0
5.51,27540,2,2,922,1,1999,249000,265000,40,16000,35.6263,-78.8458,0
5.51,27514,2,2,1297,1,2004,305000,320000,35,15000,35.9203,-79.0372,1
5.51,27215,2,2,1344,1,2006,214900,227000,35,12100,36.0318,-79.4889,2
5.51,27607,3,2,990,1,1971,260000,270000,36,10000,35.8014,-78.6877,0
5.51,27516,2,2,883,1,1972,129000,136500,34,7500,35.9162,-79.0999,1
5.51,27713,2,2,903,1,1986,189000,195000,22,6000,35.9112,-78.9178,1
5.51,27605,2,2,1082,1,1985,395000,400000,37,5000,35.7908,-78.653,0
5.51,27604,2,3,1260,1,2006,335000,340000,50,5000,35.8334,-78.5799,3
5.51,27603,1,1,734,1,2008,300000,300000,36,0,35.7076,-78.6563,0
5.51,27519,2,3,1357,1,2005,330000,330000,24,0,35.8072,-78.887,1
5.51,28314,3,2,1211,1,1992,79900,79900,25,0,35.0583,-79.008,4
5.51,27603,2,3,1464,1,2005,850000,850000,54,0,35.7076,-78.6563,0
5.51,27603,3,2,1192,1,1997,249900,248800,30,-1100,35.7076,-78.6563,0
5.51,27560,2,2,1198,1,2004,315000,302500,35,-12500,35.8344,-78.8466,1
5.51,27701,1,1,600,1,1972,300000,280000,27,-20000,35.9967,-78.8966,1
5.54,27612,2,2,1063,1,1986,239999,275000,39,35001,35.852,-78.6841,3
5.54,27516,3,2,1285,1,2013,642500,675000,14,32500,35.9162,-79.0999,1
5.54,27703,1,2,960,1,2008,220000,250500,41,30500,35.9781,-78.8439,1
5.54,27511,2,2,1100,1,1985,250000,275000,24,25000,35.7641,-78.7786,0
5.54,27511,2,1,729,1,1980,200000,224921,26,24921,35.7641,-78.7786,0
5.54,27540,1,2,755,1,2001,225000,236500,48,11500,35.6263,-78.8458,0
5.54,27526,2,2,905,1,2022,300000,306850,481,6850,35.58,-78.7908,0
5.54,27526,2,2,912,1,2021,307500,313950,474,6450,35.58,-78.7908,0
5.54,27615,2,2,1280,1,2003,295000,301000,68,6000,35.8887,-78.6393,3
5.54,27526,2,1,962,1,2022,330000,335200,482,5200,35.58,-78.7908,0
5.54,27518,3,2,1325,1,1996,287900,293000,52,5100,35.7299,-78.7735,0
5.54,27526,2,1,802,1,2022,291200,295200,482,4000,35.58,-78.7908,0
5.54,27526,2,2,905,1,2021,306200,309500,476,3300,35.58,-78.7908,0
5.54,27526,2,1,962,1,2021,330000,331800,478,1800,35.58,-78.7908,0
5.54,27526,2,2,912,1,2022,322500,322500,479,0,35.58,-78.7908,0
5.54,27610,2,2,1012,1,1985,160000,160000,35,0,35.7667,-78.6008,0
5.54,27526,2,2,905,1,2021,325900,325900,474,0,35.58,-78.7908,0
5.54,27526,2,1,802,1,2022,300000,300000,476,0,35.58,-78.7908,0
5.54,27514,2,2,1127,1,2002,300000,300000,29,0,35.9203,-79.0372,1
5.54,27701,2,2,1031,1,2021,467875,467875,383,0,35.9967,-78.8966,1
5.54,27526,1,1,740,1,2021,275000,275000,477,0,35.58,-78.7908,0
5.54,27526,1,1,740,1,2022,280000,280000,482,0,35.58,-78.7908,0
5.54,27713,2,2,865,1,1986,195000,195000,62,0,35.9112,-78.9178,1
5.54,27615,2,2,1129,1,1974,220000,215000,27,-5000,35.8887,-78.6393,3
5.54,27609,2,2,1021,1,1999,299900,290000,32,-9900,35.848,-78.6317,3
5.54,27249,2,2,1726,1,2014,319900,307500,55,-12400,36.1183,-79.5685,2
5.54,27617,3,3,1972,1,2009,399900,385000,44,-14900,35.9034,-78.7447,3
5.54,27517,1,2,1010,5,2009,475000,460000,49,-15000,35.9182,-79.0035,1
5.54,27705,3,3,2106,1,1974,465000,450000,76,-15000,36.0218,-78.9478,1
5.3,27514,2,3,1086,1,1965,289900,320000,16,30100,35.9203,-79.0372,1
5.3,27613,2,2,1434,1,2006,299000,325000,56,26000,35.8949,-78.7051,3
5.3,27605,2,2,1029,1,1983,375000,400000,47,25000,35.7908,-78.653,0
5.3,27513,3,2,1325,1,1997,300000,320000,32,20000,35.7956,-78.7941,0
5.3,27606,2,2,1087,1,1985,249900,262000,36,12100,35.7645,-78.7112,0
5.3,27514,2,3,1106,1,1984,200000,212000,27,12000,35.9203,-79.0372,1
5.3,27605,2,3,1076,1,1987,335000,345300,32,10300,35.7908,-78.653,0
5.3,27517,2,3,1118,1,1974,299900,310000,48,10100,35.9182,-79.0035,1
5.3,27713,2,2,904,1,1986,197000,207000,44,10000,35.9112,-78.9178,1
5.3,27514,3,2,1524,1,2006,329000,336000,34,7000,35.9203,-79.0372,1
5.3,27605,2,2,909,1,1949,325000,330000,35,5000,35.7908,-78.653,0
